[00:00:03.643 --> 00:00:03.863]  We're good.
[00:00:35.831 --> 00:00:36.351]  Good evening.
[00:00:36.732 --> 00:00:38.253]  It's Monday, December the 10th of 2012.
[00:00:38.913 --> 00:00:40.655]  I'm David Ortiz.
[00:00:40.695 --> 00:00:45.258]  You're watching InfoWars Nightly News, and here's what we have in store for you tonight.
[00:00:48.581 --> 00:00:54.805]  Tonight on InfoWars Nightly News, EU War Council meets to plan Syria and Mali invasions.
[00:00:55.206 --> 00:01:00.509]  Then, Syrian rebels prepare the next generation as a child is forced to behead a prisoner.
[00:01:01.290 --> 00:01:04.893]  And over one million Americans entered the poverty class in the last two months.
[00:01:06.344 --> 00:01:09.636]  All that and more coming up on the Info Wars Nightly News!
[00:01:20.990 --> 00:01:21.630]  Welcome back.
[00:01:21.691 --> 00:01:25.153]  Well, it seems the situation in Syria continues.
[00:01:25.593 --> 00:01:30.277]  Military operations are continuing, and the situation continues to get worse.
[00:01:30.357 --> 00:01:40.364]  According to an article posted today on Infowars.com by Kurt Nimmo, the headline reads, EU war council meets to plan Syria and Mali invasions.
[00:01:41.064 --> 00:01:54.615]  The article says European Union apparatchiks convened in Brussels on Monday to plot moves against the Syrian regime of Bashar al-Assad and to plan for a humanitarian intervention in Mali.
[00:01:55.475 --> 00:01:59.839]  27 EU foreign ministers will meet with Moaz al-Khatib today.
[00:02:00.259 --> 00:02:05.363]  Described as a moderate, al-Khatib is a Sunni Muslim and heads up the national coalition
[00:02:05.803 --> 00:02:06.203]  We're good.
[00:02:14.346 --> 00:02:19.190]  With the Al-Assad regime and supports the CIA's Free Syrian Army.
[00:02:19.711 --> 00:02:26.997]  The Free Syrian Army is currently under investigation for executing prisoners of war and other atrocities.
[00:02:27.817 --> 00:02:36.785]  The article also states, the centerpiece of the effort to unseat Al-Assad is the accusation he will use chemical weapons against his own people.
[00:02:37.688 --> 00:02:44.733]  In other words, the mercenaries hosted by Turkey and supported by the CIA and financed by Saudi Arabia and Qatar.
[00:02:44.773 --> 00:02:52.698]  So there you go, you've got EU leaders who want to meet with this individual who supposedly represents most of the Syrian opposition force.
