[00:00:00.640 --> 00:00:01.480]  We're good to go.
[00:00:30.356 --> 00:00:34.400]  Welcome to the InfoWars Nightly News, some of the most hard-hitting TV you're going to see anywhere.
[00:00:34.721 --> 00:00:38.004]  I'm your host Rob Due, and today is Thursday, May 24, 2012.
[00:00:39.366 --> 00:00:41.028]  Here's a little look at what we have coming up.
[00:00:44.955 --> 00:00:54.822]  Tonight, Rob Dew speaks with Norman Horn of Stop Austin Scanners about the fact that airport scanners don't even work and pose a risk to public health.
[00:00:55.343 --> 00:01:04.510]  Plus, Facebook sued and investigated how an IPO promoted to save the stock market was simply another insider scam.
[00:01:04.910 --> 00:01:09.693]  Then, vaccinations cause a mass exodus from Texas colleges.
[00:01:10.074 --> 00:01:14.237]  All that and more up next on the InfoWars Nightly News.
[00:01:18.114 --> 00:01:19.635]  Let's get on to our top story tonight.
[00:01:20.035 --> 00:01:21.236]  Did you get zuckered out there?
[00:01:21.276 --> 00:01:27.860]  Did you cash in on the bonanza, the so-called bonanza that was flamed by the media, that was the Facebook IPO?
[00:01:28.400 --> 00:01:30.842]  Well, so did a lot of people, if you're one of those people out there.
[00:01:30.862 --> 00:01:35.485]  And in fact, Facebook shareholders sued company and its bankers over fishy IPO.
[00:01:35.505 --> 00:01:36.505]  That's coming out of Reuters.
[00:01:37.586 --> 00:01:50.283]  And some investors were shocked when lead underwriter Morgan Stanley reduced its revenue forecasts of the company shortly before Facebook's IPO, supposedly an amendment to its S-1 filing on May 9th, over increased mobile risk.
[00:01:51.121 --> 00:01:54.383]  Now did that news make it anywhere with all the Facebook news?
[00:01:54.764 --> 00:01:58.206]  That was the news that, well, just didn't make it out there for everybody to see.
[00:01:58.246 --> 00:01:59.327]  Isn't that convenient?
[00:01:59.747 --> 00:02:01.068]  Very convenient for everyone out there.
[00:02:01.389 --> 00:02:03.590]  Kurt Demme writes, as well, coming out today,
[00:02:12.857 --> 00:02:14.378]  We're good to go.
[00:02:27.245 --> 00:02:37.395]  Insiders paid only 1.1% of the $38 offering price, remarkably low for an initial public offering thanks to an underwriting discount arranged by Morgan Stanley.
[00:02:38.296 --> 00:02:46.323]  Facebook insiders who sold the offering not only got a high price for their shares, they got to keep an extraordinarily large portion of the proceeds, writes Alan Sloan.
[00:02:49.614 --> 00:02:58.319]  And so Kurt was linking to that in his article, which you can check out on Infowars.com, Irrational Exuberance, Congress Promises to Review Facebook Bankster Scam.
[00:02:58.499 --> 00:03:06.063]  And Aaron Dykes and I worked a long time on that piece that he did a lot of work on, and I encouraged him.
[00:03:06.123 --> 00:03:08.244]  He said, you know, I think it looks like a pump and dump.
[00:03:08.264 --> 00:03:11.045]  And I said, you know what, it probably is a pump and dump.
[00:03:11.085 --> 00:03:11.826]  Let's go with it.
[00:03:12.286 --> 00:03:13.467]  We came out with that report.
[00:03:14.387 --> 00:03:14.768]  We're good to go.
[00:03:34.454 --> 00:03:36.916]  Moving on to another Zuckerd, I guess.
[00:03:36.976 --> 00:03:41.941]  It's the people who believe, oh there he is, our newest action villain, Osama Bin Laden.
[00:03:42.742 --> 00:03:47.286]  Black Ob Down, Hollywood jazzes up fake Osama raid for the children.
