[00:00:09.771 --> 00:00:10.871]  Government cover-ups.
[00:00:11.512 --> 00:00:12.332]  You want answers?
[00:00:13.112 --> 00:00:14.012]  Well, so does he.
[00:00:14.652 --> 00:00:18.213]  He's Alex Jones on the GCN Radio Network.
[00:00:18.833 --> 00:00:22.934]  And now, live from Austin, Texas, Alex Jones.
[00:00:34.438 --> 00:00:37.260]  It is the vaunted and dreaded day.
[00:00:38.101 --> 00:00:39.883]  The day of the pole shift.
[00:00:39.943 --> 00:00:54.875]  The day of the planets aligning with the sun in a magnetic field set to trigger ultra-massive coronal ejections from the sun fabled to vaporize the Earth.
[00:00:56.076 --> 00:01:03.002]  Nibiru, Planet X, Death Comets, Thundar the Barbarian-type destruction.
[00:01:05.049 --> 00:01:12.914]  Well my friends, so far we're half way or more globally into 2012.
[00:01:16.537 --> 00:01:19.239]  And soon we can leave this hoax behind.
[00:01:19.479 --> 00:01:22.201]  I hope there aren't any mass suicides.
[00:01:22.301 --> 00:01:26.123]  I hope there aren't any mass killings in association with it.
[00:01:26.744 --> 00:01:29.366]  Because when you have the mainstream media, and that's who's pushed this,
[00:01:30.736 --> 00:01:34.281]  Running around for decades saying that we probably have the end of the world.
[00:01:34.341 --> 00:01:35.802]  I mean mainstream news saying that.
[00:01:36.203 --> 00:01:37.024]  Giving it credence.
[00:01:38.125 --> 00:01:42.730]  I am surprised that we have not seen more bedlam.
[00:01:43.431 --> 00:01:45.273]  But I do have a report here.
[00:01:45.934 --> 00:01:49.999]  Some thought massive power outage in Annapolis marked the end of the world.
[00:01:52.301 --> 00:01:57.264]  Well, if you were on a respirator and the hospital didn't have backup power, it would be.
[00:01:57.824 --> 00:02:01.746]  And about three to four weeks of the power went off, the nuclear reactors would all melt down.
[00:02:01.766 --> 00:02:03.027]  There's 400 plus of those.
[00:02:03.627 --> 00:02:05.168]  There's a lot of real threats we face.
[00:02:06.109 --> 00:02:09.410]  But no one ever seems to want to get focused and concerned about those.
[00:02:09.430 --> 00:02:10.331]  They're concerned about
[00:02:12.489 --> 00:02:13.789]  About whatever the media hypes.
[00:02:14.190 --> 00:02:17.351]  Just like people still, most people will not swim in the ocean.
[00:02:17.791 --> 00:02:20.992]  They think Jaws is going to eat them because of the 1972 film.
[00:02:21.892 --> 00:02:28.754]  I know I beat that dead shark to death, but that's what this whole shooting hysteria is about.
[00:02:30.135 --> 00:02:38.518]  And I've got to say this, you know the issue of our magazine that came out three weeks ago, in late November,
[00:02:39.690 --> 00:02:43.733]  The December issue, this man wants your guns and said he would use executive orders to do it.
[00:02:44.514 --> 00:02:45.475]  And the UN treaty.
[00:02:46.736 --> 00:02:48.157]  It wasn't hard to predict.
[00:02:48.197 --> 00:02:49.958]  People are like, wow, how did you predict that?
[00:02:50.098 --> 00:02:58.345]  It's like predicting that a person that weighs 600 pounds is going to go pig out on ice cream.
[00:02:59.786 --> 00:03:01.047]  It's not a hard prediction.
[00:03:01.287 --> 00:03:06.372]  Or it's like predicting an alcoholic is going to drink a bunch of alcohol.
[00:03:07.600 --> 00:03:09.565]  A non-reformed alcoholic or something.
[00:03:11.029 --> 00:03:12.111]  This is a no-brainer.
[00:03:13.415 --> 00:03:16.161]  And this morning I happened to be going around on YouTube looking for news.
[00:03:17.185 --> 00:03:21.547]  Uh, clips and I ran into a National Democratic Party talk show host.
[00:03:21.627 --> 00:03:24.689]  I'm not even giving these people attention because they have such small audiences.
[00:03:25.169 --> 00:03:35.974]  And the person was admitting that, you know, these pro-gun people that think there's a world government forming, they're dangerous and people are listening to them and, uh, you know, we're ignoring them saying we've taken over.
[00:03:36.034 --> 00:03:39.416]  But really, uh, you know, that's just spin.
[00:03:39.476 --> 00:03:40.456]  These people are dangerous.
[00:03:40.476 --> 00:03:41.617]  We've got to get their guns now.
[00:03:42.895 --> 00:03:43.755]  And that's the thing.
[00:03:43.795 --> 00:03:46.917]  These globalists really think they're in charge.
[00:03:47.277 --> 00:03:50.739]  Because for so long, they just tell you, hey, this is the way it is.
[00:03:51.980 --> 00:03:54.081]  And then everybody just goes, oh, well, you're the authority.
[00:03:54.901 --> 00:03:55.382]  Absolutely.
[00:03:55.422 --> 00:04:06.067]  But watching this person, because it was video of the radio show, lecturing people about how there's no world government, there's no new world order, and no one wants your guns.
[00:04:06.527 --> 00:04:08.388]  In fact, that's the spin the last few years.
[00:04:08.748 --> 00:04:11.430]  Nobody wants your guns, but we are going to take them.
[00:04:14.426 --> 00:04:18.588]  No one wants your guns, but we are going to take them.
[00:04:21.889 --> 00:04:26.311]  And I'm like, listen, do you understand that I'm not in a trance like the general public?
[00:04:26.992 --> 00:04:39.357]  And more of the public's waking up out of the trance and, you know, you can sit there and, like a magician, can put somebody in a trance and, you know, tell them that a potato is an apple and they'll believe it.
[00:04:40.018 --> 00:04:40.618]  Listen, bud,
[00:04:41.906 --> 00:04:43.027]  Well, I mean, you see him on the news.
[00:04:43.047 --> 00:04:48.010]  Bloomberg, there's a new headline out saying, no one's more pro-Second Amendment than him.
[00:04:49.731 --> 00:04:58.377]  And yes, ladies and gentlemen, the governor of New York is announcing that it's in the New York Times that they want to make you turn your guns in, but they'll pay you for them.
[00:04:58.877 --> 00:04:59.898]  Forced buybacks.
[00:05:02.427 --> 00:05:05.150]  Alex Jones here with a message to fellow freedom lovers.
[00:05:05.450 --> 00:05:10.255]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:05:10.455 --> 00:05:17.642]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:05:17.762 --> 00:05:23.188]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:05:23.408 --> 00:05:27.152]  These are items that I did research on, that I personally use.
[00:05:27.432 --> 00:05:31.957]  We've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:05:32.157 --> 00:05:37.363]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:05:37.623 --> 00:05:40.684]  Strategic Relocation 3rd Edition by Joel Scalzin.
[00:05:40.844 --> 00:05:43.084]  When Disaster Strikes by Matthew Stein.
[00:05:43.344 --> 00:05:47.926]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:05:48.106 --> 00:05:50.546]  Hand-cranked shortwave AM FM radios.
[00:05:51.006 --> 00:05:57.988]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:05:58.208 --> 00:05:59.249]  We're getting prepared.
[00:05:59.469 --> 00:05:59.890]  Are you?
[00:06:00.130 --> 00:06:01.932]  Infowarsshop.com.
[00:06:02.472 --> 00:06:05.995]  You prepare by purchasing gold, food, and firearms.
[00:06:06.155 --> 00:06:12.081]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:06:12.441 --> 00:06:15.704]  When you're sleeping, who's watching out for intruders and spooks?
[00:06:16.405 --> 00:06:17.506]  Check out SimpliSafe.
[00:06:17.786 --> 00:06:21.669]  It's a new do-it-yourself home security system that is completely wireless.
[00:06:22.009 --> 00:06:23.970]  Go to GetSimpliSafe.com.
[00:06:24.250 --> 00:06:26.852]  SimpliSafe is independent and off the grid.
[00:06:27.132 --> 00:06:31.415]  It runs on battery power, so even if the grid goes down, you're protected.
[00:06:31.835 --> 00:06:38.420]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:06:38.780 --> 00:06:46.245]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes, so there's no need to let a stranger into your home.
[00:06:46.785 --> 00:06:50.788]  If you move or need to relocate, you can take the system with you wherever you go.
[00:06:51.228 --> 00:06:56.431]  SimpliSafe will stand guard protecting your property 24 hours a day, 7 days a week.
[00:06:56.791 --> 00:06:58.633]  Go to GetSimpliSafe.com.
[00:06:58.893 --> 00:07:01.194]  That's GetSimpliSafe.com.
[00:07:02.855 --> 00:07:08.679]  Now that we have moved into the winter season, there is an increased need to support our immunity and health.
[00:07:09.597 --> 00:07:15.481]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[00:07:16.342 --> 00:07:26.429]  Our most popular silver-based products are the 32-ounce Nano-Silver solutions, our 2-ounce Nano-Silver nasal applicators, as well as our all-natural silver soaps.
[00:07:27.309 --> 00:07:30.612]  Just released is our 100% natural silver gel.
[00:07:31.432 --> 00:07:37.637]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[00:07:38.357 --> 00:07:48.784]  But rather, we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera to quickly penetrate and nourish the skin while delivering the silver more effectively.
[00:07:49.605 --> 00:07:57.330]  Visit www.silverlungs.com and click on our store page to find what silver based products are best for you.
[00:07:58.371 --> 00:08:01.293]  That's www.silverlungs.com.
[00:08:07.907 --> 00:08:18.136]  In the councils of government, we must guard against the acquisition of unwarranted influence, whether sought or unsought, by the military-industrial commoners.
[00:08:18.776 --> 00:08:24.161]  In Dallas, Texas, three shots were fired at President Kennedy's motorcade in downtown Dallas.
[00:08:24.581 --> 00:08:29.926]  The first reports say that President Kennedy has been seriously wounded by this shooting.
[00:08:30.747 --> 00:08:32.228]  It is a big idea.
[00:08:33.269 --> 00:08:34.250]  A new world order.
[00:08:38.024 --> 00:08:41.027]  It was almost as if it were a planned implosion.
[00:08:41.187 --> 00:08:42.468]  It just pancaked.
[00:08:44.870 --> 00:08:48.653]  Either you were with us, or you were with the terrorists.
[00:09:01.834 --> 00:09:07.516]  But I also believe that a lot of gun owners would agree that AK-47s belong in the hands of soldiers, not in the hands of criminals.
[00:09:12.020 --> 00:09:12.881]  Guns will be taken.
[00:09:12.901 --> 00:09:14.102]  No one will be able to be armed.
[00:09:14.422 --> 00:09:15.623]  We're going to take all of them.
[00:09:15.663 --> 00:09:20.466]  For many of the police and guard troops, it is an uncomfortable job to do this in an American city.
[00:09:20.506 --> 00:09:21.947]  Global governance at last.
[00:09:22.047 --> 00:09:24.689]  Is it one world the central bank is in charge?
[00:09:24.729 --> 00:09:28.191]  But aren't we all just living and dying for what the central banks do?
[00:09:28.311 --> 00:09:33.775]  As for me, give me liberty or give me death!
[00:09:34.616 --> 00:09:39.299]  Live from the InfoWars.com studios, it's Alex Jones.
[00:09:43.655 --> 00:09:47.249]  My friends, we are blasting out worldwide, and it is...
[00:09:48.630 --> 00:09:59.098]  The 21st day of December 2012, and this day is already halfway past or more in some parts of the world, already getting ready to go into December 22nd.
[00:09:59.538 --> 00:10:05.422]  By the grace of God, there has not been too much crime or hysteria taking place around the world.
[00:10:05.462 --> 00:10:09.465]  We'll be going over some of that news, but cross our fingers, say a prayer.
