[00:00:07.290 --> 00:00:11.694]  Waging war on corruption.
[00:00:11.694 --> 00:00:17.299]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:33.912 --> 00:00:46.602]  Ladies and gentlemen, it is Sunday, the 15th day of July 2012, and in the first hour, we're going to look at the United Nations Treaty.
[00:01:02.918 --> 00:01:16.089]  The United Nations treaty that President Obama says he's planning to sign and that they plan to try to implement, even if Congress does not ratify it.
[00:01:16.089 --> 00:01:18.030]  People say, hey, that's the UN.
[00:01:18.030 --> 00:01:21.073]  What they do doesn't matter to us.
[00:01:21.073 --> 00:01:30.400]  Really, we've had the Congress basically lay down the fact that they've been told that the UN and NATO gives our military orders.
[00:01:31.212 --> 00:01:39.175]  And if you missed that clip, they've done it twice, the House and Senate Armed Services Committee in the last five months.
[00:01:39.175 --> 00:01:51.239]  First time five months ago, last time three months ago, and of course last year with the Libya bombardment, Obama, in letters he sent to Congress said, you are not involved, sit down and shut up.
[00:01:51.239 --> 00:01:58.042]  We've got at least four of the five Supreme Court justices who have been coming out
[00:01:59.771 --> 00:02:09.759]  And saying that they take their orders from the UN and that we should follow UN law.
[00:02:09.759 --> 00:02:18.646]  So I want to talk some about the United Nations today, not just about this treaty.
[00:02:18.646 --> 00:02:19.387]  And we're going to be
[00:02:22.182 --> 00:02:25.064]  Going over all of that.
[00:02:25.064 --> 00:02:37.273]  But even Forbes, in articles that have been put out, has had to admit that this will, at bare minimum, put the UN over gun registration here in the United States.
[00:02:37.273 --> 00:02:41.476]  Then I want to get into the proliferation of drones, because now people are finally paying attention to this.
[00:02:42.136 --> 00:02:51.440]  Because it's going to be drone taxis, drone cars, drone submarines, drone ships, drone aircraft, drone spacecraft.
[00:02:51.440 --> 00:02:52.600]  It already is.
[00:02:52.600 --> 00:03:02.484]  And they're going to come out, the system's already saying this, I told you this a decade ago, and say humans aren't safe, humans are bad, and make you drive a robot car.
[00:03:03.911 --> 00:03:06.853]  At first, they'll just be a lot higher insurance if you want to drive yourself.
[00:03:06.853 --> 00:03:10.235]  But over time, they are going to end up restricting it.
[00:03:10.235 --> 00:03:12.256]  This is how the nanny state operates.
[00:03:12.256 --> 00:03:14.417]  This is how the nanny state mentality works.
[00:03:14.417 --> 00:03:18.380]  So I'm going to talk about the rise of the robot technocracy.
[00:03:20.438 --> 00:03:25.081]  In the second half of the second hour, so in about an hour and a half from now.
[00:03:25.081 --> 00:03:30.704]  When we come back, I'm gonna also give the number out for your take, your view on the United Nations Treaty.
[00:03:30.704 --> 00:03:43.792]  Guys, I meant to have the Forbes article, where it broke down the sections, because I have the sections, I have Aaron's breakdown of it, and then fullwars.com, but there's another article.
[00:03:43.792 --> 00:03:48.115]  It's the one that's actually linked right there, it's the first link in that article.
[00:03:48.115 --> 00:03:50.136]  That's the one I want, not this one.
[00:03:52.332 --> 00:03:56.216]  There you go.
[00:03:56.216 --> 00:03:57.598]  Print that one for me.
[00:03:57.598 --> 00:04:01.783]  That's the one where even Forbes analysis with their lawyers says it will have the U.N.
[00:04:01.783 --> 00:04:06.088]  register guns and it's got little statements in there and Aaron Dyches has got it in his video.
[00:04:09.531 --> 00:04:11.732]  We produced the videos this week, posted them yesterday.
[00:04:11.732 --> 00:04:14.273]  I'm gonna have him repost them as red links.
[00:04:14.273 --> 00:04:18.095]  My analysis, his analysis, up at the top of InfoWars.com.
[00:04:18.095 --> 00:04:20.757]  It's already scrolled off into the Featured News Archive.
[00:04:20.757 --> 00:04:23.858]  That little bitty link, Featured News Archive, is so important.
[00:04:23.858 --> 00:04:27.900]  There's also the Top Stories link at the top and the Red Link Breaking News.
[00:04:27.900 --> 00:04:30.741]  Those are both key links at InfoWars.com to click.
[00:04:30.741 --> 00:04:35.284]  So we're gonna be going over all of that and a lot of other financial news.
[00:04:37.389 --> 00:04:47.435]  It really hit me like a ton of bricks as well this morning when I saw the red dirt report that I'm going to get Aaron to post with John DeCamp, who we've had on many times for the Franklin cover-up.
[00:04:47.435 --> 00:04:53.279]  I forgot about 10 years ago on my show, he started getting into Penn State because it had never been proven in court.
[00:04:53.279 --> 00:04:55.620]  I was like, whoa, whoa, whoa, let's not go there.
[00:04:55.620 --> 00:04:57.802]  I'd forgotten about that, but he called it.
[00:04:58.954 --> 00:05:04.458]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:05:04.458 --> 00:05:06.859]  Start purifying your water with ProPure.
[00:05:06.859 --> 00:05:15.965]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[00:05:15.965 --> 00:05:19.427]  Its filters are silver impregnated to prevent bacterial growth.
[00:05:19.427 --> 00:05:21.108]  There's no priming required.
[00:05:21.108 --> 00:05:23.370]  It's NSF 42 certified.
[00:05:23.370 --> 00:05:25.891]  Optional fluoride filters can reduce fluoride up to 95%.
[00:05:26.932 --> 00:05:28.473]  Easy to set up and use.
[00:05:28.473 --> 00:05:29.874]  Doesn't require electricity.
[00:05:29.874 --> 00:05:33.056]  Purify water from lakes, streams, ponds, and wells.
