[00:00:07.354 --> 00:00:11.738]  Waging war on corruption.
[00:00:11.738 --> 00:00:20.685]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:26.255 --> 00:00:41.258]  It is the 29th day of January 2012.
[00:00:41.258 --> 00:00:47.520]  We're going to be here for the next two hours on this live Sunday edition.
[00:00:47.520 --> 00:00:50.060]  I want to thank you all for joining us.
[00:00:50.060 --> 00:00:52.461]  I am particularly focused today
[00:00:54.522 --> 00:00:59.007]  And I will cover all of this news and information in front of us.
[00:00:59.007 --> 00:01:01.410]  I'm going to run down some of that in a moment.
[00:01:01.410 --> 00:01:12.582]  But first, I wrote up just in a few minutes before the show, just some of the crimes that tie together
[00:01:13.871 --> 00:01:26.919]  And in a project, I'm going to work on a graphic that ties these different pieces of the New World Order together, and then basically you zoom back from it, and it's a big spider sitting on the planet, because that's basically what we're facing.
[00:01:26.919 --> 00:01:29.120]  But I have a list of issues here.
[00:01:29.120 --> 00:01:30.381]  This is just a small list.
[00:01:30.381 --> 00:01:33.643]  I'm going to add a lot more and tie it all together.
[00:01:33.643 --> 00:01:37.986]  This is just a brainstorm of the crimes the globalists are committing.
[00:01:40.464 --> 00:01:42.287]  I think there's probably about 20 or so.
[00:01:42.287 --> 00:01:49.258]  I didn't number these points.
[00:01:49.258 --> 00:01:50.761]  We're going to be going over that today.
[00:01:53.300 --> 00:02:12.826]  And just beginning to tie it together in the organized, global, standardized, scientific dictatorship system that is not in complete control, that is not managing everything, but is close to it, and is trying to standardize the entire planet, not to empower humanity,
[00:02:14.693 --> 00:02:31.448]  But to absolutely regulate it and control it and shut down the industrial world as we know it, except for high-powered government, university and corporate reservations, the rest of us will be reduced down to chattel.
[00:02:31.448 --> 00:02:39.316]  And it's stated by the UN, by the Globalist, by Maury Strong and many others that they do want to use economic warfare to turn us into chattel.
[00:02:41.235 --> 00:02:45.119]  So that is all coming up here today.
[00:02:45.119 --> 00:02:56.049]  Aaron Dykes just posted a big article at InfoWars.com dealing with a satire piece out of the onion.
[00:02:56.049 --> 00:03:01.974]  Satire article quips, at least 2.3 billion people must die to save the earth.
[00:03:01.974 --> 00:03:04.637]  And I noticed they make jokes about implantable microchips.
[00:03:04.637 --> 00:03:06.438]  They make jokes about the NDAA.
[00:03:07.853 --> 00:03:13.138]  And then all that does is the people that don't really pay attention is I get emails saying you got that from the onion.
[00:03:13.138 --> 00:03:17.222]  I noticed this years ago and then later discovered that it's actually a government program.
[00:03:17.222 --> 00:03:23.649]  They do have CIA and others inside major tabloids.
[00:03:23.649 --> 00:03:24.530]  You can look this up.
[00:03:26.482 --> 00:03:47.598]  It's been leaked from time to time, that I'll be going through the checkout line, you know, the 18 years or so I've been awake, the 17 years on air, and I'll always notice Batboy at the Capitol, Batboy, you know, President meets with aliens, President meets with a creature from the Black Lagoon, always something obviously ridiculous, and then around it, real things.
[00:03:47.598 --> 00:03:49.900]  Governments establishing camps.
[00:03:49.900 --> 00:03:51.861]  Governments want you to have an implantable chip.
[00:03:53.623 --> 00:03:56.545]  Polio vaccine had cancer virus in it.
[00:03:56.545 --> 00:04:06.052]  And then you read the articles and they're written like jokes next to Batboy so that grandma gets it and thinks, wow, it's all real.
[00:04:06.052 --> 00:04:08.213]  And so her son comes home and laughs at her.
[00:04:08.213 --> 00:04:11.235]  That's the target audience, mainly.
[00:04:11.235 --> 00:04:18.681]  And it's all done so yuppies and people can feel official and just almost subliminally pick up those ridiculous headlines.
[00:04:19.617 --> 00:04:25.260]  Mixed in with real stuff like John Edwards caught cheating on his wife.
[00:04:25.260 --> 00:04:34.466]  Mixed in with Arnold Schwarzenegger was a Nazi and a fish man to visit Parliament.
[00:04:34.466 --> 00:04:41.069]  So they mixed it all in on purpose and it's been a long-term tactic and it's just very, very sad.
[00:04:41.069 --> 00:04:42.650]  Alright, alright.
[00:04:42.650 --> 00:04:43.651]  We're gonna get into that but
[00:04:45.106 --> 00:04:47.913]  Huge news on the Second Amendment front.
[00:04:47.913 --> 00:04:51.281]  Huge news on the slave factories in China.
[00:04:51.281 --> 00:04:53.606]  Huge news on Iran, Bill Gates, the economy.
[00:04:53.606 --> 00:04:54.147]  It's all coming up.
[00:05:03.286 --> 00:05:04.547]  Tyranny is here.
[00:05:04.547 --> 00:05:08.411]  The grim future foretold in 1984 has become reality.
[00:05:08.411 --> 00:05:10.693]  It really says that the state is God.
[00:05:10.693 --> 00:05:16.578]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:05:16.578 --> 00:05:22.804]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:05:23.224 --> 00:05:29.186]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:05:29.186 --> 00:05:33.388]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:05:33.388 --> 00:05:37.669]  Prepare to enter the secretive world of emergency dictatorship.
[00:05:37.669 --> 00:05:43.632]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[00:05:43.632 --> 00:05:47.173]  It's only the beginning of the New World Order's hellish plan.
[00:05:47.173 --> 00:05:49.154]  The police state isn't coming.
[00:05:49.154 --> 00:05:49.594]  It's here.
[00:05:50.254 --> 00:06:03.221]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:06:03.221 --> 00:06:09.804]  You are listening to an InfoWars.com Frontline Report.
[00:06:09.804 --> 00:06:13.706]  If you are receiving this transmission, you are the Resistance.
[00:06:21.320 --> 00:06:31.942]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:31.942 --> 00:06:43.445]  That's right, this radio broadcast worldwide is the number one hardcore voice of reality and true scientific analysis of
[00:06:44.571 --> 00:06:47.493]  What is truly happening on this planet?
[00:06:47.493 --> 00:06:58.661]  We are number one when it comes to podcasts, number one when it comes to people listening on the internet, and exploding on XM and on the AM and FM dial.
[00:06:58.661 --> 00:07:04.205]  In fact, I'm gonna have my producers flog me tomorrow if I don't mention these 16 new stations we've got in the last month.
[00:07:05.043 --> 00:07:08.927]  I've been meaning to do that all last week, but there's just so much news.
[00:07:08.927 --> 00:07:25.465]  And we are reaching now, conservatively, if you add up all the different ways we reach people, YouTube, PrisonPlanet.tv, the Nightly News, Shortwave, AM, FM, XM, conservatively, 15 million people a week.
[00:07:28.349 --> 00:07:29.830]  15 million people.
[00:07:29.830 --> 00:07:31.832]  Rush Limbaugh, it's 22 million.
[00:07:31.832 --> 00:07:34.255]  Mainly terrestrial radio.
[00:07:34.255 --> 00:07:36.557]  15 million!
[00:07:36.557 --> 00:07:44.666]  At this growth rate, within one year, we'll be bigger than any U.S.-based political
[00:07:46.778 --> 00:07:48.139]  So-called talk show.
[00:07:48.139 --> 00:07:55.542]  But, you see, the old dinosaur media, and that includes neocon outfits, still are legends in their own mind.
[00:07:55.542 --> 00:08:04.766]  Still have all the regalia and the bling of the self-anointed leaders.
[00:08:04.766 --> 00:08:05.966]  I mean, take MSNBC.
[00:08:05.966 --> 00:08:07.887]  They're top shows.
[00:08:07.887 --> 00:08:10.368]  Rarely hit a million listeners.
[00:08:10.368 --> 00:08:14.290]  There are morning radio shows in New York City with more listeners than that.
[00:08:14.290 --> 00:08:15.070]  With one affiliate.
[00:08:16.619 --> 00:08:19.060]  They are legends in their own mind.
[00:08:19.060 --> 00:08:23.842]  The only old media that still has gigantic audiences is talk radio.
[00:08:23.842 --> 00:08:25.423]  And we're on talk radio.
[00:08:25.423 --> 00:08:27.564]  But we're also dominating on the internet.
[00:08:27.564 --> 00:08:30.265]  And I just want to give you that report before we get into the news here.
[00:08:30.265 --> 00:08:37.768]  And we're going to have some big articles with all the Google Analytics and StatBrain and Alexa and all of those numbers.
[00:08:38.448 --> 00:08:49.855]  We've done these reports periodically, but it's important to give you, the listeners, who are the backbone of this transmission, a report from time to time on how we break down how many listeners we've got.
[00:08:49.855 --> 00:08:54.118]  15 million is a conservative estimate, and I'm going to have that put together in the next week or two.
[00:08:54.978 --> 00:09:04.223]  I'm just so busy hitting the ground running with the six day a week radio shows from 11 to 2, weekdays, central, back four to six Sundays.
[00:09:04.223 --> 00:09:11.906]  The documentary films, the nightly news, the news websites, the analysis, the breaking news, the gearing up our news force here.
[00:09:11.906 --> 00:09:13.947]  But this is the danger zone for us.
[00:09:13.947 --> 00:09:22.612]  We've had Nightline, New York Times, MSNBC, New York Daily News, Time Magazine, Newsweek, I mean, you name it.
[00:09:23.658 --> 00:09:39.754]  Hundreds of establishment, dinosaur, kleptocrat, traitor-crat, traitor-stream, cess-stream, decepticon-stream, New World Order, prostitute, sellout, globalist, propagandist, hit us with every attack they can.
[00:09:40.635 --> 00:09:42.496]  And of course it's only made us stronger.
[00:09:42.496 --> 00:09:46.620]  So now they've gone back to quasi-ignoring.
[00:09:46.620 --> 00:09:49.882]  And it's just they're bleeding out in front of us.
[00:09:49.882 --> 00:09:53.485]  They're absolutely bleeding out in front of us.
[00:09:53.485 --> 00:09:56.707]  And that's why the system now wants to censor the web openly.
[00:09:56.707 --> 00:09:59.650]  They've got more White House cronies, not just Cass Sunstein.
[00:09:59.650 --> 00:10:07.155]  The White House regulations are openly calling to shut down websites of those criticizing electric cars.
[00:10:07.155 --> 00:10:09.097]  That was even in dinosaur media this week.
[00:10:11.075 --> 00:10:15.760]  If you're a new listener, dinosaur, get it, old, extinct, media.
[00:10:15.760 --> 00:10:22.668]  And there still are some dinosaurs, some species of birds, alligators, crocodiles, they're pre-dinosaur.
[00:10:22.668 --> 00:10:25.792]  I mean, so there'll be a place for them in the swamps.
[00:10:27.645 --> 00:10:29.046]  Eating dead fish and things.
[00:10:29.046 --> 00:10:33.409]  I mean, you know, I understand that.
[00:10:33.409 --> 00:10:35.511]  But you can't put the genie back in the bottle.
[00:10:35.511 --> 00:10:51.724]  And it's a really good sign that they've gone from being arrogant and trying to ignore the real media to now freaking out with the corporate, prostitute media, joining forces with the corrupt kleptocrat government, begging them to also censor talk radio.
[00:10:52.515 --> 00:10:57.879]  See, if you have a big audience, the system wants to censor you, if you're not going along with their propaganda.
[00:10:57.879 --> 00:11:16.972]  In fact, Aaron Dyches was pointing out to me, he's got a big report on it, he did one on the Nightly News Friday, that all this Bill Gates propaganda, I mean, I knew it, I knew he was, he owned part of Monsanto and big drug companies and was buying ads on ABC, CNN, all these things that basically act like he may be the second coming of Christ.
[00:11:17.832 --> 00:11:26.216]  Uh, and that, you know, he, uh, when he goes to the bathroom, uh, daisies, you know, fill the toilet bowl and that, uh, you know, his underarms smell like peaches.
[00:11:26.216 --> 00:11:30.379]  Uh, and that, uh, again, he only helps the little ladies across the street.
[00:11:30.379 --> 00:11:37.502]  You know, not that his dad ran Planned Parenthood or that he's an admitted eugenicist and openly makes jokes about reducing the world population down to almost nothing.
[00:11:37.502 --> 00:11:40.824]  And you can pull those videos up and, or he says, pull the plug on granny killer.
[00:11:40.824 --> 00:11:42.004]  You can hire 10 teachers.
[00:11:42.004 --> 00:11:42.925]  You can pull that up.
[00:11:43.365 --> 00:11:44.625]  Type in what I say.
[00:11:44.625 --> 00:11:47.106]  You can type in what I say into a search engine.
[00:11:47.106 --> 00:11:49.247]  You can pull it up.
[00:11:49.247 --> 00:12:01.951]  But Aaron was pointing out that in plain view on ABC News there's banners and that it's sponsored by Bill Gates and then we looked it up and it's admitted on all these channels he's actually paying for these reports.
[00:12:01.951 --> 00:12:03.612]  It's pure product placement.
[00:12:03.612 --> 00:12:10.294]  He's paying to go on TV and run these hoaxes that people like Dr. Wakefield
[00:12:11.257 --> 00:12:29.446]  He is a liar and discredited when Dr. Wakefield has never agreed that he's a liar and been discredited, and after a decade of his research being confirmed by all these other scientists, they ran a hoax a year ago, and he's now suing the British Medical Journal and others, Dr. Wakefield is, and there's no dinosaur coverage of that.
[00:12:29.446 --> 00:12:33.588]  No dinosaur coverage that he's suing them.
[00:12:33.588 --> 00:12:37.490]  The journalist that wrote the article, not the paper, for the British Medical Journal.
