[00:00:00.575 --> 00:00:07.678]  We've got it.
[00:00:07.678 --> 00:00:12.080]  Waging war on corruption.
[00:00:12.080 --> 00:00:17.682]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:24.816 --> 00:00:28.539]  We see the Earth from here.
[00:00:28.539 --> 00:00:39.669]  It is infested with parasite bureaucrats and corporate kleptocrats that use monopoly systems to shut down their competition and suck the population dry.
[00:00:39.669 --> 00:00:47.456]  And, well, we see the people of the planet waking up and kicking the hind ends of parasites off this planet.
[00:00:48.851 --> 00:00:50.032]  Thank you for joining us.
[00:00:50.032 --> 00:00:53.095]  It is already the 26th day of August 2012.
[00:00:53.095 --> 00:00:57.659]  It is Sunday and we're going to be here for the next two hours.
[00:00:58.962 --> 00:01:02.705]  And I do intend to start going to your phone calls at the bottom of the hour.
[00:01:02.705 --> 00:01:05.967]  I'll give the number out coming up in the next segment.
[00:01:05.967 --> 00:01:28.702]  And as usual, we have a veritable cornucopia of absolutely enlightening, informative, thought-provoking, and well, quite frankly, angering news and information that we are going to be running down here today with you, all of the great viewers out there that are tuning in.
[00:01:30.564 --> 00:01:36.869]  Via the radio, you're listening and obviously watching at PrisonPlanet.TV.
[00:01:36.869 --> 00:01:42.835]  Now, up until the moment I went live here, this constantly happens.
[00:01:42.835 --> 00:01:43.695]  I'm all focused.
[00:01:43.695 --> 00:01:44.756]  I know what I want to cover.
[00:01:44.756 --> 00:01:46.918]  I know what issue I want to get into.
[00:01:46.918 --> 00:01:53.144]  And then, I see something out there on the street that totally takes me in another direction.
[00:01:54.850 --> 00:02:04.675]  You remember the gentleman, the West Point grad with no criminal record who filmed police roughing up women so they arrested him?
[00:02:04.675 --> 00:02:07.516]  Well now he got pulled over and filmed the police he got arrested.
[00:02:07.516 --> 00:02:09.017]  We've got that type of news.
[00:02:09.017 --> 00:02:12.919]  Where just all over the western world you get arrested for filming the government servants.
[00:02:14.290 --> 00:02:27.816]  And when I went to the Zilker Park this morning, that's been free since it was set up over a hundred years ago by a prominent Austinite that dedicated his land, Mr. Zilker.
[00:02:27.816 --> 00:02:32.818]  When you go down there now, they are charging you to even get into the park.
[00:02:32.818 --> 00:02:37.360]  People can say, well, government needs money.
[00:02:37.360 --> 00:02:41.702]  Government needs money.
[00:02:41.702 --> 00:02:42.443]  Well, no, it doesn't.
[00:02:43.379 --> 00:02:52.486]  Because all over the country we see fines, fees, regulations, taxes being raised on us, but the big ultra-rich, they're exempt.
[00:02:52.486 --> 00:02:58.590]  And we pay for their million-dollar stadiums, or we pay for their Formula One tracks.
[00:02:58.590 --> 00:03:04.375]  And studies have been done showing it doesn't even really bring money to the economy, because it brings it only to select insiders.
