[00:00:03.865 --> 00:00:04.125]  We're good.
[00:00:36.468 --> 00:00:38.132]  Good evening, I'm David Ortiz.
[00:00:38.352 --> 00:00:40.316]  It's Monday, December the 3rd of 2012.
[00:00:41.940 --> 00:00:46.369]  You're watching InfoWars Nightly News, and here's what we have in store for you tonight.
[00:00:49.847 --> 00:00:58.250]  Tonight, NBC's Bob Costas uses the NFL murder-suicide tragedy to make a plea for a gun ban.
[00:00:58.510 --> 00:01:04.912]  Then, a veteran journalist describes a sexual assault and rape at the hands of the TSA.
[00:01:05.272 --> 00:01:09.393]  Plus, the New York editor says Hillary Clinton is running for president.
[00:01:09.953 --> 00:01:16.266]  And the mainstream media seems to be ignoring the gigantic sinkholes that are popping up around the country.
[00:01:16.747 --> 00:01:20.776]  All that and more coming up next on the InfoWars Nightly News.
[00:01:31.124 --> 00:01:36.209]  Well it seems commentator Bob Costas wants stricter gun laws.
[00:01:36.970 --> 00:01:54.327]  Recently, yesterday, Bob Costas was broadcasting a football game and he went on a rant saying that he supports an article that was recently posted by sports writer Jason Whitlock in which Mr. Whitlock says that we should have stricter gun laws
[00:01:55.806 --> 00:02:05.452]  And that what happened with the Kansas City Chiefs' linebacker, Javon Belcher, in which he killed his girlfriend and then murdered himself, could have been prevented with stricter gun laws.
[00:02:06.353 --> 00:02:14.218]  Mr. Costas then proceeded to read excerpts of Mr. Whitlock's article, which he says he supports.
[00:02:14.478 --> 00:02:15.358]  So let's go to that video.
[00:02:15.479 --> 00:02:22.323]  Our current gun culture, Whitlock wrote, ensures that more and more domestic disputes will end in the ultimate tragedy.
[00:02:22.961 --> 00:02:29.907]  And that more convenience store confrontations over loud music coming from a car will leave more teenage boys bloodied and dead.
[00:02:30.607 --> 00:02:32.449]  Handguns do not enhance our safety.
[00:02:32.949 --> 00:02:40.275]  They exacerbate our flaws, tempt us to escalate arguments, and bait us into embracing confrontation rather than avoiding it.
[00:02:42.128 --> 00:02:47.211]  So there you go, Bob Casas wants stricter gun laws, and this is the typical MO of the nutty left.
[00:02:47.531 --> 00:02:55.817]  And I say the nutty left liberals because they're usually the ones that are more anti-gun than the right, even though the right obviously has their own issues.
[00:02:56.177 --> 00:03:00.860]  Whenever a tragedy happens, they want to restrict our Second Amendment rights.
[00:03:00.940 --> 00:03:06.083]  It doesn't take much for the nutty left to want to abolish the Second Amendment.
[00:03:06.603 --> 00:03:13.925]  And earlier in today's Alex's Radio Show, Alex had a caller who said, you know, what don't people understand?
[00:03:13.965 --> 00:03:19.907]  What doesn't the anti-gun left understand about the phrase, shall not be infringed upon?
[00:03:20.267 --> 00:03:22.988]  And that's obviously in the Constitution, our Second Amendment rights.
[00:03:23.368 --> 00:03:28.489]  The right to bear arms shall not be infringed upon, Mr. Costas.
[00:03:28.990 --> 00:03:33.651]  But Mr. Costas wants to infringe upon your Second Amendment rights.
[00:03:34.291 --> 00:03:44.874]  And in terms of statistics, study after study after study shows that the safest communities, the safest states, the safest countries in the world are countries that have lax gun laws.
[00:03:45.314 --> 00:03:52.956]  Here in the United States, the state of Vermont has extremely lax gun laws, and it's one of the safest states in the Union.
[00:03:53.396 --> 00:03:54.516]  Kennesaw, Georgia.
[00:03:55.036 --> 00:04:01.858]  Kennesaw, Georgia hasn't had a murder in over 20 years, and that's because homeowners are required by law
[00:04:02.658 --> 00:04:03.018]  We're good.
[00:04:25.575 --> 00:04:39.384]  And according to Reason Magazine, in the UK, which has very strict gun laws, about 50% of burglaries that occur, home burglaries that occur, the homeowner is there about 50% of the time.
