[00:00:06.431 --> 00:00:07.092]  Big Brother.
[00:00:07.732 --> 00:00:08.772]  Mainstream media.
[00:00:09.513 --> 00:00:10.653]  Government cover-ups.
[00:00:11.273 --> 00:00:12.094]  You want answers?
[00:00:12.854 --> 00:00:13.814]  Well, so does he.
[00:00:14.394 --> 00:00:17.996]  He's Alex Jones on the GCN Radio Network.
[00:00:18.596 --> 00:00:22.697]  And now, live from Austin, Texas, Alex Jones.
[00:00:40.964 --> 00:00:48.012]  Well, I'm wound up, my friends, and I'm glad that you have joined us for this worldwide transmission.
[00:00:49.634 --> 00:00:51.956]  We are going to be here for the next three hours.
[00:00:52.037 --> 00:00:52.938]  It is February 1st, 2012.
[00:00:56.932 --> 00:01:03.616]  And I do want to try to shake things up a bit, because what I tend to do is just get into news and issues that get me angry.
[00:01:03.636 --> 00:01:06.098]  And that's usually the first or second item I get into.
[00:01:06.118 --> 00:01:10.901]  And then not even get to your calls, but we're going to have wide open phones today.
[00:01:10.921 --> 00:01:14.163]  In fact, we had some great guests lined up, but I had them cancelled.
[00:01:15.043 --> 00:01:22.292]  Because I just want to take your calls and cover the news and go over a wide spectrum of information.
[00:01:22.673 --> 00:01:27.219]  I want to explain to you what life's going to be like in 10 years if this new world order continues.
[00:01:27.239 --> 00:01:31.665]  You're going to have combat robots basically on every street corner.
[00:01:32.950 --> 00:01:37.772]  The entire Air Force will be drone operated, like Skynet, over the United States.
[00:01:38.573 --> 00:01:41.794]  The police will be killing people who don't follow orders.
[00:01:42.555 --> 00:01:46.917]  In fact, I forgot to have you guys print court rules.
[00:01:47.157 --> 00:01:49.838]  Police can use tasers to make you answer questions.
[00:01:50.118 --> 00:01:51.499]  You'll get Florida and New York.
[00:01:52.540 --> 00:01:55.941]  And police taser man to make him give urine sample.
[00:01:56.401 --> 00:01:57.262]  Print me that too.
[00:01:57.282 --> 00:01:59.843]  Because I want to point out, this is pain compliance.
[00:02:00.343 --> 00:02:01.264]  This is torture.
[00:02:02.967 --> 00:02:09.391]  Because I saw this two days ago and didn't cover it, and I'm going to cover it today.
[00:02:11.052 --> 00:02:20.539]  Where the guy is in a park that for decades has been an off-the-leash park, and the Forest Service just took it over.
[00:02:20.559 --> 00:02:22.180]  I actually know of this park in California.
[00:02:22.200 --> 00:02:24.861]  I have a buddy and his wife that take their dogs there.
[00:02:24.881 --> 00:02:25.442]  I've been there.
[00:02:26.910 --> 00:02:29.413]  And it's just, you know, it's in the woods.
[00:02:29.433 --> 00:02:30.014]  You're hiking around.
[00:02:30.034 --> 00:02:31.055]  There's people with their dogs.
[00:02:31.395 --> 00:02:31.816]  It's fun.
[00:02:32.717 --> 00:02:34.699]  And they came up and said, we're going to give you a ticket.
[00:02:35.019 --> 00:02:35.380]  Stay here.
[00:02:35.400 --> 00:02:37.442]  And he goes, I don't have my driver's license and stuff.
[00:02:37.482 --> 00:02:38.163]  I just hike here.
[00:02:38.183 --> 00:02:40.265]  This has always been an off the leash part.
[00:02:40.285 --> 00:02:41.146]  And they said, stay here.
[00:02:41.166 --> 00:02:42.688]  Starts walking away.
[00:02:42.728 --> 00:02:44.169]  They taser him in the back.
[00:02:44.870 --> 00:02:47.791]  And it freaked everybody out that watched it, but this is what it's about.
[00:02:48.251 --> 00:02:50.671]  They're getting us ready when they're going to kill us.
[00:02:51.252 --> 00:03:02.354]  This is a criminal, sicko, control freak government with goons who were there to break our will, grope our children, while their bosses ship in narcotics, kidnap U.S.
[00:03:02.394 --> 00:03:05.315]  kids, and fly them out to rape rooms overseas on record.
[00:03:06.479 --> 00:03:17.530]  And I don't care if the stupid park rangers and dumb cops out there don't know yet that you work for pure evil, but I'm the one who's here to tell you and explain all this to you.
[00:03:19.852 --> 00:03:25.818]  Every movie, every TV show shows checkpoints on highways, men in black uniforms everywhere.
[00:03:26.518 --> 00:03:28.300]  Every cop movie I watch now.
[00:03:30.435 --> 00:03:36.022]  I'm going to do a review of this properly next week on the Nightly News when I have time, but I'll talk about it some today.
[00:03:36.062 --> 00:03:40.488]  This morning on the treadmill, I'm starting to get up at like 5 a.m.
[00:03:40.528 --> 00:03:40.668]  now.
[00:03:40.708 --> 00:03:41.989]  I ran basically for two hours.
[00:03:42.069 --> 00:03:47.636]  It was about an hour and 50 minutes this morning on the treadmill, but I watched Law-Abiding Citizen, the whole movie.
[00:03:48.692 --> 00:03:52.155]  It's about how great torture is, the Constitution's the problem.
[00:03:53.477 --> 00:04:04.146]  At the end, the cop learns his lesson and says, I know now, basically to get rid of the Constitution, by the hero terrorist military black op commander whose family was killed.
[00:04:05.406 --> 00:04:11.929]  And the whole thing is this disgusting mind control with checkpoints on highways and black uniforms everywhere.
[00:04:12.409 --> 00:04:17.171]  And cops actually watch this, most of them, and fantasize off this false reality.
[00:04:17.531 --> 00:04:20.532]  You've got a better chance of being killed by champagne corks than by terrorists.
[00:04:21.153 --> 00:04:23.514]  It's all part of this false simulation.
[00:04:24.074 --> 00:04:29.376]  The average person in the West that watches TV all day lives in a fantasy land.
[00:04:30.649 --> 00:04:37.071]  And that's why when you bring up reality to them, they laugh at you because it doesn't jive with their fantasy land.
[00:04:38.892 --> 00:04:42.033]  Bill Gates is coming out with a new technology to kill your sperm.
[00:04:42.533 --> 00:04:43.973]  He's proud of it, the eugenicist.
[00:04:45.334 --> 00:04:48.014]  We've got huge news on Iran that I will cover.
[00:04:48.635 --> 00:04:49.895]  Massive news on the economy.
[00:04:50.455 --> 00:04:54.677]  Smart meters going in everywhere, mandatory to control everything and track what's going on in your house.
[00:04:55.897 --> 00:04:58.798]  This threatens the crime boss Holder with contempt.
[00:05:01.735 --> 00:05:02.996]  Hi, this is Alex Jones.
[00:05:03.056 --> 00:05:08.398]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:05:08.639 --> 00:05:13.261]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[00:05:13.661 --> 00:05:14.041]  It's true.
[00:05:14.121 --> 00:05:18.684]  Seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[00:05:19.224 --> 00:05:23.927]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:05:24.448 --> 00:05:26.369]  They call it a Survival Seed Bank.
[00:05:26.749 --> 00:05:31.372]  And it can produce an endless supply of nutrient-dense food for you and your family.
[00:05:31.552 --> 00:05:32.453]  And here's the best part.
[00:05:32.673 --> 00:05:35.455]  These seeds have not been genetically modified in any way.
[00:05:35.755 --> 00:05:39.057]  And you actually get enough seeds to plant a full acre crisis garden.
[00:05:39.378 --> 00:05:42.219]  So visit them today at SurvivalSeedBank.com.
[00:05:42.560 --> 00:05:44.461]  That's SurvivalSeedBank.com.
[00:05:44.781 --> 00:05:45.702]  Or give them a call at 877-327-0365.
[00:05:49.344 --> 00:05:50.365]  That's 877-327-0365.
[00:05:52.306 --> 00:05:58.089]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:05:58.409 --> 00:06:00.870]  This is Alex Jones for SurvivalSeedBank.com.
[00:06:02.351 --> 00:06:16.799]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[00:06:17.819 --> 00:06:21.520]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[00:06:22.521 --> 00:06:34.525]  Not only does the Silver Lungs System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[00:06:35.265 --> 00:06:42.528]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[00:06:43.228 --> 00:06:52.821]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[00:06:53.602 --> 00:06:56.886]  As well, we are always ready to answer any questions you may have.
[00:06:57.527 --> 00:07:00.651]  That's www.SilverLungs.com
[00:07:01.621 --> 00:07:04.222]  I've been telling you about eFoods Direct for a while now.
[00:07:04.522 --> 00:07:08.023]  Here are my top 10 reasons to stock up on food from eFoods Direct.
[00:07:08.223 --> 00:07:08.683]  Number 10.
[00:07:08.723 --> 00:07:11.004]  The food I get from eFoods Direct tastes great.
[00:07:11.284 --> 00:07:11.504]  Number 9.
[00:07:12.024 --> 00:07:13.824]  The eFoods meals are easy to prepare.
[00:07:13.844 --> 00:07:17.145]  8. eFoods Direct delivers the food right to my front door.
[00:07:17.785 --> 00:07:17.145]  7.
[00:07:18.085 --> 00:07:19.546]  Most of these meals cost less than $2.
[00:07:20.026 --> 00:07:19.546]  6.
[00:07:21.106 --> 00:07:23.267]  With their large variety, I can eat it every day. 5.
[00:07:24.347 --> 00:07:27.209]  I always have access to high-quality and delicious food.
[00:07:27.509 --> 00:07:31.251]  Number four, eFoods products don't spoil, so I never waste any food.
[00:07:31.491 --> 00:07:34.593]  Three, eFoods uses only safe, healthy ingredients.
[00:07:34.873 --> 00:07:38.995]  Number two, I have my own food supply and don't depend on the grocery store.
[00:07:39.196 --> 00:07:45.039]  And the number one reason I promote eFoods Direct is they build special offers just for my listeners.
[00:07:45.419 --> 00:07:46.180]  Folks, don't wait.
[00:07:46.340 --> 00:07:47.540]  Get prepared now.
[00:07:47.601 --> 00:07:49.282]  We all need to be self-sufficient.
[00:07:49.562 --> 00:07:54.505]  Call eFoodsDirect at 800-409-5633 and ask for the Alex Jones Special.
[00:07:54.645 --> 00:08:00.569]  Call eFoodsDirect at 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:08:02.250 --> 00:08:04.452]  He's the T-Rex of political talk.
[00:08:04.992 --> 00:08:07.774]  Alex Jones on the GCN Radio Network.
[00:08:15.086 --> 00:08:18.068]  Well, there is no doubt that I am overwrought.
[00:08:19.588 --> 00:08:29.853]  John Bowne, one of our producers and radio directors here, the other day was saying, I feel like I'm in a tank in an info war, cruising along, blasting the enemy.
[00:08:30.414 --> 00:08:40.379]  And I said, no, John, you are in the Liberty Command Base, basically a NORAD for Freedom Worldwide, launching ICBMs at the globalists.
[00:08:41.072 --> 00:08:51.105]  Make no mistake, our listeners and fellow liberty lovers worldwide are in tanks and climbing over barbed wire and waking up and freeing minds everywhere.
