[00:00:02.875 --> 00:00:03.155]  We're good.
[00:00:35.700 --> 00:00:37.903]  Welcome to the InfoWars Nightly News.
[00:00:38.063 --> 00:00:40.666]  It is Friday, June 1st, 2012.
[00:00:41.427 --> 00:00:45.852]  I'm Darren McBreen, and here's a quick look at what we have lined up for you this evening.
[00:00:48.973 --> 00:00:57.243]  Tonight, on the InfoWars Nightly News, the protest rages on as Bilderberg 2012 attendees roll in.
[00:00:57.843 --> 00:01:03.310]  Bilderberg investigator Jim Tucker exposes the plot to assassinate Ron Paul.
[00:01:03.851 --> 00:01:07.775]  Plus, the Daily Caller gets owned by Alex Jones.
[00:01:08.576 --> 00:01:17.541]  Then, the dinosaur media nears extinction by a meteoric new media based in delivering non-corporatized truth.
[00:01:18.281 --> 00:01:21.423]  All that and more on the InfoWars Nightly News.
[00:01:28.180 --> 00:01:49.098]  All that and more coming up during the next 30 minutes or so, but first let's jump right into our top headlines as we have a report from longtime Bilderberg investigator Jim Tucker as he shares some shocking information with Alex Jones about an exchange that took place after Bilderberg attendees arrived yesterday morning.
[00:01:49.398 --> 00:01:53.742]  They're basically driving through crowds of hundreds of Ron Paul supporters
[00:01:54.242 --> 00:02:00.428]  And Bilderberg members were overheard actually discussing the assassination of Ron Paul.
[00:02:00.548 --> 00:02:01.509]  If you can believe that.
[00:02:01.809 --> 00:02:02.650]  Here's Jim Tucker.
[00:02:03.510 --> 00:02:12.338]  Jim Tucker, your source gave you some amazing information concerning Ron Paul and his supporters directly from the Bilderberg group in the lobby shooting their mouths off.
[00:02:12.358 --> 00:02:12.939]  What did they say?
[00:02:13.697 --> 00:02:25.605]  They said some very harsh things, obviously, about Ron Paul because he's our leading patriot in Congress, who stopped the Law of the Sea Treaty ratification, which is dear to their bloody hearts.
[00:02:28.424 --> 00:02:41.326]  Well, the harshest comment made was by a guy who said he'd like to get Ron Paul and all of his supporters on one airplane with a Muslim suicide pilot and take them down.
[00:02:41.947 --> 00:02:50.228]  That was the harshest comment made, but there were a lot of mean-spirited comments made as the liberal voice gathered in the lobby of the hotel.
[00:02:51.088 --> 00:02:54.589]  So they're very upset about just the liberty movement in general?
[00:02:55.049 --> 00:02:55.629]  Yes, they are.
[00:02:55.649 --> 00:02:56.650]  They're outraged.
[00:02:56.670 --> 00:02:57.270]  They're angry.
[00:02:57.970 --> 00:03:00.391]  They're very depressed about the whole liberty.
[00:03:03.092 --> 00:03:14.017]  They're very upset with all these patriotic Americans resisting their program and the fact that the Americans are so successful at it because the
[00:03:17.639 --> 00:03:27.583]  The program planned by Bilderberg has been set back for years, and every year it gets worse, and every year they get more depressed, and every year they get more outraged.
[00:03:28.284 --> 00:03:30.545]  So, we're winning, they're losing.
[00:03:31.505 --> 00:03:34.827]  AmericanFreePress.net, you got big reports coming up there.
[00:03:35.347 --> 00:03:37.768]  Jim, we're going to debrief each other tonight.
[00:03:37.928 --> 00:03:46.172]  Sorry I didn't get over here last night, there were arrests and stuff, and I had to stay up there until 9.30 or past, and then had a bunch of other equipment crises, had to go find a
[00:03:46.952 --> 00:03:48.414]  Wal-Mart and find some equipment.
