[00:00:00.149 --> 00:00:00.750]  We've got it.
[00:00:07.270 --> 00:00:11.653]  Waging war on corruption.
[00:00:11.653 --> 00:00:17.116]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:17.116 --> 00:00:23.780]  Ladies and gentlemen, we are live and we're broadcasting worldwide on this Sunday, the 29th day of July, 2012.
[00:00:36.496 --> 00:00:40.438]  We have quite a studio audience this evening.
[00:00:40.438 --> 00:00:46.201]  I'll just leave it at that here at the Info Wars Command Center in South Austin.
[00:00:46.201 --> 00:00:59.388]  I was at Barnes & Noble yesterday out on a date with my wife when I walked up to the cash register and saw the New Time magazine, How Guns Won, Why Americans Have Turned Against Gun Control by Joe Klein.
[00:00:59.388 --> 00:01:03.991]  He was a member of the Council on Foreign Relations and an avowed globalist.
[00:01:05.100 --> 00:01:08.822]  You can go up to InfoWars.com right now on the front page and featured stories.
[00:01:08.822 --> 00:01:10.303]  It's the image we have there.
[00:01:10.303 --> 00:01:18.188]  We have an arrow pointing down and it says, we woke up to the fact that you are control freak tyrants who want disarmed slaves.
[00:01:18.188 --> 00:01:21.830]  You can have your way with InfoWars.com.
[00:01:21.830 --> 00:01:23.511]  And we answer the question.
[00:01:23.511 --> 00:01:29.315]  He says how it happened and how terrible it is.
[00:01:29.315 --> 00:01:32.137]  And as soon as I saw this, I bought four or five copies because
[00:01:33.883 --> 00:01:50.999]  I had been in a meeting Friday, no, no, Thursday, in this studio after the show with some prominent Second Amendment people, I'll just leave it at that, who were visiting the studio, and I said, look, we've won with the hearts and minds.
[00:01:50.999 --> 00:01:53.181]  We've won.
[00:01:53.181 --> 00:01:56.884]  I've seen a lot of the polls out there, over 70% are now pro-gun.
[00:01:56.884 --> 00:01:57.605]  Back in the 60s it was 50-50.
[00:01:59.554 --> 00:02:02.256]  We're winning on abortion now, especially with young people.
[00:02:02.256 --> 00:02:04.477]  Over 80% of many polls are against it.
[00:02:04.477 --> 00:02:08.460]  Those numbers have flipped the last 40 years since Roe v. Wade.
[00:02:08.460 --> 00:02:10.801]  So all of this is going on.
[00:02:10.801 --> 00:02:13.183]  All of this is happening.
[00:02:13.183 --> 00:02:25.291]  But I went on to tell my wife and also the cashier at Barnes & Nobles and then some listeners later at the grocery store who I was talking to that just because we've won the hearts and minds doesn't mean we've won the war.
[00:02:27.196 --> 00:02:30.377]  Because the system doesn't care at many levels.
[00:02:30.377 --> 00:02:34.558]  If we don't like what they're doing, they're going to go ahead with it.
[00:02:34.558 --> 00:02:36.798]  Now it's good to have people awakening.
[00:02:36.798 --> 00:02:39.659]  They're not awake fully, they're awakening.
[00:02:39.659 --> 00:02:41.380]  That's a huge victory.
[00:02:41.380 --> 00:02:43.440]  We are in the fight.
[00:02:43.440 --> 00:02:48.821]  We're not in a coma being fed on by these globalist vampires.
[00:02:48.821 --> 00:02:51.222]  But they are now going to come down with both feet.
[00:02:54.053 --> 00:02:57.716]  They're going to come down with both feet on top of us.
[00:02:57.716 --> 00:03:02.739]  And that's why I announced you will see the conservative leadership, who aren't really conservatives.
[00:03:02.739 --> 00:03:10.064]  They've been having to play the conservative leadership so they can control the globalist game, along with their counterparts, the so-called liberals.
[00:03:10.064 --> 00:03:21.972]  You are now going to see... Well, we've seen Bill Kristol come out on Fox and say, ban all semi-autos.
[00:03:21.972 --> 00:03:22.513]  We've seen
[00:03:25.865 --> 00:03:32.589]  Rupert Murdoch come out and call for gun restrictions, banning all semi-auto.
[00:03:32.589 --> 00:03:46.658]  We've seen Justice Scalia come out and say, oh, well our ruling, and I pointed this out a few years ago with the ruling, I said, folks, it says in the ruling you have a right to keep and bear arms, but that they can restrict it.
[00:03:47.489 --> 00:03:49.431]  That they can define what that right is.
[00:03:49.431 --> 00:03:59.740]  So they can say you have a right to own a gun on a blue moon if you're standing on top of the outhouse with your thumbs up your nose while whistling Dixie.
[00:03:59.740 --> 00:04:01.542]  And that's basically what he said.
[00:04:01.542 --> 00:04:07.107]  So get ready because they've got the entire power structure panicking right now.
[00:04:07.107 --> 00:04:09.950]  They've committed all these criminal actions, all these takeovers.
[00:04:12.777 --> 00:04:17.478]  And they know you're awake and they know you're getting armed and they're coming for the guns.
[00:04:17.478 --> 00:04:25.920]  Now I've also seen this disinfo meme out there that we've defeated the UN gun restriction.
[00:04:25.920 --> 00:04:32.601]  Just like we had defeated the NDAA and the Patriot Act and everything else.
[00:04:32.601 --> 00:04:36.642]  No, they have not agreed upon the language of it yet.
[00:04:36.642 --> 00:04:41.423]  Because it did state in Article 15 to use foreign troops in states that don't disarm.
[00:04:43.240 --> 00:04:44.461]  So that's not dead either.
[00:04:44.461 --> 00:04:47.642]  They're simply playing possum.
[00:04:47.642 --> 00:04:48.842]  We're gonna break all this down.
[00:04:48.842 --> 00:04:51.243]  It's a very important transmission.
[00:04:51.243 --> 00:04:51.984]  Stay with us.
[00:04:51.984 --> 00:04:54.044]  The good news and the bad news.
[00:04:54.044 --> 00:04:54.685]  Straight ahead.
[00:04:54.685 --> 00:04:55.425]  I'm Alex Jones.
[00:04:58.985 --> 00:05:04.487]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:05:04.487 --> 00:05:06.888]  Start purifying your water with ProPure.
[00:05:06.888 --> 00:05:15.990]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:05:15.990 --> 00:05:19.432]  Its filters are silver impregnated to prevent bacterial growth.
[00:05:19.432 --> 00:05:21.132]  There's no priming required.
[00:05:21.132 --> 00:05:23.393]  It's NSF-42 certified.
[00:05:23.393 --> 00:05:25.894]  Optional fluoride filters can reduce fluoride up to 95%.
[00:05:26.974 --> 00:05:28.495]  Easy to set up and use.
[00:05:28.495 --> 00:05:29.896]  Doesn't require electricity.
[00:05:29.896 --> 00:05:33.079]  Purify water from lakes, streams, ponds, and wells.
[00:05:33.079 --> 00:05:36.462]  This filter system leaves in beneficial minerals, which is key.
[00:05:36.462 --> 00:05:40.605]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:05:40.605 --> 00:05:43.347]  ProPure is the best gravity-fed filter out there.
[00:05:43.347 --> 00:05:44.909]  It's what my family uses.
[00:05:44.909 --> 00:05:48.231]  Infowars.com already has the lowest price on ProPure.
[00:05:48.231 --> 00:05:53.496]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:05:54.056 --> 00:06:02.925]  You can also call to order 888-253-3139.
[00:06:02.925 --> 00:06:09.512]  You are listening to an InfoWars.com frontline report.
[00:06:09.512 --> 00:06:13.435]  If you are receiving this transmission, you are the resistance.
[00:06:21.013 --> 00:06:29.670]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:32.811 --> 00:06:39.574]  Ladies and gentlemen, thank you so much for joining us on this live Sunday transmission.
[00:06:39.574 --> 00:06:43.837]  It is the 29th day of July, 2012, year of our Lord.
[00:06:43.837 --> 00:06:51.140]  We're going to be here on this Sunday for the next two hours, and we'll have open phones coming up later in this hour.
[00:06:51.140 --> 00:06:54.782]  What an incredibly important transmission.
[00:06:54.782 --> 00:07:02.086]  It's days like this I'm glad that I'm on air six days a week with the weekday show, Noon to 3 Eastern, and then InfoWars Nightly News.
[00:07:02.707 --> 00:07:11.707]  8 o'clock Eastern, 7 o'clock Central, and of course the Sunday transmission, 4 to 6 Central, because there is so much incredible news breaking.
[00:07:13.047 --> 00:07:23.654]  Just last Thursday, I was having a meeting here in this broadcast studio with some visitors about a Second Amendment television program we're developing.
[00:07:23.654 --> 00:07:26.917]  It's titled Brothers in Arms.
[00:07:26.917 --> 00:07:36.984]  And I made the declaration that the only thing left intact of the Bill of Rights and Constitution, the only thing left
[00:07:39.005 --> 00:07:41.727]  To a great extent, is the Second Amendment.
[00:07:41.727 --> 00:07:43.988]  It's the mark of a free person.
[00:07:43.988 --> 00:07:51.293]  And I made the declaration that the power structure that's hijacked this country has lost, has failed.
[00:07:53.266 --> 00:08:01.715]  I made that declaration to the visitors that were here in my studio, and they agreed, knowing that gun culture is spreading everywhere.
[00:08:01.715 --> 00:08:11.845]  And it's something that brings together old, young, north, south, east, west, black, white, Hispanic, Asian, Christian, Muslim, Jewish, agnostic, atheist.
[00:08:12.245 --> 00:08:17.368]  People get it that having a gun protects you from criminals.
[00:08:17.368 --> 00:08:19.189]  It makes you sleep good at night.
[00:08:19.189 --> 00:08:22.350]  It's not the big scary thing the media tells us about.
[00:08:22.350 --> 00:08:31.715]  Statistically, you've got on average, what is it, 12 times the chance, look it up yourself, in the World Almanac, to die in a car wreck than from a gun.
[00:08:31.715 --> 00:08:35.597]  It's way down the line for things that are dangerous.
[00:08:35.597 --> 00:08:37.638]  Mass shootings in the last 20 years.
[00:08:37.638 --> 00:08:41.440]  We have the statistics up at Infowars.com from the Justice Department in an article.
[00:08:42.241 --> 00:08:48.655]  Kurt Nemo wrote, establishment media circles the wagons on gun control.
[00:08:48.655 --> 00:08:50.839]  The fact that mass shootings are flat in the last 20 years.
[00:08:51.960 --> 00:09:04.127]  And that overall crime has gone down when we're talking about muggings and aggravated assaults and home invasions because criminals know that a woman jogging's probably got a .25 caliber little handgun.
[00:09:04.127 --> 00:09:11.971]  They know if they bust in most people's houses they're dead, except for New York and Chicago that have total gun bans and have crime literally
[00:09:12.711 --> 00:09:17.957]  Off the charts, in some cases it's more than 6, 7, 8, 9, 10 times.
[00:09:17.957 --> 00:09:23.604]  Muggings, I've seen numbers, are over 20 times higher in New York than anywhere else in the country.
