[00:00:04.997 --> 00:00:05.178]  Yeah.
[00:00:40.689 --> 00:00:42.249]  Welcome to the Info Wars Nightly News.
[00:00:42.349 --> 00:00:43.650]  I'm your host, Jakari Jackson.
[00:00:43.930 --> 00:00:47.051]  This is what we have in store for you on this Tuesday, November 27th, 2012 edition.
[00:00:51.795 --> 00:00:58.581]  Tonight, a new payment system allows you to pay your Discover card with your fingerprint.
[00:00:59.162 --> 00:01:03.666]  Then, experts study whether robots will exterminate humanity.
[00:01:04.087 --> 00:01:08.371]  All that and more coming up next on the Info Wars Nightly News.
[00:01:17.867 --> 00:01:18.488]  And welcome back.
[00:01:18.968 --> 00:01:20.149]  Top story headline.
[00:01:20.490 --> 00:01:25.074]  Treasury borrowed $211 per household day after Thanksgiving.
[00:01:25.115 --> 00:01:28.538]  They caught you with your pants down again, and they gave it to you rough and steady.
[00:01:29.099 --> 00:01:29.479]  The U.S.
[00:01:29.499 --> 00:01:34.945]  Treasury increased the net debt of the United States a very large number on the day after Thanksgiving.
[00:01:35.525 --> 00:01:44.128]  Which equals approximately $211.69 per household of the nation's over 114 million households.
[00:01:44.648 --> 00:01:46.168]  So, it's another one of those things.
[00:01:46.208 --> 00:01:47.328]  They wait until you're distracted.
[00:01:47.709 --> 00:01:52.150]  They wait until you're in a turkey coma or Obama when he wants to sign the NDAA.
[00:01:52.530 --> 00:01:56.831]  He waits when you're out drinking with your friends and your family on New Year's Eve to do these things.
[00:01:57.331 --> 00:01:59.492]  So, I mean, they got me too.
[00:01:59.832 --> 00:02:01.672]  I just now found out about this myself.
[00:02:01.713 --> 00:02:03.013]  So, it wasn't just you.
[00:02:04.113 --> 00:02:08.034]  Hold your people accountable for such heinous things as this.
[00:02:08.054 --> 00:02:10.335]  I mean, $211 per household.
[00:02:10.375 --> 00:02:11.175]  I mean, seriously.
[00:02:11.195 --> 00:02:12.235]  I mean, come on.
[00:02:12.736 --> 00:02:13.236]  Next story.
[00:02:13.636 --> 00:02:15.977]  Discover testing fingerprint payments.
[00:02:16.277 --> 00:02:17.897]  Now, I give Discover credit.
[00:02:17.937 --> 00:02:20.018]  At least they tested this on their own people.
[00:02:20.278 --> 00:02:20.818]  Let's take a look.
[00:02:21.198 --> 00:02:28.960]  Discover employees who want to participate can register at an on-site kiosk, which will read an index finger and assign a number to it.
[00:02:29.340 --> 00:02:31.381]  Each employee will receive a key fob
[00:02:32.041 --> 00:02:41.024]  So it's just more of the big brother watching you.
[00:02:41.325 --> 00:02:45.606]  Now, hey, if you want to do the finger scanning thing, hey, that's your business.
[00:02:45.986 --> 00:02:49.868]  If you don't mind them tracking your biometrics and things such as that, that's fine.
