[00:00:02.521 --> 00:00:02.841]  We're good.
[00:00:35.231 --> 00:00:42.356]  It's Thursday, the 26th day of April, 2012, and this is InfoWars Nightly News.
[00:00:43.377 --> 00:00:52.123]  Tonight on the InfoWars Nightly News, Alex Jones speaks with investigator Jim Mars about the NATO preparations in Chicago.
[00:00:52.443 --> 00:01:00.349]  Alex also speaks with deliberate dumbing down of America author Charlotte Isserby with breaking news on education.
[00:01:00.669 --> 00:01:09.376]  Plus, Russian troops trained to combat American terrorists, and internal emails reveal the Fast and Furious scandal now includes grenades.
[00:01:09.797 --> 00:01:11.198]  All that and more, coming up.
[00:01:11.518 --> 00:01:16.682]  And now, from deep behind enemy lines, your host, Alex Jones.
[00:01:27.622 --> 00:01:35.573]  First off tonight, what I call the twilight zoning of America, all part of the corporate world government known as Agenda 21.
[00:01:37.216 --> 00:01:38.197]  Russian troops.
[00:01:38.957 --> 00:01:48.805]  I've seen troops from Israel, England, Germany, Czech Republic, Latin America, you name it, at urban warfare drills trying to take on the American people.
[00:01:48.845 --> 00:01:52.028]  It's in my police state films that I've put out in the last 14 years.
[00:01:52.668 --> 00:01:57.132]  But I've never confirmed Russian troops in America.
[00:01:57.172 --> 00:01:58.513]  Well, it's confirmed now.
[00:01:58.573 --> 00:02:01.695]  It's on Chinese TV and press, Russian and U.S.
[00:02:01.735 --> 00:02:02.115]  media.
[00:02:02.616 --> 00:02:04.737]  Russian troops training
[00:02:05.498 --> 00:02:08.179]  To take on the American people.
[00:02:08.820 --> 00:02:10.480]  Absolutely incredible headline.
[00:02:10.520 --> 00:02:13.922]  Russian troops to target terrorists in America as part of drill.
[00:02:14.382 --> 00:02:17.964]  Joint US-Russian anti-terror exercise stokes fears of martial law.
[00:02:18.945 --> 00:02:25.307]  And it goes right through the entire report, all part of acclimating us to this global government.
[00:02:25.327 --> 00:02:29.268]  See, you don't ever want to use troops from your own country or the region you're attacking.
[00:02:29.668 --> 00:02:35.010]  Back when the Russians would clamp down on Western Russia, they would bring people in from thousands of miles away in Eastern Russia.
[00:02:35.530 --> 00:02:42.332]  Or in Tiananmen Square in 1989, they'd bring people from hundreds of miles away from another ethnic group down to suppress people in Beijing.
[00:02:43.331 --> 00:02:44.231]  This is how it's done.
[00:02:44.652 --> 00:02:51.475]  Going over some of the article, airborne troops from Russia and the United States would hold joint anti-terror drills in the U.S.
[00:02:51.515 --> 00:02:58.719]  state of Colorado between the 24th of May and the 31st, reports the major national Chinese news agency.
[00:02:59.259 --> 00:03:01.240]  Citing Russian defense ministry colonel,
[00:03:01.900 --> 00:03:07.042]  And it just goes on in the official Russian news agency and then it's in the Business Insider and other reports.
[00:03:07.422 --> 00:03:09.262]  They're going to be training there in the real U.S.
[00:03:09.282 --> 00:03:14.784]  capital, Colorado, to take on the American people and it dovetails with NLE09.
[00:03:15.825 --> 00:03:17.405]  Three years ago were troops from 15
[00:03:19.986 --> 00:03:23.307]  Foreign nations trained, FEMA admitted, to take on the American people.
[00:03:23.888 --> 00:03:24.168]  Why not?
[00:03:24.188 --> 00:03:25.648]  Our government's foreign banker run.
[00:03:25.968 --> 00:03:32.031]  They're bringing in foreign mercs, like the Brits did at the start of our country back in 1776, bringing in the German Hessians.
[00:03:33.211 --> 00:03:34.252]  And here's a flashback.
[00:03:34.312 --> 00:03:36.152]  Scouts trained to fight terrorists and more.
[00:03:36.633 --> 00:03:44.796]  And the article goes on in the New York Times from back in 2009 to say the Boy Scouts are training to take on disgruntled veterans and kill them.
[00:03:46.138 --> 00:03:46.779]  That's right.
