[00:00:07.356 --> 00:00:11.720]  Waging war on corruption.
[00:00:11.720 --> 00:00:17.364]  It's Alex Jones coming to you live from the front lines of the Infowar.
[00:00:32.535 --> 00:00:44.106]  Yeah, we see the Earth from here, and I have seen Friday, Saturday, and now Sunday, no exaggeration myself, 200 helicopters,
[00:00:45.956 --> 00:00:53.162]  Black helicopters, army helicopters, private helicopters flying all over Austin, Texas.
[00:00:53.162 --> 00:00:54.484]  And guess who's here in town?
[00:00:54.484 --> 00:00:56.786]  It's the Bilderberg Group.
[00:00:56.786 --> 00:00:59.548]  Yeah, that's who they are.
[00:00:59.548 --> 00:01:01.790]  The globalists like to meet at Bilderberg once a year.
[00:01:02.811 --> 00:01:04.593]  For a two day powwow.
[00:01:04.593 --> 00:01:07.937]  But they get a lot of business done at Formula One races.
[00:01:07.937 --> 00:01:10.740]  They get a lot of business done at Bohemian Grove.
[00:01:10.740 --> 00:01:14.064]  And they get a lot of business done at their sub-regional groups.
[00:01:14.064 --> 00:01:17.027]  The Royal Institute of International Affairs.
[00:01:17.027 --> 00:01:18.449]  Things like the Bilderberg Group.
[00:01:20.505 --> 00:01:20.946]  I don't know.
[00:01:42.233 --> 00:01:45.756]  And I was reading the local paper, the bigwigs that are here.
[00:01:45.756 --> 00:01:56.024]  I was reading one guy wasn't allowed to rent out a famous cattleman's hotel here in Austin, Texas.
[00:01:56.024 --> 00:02:01.068]  He tried for about a year ahead of time to be able to rent it out for the three days of Formula One.
[00:02:01.068 --> 00:02:03.970]  So he just bought it so that he could rent it.
[00:02:03.970 --> 00:02:07.974]  They said, no, you can't pay double, you can't pay triple, you can't pay any amount.
[00:02:07.974 --> 00:02:09.215]  No, and he just bought it.
[00:02:10.034 --> 00:02:21.181]  Now that wouldn't be a problem if most of these guys had made their money writing a book, creating a computer program, making a film, creating an invention.
[00:02:21.181 --> 00:02:29.166]  But when you look at who goes to Formula One, the globalists, the new ruling elite, it's fractional reserve, money changing, bankers.
[00:02:29.166 --> 00:02:33.149]  And then they get us to pay for it as well.
[00:02:33.149 --> 00:02:34.670]  They get us, we the people,
[00:02:35.785 --> 00:02:44.529]  To pay to build the tracks, to build the sports stadiums, and then they get 10-year tax exemption.
[00:02:44.529 --> 00:02:51.872]  And then they get the Texas State National Guard called up by the governor to condition everybody with troops on the streets.
[00:02:51.872 --> 00:02:59.275]  And all that gets paid for, and taxpayers pay for the DPS, and the rest of it, and Euro trash crawling up and down.
[00:03:01.648 --> 00:03:10.303]  South Congress, you name it, jumping out of their limos, running into the Justin Boots place, grabbing things hand over fist, and I'm paying for it.
[00:03:10.303 --> 00:03:12.667]  The ruling class made their money through fraud.
[00:03:13.878 --> 00:03:21.501]  I was thinking of Bernie Madoff today, and what a scammer he was, but he was small fry compared to a lot of these guys.
[00:03:21.501 --> 00:03:40.327]  And lo and behold, not only did his son commit suicide, if you believe that, yeah, with cement shoes, I'm sure, but now the chief accountant who was magically handling all these hundreds of billions of missing dollars, he blew his head off in New Jersey, if you believe that.
[00:03:42.708 --> 00:03:46.075]  You probably also believe that there's no corrupt judges that get paid off either.
[00:03:46.075 --> 00:03:47.257]  You probably believe that, uh...
[00:03:48.200 --> 00:03:50.861]  That the government loves you and wants to take good care of you.
[00:03:50.861 --> 00:03:53.322]  Now, I'm not going to spend much time on this today.
[00:03:53.322 --> 00:03:59.684]  I'm going to get into the huge developments in Israel, with Gaza, and with Syria, and with Egypt.
[00:03:59.684 --> 00:04:03.365]  There's shots being fired at all three countries back and forth.
[00:04:03.365 --> 00:04:05.606]  And we're going to get into Ron Paul's speech.
[00:04:05.606 --> 00:04:08.427]  We'll play most of it in the second hour today.
[00:04:08.427 --> 00:04:12.889]  I wasn't going to play all of it today, but that'd take about an hour and a half of total airtime, because it's about 50 minutes long.
[00:04:13.809 --> 00:04:14.711]  Just shy of that.
[00:04:14.711 --> 00:04:22.581]  Some of there are large portions of it, most of it, in the second hour today with moderate amounts of commentary from yours truly.
[00:04:22.581 --> 00:04:26.367]  But we're going to break down the fact that the election happened, they started imploding the economy.
[00:04:27.984 --> 00:04:28.485]  I don't know.
[00:04:48.328 --> 00:04:52.037]  And the wars against Syria and all these other countries.
[00:04:52.037 --> 00:04:55.846]  But now it's going into a much higher gear, a hot war.
[00:04:55.846 --> 00:04:56.848]  We'll be looking at that.
[00:04:56.848 --> 00:04:58.271]  It's certainly a crazy time.
[00:04:59.949 --> 00:05:05.132]  We have witnessed two terrible storms in the East, but we are still in the eye of the perfect storm.
[00:05:05.132 --> 00:05:08.134]  The most devastating economic condition since the Great Depression.
[00:05:08.134 --> 00:05:10.676]  America's worst drought in agricultural history.
[00:05:10.676 --> 00:05:13.358]  And now the economic results of the presidential election.
[00:05:13.358 --> 00:05:16.660]  This perfect storm is a huge threat to everyone's food supply.
[00:05:16.660 --> 00:05:21.483]  I just doubled down and got even more supplies from EatFoodsDirect, and I recommend you do the same.
[00:05:21.483 --> 00:05:25.266]  It's GMO-free with no hydrogenated oils, and has a 25-year shelf life.
[00:05:25.606 --> 00:05:28.008]  It's time to get your own supply from eFoodsDirect.
[00:05:28.008 --> 00:05:31.410]  I know I won't be standing in a bread line trading my freedom for food.
[00:05:31.410 --> 00:05:35.232]  I'm taking control of my future, and you're nuts if you don't do the same.
[00:05:35.232 --> 00:05:38.594]  Go to eFoodsDirect.com forward slash Alex to find the specials.
[00:05:38.594 --> 00:05:42.757]  And you can start with a holiday gift pack that's normally $80, now under 50 bucks.
[00:05:42.757 --> 00:05:45.139]  Remember, I can warn you, but I can't feed you.
[00:05:45.139 --> 00:05:46.900]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:05:50.342 --> 00:05:53.884]  Would you rather prepare six months too early or one day too late?
[00:05:53.884 --> 00:06:01.808]  Or 095633 or efoodsdirect.com forward slash Alex.
[00:06:01.808 --> 00:06:07.830]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[00:06:07.830 --> 00:06:10.372]  You're listening to the Alex Jones Show!
[00:06:19.221 --> 00:06:22.733]  Ladies and gentlemen, it is Sunday, the 18th day of November.
[00:06:28.137 --> 00:06:56.296]  2012 I am your host Alex Jones, and we are going to be here live as we are every Sunday 4 to 6 Central 5 to 7 Eastern Okay, wow there is so much to cover here I'm gonna air large excerpts of Ron Paul's Farewell speech that has really gotten a lot of attention and even in mainstream media Because he lays out what an incredible tyranny this country is turning into and how fast the acceleration
[00:06:57.417 --> 00:07:03.963]  of corruption and decadence and evil by government is moving.
[00:07:03.963 --> 00:07:08.287]  There is a huge acceleration and it sounds like a speech Alex Jones would give.
[00:07:08.287 --> 00:07:08.827]  Yours truly.
[00:07:10.103 --> 00:07:12.205]  He calls them authoritarian psychopaths.
[00:07:12.205 --> 00:07:15.308]  He talks about a premeditated takeover.
[00:07:15.308 --> 00:07:19.512]  He talks about how we will be imprisoned and how we will be enslaved.
[00:07:19.512 --> 00:07:27.259]  You know, Ron Paul's very smart and he studied a lot of history, so have I. He's been in Congress off and on for 30 years.
[00:07:27.259 --> 00:07:29.161]  He knows.
[00:07:29.161 --> 00:07:31.904]  And so do other statesmen, so do other historians.
[00:07:31.904 --> 00:07:32.444]  This is a fact.
[00:07:35.197 --> 00:07:43.922]  We know the path we're going down is designed to bankrupt us and turn us into financial slaves.
[00:07:43.922 --> 00:07:57.149]  And in the last segment of this hour, before we go to the second hour and come back with a Ron Paul speech, and I'll be here live as well with limited commentary in and out of the breaks playing it, so I'll be here live next hour playing that Ron Paul speech.
[00:07:57.149 --> 00:08:01.951]  And if you've missed it or haven't heard it, call your friends and family, tell them to tune in.
[00:08:01.951 --> 00:08:03.072]  It is extremely powerful.
[00:08:04.113 --> 00:08:15.456]  And I'm going to create a bibliography of the speech in the next few weeks, documenting every statement he made, and I'm going to put it to video with John Bowne, who's going to work on it with me.
[00:08:15.456 --> 00:08:20.458]  John Bowne out there on Sunday, running the board, doing a great job with Dan Bodondi and the rest of the Sunday crew.
[00:08:21.338 --> 00:08:33.023]  So we're going to really enshrine this Ron Paul speech because it's extremely powerful and extremely cogent and for 49 minutes lays it all out.
[00:08:33.023 --> 00:08:35.104]  So that is coming up.
[00:08:35.104 --> 00:08:42.487]  But before this hour ends, we sent our reporters out yesterday and today and they have a video audio report we're going to file here on air.
[00:08:42.487 --> 00:08:45.388]  Jakari Jackson and Marcos Morales.
[00:08:46.952 --> 00:08:53.509]  With troops on the streets here in Austin and outside Austin for the Formula One race.
[00:08:54.859 --> 00:08:57.702]  Uh, and Formula One is the sport of kings.
[00:08:57.702 --> 00:09:04.769]  The new kings are foreign, money-changing, money-manipulating, Ponzi scheme, uh, kings.
[00:09:04.769 --> 00:09:05.490]  And that's who's here.
[00:09:05.490 --> 00:09:08.172]  Uh, and I've watched their helicopters.
[00:09:08.172 --> 00:09:10.855]  Anytime you walk outside, as I walked in today, two of them flew over.
[00:09:10.855 --> 00:09:14.859]  I mean, it's, you walk outside for an hour, you'll see 50 helicopters.
[00:09:14.859 --> 00:09:17.641]  Because these people don't drive limousines.
[00:09:19.022 --> 00:09:21.544]  Uh, two hotels full of hookers.
[00:09:21.544 --> 00:09:24.287]  They don't drive limousines for the mall.
[00:09:24.287 --> 00:09:30.251]  They land helicopters at helipads they've set up everywhere, all over the city.
[00:09:30.251 --> 00:09:36.016]  And helicopters land and they get off with prostitutes and go into stores or go into a Starbucks.
[00:09:36.596 --> 00:09:39.017]  And the police sit there and block the road for them because they're God.
[00:09:39.017 --> 00:09:42.498]  And again, my issue is I'm not into class envy.
[00:09:42.498 --> 00:09:51.860]  I'm all for you being wealthy and making your money with an invention, with research, with a book you write, with a skill you have.
[00:09:51.860 --> 00:09:53.701]  I absolutely admire people like that.
[00:09:53.701 --> 00:09:59.943]  These globalists who created 1.5 quadrillion infraudulent
[00:10:00.723 --> 00:10:08.024]  Derivatives garbage in the last 15 years have gotten our government, the European governments as well, to sign on to their debt.
[00:10:09.474 --> 00:10:17.217]  And the prostitute media, the prostitute Decepticon media, these con artists go along with this.
[00:10:17.217 --> 00:10:25.659]  Did you know when you do a local bond, almost in every case it gets invested in some big slush fund and they then go out and resell it over and over again and repackage it 10, 15, 20, 30, 40, 50, 60, 70, 80, 90.
[00:10:25.659 --> 00:10:27.940]  They found some derivatives repackaged, resold 120 plus times.
[00:10:35.299 --> 00:10:36.240]  Okay?
[00:10:36.240 --> 00:10:38.362]  Now, our debt's $15 trillion.
[00:10:38.362 --> 00:10:42.527]  We're told we're bankrupt because of the derivatives that the U.S.
[00:10:42.527 --> 00:10:46.271]  two years ago, Washington Post estimated $644 trillion.
[00:10:46.271 --> 00:10:48.213]  Look, I don't owe the $644 trillion.
[00:10:48.213 --> 00:10:50.675]  Okay?
[00:10:50.675 --> 00:10:53.098]  And that's a fraud, and these guys created it.
[00:10:53.098 --> 00:10:56.682]  They didn't screw up creating these derivatives.
[00:10:56.682 --> 00:10:56.782]  No.
[00:10:58.126 --> 00:11:03.587]  They designed this, and they've written about how they designed it, and now they say they want 100 trillion.
[00:11:03.587 --> 00:11:09.829]  In fact, guys, print me AP or London Telegraph from last year's Davos, which is where these Bilderberg scum meet.
[00:11:09.829 --> 00:11:18.091]  F1's one of their other big meeting places, because they can use it as a cover when they're here engaged in all the different activities and their parties and the rest of it.
[00:11:18.091 --> 00:11:19.632]  Oh, we were here for F1.
[00:11:19.632 --> 00:11:20.572]  This is in the news.
[00:11:20.572 --> 00:11:22.832]  A global mafia's come into town.
[00:11:22.832 --> 00:11:24.113]  Just every form of trash.
