[00:00:03.677 --> 00:00:03.917]  We're good.
[00:00:36.246 --> 00:00:37.770]  It's Thursday, July 19th.
[00:00:37.850 --> 00:00:38.892]  I'm Paul Joseph Watson.
[00:00:38.912 --> 00:00:41.798]  This is InfoWars Nightly News coming up on the show.
[00:00:44.830 --> 00:00:49.333]  Tonight on the InfoWars Nightly News, 9-11 hijackers trained on U.S.
[00:00:49.373 --> 00:00:50.214]  military bases.
[00:00:50.294 --> 00:00:52.916]  Plus, bankers declare victory over the U.S.
[00:00:52.956 --> 00:00:53.376]  and Europe.
[00:00:53.617 --> 00:00:55.478]  They say, we're conquered, we're done.
[00:00:55.958 --> 00:01:01.843]  Then, Obamanoids and Obamanites converge on Austin, Texas, to support the dictator-in-chief.
[00:01:02.343 --> 00:01:05.165]  All that and more on the InfoWars Nightly News.
[00:01:05.565 --> 00:01:09.668]  And remember, none of the graphics people, news investigators, camera people...
[00:01:10.669 --> 00:01:15.434]  Or Alex Jones, or Paul Watson, or anybody else did any of this show tonight, the government did it.
[00:01:27.369 --> 00:01:32.154]  First story tonight, human corpses harvested in multi-million dollar trade.
[00:01:32.194 --> 00:01:33.976]  This is out of the Sydney Morning Herald.
[00:01:34.396 --> 00:01:41.463]  A grisly trade in human body parts leaves relatives grieving and some recipients at risk of life-threatening diseases.
[00:01:41.863 --> 00:01:45.687]  On February 24th, Ukrainian authorities made an alarming discovery.
[00:01:46.108 --> 00:01:51.113]  Bones and other human tissues crammed into coolers in a grimy white minibus.
[00:01:51.693 --> 00:02:00.301]  Investigators grew even more intrigued when they found, amid the body parts, envelopes stuffed with cash and autopsy results written in English.
[00:02:00.802 --> 00:02:12.553]  What the security service had disrupted was not the work of a serial killer, but part of an international pipeline of ingredients for medical and dental products that are routinely implanted into people around the world.
[00:02:13.234 --> 00:02:17.817]  So basically, you know, another example of the sick, sick world that we live in.
[00:02:18.357 --> 00:02:27.243]  Turns out that people are paying huge sums of money for body parts, which basically are used, this is pieces of dead bodies from people who have died.
[00:02:27.283 --> 00:02:32.767]  They've took the body parts, often without the relatives even knowing, after the person's deceased.
[00:02:33.367 --> 00:02:38.350]  And people are buying them for breast and penis enlargements in different countries around the world.
[00:02:38.750 --> 00:02:40.652]  Multi-million dollar trade, just another
[00:02:41.292 --> 00:02:42.353]  Sickening example.
[00:02:42.373 --> 00:02:49.079]  Of course, we know a lot of the undercover dark trade in human body parts is completely criminal and illegal.
[00:02:49.199 --> 00:02:52.803]  Even this commercial side of it just sickens you.
[00:02:53.343 --> 00:03:07.135]  But you know, hey, when the Obama administration says it's okay for Pepsi to use fetal cells from aborted babies in their soft drinks, declaring it normal business practice, then how far down the rabbit hole do we need to go?
[00:03:07.956 --> 00:03:15.567]  Um, you know, how long before we've got a situation like the movie The Island where humans are cloned for spare body parts?
[00:03:15.627 --> 00:03:17.329]  That's the direction we're heading at the moment.
[00:03:18.689 --> 00:03:21.910]  And it's basically, you know, welcome to the scientific dictatorship.
[00:03:21.970 --> 00:03:36.114]  It's 2012, you know, we've got Bill Gates who says he wants to reduce global population, funding people to dump tonnes of sulphur particles 80,000 metres over New Mexico and, you know, barely a whimper of dissent.
