[00:00:00.288 --> 00:00:00.869]  We've got it.
[00:00:00.869 --> 00:00:07.393]  This transmission is coming to you.
[00:00:07.393 --> 00:00:11.776]  Waging war on corruption.
[00:00:11.776 --> 00:00:17.360]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:25.655 --> 00:00:28.542]  Are we seeing the Earth now?
[00:00:28.542 --> 00:00:32.630]  Are we seeing the Earth?
[00:00:39.549 --> 00:00:45.171]  All right, my friends, we have Obama in the next week and a half set to sign the U.N.
[00:00:45.171 --> 00:00:51.633]  Treaty and try to ram it through the Senate to register and then begin banning our firearms.
[00:00:51.633 --> 00:00:55.075]  I did a special program Thursday reading from the U.N.
[00:00:55.075 --> 00:01:07.080]  Treaty and from the implementers at UNIDIR, where they openly state their plan is to disarm individuals completely and then countries that only have the U.N.
[00:01:07.080 --> 00:01:07.260]  armed.
[00:01:09.141 --> 00:01:19.564]  And I'm sure that you noticed, just with clockwork, magically, there was a mass shooting at the premiere of The Dark Knight Rises.
[00:01:19.564 --> 00:01:21.844]  There are mentally ill people in society.
[00:01:21.844 --> 00:01:30.727]  Generally, they're on Xanax or Luvox or Prozac, and it's coming out that he was on psychotropic drugs, supposedly, if you can believe any of this.
[00:01:32.430 --> 00:01:36.272]  And it is possible that this could have been done by a lone nut.
[00:01:36.272 --> 00:01:53.401]  The problem is, all the witnesses that I've seen on television, and that's six of them so far, said that there were multiple people in there, and that somebody let him in, and that there were tear gas canisters coming from smoke bombs from both, from opposite sides.
[00:01:53.401 --> 00:01:54.962]  This was so coordinated.
[00:01:56.257 --> 00:01:58.680]  And then there's another big problem.
[00:01:58.680 --> 00:02:04.107]  Operation Ajax, Operation Gladio, and a bunch of other operations that NATO and the U.S.
[00:02:04.107 --> 00:02:05.248]  government carried out.
[00:02:05.248 --> 00:02:08.192]  But the Russians have been caught doing stuff like this, so have the Israelis.
[00:02:09.787 --> 00:02:13.609]  Where you go in and shoot up a movie theater and then blame it on a mentally ill patsy.
[00:02:13.609 --> 00:02:19.973]  In fact, Operation Northwoods, a Joint Chiefs of Staff plan, even describes how to do this.
[00:02:19.973 --> 00:02:24.496]  In DC, Maryland, and Florida was their plan, but Kennedy said no.
[00:02:24.496 --> 00:02:27.518]  And that's a long time ago, so I thought I'd get into some of the more modern...
[00:02:29.545 --> 00:02:39.050]  Army field manuals that teach the officers, only officers get these who are in special operations, how to stage a terror attack, how to launch a false flag.
[00:02:39.050 --> 00:02:44.332]  And the argument is, well, the enemy's doing this, and so we've got to be more evil than the evil.
[00:02:44.332 --> 00:02:46.693]  We've got to guard the good with a bodyguard of lies.
[00:02:46.693 --> 00:02:51.576]  That's kind of an unjustifies the means way, and that's how they get people into selling out.
[00:02:52.635 --> 00:02:53.816]  And it's done across the board.
[00:02:53.816 --> 00:02:58.840]  Narcotics trafficking, child kidnapping, sex slavery, all publicly run.
[00:02:58.840 --> 00:03:03.944]  Publicly, it comes out, they grow the opium, run the little kids, steal the trillions.
[00:03:03.944 --> 00:03:07.587]  It's patriotic in America to just say, well, that's what you do.
[00:03:07.587 --> 00:03:10.129]  Well, it's going to be done to you, America.
[00:03:10.129 --> 00:03:18.556]  If they have a drone and it kills 20 people, or in some cases 200 people, and they say, well, it's collateral damage.
[00:03:18.556 --> 00:03:21.418]  Oh, but they don't care about collateral damage overseas.
[00:03:22.441 --> 00:03:30.247]  In countries that we haven't even declared war on, breaks international law as well, the Geneva Convention, Nuremberg Code.
[00:03:30.247 --> 00:03:35.731]  We're like, yeah, we killed 227 people at this wedding, but we killed the one bad guy, no judge, no jury.
[00:03:35.731 --> 00:03:37.852]  And it's like, eh, well, just women and kids.
[00:03:37.852 --> 00:03:42.456]  But then when there's 12 dead in America, oh, it's so sad, it's so horrible.
[00:03:42.456 --> 00:03:44.918]  Oh, we better get up off our eyes right now.
[00:03:47.639 --> 00:03:50.920]  You know, the President of Mexico says, turn our guns and we better do it.
[00:03:50.920 --> 00:03:55.802]  And Piers Morgan from England, he's over here telling us that he's got one of those fancy accents.
[00:03:55.802 --> 00:03:59.103]  He must be smarter than us, gee.
[00:03:59.103 --> 00:04:06.385]  And Bloomberg and ABC News and Obama's traveling there to be at the prayer vigils and suck off of it.
[00:04:06.385 --> 00:04:10.447]  Same folks at Stage Fast and Furious that's killed over 2,000 in Mexico over 200 a year.
[00:04:13.120 --> 00:04:17.563]  Confirmed it's killed three Border Patrol agents and three cops, a lot more than that.
[00:04:17.563 --> 00:04:18.884]  Confirmed.
[00:04:18.884 --> 00:04:22.246]  Only one family's made a hubbub out of it, though, and sued.
[00:04:22.246 --> 00:04:23.687]  So, you don't get any attention to that.
[00:04:23.687 --> 00:04:25.808]  And, of course, there's not a bunch of crying over them, either.
[00:04:25.808 --> 00:04:30.011]  It's when the system says to get upset, they do.
[00:04:30.011 --> 00:04:32.372]  And they know how to pick something for a false flag.
[00:04:32.372 --> 00:04:36.195]  I can just see them probably six months ago, hey, we'll attack the Batman premiere.
[00:04:37.096 --> 00:04:40.498]  And you got people in that psych warfare department over there?
[00:04:40.498 --> 00:04:43.179]  Drug them up, get them prepped, start shock therapy.
[00:04:43.179 --> 00:04:44.820]  Yeah, scramble their brain.
[00:04:44.820 --> 00:04:50.803]  Get Subject ACQ ready to launch, for he'll take the fall as the Patsy.
[00:04:50.803 --> 00:04:54.144]  Get that op going, bring in foreign assets to do it.
[00:04:54.144 --> 00:04:55.465]  We'll get their guns one way or another.
[00:05:01.238 --> 00:05:09.363]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:05:09.363 --> 00:05:13.426]  Alex and his staff have used these pure soap products for years.
[00:05:13.426 --> 00:05:20.730]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:05:20.730 --> 00:05:23.212]  See them on the web at 5starsoap.com.
[00:05:23.752 --> 00:05:28.596]  Or call 800-340-7091 for a free catalog.
[00:05:28.596 --> 00:05:34.520]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:05:34.520 --> 00:05:39.944]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:05:39.944 --> 00:05:41.926]  This is an amazing deal.
[00:05:41.926 --> 00:05:47.170]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:05:47.170 --> 00:05:50.312]  See them on the web at 5starsoap.com or call
[00:05:50.452 --> 00:06:03.158]  800-340-7091 for a free catalog.
[00:06:03.158 --> 00:06:09.722]  You are listening to an InfoWars.com Frontline Report.
[00:06:09.722 --> 00:06:13.644]  If you are receiving this transmission, you are the Resistance.
[00:06:21.235 --> 00:06:30.018]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:30.018 --> 00:06:41.681]  It is Sunday, the 22nd day of July 2012.
[00:06:46.604 --> 00:06:53.311]  We are going to be live here for the next two hours, as we are every Sunday, 4 to 6 Central, 5 to 7 Eastern.
[00:06:53.311 --> 00:06:55.593]  I'll be back tomorrow, 12 noon to 3 p.m.
[00:06:55.593 --> 00:07:01.619]  Eastern, with a weekday show that's also on Channel 166XM.
[00:07:01.619 --> 00:07:08.266]  All right, if you joined us today, get ready, get a pen and paper ready.
[00:07:09.969 --> 00:07:36.645]  Follow along with us, go to a major search engine, like StartPage.com or Google.com, and type in each keyword group I say, and then minimize the window, or create a tab and launch another one, and then spend an hour after the show tonight, or while we're live, to go check everything I'm going to say here, okay?
[00:07:38.524 --> 00:07:52.388]  You know, I don't just get on air when there's a shooting or a bombing and say that it's an inside job staged by criminal elements in government or, in some cases, by private mercenary groups controlled by corporations.
[00:07:52.388 --> 00:07:54.368]  I don't just say that.
[00:07:54.368 --> 00:07:55.409]  It's very painful.
[00:07:55.409 --> 00:07:58.109]  I wish it wasn't the case.
[00:07:58.109 --> 00:07:59.330]  We have the UN Treaty.
[00:07:59.330 --> 00:08:03.451]  They only need two more senators who've been on the fence to try to ram it through.
[00:08:05.123 --> 00:08:07.486]  Maybe down to one senator.
[00:08:07.486 --> 00:08:15.576]  Even Forbes has stated, analyzing the treaty, we've done it as well here on air, even Forbes Magazine, that it registers
[00:08:16.789 --> 00:08:22.852]  Guns internationally, and calls for banning all semi-autos just to begin with.
[00:08:22.852 --> 00:08:40.280]  And just Thursday, I had a New American Magazine researcher and writer, Bob Dacian, here with different versions of the treaty, and the signatories of it, and the UNIDIR officials at the UN saying they want a total gun ban for citizens, and saying they would use the Small Arms Treaty to make it legally binding.
[00:08:40.280 --> 00:08:40.820]  Okay?
[00:08:40.820 --> 00:08:44.662]  So, that is set to pass in the next week or two.
[00:08:45.985 --> 00:08:58.874]  And it looked like it was going to fail, but now the President of Mexico is calling for it to be passed because of the deaths at the Batman premiere in a suburb of Denver, Colorado.
[00:08:58.874 --> 00:08:59.895]  Pierce Corbin
[00:09:01.198 --> 00:09:03.459]  Again, people who aren't Americans tell us what to do.
[00:09:03.459 --> 00:09:07.601]  That's the joke we've become, is saying he wants to ban our guns and start it now.
[00:09:07.601 --> 00:09:13.725]  Bloomberg is calling for it, who sues gun manufacturers nationwide trying to shut them down.
[00:09:13.725 --> 00:09:21.629]  We are all going to be basically subject to his control freak behavior.
[00:09:21.629 --> 00:09:23.710]  We're going to be going over all of that today.
[00:09:25.256 --> 00:09:34.857]  Now, after I get into the history of government staging terror attacks, where it's declassified and admitted, and I'm going to give you the sources of where you can look that up.
[00:09:35.672 --> 00:09:39.714]  Then I will get into the earmarks of this event.
[00:09:39.714 --> 00:09:50.400]  And if you will look up Operation Ajax, Operation Gladio, the NATO option, the Lavon Affair.
[00:09:50.400 --> 00:09:56.203]  If you will look up what Al Qaeda is being used to do right now in Syria, backed by NATO.
[00:09:56.203 --> 00:10:00.585]  NATO is funding Al Qaeda to go into movie theaters and shoot everybody.
[00:10:02.098 --> 00:10:09.585]  NATO would do this whenever they thought either a right-wing or left-wing group was about to take over a government in Europe that they didn't control.
[00:10:09.585 --> 00:10:23.436]  U.S.-backed, which means banker-backed, we've been captured for a long time as well, if somebody was about to take back their country, left or right, good or bad, they would go in and blow up movie theaters and machine gun people in movie theaters, usually U.S.
[00:10:23.436 --> 00:10:24.998]  Special Forces.
[00:10:24.998 --> 00:10:26.459]  They'd also hire other groups.
[00:10:26.459 --> 00:10:28.661]  I've interviewed some of the people here on air before.
[00:10:29.582 --> 00:10:35.589]  And this got declassified in the 90s and completely five years ago in Italy and in Germany.
[00:10:35.589 --> 00:10:36.610]  They declassified it.
[00:10:36.610 --> 00:10:38.772]  Former Italian presidents went public.
[00:10:38.772 --> 00:10:40.113]  We only had part of it before.
[00:10:41.284 --> 00:10:46.565]  That's the Operation Gladio, was one of the umbrella groups.
[00:10:46.565 --> 00:10:48.686]  They would like, you know, pick a school bus.
[00:10:48.686 --> 00:10:52.926]  Their favorite was a school bus full of kids, because that would get a really good effect.
[00:10:52.926 --> 00:10:56.607]  And then the reporters and local police weren't involved.
[00:10:56.607 --> 00:10:59.388]  They just knew to not investigate too much or they'd end up dead.
[00:10:59.388 --> 00:11:03.329]  But they'd get the call, hey, something's coming up this morning, you'll want to get over here.
[00:11:03.329 --> 00:11:06.549]  Kind of like Connalisa Rice called Mayor Willie Brown of San Francisco.
[00:11:06.549 --> 00:11:08.470]  That's in the San Francisco Chronicle, September 12th.
[00:11:10.410 --> 00:11:12.733]  And said don't fly to New York tomorrow.
[00:11:12.733 --> 00:11:15.237]  The Joint Chiefs of Staff cancelled their trip two days before.
[00:11:15.237 --> 00:11:16.579]  So it's just a friendly phone call.
[00:11:16.579 --> 00:11:18.722]  Just a friendly, you know, little friendly phone call.
[00:11:19.833 --> 00:11:36.824]  So, before I get into all the earmarks and the witnesses seeing multiple shooters and tear gas canisters being thrown from opposite sides and people letting him in and the police standing down as usual, and the fact this is the military industrial complex, the real shadow government, U.S.
[00:11:36.824 --> 00:11:41.928]  government, is based in Colorado Springs, and then north of that, there's underground railways.
[00:11:41.928 --> 00:11:44.710]  On record, how big they are is classified underneath
[00:11:45.530 --> 00:11:51.217]  Uh, little tenants surrounding areas right into Denver International Airport to move nukes around and other things.
[00:11:51.217 --> 00:11:55.221]  By the way, where I live in Austin, Texas, under the old SAC base, it's now the International Airport.
[00:11:55.221 --> 00:12:00.867]  There's an underground bunker underneath the Hilton Hotel is what it is now, and then it's rail spurs going out to, uh...
[00:12:02.128 --> 00:12:06.293]  Out to Fort Hood and the big nuke base out there under those hills.
[00:12:06.293 --> 00:12:08.977]  That's super classified, by the way, what you were just told.
[00:12:08.977 --> 00:12:10.819]  The NSA really likes my show.
[00:12:10.819 --> 00:12:17.627]  But see, I'm a real American here to defend the Republic from the foreign banks that brag they've taken the country over.
[00:12:17.627 --> 00:12:19.430]  See, I've had the police officers on.
[00:12:20.322 --> 00:12:22.805]  And I've had the head of HUD on.
[00:12:22.805 --> 00:12:32.735]  And I've had all these different people who were in the Alfred P. Murrah building when it got blown up in 95, and who saw this FBI guy, this CIA guy.
[00:12:32.735 --> 00:12:34.317]  They had high-level people in there.
[00:12:34.317 --> 00:12:36.018]  It's not the low-level guys that do this.
[00:12:36.018 --> 00:12:36.959]  And they said, well, what are you doing?
[00:12:36.959 --> 00:12:38.000]  Oh, we're a phone company.
[00:12:38.661 --> 00:12:47.648]  With big gray sticks of butter the day before, wiring them into the walls, and then we have the newscast with them removing the bombs, and, you know, I mean, it's that kind of stuff.
[00:12:47.648 --> 00:12:49.129]  We've had the police officers on.
[00:12:49.129 --> 00:12:51.651]  Some of the police officers got killed, like Terrence Yakey.
[00:12:51.651 --> 00:12:53.692]  He saved a bunch of people's cop of the year.
[00:12:53.692 --> 00:12:57.255]  They told him shut up, so they tortured him to death.
[00:12:57.255 --> 00:13:02.679]  Last call was his partner saying, I got the feds behind me, and they're getting ready to pull me over, trying to stop me.
[00:13:02.679 --> 00:13:04.140]  They tortured him pretty good.
[00:13:04.140 --> 00:13:05.681]  But the point is, is that
[00:13:06.587 --> 00:13:09.508]  This is the way this stuff operates if you live in the real world.
[00:13:09.508 --> 00:13:10.428]  Okay?
[00:13:10.428 --> 00:13:20.991]  Now, that brings us into mind control, so I'll get into Mr. Holmes, James Holmes.
[00:13:20.991 --> 00:13:26.973]  I've seen other mind control events where they worked in the neuroscience brain interface areas.
[00:13:26.973 --> 00:13:29.474]  You know who else did who became a famous bomber?
[00:13:30.472 --> 00:13:31.673]  You might want to look this up.
[00:13:31.673 --> 00:13:35.696]  His name was Theodore Kaczynski, the Unabomber.
[00:13:35.696 --> 00:13:38.799]  Now some think he broke out of the programming and that's why that happened.
[00:13:38.799 --> 00:13:40.240]  He knew so much of their plan.
[00:13:40.240 --> 00:13:43.343]  He was a PhD working in all of that.
[00:13:43.343 --> 00:13:53.772]  And it was declassified in the MKUltra hearings that Theodore Kaczynski was actually in MKUltra as a volunteer.
[00:13:55.307 --> 00:13:59.030]  Oh, they had MKUltra right here at University of Texas, where I live in Austin.
[00:13:59.030 --> 00:14:02.212]  All the big universities had it.
[00:14:02.212 --> 00:14:06.935]  And most of these brain interface programs are DARPA Department of Defense funded.
[00:14:06.935 --> 00:14:11.838]  I went and looked it up and sure enough, the entire program he was in was Department of Defense funded.
[00:14:11.838 --> 00:14:17.122]  So he was in a Department of Defense machine man interface.
[00:14:17.122 --> 00:14:20.925]  Quote, a budding scientist, top of his class.
[00:14:26.041 --> 00:14:27.962]  I mean, you couldn't write the script like this.
[00:14:27.962 --> 00:14:28.762]  This is who they use.
