[00:00:05.074 --> 00:00:06.375]  Big Brother.
[00:00:06.375 --> 00:00:08.137]  Mainstream media.
[00:00:08.137 --> 00:00:09.899]  Government cover-ups.
[00:00:09.899 --> 00:00:11.500]  You want answers?
[00:00:11.500 --> 00:00:13.042]  Well, so does he.
[00:00:13.042 --> 00:00:17.226]  He's Alex Jones on the GCN Radio Network.
[00:00:17.226 --> 00:00:21.310]  And now, live from Austin, Texas, Alex Jones.
[00:00:36.596 --> 00:00:43.300]  I am sitting here, as the music is playing out, wishing I had more time.
[00:00:43.300 --> 00:01:04.691]  Because I will study the news at night, in the morning, and then print out all the stories with the crew, and go over them, stack them all up here in front of me, and it's the same warp, time warp, that happens every day, where I end up covering maybe 30-40% of it by the end of the show, and I've got... I've absolutely got to cover
[00:01:06.204 --> 00:01:07.086]  All of this today.
[00:01:07.086 --> 00:01:10.333]  I mean, there is just so much to cover.
[00:01:11.647 --> 00:01:20.713]  Now we had Lindsey Williams on for an hour earlier in the week, and I've never heard him just get to all the points and lay it all out.
[00:01:20.713 --> 00:01:24.796]  And the things he was saying from his sources were clicking with what my sources were saying.
[00:01:24.796 --> 00:01:26.117]  Very revealing.
[00:01:26.117 --> 00:01:35.703]  So I thought we'd get him on to recap, cover a bunch of the stuff he didn't have time to get to, and then take like an hour of your phone calls today with Lindsey Williams, Alex Jones, and the InfoWars listeners.
[00:01:35.703 --> 00:01:41.047]  So that is coming up, about an hour and a half or so, with Lindsey Williams today.
[00:01:42.107 --> 00:01:44.728]  ...interspersed with other news.
[00:01:44.728 --> 00:01:45.568]  Hey, hey, here's a story.
[00:01:45.568 --> 00:01:46.329]  It's not our top story.
[00:01:46.329 --> 00:01:47.369]  It's just a joke.
[00:01:47.369 --> 00:01:47.849]  It's funny.
[00:01:47.849 --> 00:01:49.390]  Associated Press.
[00:01:49.390 --> 00:01:52.551]  Crisis-ridden EU wins Nobel Peace Prize.
[00:01:52.551 --> 00:01:56.272]  EU shot up by megabanks to destroy the sovereignty of EU countries.
[00:01:57.032 --> 00:02:09.518]  On record, transferring trillions of dollars every few months to private mega banks, bragging that they've conquered Europe in the Financial Times and other places, and they gave them a peace prize.
[00:02:09.518 --> 00:02:14.961]  Yeah, the EU, who has gotten behind NATO and the attacks on Syria and Libya,
[00:02:16.929 --> 00:02:23.414]  It's just a criminal organization, a globalist organization, an anti-liberty, UN, world government promoting group.
[00:02:23.414 --> 00:02:25.075]  It's the core of the world government.
[00:02:25.075 --> 00:02:26.356]  And they've been given a peace prize.
[00:02:26.356 --> 00:02:27.517]  Why not?
[00:02:27.517 --> 00:02:28.237]  Go all the way.
[00:02:28.237 --> 00:02:29.418]  You gave Obama one.
[00:02:29.418 --> 00:02:35.303]  A bigger warmonger in many respects than George W. Bush, but it's okay because he's a liberal.
[00:02:35.303 --> 00:02:36.364]  He's a Democrat.
[00:02:38.365 --> 00:02:39.666]  Well, he's got a peace prize!
[00:02:39.666 --> 00:02:40.926]  Why not give him another one?
[00:02:40.926 --> 00:02:42.928]  Hell, why not give him 50?
[00:02:42.928 --> 00:02:45.429]  Why not give him a thousand peace prizes?
