[00:00:00.503 --> 00:00:00.603]  Yeah.
[00:00:33.953 --> 00:00:37.795]  Hello again, everyone, and welcome to the InfoWars Nightly News.
[00:00:37.935 --> 00:00:39.336]  I'm your host, Darren McBreen.
[00:00:39.456 --> 00:00:44.939]  It is Thursday, May 17th, and here's a quick look at what we have lined up for you this evening.
[00:00:45.499 --> 00:00:52.383]  Tonight, on the InfoWars Nightly News, documents surface exposing Obama's Kenyan birthplace.
[00:00:52.903 --> 00:00:59.447]  Plus, a federal judge issues an injunction against the controversial NDAA legislation.
[00:00:59.747 --> 00:01:06.312]  Then, Darren McBreen speaks with Kurt Linderman about the plight of labeling GMOs in the United States.
[00:01:06.853 --> 00:01:10.316]  All that and more tonight on the InfoWars Nightly News.
[00:01:22.515 --> 00:01:26.216]  All that and more coming up during the next 30 minutes or so.
[00:01:26.377 --> 00:01:37.661]  But first, breaking news on the Obama birth certificate scandal, as new smoking gun evidence makes certain that so-called birthers, that's me, aren't going anywhere.
[00:01:38.121 --> 00:01:39.261]  Alex Jones reports.
[00:01:40.202 --> 00:01:42.143]  Huge breaking news.
[00:01:42.923 --> 00:01:45.424]  We have a publication that Barack Obama put out
[00:01:46.394 --> 00:01:49.717]  Where he was bragging that he was born in Kenya.
[00:01:49.877 --> 00:01:52.540]  We have his wife on video twice saying it.
[00:01:53.601 --> 00:01:55.503]  I wasn't a birther four and a half years ago.
[00:01:55.603 --> 00:01:57.965]  It was the Hillary Clinton campaign that first put that out.
[00:01:59.126 --> 00:02:04.871]  Because they had a dossier on him and the Clintons are famous for having all the old files from when Clinton was president.
[00:02:05.232 --> 00:02:07.154]  They still basically run much of Washington.
[00:02:07.861 --> 00:02:11.424]  But Hillary was bringing that out, I later learned, because it was true.
[00:02:12.025 --> 00:02:14.447]  Now, when she was defeated by him, she joined with him.
[00:02:15.068 --> 00:02:18.571]  But there's been big, breaking news, ladies and gentlemen.
[00:02:19.132 --> 00:02:21.454]  It's on DrugsReport.com right now.
[00:02:22.055 --> 00:02:23.356]  It's on Breitbart.
[00:02:23.857 --> 00:02:30.903]  Barack Obama, the first African-American president of the Harvard Law Review, was born in Kenya and raised in Indonesia and Hawaii.
[00:02:31.664 --> 00:02:33.085]  That's actually what the research shows.
[00:02:33.125 --> 00:02:33.885]  And what is this from?
[00:02:33.905 --> 00:02:44.590]  It is from a book promotion put out by his literary agent that Barack Obama approved of.
[00:02:45.310 --> 00:02:48.532]  The vetting exclusive Obama's Literary Agent 91 booklet.
[00:02:48.852 --> 00:02:51.353]  Born in Kenya, raised in Indonesia and Hawaii.
[00:02:51.673 --> 00:02:54.395]  He had the name Barry Sotaro and all these other names.
[00:02:54.415 --> 00:02:55.635]  They sealed all his records.
[00:02:56.436 --> 00:02:58.717]  His friends said that he was from Kenya.
[00:02:59.537 --> 00:03:01.438]  I mean, his wife has said it over and over again.
[00:03:01.718 --> 00:03:03.058]  And here it all is.
[00:03:03.098 --> 00:03:06.859]  Here's the full breakdown by the publisher of all their people.
[00:03:06.879 --> 00:03:07.439]  And there it is.
[00:03:08.039 --> 00:03:08.920]  Barack Obama.
[00:03:09.940 --> 00:03:11.100]  This is the reality.
[00:03:11.140 --> 00:03:17.522]  Now, let me show you this next video that I've got right here.
[00:03:17.862 --> 00:03:26.145]  This is Michelle Obama saying that he went back to his homeland, Kenya, to fight AIDS.
[00:03:26.505 --> 00:03:26.905]  Here it is.
[00:03:28.900 --> 00:03:37.325]  Surrounding HIV testing, which is still plaguing so many of our communities, which you all know a lot of that is due to homophobia.
[00:03:38.145 --> 00:03:39.846]  Barack has led by example.
[00:03:40.567 --> 00:03:55.956]  When we took our trip to Africa and visited his home country in Kenya, we took a public HIV test for the very point of showing folks in Kenya that there is nothing to be embarrassed about in getting tested.
[00:03:56.556 --> 00:03:57.777]  And we did it as a couple.
[00:03:59.864 --> 00:04:00.344]  Wow!
[00:04:01.505 --> 00:04:03.466]  Wow is all I can say right now.
[00:04:04.306 --> 00:04:06.987]  Listen, my listeners demanded I look into this.
[00:04:07.307 --> 00:04:14.871]  And first they said that the old birth certificate was the birth certificate when it was a receipt and printed off a computer.
[00:04:15.211 --> 00:04:18.252]  Then they put out that bad fake, which was fake.
[00:04:18.412 --> 00:04:19.513]  I want to put this to bed.
[00:04:20.153 --> 00:04:22.234]  Obama's funded by Goldman Sachs and the globalists.
[00:04:22.334 --> 00:04:24.695]  Obama is launching wars of congressional approval.
[00:04:25.245 --> 00:04:27.546]  Obama is launching drones in the skies of America.
[00:04:27.966 --> 00:04:30.067]  I want to go after him on the issues.
[00:04:30.647 --> 00:04:32.268]  But the point is, it's true!
[00:04:32.288 --> 00:04:34.509]  He's not who they say he is.
[00:04:34.569 --> 00:04:39.871]  It turns out, the book about him that they put out is basically all fiction, and has been proven to be a lie.
[00:04:40.331 --> 00:04:42.392]  The truth is, we don't know who this guy is.
[00:04:42.732 --> 00:04:49.955]  But his own literary agent said, born in Kenya, lived in Indonesia, and then Hawaii, and that's exactly what the records and evidence shows.
[00:04:50.215 --> 00:04:50.816]  And the point is,
[00:04:51.892 --> 00:04:54.073]  He can be blackmailed with this information.
[00:04:54.133 --> 00:04:59.835]  That's why he's so controlled by the Chicago mob and the banksters and Corzine who can steal billions from IMF Global.
[00:05:00.155 --> 00:05:01.495]  This is huge news.
[00:05:01.895 --> 00:05:08.518]  And the Breitbart people that broke this, digging into Obama, they're like, no, Breitbart didn't believe this, but we've got to look at it.
[00:05:09.058 --> 00:05:09.778]  This is incredible.
[00:05:09.798 --> 00:05:12.099]  This isn't some typo where they say,
[00:05:13.226 --> 00:05:13.486]  Yes.
[00:05:28.066 --> 00:05:28.326]  I think?
[00:05:58.146 --> 00:06:01.509]  Well, it means he was born there if the records were cut out of the files.
[00:06:02.109 --> 00:06:06.873]  Ladies and gentlemen, Barack Obama is a total, absolute cutout.
[00:06:07.113 --> 00:06:08.514]  He is a Manchurian candidate.
[00:06:08.915 --> 00:06:11.076]  Alex Jones signing off for InfoWars.com.
[00:06:11.377 --> 00:06:13.839]  We have the Breitbart stuff posted at InfoWars.com.
