[00:00:04.318 --> 00:00:04.560]  Yeah.
[00:00:40.045 --> 00:00:41.625]  Welcome to the InfoWars Nightly News.
[00:00:41.765 --> 00:00:43.046]  I'm your host, Jakari Jackson.
[00:00:43.406 --> 00:00:45.687]  This is what we have in store for you for this October 30th, 2012 edition.
[00:00:50.732 --> 00:00:53.094]  Tonight on the InfoWars nightly news.
[00:00:53.635 --> 00:01:00.681]  The corporate mainstream media promotes the Frankenstorm while ignoring the new bombshell information about the stand-down in Benghazi.
[00:01:00.981 --> 00:01:06.065]  Then, unmanned drones are set to share US airspace with domestic air traffic.
[00:01:06.386 --> 00:01:13.772]  Plus, we air Dambadandi's prediction of a Northeast natural disaster that was told to him by FEMA back in August.
[00:01:14.092 --> 00:01:18.136]  And finally, the zombies have attacked, but InfoWars has the answer.
[00:01:18.456 --> 00:01:22.140]  All this and more on tonight's InfoWars Nightly News.
[00:01:31.829 --> 00:01:32.490]  And welcome back.
[00:01:32.770 --> 00:01:34.031]  Top story headline.
[00:01:34.412 --> 00:01:37.615]  Drones set to share sky with domestic air traffic.
[00:01:37.635 --> 00:01:38.496]  This out of the BBC.
[00:01:39.227 --> 00:01:44.333]  Tests have been carried out to see whether military drones can mix safely in the air with passenger planes.
[00:01:44.894 --> 00:01:48.017]  The flight test took place off the coast of Florida in early August.
[00:01:48.558 --> 00:01:56.367]  Politicians have given the FAA until 2015 to prepare its air traffic systems for use of drones.
[00:01:56.767 --> 00:02:07.117]  So we see, if nothing else, it's unsafe right now because we saw in Colorado how a passenger plane, a civilian plane, almost collided with a drone not that long ago.
[00:02:07.457 --> 00:02:10.540]  So it's a very serious situation and you should be aware of drones.
[00:02:10.860 --> 00:02:15.425]  Whether you're for drones or you're against them, I personally am against them, but
[00:02:16.025 --> 00:02:19.307]  You know, you may think they're a good idea, but that ties us into our next story.
[00:02:19.827 --> 00:02:23.109]  Drones give Angel Night volunteers eyes in the sky.
[00:02:23.429 --> 00:02:24.310]  Now let's take a look at this.
[00:02:24.730 --> 00:02:33.255]  Harry Arnold organized a civilian patrol team that will be running surveillance of destroyed neighborhoods with their own radio-controlled camera ships.
[00:02:33.763 --> 00:02:41.812]  All right, so you can see right there in the video, she's talking about how basically a neighborhood watch team is using drones to patrol their neighborhood.
