[00:00:04.234 --> 00:00:06.356]  Waging war on corruption.
[00:00:08.638 --> 00:00:14.265]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:22.553 --> 00:00:31.955]  Ladies and gentlemen, thank you so much for joining us.
[00:00:33.275 --> 00:00:34.975]  We're here, we're live.
[00:00:35.095 --> 00:00:46.737]  It is Sunday, the seventh day of October 2012, and we are going to be live here for the next two hours, as we are every Sunday, 4 to 6 p.m.
[00:00:46.777 --> 00:00:47.178]  Central.
[00:00:47.598 --> 00:00:49.018]  And back weekdays, of course,
[00:00:50.553 --> 00:00:50.794]  11 a.m.
[00:00:50.814 --> 00:00:51.355]  to 2 p.m.
[00:00:51.395 --> 00:00:53.077]  Central, that's 12 and 3 p.m.
[00:00:53.117 --> 00:00:53.457]  Eastern.
[00:00:54.959 --> 00:01:02.049]  Look, we talk about this quite a bit, and we talk about it to the point of it becoming almost passé.
[00:01:03.622 --> 00:01:14.368]  And just some known quantity, an axe hanging above our head, a sword of Damocles hanging above our head, and then we just get accustomed to it being there.
[00:01:14.388 --> 00:01:16.309]  We become fatigued to it.
[00:01:16.349 --> 00:01:17.570]  We become acclimated.
[00:01:17.630 --> 00:01:21.172]  We become prepared, accepting.
[00:01:21.212 --> 00:01:25.875]  It becomes a foregone conclusion, a self-fulfilling prophecy.
[00:01:28.334 --> 00:01:30.935]  And it doesn't need to be a self-fulfilling prophecy.
[00:01:30.995 --> 00:01:37.098]  We don't need to be mindless spectators that just sit here and let history roll over us.
[00:01:37.178 --> 00:01:41.600]  In fact, I keep saying this, you guys keep giving it to me, and I keep not covering it on air.
[00:01:42.000 --> 00:01:46.062]  Will you guys print me the Karl Rove History's Actors quote?
[00:01:47.714 --> 00:01:52.097]  It was in the New York Times originally, but just a New York Times Magazine.
[00:01:53.278 --> 00:01:56.540]  But it's quoted everywhere, just the part about they control reality.
[00:01:56.800 --> 00:02:01.523]  They'll tell us up is down one day and then sideways is down the next, and we'll just believe whatever they say.
[00:02:02.024 --> 00:02:16.854]  And yes, if you just sit there and watch television, read the newspaper, and don't see them contradicting day to day, don't see them completely spinning facts, and don't see that there's a public authoritarian agenda going on, you're living in another world.
[00:02:17.734 --> 00:02:21.297]  But when I say that we've gotten used to this tyranny, I know I have.
[00:02:21.857 --> 00:02:25.140]  Even as, by increments, it gets worse and worse.
