[00:00:01.218 --> 00:00:01.759]  We've got it.
[00:00:01.939 --> 00:00:08.225]  This transmission is coming to you.
[00:00:08.325 --> 00:00:10.427]  Waging war on corruption.
[00:00:10.587 --> 00:00:12.409]  Alright, here I go.
[00:00:12.710 --> 00:00:18.415]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:21.038 --> 00:00:22.359]  Are we seeing the Earth?
[00:00:29.546 --> 00:00:41.073]  The reason these broadcasts get more and more hardcore is because the news is getting crazier.
[00:00:41.654 --> 00:00:45.836]  Events on this planet are accelerating.
[00:00:46.016 --> 00:00:48.618]  World government is openly being announced.
[00:00:49.577 --> 00:01:05.728]  The large six megabanks that control most of the planet's wealth and natural resources and populations through derivatives and fractional reserve banking fraud have maneuvered themselves into almost complete control over the globe.
[00:01:06.969 --> 00:01:16.255]  They are mopping up third world countries in Africa, Latin America, Eastern Europe, and areas of Asia, and of course the Middle East.
[00:01:16.335 --> 00:01:17.296]  They're mopping them up,
[00:01:18.206 --> 00:01:35.317]  The global government's stratagem to take over countries is fund rebels that then attack the government, whether that government's good, bad, or indifferent, and then call it a humanitarian mission to send in special forces, arms, air bombardments.
[00:01:36.197 --> 00:01:44.323]  And then the goal is wreck the country and basically have no central government so that the West can come in with mercenaries and steal
[00:01:45.123 --> 00:01:47.604]  The entire resources of the nation.
[00:01:47.644 --> 00:01:59.808]  I mean, I have the New York Times here, in Uganda, last year, going, oh, isn't it too bad that under UN rules, private mercenary groups went in and killed entire villages for their property?
[00:02:00.108 --> 00:02:02.069]  But it is for the Earth.
[00:02:05.370 --> 00:02:11.232]  But do you see groups like Kony 2012 and Bill Gates and Angelina Jolie,
[00:02:12.571 --> 00:02:15.134]  The reanimated corpse of tyranny.
[00:02:15.655 --> 00:02:18.899]  Do you see them running around getting upset about that?
[00:02:18.979 --> 00:02:19.199]  No.
[00:02:19.740 --> 00:02:22.143]  They cloak their mass murder.
[00:02:22.223 --> 00:02:23.725]  They cloak their eugenics.
[00:02:23.785 --> 00:02:28.631]  They cloak their extermination worldwide in humanitarianism.
