[00:00:29.850 --> 00:00:33.732]  And it's time to get out of the comfort zone, because these people aren't playing games.
[00:00:33.752 --> 00:00:34.892]  9-11 wants a handsome job!
[00:00:34.912 --> 00:00:35.493]  9-11 wants a handsome job!
[00:00:35.513 --> 00:00:36.333]  9-11 wants a handsome job!
[00:00:36.353 --> 00:00:37.053]  9-11 wants a handsome job!
[00:00:37.073 --> 00:00:37.794]  9-11 wants a handsome job!
[00:00:37.814 --> 00:00:38.554]  9-11 wants a handsome job!
[00:00:38.574 --> 00:00:39.574]  9-11 wants a handsome job!
[00:00:39.594 --> 00:00:40.515]  9-11 wants a handsome job!
[00:00:40.535 --> 00:00:41.195]  9-11 wants a handsome job!
[00:00:41.215 --> 00:00:44.317]  9-11 wants a handsome job!
[00:00:44.337 --> 00:00:45.117]  9-11 wants a handsome job!
[00:00:45.137 --> 00:00:45.917]  9-11 wants a handsome job!
[00:00:45.937 --> 00:00:46.838]  9-11 wants a handsome job!
[00:00:46.858 --> 00:00:47.698]  9-11 wants a handsome job!
[00:00:47.718 --> 00:00:48.298]  9-11 wants a handsome job!
[00:00:48.318 --> 00:00:49.019]  9-11 wants a handsome job!
[00:00:49.039 --> 00:00:50.720]  9-11 wants a handsome job!
[00:00:50.740 --> 00:00:51.580]  9-11 wants a handsome job!
[00:00:51.600 --> 00:00:52.741]  9-11 wants a handsome job!
[00:00:52.761 --> 00:00:53.441]  9-11 wants a handsome job!
[00:00:53.461 --> 00:00:54.281]  9-11 wants a handsome job!
[00:00:54.301 --> 00:00:55.002]  9-11 wants a handsome job!
[00:00:55.022 --> 00:00:55.882]  9-11 wants a handsome job!
[00:00:55.902 --> 00:00:57.002]  9-11 wants a handsome job!
[00:00:57.022 --> 00:00:57.923]  9-11 wants a handsome job!
[00:00:57.943 --> 00:00:58.143]  9-11 wants
[00:01:31.940 --> 00:01:33.120]  We are locked and loaded.
[00:01:33.221 --> 00:01:44.305]  It is Tuesday, January 24th, 2012, and Russell Means, American Indian icon, who says he's defeated cancer.
[00:01:44.565 --> 00:01:47.466]  I know when he first was told he had cancer, he couldn't even barely breathe.
[00:01:47.486 --> 00:01:49.527]  They were getting ready to give him a tracheotomy.
[00:01:50.287 --> 00:01:57.670]  He's back and looks healthier than ever, and we're going to be talking to him in an extended, in-depth interview coming up in the second segment.
[00:01:58.091 --> 00:02:00.972]  But first, I want to get into the news this evening.
[00:02:01.892 --> 00:02:09.380]  Now, George Soros is at Davos this year, and he is talking about a total collapse of society.
[00:02:10.361 --> 00:02:15.587]  And acting like he and his cohorts had nothing to do with it, he now wants to be our savior.
[00:02:16.047 --> 00:02:23.194]  But before we get into that whole report, I thought we would look at the man
