[00:00:02.483 --> 00:00:03.023]  We're good.
[00:00:34.835 --> 00:00:35.955]  Welcome to the program.
[00:00:36.055 --> 00:00:36.836]  I'm Aaron Dykes.
[00:00:36.936 --> 00:00:39.016]  This is the InfoWars Nightly News.
[00:00:39.076 --> 00:00:42.437]  Today is Tuesday, April 24th, 2012.
[00:00:43.838 --> 00:00:46.319]  Tonight, breaking news from the InfoWars.
[00:00:46.539 --> 00:00:50.740]  The Bilderberg Group is set to meet in Virginia, May 31st to June 3rd.
[00:00:51.040 --> 00:00:53.021]  Is this Chantilly 3.0?
[00:00:53.421 --> 00:00:56.282]  Then, it looks like Ron Paul is winning states.
[00:00:56.582 --> 00:00:59.623]  In fact, he has the most delegates in Iowa and Minnesota.
[00:00:59.743 --> 00:01:03.184]  Yet the mainstream media continues its ban on Ron Paul coverage.
[00:01:03.624 --> 00:01:07.747]  Plus, the Obama administration announces the war on terror is over.
[00:01:08.028 --> 00:01:14.313]  So why do we still have the TSA, NDAA, the Patriot Act, and countless wars of aggression?
[00:01:14.713 --> 00:01:17.815]  And we flash back to GM corn infected with AIDS.
[00:01:18.196 --> 00:01:19.777]  Is it coming to a cob near you?
[00:01:20.337 --> 00:01:23.560]  And finally, Aaron Dyke sits down with Yerian Massan.
[00:01:23.960 --> 00:01:29.865]  This will be a conversation with two of the most prolific writers exposing eugenics in the Northern Hemisphere.
[00:01:30.265 --> 00:01:32.927]  All this and more on the InfoWars Nightly News.
[00:01:33.548 --> 00:01:40.474]  I take you now to the InfoWars Central Texas Command Center, deep behind enemy lines, with Aaron Dyches, your host.
[00:01:51.909 --> 00:01:58.132]  Tonight in news, the location of the 2012 Bilderberg meeting may have been revealed.
[00:01:58.793 --> 00:02:07.437]  Top researchers, including Tony Gosling, believe they've found that the location will again, for the third time, be Chantilly, Virginia, the site
[00:02:07.577 --> 00:02:08.117]  We're good to go.
[00:02:08.137 --> 00:02:08.757]  We're good to go.
[00:02:30.126 --> 00:02:37.608]  Covering it more than 35 years, but that was many lonely years covering it out without the help of the mainstream press and the rest of it.
[00:02:37.949 --> 00:02:41.890]  Now a large portion of international press have begun to cover the meeting.
[00:02:42.250 --> 00:02:44.871]  Even Fox News had to cover it last year in St.
[00:02:44.911 --> 00:02:50.013]  Moritz where myself and Paul Joseph Watson went to cover the meeting in Switzerland.
[00:02:50.373 --> 00:02:54.074]  That meeting ended early because so many protesters gathered on the hill
[00:02:54.614 --> 00:02:57.216]  And chase them down during one of their nature walks.
[00:02:57.276 --> 00:02:59.018]  They decided to turn tail.
[00:02:59.498 --> 00:03:03.582]  We will, of course, keep you up to date on whether or not that is a confirmed location.
[00:03:03.942 --> 00:03:05.244]  They are a deceptive group.
[00:03:05.404 --> 00:03:10.749]  They control much of the world's agenda and they may well change hotels or locations altogether.
[00:03:11.029 --> 00:03:17.675]  But that would be upcoming between the dates of May 31st and June 3rd, just over a month away.
[00:03:18.115 --> 00:03:28.923]  Meanwhile, Ron Paul, supposedly already out of the Republican race, supposedly met Romney clenching the nomination, and yet, wait, hold on, Ron Paul actually won Iowa?
[00:03:29.103 --> 00:03:40.832]  And so the Iowa caucus leading off the GOP primary, the one that the establishment was so afraid Ron Paul might win, that they said the Iowa caucus would be discredited and no longer count,
[00:03:41.232 --> 00:03:48.836]  If Ron Paul won, well now he indeed has officially won, gaining officially a majority of those delegates.
[00:03:48.876 --> 00:03:50.417]  There's 28 delegates in Iowa.
[00:03:50.758 --> 00:03:53.939]  Ron Paul over the weekend gained at least 14.
