[00:00:02.918 --> 00:00:03.218]  We're good.
[00:00:35.598 --> 00:00:36.783]  It's Wednesday, July 11th.
[00:00:37.385 --> 00:00:38.529]  I'm Paul Joseph Watson.
[00:00:38.669 --> 00:00:40.496]  This is InfoWars Nightly News.
[00:00:43.817 --> 00:00:54.779]  Tonight, on the InfoWars Nightly News, Paul Joseph Watson speaks with campaigning against camera surveillance's Steve Jolly about the war on privacy worldwide.
[00:00:55.039 --> 00:01:00.280]  Plus, the United Nations Arms Treaty and what it means for our Second Amendment rights.
[00:01:00.840 --> 00:01:04.721]  Then, is the Internet rewiring our brains?
[00:01:05.241 --> 00:01:08.062]  All that and more on the InfoWars Nightly News.
[00:01:19.144 --> 00:01:20.024]  Top story tonight.
[00:01:20.545 --> 00:01:24.447]  Garbage collectors trained to spot terrorists before RNC.
[00:01:24.787 --> 00:01:32.230]  Garbage collectors are being trained by police to be on the lookout for terrorists in the run-up to this year's Republican National Convention in Tampa, Florida.
[00:01:32.531 --> 00:01:40.635]  The terrorist depicted in the role-playing scenario, used to train garbage workers, is a young white woman, while her victim is a Middle Eastern man.
[00:01:41.095 --> 00:01:46.898]  Quote, anarchists, terrorists, plain old thieves and creeps, your new foe wears work boots and fluorescent vests.
[00:01:47.478 --> 00:02:00.329]  Meet the Garbage Men, reports the Tampa Bay Times, noting that police are involved in training garbage collectors to quote, spot suspicious activity on their routes in preparation for this August's RNC in Tampa.
[00:02:01.010 --> 00:02:12.479]  And this story goes on to talk about how the Garbage Men all get a special certificate and a special little baseball cap for graduating as snitches into this Waste Watch program.
[00:02:13.547 --> 00:02:21.775]  And again, as we talk about tonight in the interview with Steve Jolley, this is the application of the Panopticon system on a societal level.
[00:02:22.215 --> 00:02:32.965]  This is about empowering blue-collar workers using the Delphi technique to somehow think that they themselves have a stake in the police state, that they're upholding America.
[00:02:33.866 --> 00:02:39.749]  And it's the same with, you know, Janet Napolitano empowering Walmart shoppers to spy on each other.
[00:02:40.729 --> 00:02:56.297]  Highway Watch and all these other programs that foster this tattletale society by getting the very, you know, minimum wage blue-collar workers to do all the legwork and then reward them with some kind of special certificate like they're ace spies working for the homeland.
[00:02:57.603 --> 00:03:08.813]  And as all the academic studies have proven, and the historical record has proven, the only thing that this ever does is breed distrust, resentment, fear and paranoia, because obviously that's the purpose.
[00:03:09.554 --> 00:03:22.905]  And remember back in 2002 there was this big uproar about Operation Tips, which was the genesis for all this, you know, the cable guy spying on you, the postman spying on you, basically anyone who comes near your property.
[00:03:23.823 --> 00:03:30.709]  And that was disbanded, that was defunded by Congress, precisely for the reason that you can't have Americans spying on Americans.
[00:03:31.290 --> 00:03:40.098]  And yet it continues today, under all these different guises, many of them run by Homeland Security, you know, right down to the hot dog vendors at the Super Bowl.
[00:03:41.573 --> 00:03:44.494]  And is this what America's really supposed to be about?
[00:03:45.254 --> 00:03:47.515]  Americans spying on each other for the homeland?
[00:03:48.235 --> 00:04:00.039]  And you saw the DHS-funded study last week, which went absolutely viral after it was on the Drudge Report, defined those quote, reverent of liberty as terrorists.
[00:04:00.800 --> 00:04:04.261]  And of course in this training program with the garbage workers in Tampa,
[00:04:06.521 --> 00:04:12.405]  The terrorist is depicted as a young white girl while the victim is a Middle Easterner.
[00:04:12.986 --> 00:04:16.749]  So they've moved on from the mythical threat posed by Middle Easterners.
[00:04:17.109 --> 00:04:18.971]  They've already moved from that paradigm.
[00:04:19.391 --> 00:04:31.921]  Now the real threat has been reclassified as the American people, mainly as the politically active middle-class American, which seems to feature prominently in all these characterizations of terrorists.
[00:04:32.341 --> 00:04:36.822]  And this garbage program in Tampa is just another escalation of that.
[00:04:37.403 --> 00:04:47.565]  And you know, if we're going to have a sophisticated domestic spying network, why are we empowering garbage collectors to run it?
[00:04:49.766 --> 00:04:55.129]  East Germany, they had the Star City, at least in Russia they had the, in the Soviet Union they had the KGB.
[00:04:55.529 --> 00:05:00.071]  So again, it's all about empowering these blue collar workers because that's your everyday people.
[00:05:00.091 --> 00:05:02.572]  They want to get everyday people spying on each other.
[00:05:02.592 --> 00:05:03.853]  It doesn't make anyone safe.
[00:05:04.393 --> 00:05:05.453]  All the facts have proven it.
[00:05:05.553 --> 00:05:06.634]  All the studies have proven it.
[00:05:06.914 --> 00:05:15.218]  Has no effect but to create fear, paranoia, distrust because that's precisely what they need, what they require to unfold their police state.
[00:05:17.014 --> 00:05:23.050]  Next story by KurtNemoInfoWars.com, Pentagon takes over civilian duties and sprays mosquitoes in Florida.
[00:05:24.033 --> 00:05:26.674]  Officialdom in Miami-Dade is working with the U.S.
[00:05:26.754 --> 00:05:28.495]  Air Force to spray mosquitoes.
[00:05:29.115 --> 00:05:46.442]  This newest round of mosquito control involves a large C-130 cargo plane based in Ohio to spray Homestead, ARB and communities of Doral, West, Sweetwater, Kendall, Homestead, Florida City and areas of East US-1 where heavy concentrations of mosquitoes have been reported.
[00:05:46.502 --> 00:05:48.063]  CBS Miami reports.
[00:05:49.608 --> 00:05:56.175]  So, another move in this reorientation of the military to its involvement with domestic affairs.
[00:05:56.195 --> 00:06:08.268]  You remember the Washington Post story, you know, the Northcom infestation of America by 2011, 20,000 active duty troops conducting law enforcement and crowd control duties.
[00:06:08.809 --> 00:06:12.692]  Now we have numerous examples of that and in fact U.S.
[00:06:12.832 --> 00:06:14.473]  Chief of Staff of the U.S.
[00:06:14.593 --> 00:06:25.801]  Army in a recent foreign affairs piece, that's of course the Council on Foreign Relations journal, wrote an article to that effect in which he outlayed the fact that the main focus of the U.S.
[00:06:25.881 --> 00:06:32.726]  military is to reorient its purpose, its directive, its role to domestic law enforcement.
[00:06:32.746 --> 00:06:35.488]  So yet another example of that in Florida.
[00:06:37.150 --> 00:06:38.331]  Fox News, U.N.
[00:06:38.431 --> 00:06:39.672]  arms treaty could put U.S.
[00:06:39.712 --> 00:06:42.153]  gun owners in foreign sites, say critics.
[00:06:42.533 --> 00:06:55.321]  A treaty being hammered out this month at the United Nations, with Iran playing a key role, could expose the records of America's gun owners to foreign governments, and critics warn eventually put the Second Amendment on global trial.
[00:06:56.121 --> 00:07:10.852]  International talks in New York are going on throughout July on the final wording of this so-called Arms Trade Treaty, which supporters such as Amnesty International USA say would rein in unregulated weapons that kill an estimated 1,500 people daily around the world.
[00:07:11.392 --> 00:07:11.653]  Of course,
[00:07:12.353 --> 00:07:22.196]  Most of that figure is made up by all these rebel clashes which people like Amnesty International are actually involved in in funding and propagating through their propaganda.
[00:07:22.556 --> 00:07:29.978]  Got virtually nothing to do with the situation in the United States but they're using it as a kind of end run around the Second Amendment.
[00:07:31.041 --> 00:07:42.706]  And critics including NRA's Wayne LaPierre, who remember said that basically if he got a second term Obama would seek to virtually nullify the Second Amendment completely.
[00:07:43.667 --> 00:07:49.710]  LaPierre warned the treaty would mark a major step towards the eventual erosion of the US Constitution's Second Amendment gun ownership rights.
[00:07:50.490 --> 00:07:58.696]  Americans, quote, just don't want the UN to be acting as a global nanny with a global permission slip stating whether they can own a gun or not, Lapierre said.
[00:07:59.137 --> 00:08:05.742]  It cheapens our rights as American citizens and weakens our sovereignty, he warned in an exclusive interview with Fox News.
[00:08:06.442 --> 00:08:06.763]  So again...
[00:08:07.776 --> 00:08:09.397]  The UN has been at this for years.
[00:08:09.957 --> 00:08:20.624]  More than a decade ago, they came out with a similar treaty which said that private ownership of firearms threatens the legitimate power monopoly of the state.
[00:08:21.404 --> 00:08:23.025]  What is a power monopoly of the state?
[00:08:23.445 --> 00:08:24.466]  It's a dictatorship.
[00:08:25.187 --> 00:08:32.231]  And in dictatorships, the general public are not normally armed with private guns for their own personal protection.
[00:08:33.737 --> 00:08:38.742]  New York Times reports Russia sending warships on manoeuvres near Syria.
[00:08:39.183 --> 00:08:45.970]  Russia said Tuesday it had dispatched a flotilla of 11 warships to the eastern Mediterranean, some of which would dock in Syria.
[00:08:46.571 --> 00:08:53.058]  It would be the largest display of Russian military power in that region since the Syrian conflict began almost 17 months ago.
[00:08:54.079 --> 00:08:57.621]  Nearly half of the ships were capable of carrying hundreds of marines.
[00:08:58.121 --> 00:09:15.890]  The announcement appeared intended to punctuate Russia's effort to position itself as an increasingly decisive broker in resolving the anti-government uprisings in Syria, Russia's last ally in the Middle East and home to Tartus, its only foreign military base outside the former Soviet Union.
[00:09:16.914 --> 00:09:26.059]  So again, the central question driving this whole Syria issue is if or when Russia will back down just like they did with Libya.
[00:09:26.400 --> 00:09:30.042]  I've predicted that they will eventually back down and cut some kind of deal.
[00:09:30.702 --> 00:09:40.968]  But it seems that Hillary Clinton's effort to lecture the Russians into doing just that this past weekend has been met with a forceful response.
[00:09:41.028 --> 00:09:43.490]  Numerous warships now on their way to Syria.
[00:09:44.690 --> 00:10:07.801]  And as, you know, commentators have pointed out, Syria is to Russia what Israel is to the United States, so while Russia's presence is likely to delay a planned NATO-led attack, the fact that Putin's always talking out the other side of his mouth, telling the Western media one thing while telling, you know, the Russian media and the Middle Eastern media another, is a hint that
[00:10:11.001 --> 00:10:22.289]  You know, Russia's having second thoughts on this, but the fact that they've sent out these warships to perform aggressive maneuvers, again, brings the question to the fore.
