[00:00:04.940 --> 00:00:05.220]  We're good.
[00:00:37.785 --> 00:00:39.646]  It's Wednesday, the 13th of June, 2012.
[00:00:41.467 --> 00:00:42.367]  I'm Alex Jones.
[00:00:42.467 --> 00:00:47.470]  Thank you for joining us for another original edition of InfoWars Nightly News.
[00:00:47.870 --> 00:00:48.630]  Straight ahead!
[00:00:52.192 --> 00:00:57.694]  Tonight, zombies, deniers, sociopaths, schemers, and protectors.
[00:00:58.035 --> 00:01:02.677]  The five dominant personalities you'll encounter in a world gone mad.
[00:01:03.729 --> 00:01:06.430]  If you're going to break the yoke of this chain that we're in,
[00:01:28.858 --> 00:01:30.238]  You're going to have to do it suddenly.
[00:01:30.258 --> 00:01:31.619]  You're going to have to do it violently.
[00:01:31.819 --> 00:01:45.823]  And you're going to have to do it in a manner in which you're unwilling to accept the compromises of the status quo, and you are demanding that people rise up for a cause and a principle of righteousness.
[00:01:46.423 --> 00:01:53.905]  And the people accept the call, they see it, they rise up, and they bring that restoration, whatever it is, to the culture, to the community.
[00:01:54.065 --> 00:01:56.966]  That's up next, the InfoWars Nightly News.
[00:02:07.273 --> 00:02:08.334]  Again, thank you for joining us.
[00:02:08.434 --> 00:02:09.994]  Huge show lined up tonight.
[00:02:10.035 --> 00:02:19.880]  We've got Lloyd Chapman of the American Small Business League showing how the globalists are trying to shut down small businesses that supply 90% of the jobs in this country.
[00:02:20.240 --> 00:02:21.901]  Talk about de-industrialization.
[00:02:21.941 --> 00:02:22.601]  This is it.
[00:02:23.101 --> 00:02:27.224]  And we've got Chuck Baldwin joining us to talk about Rand Paul.
[00:02:27.904 --> 00:02:34.810]  He's the guy that Ron Paul endorsed for president when he lost the Republican primary in 2008.
[00:02:35.651 --> 00:02:39.514]  Chuck Baldwin in the explosive interview, coming up.
[00:02:40.395 --> 00:02:47.942]  First off, I'm glad the Business Insider picked up on this because we saw this map, I looked at it, it's incredibly accurate, using computers
[00:02:49.560 --> 00:03:00.367]  The researcher was able to connect the Bilderberg members, the 125 or so, and their minions to every major Fortune 500 company, right down into government, academia, you name it.
[00:03:00.788 --> 00:03:02.189]  The map is amazing.
[00:03:02.249 --> 00:03:07.472]  So computers are being used as a double-edged sword for liberty, not just oppression and tyranny.
[00:03:07.492 --> 00:03:08.053]  You look at it,
[00:03:08.793 --> 00:03:13.799]  125 members or so, and the interlocking directorates of the Fortune 500.
[00:03:14.120 --> 00:03:16.262]  It's clear they want the world for themselves.
[00:03:16.282 --> 00:03:17.143]  They're not free market.
[00:03:17.544 --> 00:03:21.148]  As John D. Rockefeller said, competition is a sin.
[00:03:22.669 --> 00:03:28.036]  And the article goes on, but perhaps it's a compelling argument for why the meetings should be public.
[00:03:29.551 --> 00:03:44.638]  Absolutely, because most of these companies are living off government contracts, shutting down their competition, and using government to also go out there and create regulations that shut down their competitors, but that they themselves are exempt from.
[00:03:44.838 --> 00:03:53.181]  And you notice when we show the video that we're giving you, the WordPress site that originally did this computer breakdown research, amazing information.
[00:03:53.581 --> 00:03:56.663]  In fact, as of showtime tonight, seven o'clock central,
[00:03:57.683 --> 00:04:01.688]  Kurt Nemo just got the tax filings of the groups that fund Bilderberg.
[00:04:01.948 --> 00:04:03.330]  You know, that actually pay for the conference.
