[00:00:07.792 --> 00:00:12.155]  Waging war on corruption.
[00:00:12.155 --> 00:00:17.760]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:28.798 --> 00:00:37.870]  And we are indeed live, ladies and gentlemen, on this Sunday edition, August 5th, and we've got Alex Jones coming up on the other segment.
[00:00:37.870 --> 00:00:40.674]  I'm Aaron Dykes, a longtime InfoWars researcher.
[00:00:40.674 --> 00:00:45.300]  I'm joined in studio by Rob Due, News Director of the InfoWars Nightly News.
[00:00:45.680 --> 00:00:53.388]  We are wallowing in news about how the West is backing Syria, how we are backing Al-Qaeda in the effort to topple Assad.
[00:00:53.388 --> 00:01:00.335]  Meanwhile, they are making bigger and bigger moves every day, every week, to take our remaining liberties here at home.
[00:01:00.335 --> 00:01:07.763]  We've got another shooting, this time in Wisconsin, at a Sikh temple, and you better believe they're going to use it to try to curb our gun rights.
[00:01:08.263 --> 00:01:18.489]  Then, in Texas, they're saying there's a new IED threat, and they have to merge the military and police so that they can find these improvised explosive devices.
[00:01:18.489 --> 00:01:31.016]  All the things that happened in Iraq, they say, are coming home to Texas because of drug cartels and so-called domestic extremists that are really just patriots trying to tell Homeland Security and everybody else to back off.
[00:01:31.576 --> 00:01:32.997]  This is Still America.
[00:01:32.997 --> 00:01:35.579]  We're going to get into all those issues later in the program.
[00:01:35.579 --> 00:01:37.741]  We have Max Keiser with Alex Jones.
[00:01:37.741 --> 00:01:51.150]  They're going to break down similar things from the occupied corporate takeover of this country and the whole globe as they transfer water rights, as they try to jam through carbon credits, as they try to just take over ordinary lives.
[00:01:51.150 --> 00:01:57.655]  As you well know from the news in the past couple years, you can't even grow a garden without expecting interference from the federal government.
[00:01:58.035 --> 00:02:00.316]  And from all kinds of gun grabbers.
[00:02:00.316 --> 00:02:01.797]  Rob Dew, you're sitting next to me.
[00:02:01.797 --> 00:02:03.757]  We're just looking over this news.
[00:02:03.757 --> 00:02:08.039]  What do you see going on with this shooting where they say seven are now dead?
[00:02:08.039 --> 00:02:12.681]  Well, it looks like he was taken out by one officer who arrived at the scene.
[00:02:12.681 --> 00:02:15.542]  That's what it's saying so far.
[00:02:15.542 --> 00:02:21.525]  Another thing in here is that the officer was shot several times and taken to the hospitals and expected to survive.
[00:02:21.525 --> 00:02:23.226]  And so interesting stuff.
[00:02:23.226 --> 00:02:25.927]  They found four people inside, dead, two outside.
