[00:00:03.339 --> 00:00:03.579]  I'm good.
[00:00:35.282 --> 00:00:38.383]  Welcome, ladies and gentlemen, to the InfoWars Nightly News.
[00:00:38.544 --> 00:00:39.624]  I'm your host, Aaron Dykes.
[00:00:39.664 --> 00:00:42.625]  Today is Tuesday, November 13th, 2012.
[00:00:44.786 --> 00:00:50.469]  Tonight, on the InfoWars Nightly News, the eugenicists are in full force.
[00:00:50.709 --> 00:00:55.031]  They want your children, water supply, and a Green World Order.
[00:00:55.451 --> 00:01:03.115]  Aaron Dykes speaks with Twyla Braze about the global database created to categorize a newborn's DNA.
[00:01:04.235 --> 00:01:08.160]  Plus, Florida fluoride politicians are scent packing.
[00:01:08.421 --> 00:01:14.348]  Then, markets nosedive as a congressman predicts economic riots in America.
[00:01:14.989 --> 00:01:18.133]  All that and more on the InfoWars Nightly News.
[00:01:28.007 --> 00:01:33.292]  Tonight in the news, stocks tumble as congressman predicts economic riots in America.
[00:01:33.372 --> 00:01:34.673]  Kurt Nemo has the article.
[00:01:35.053 --> 00:01:48.205]  Stocks tumbled again today on fears of the rapidly approaching fiscal cliff in the United States and a failure by Eurozone finance ministers and the IMF to decide how Greece will resolve its sovereign debt payoff.
[00:01:48.685 --> 00:01:50.787]  Anything to remain beholden to the bankers.
[00:01:51.168 --> 00:01:51.808]  In the U.S.
[00:01:51.828 --> 00:01:54.791]  they'll talk about raising the debt ceiling, perpetuating the debt,
[00:01:55.211 --> 00:01:58.697]  Anything to keep it going while at least one congressman, Rep.
[00:01:58.757 --> 00:02:08.872]  John Fleming from Louisiana, says it looks like we're going to have to go through the same or similar pain as Greece to get real reforms as they look towards the IMF riots.
[00:02:09.272 --> 00:02:10.835]  Yes, it could happen in America.
[00:02:11.175 --> 00:02:21.161]  You better believe, FEMA and Homeland Security are getting ready for something, and we learned in the past weeks that is not for hurricanes like Sandy, it is for collapse in this country.
[00:02:21.521 --> 00:02:29.786]  Meanwhile, why Obama wants your guns and the rest of your freedoms, Paul Joseph Watson and Alex Jones have a special report on how the Second Amendment
[00:02:30.126 --> 00:02:30.306]  I think?
[00:02:46.718 --> 00:02:50.782]  You heard Eric Holder in 1995 saying we have to brainwash people about guns.
[00:02:51.102 --> 00:02:53.844]  You've heard Sarah Brady saying we need to get rid of all the guns.
[00:02:54.164 --> 00:03:00.970]  You've seen Dianne Feinstein celebrate the gun bans in San Francisco, the city she was mayor in, and throughout the country.
[00:03:01.090 --> 00:03:08.977]  Now she has new legislation fresh for this lame duck session or Obama's next term to ban as much as she can.
[00:03:09.397 --> 00:03:13.541]  Pistol grips, high-capacity magazines, eliminate grandfathering and
[00:03:13.561 --> 00:03:13.901]  Thank you.
[00:03:29.142 --> 00:03:31.323]  Obama talking to the Brady Center.
[00:03:31.363 --> 00:03:35.705]  The report came out he wanted to attack the Second Amendment, quote, under the radar.
[00:03:36.065 --> 00:03:44.769]  Shortly thereafter, we saw the Fast and Furious scandal emerge and one of the major responses to that was bureaucratic red tape through the ATF.
[00:03:45.209 --> 00:03:45.449]  I'm not.
[00:04:01.724 --> 00:04:07.247]  Regulations on shotguns, attacking and essentially banning anything with more than two cartridges.
[00:04:07.287 --> 00:04:08.468]  That's almost everything.
[00:04:08.868 --> 00:04:12.370]  And it just fits in with the larger picture of disarming the population.
[00:04:12.731 --> 00:04:14.271]  It's gone on throughout history.
[00:04:14.331 --> 00:04:21.576]  Whenever tyranny crops to the top, and no, this is not about Obama, it's about a system out of control, over-concentrated in Washington.
[00:04:21.936 --> 00:04:25.238]  They go for the guns, they do anything to dispower the citizens.
[00:04:25.578 --> 00:04:27.139]  Here's the voice of tyranny right here.
[00:04:27.159 --> 00:04:34.264]  Adolf Hitler in 1938, the most foolish mistake we could possibly make would be to allow the subjected people to carry arms.
[00:04:34.665 --> 00:04:41.950]  History shows that all conquerors who've allowed their subjected people to carry arms have prepared their own downfall by doing so.
[00:04:42.290 --> 00:04:45.092]  They're trying to keep power for themselves and keep it away from you.
[00:04:45.493 --> 00:04:53.719]  Meanwhile, Adon Salazar has the article, citizens from 34 states petitioned the White House on their website to secede from the US
[00:04:54.239 --> 00:04:58.123]  Obviously, this is not going to have teeth and Obama's not going to lay down.
[00:04:58.443 --> 00:05:06.812]  But on the other hand, it's a very iconic expression of the frustration in this country, the unrest that's brewing over the fact that we've been disenfranchised.
[00:05:07.132 --> 00:05:16.782]  Our candidates have been selected for us, sold through the media, and then we could have no faith in these electronic voting machines, all the shenanigans going on throughout the primaries and the elections.
[00:05:17.142 --> 00:05:22.647]  It's no wonder that yesterday, 20 states were talking succession, that is, citizens from those states.
[00:05:23.008 --> 00:05:34.159]  Today, it's 34 of those states, and many of them have reached the threshold of 25,000 petition signatures that would require an official response from the Obama administration.
[00:05:34.519 --> 00:05:37.121]  Texas and Louisiana, the leading states there.
[00:05:37.542 --> 00:05:39.404]  Many others reaching the threshold as well.
[00:05:39.944 --> 00:05:44.965]  Now, of course, they'll just spin that as racism against Obama and his administration.
[00:05:45.365 --> 00:05:52.387]  Folks, Obama doesn't represent ordinary black people any more than George W. Bush and Mitt Romney represent ordinary white people.
[00:05:52.707 --> 00:06:03.689]  They are elites in service of the banks, in service of the global agenda that's empowering entities like the United Nations, the World Bank, the IMF to take you over and control you through the collectivist system.
[00:06:04.009 --> 00:06:06.230]  And that's why I want to shed light on
[00:06:06.710 --> 00:06:15.976]  Black genocide, on the real eugenics, the real racism, because we came across clips throughout this campaign of black people speaking out against their own interests.
[00:06:16.016 --> 00:06:21.540]  And this is not just about race, this is about people buying into their own enslavement, buying into their own destruction.
[00:06:21.860 --> 00:06:23.241]  Just take a look at this shock.
[00:06:23.361 --> 00:06:27.784]  Obama supporter says abort quote ugly ass nappy headed kids.
[00:06:28.145 --> 00:06:32.748]  And again, this is an African American woman who is in favor of the fact that
[00:06:33.228 --> 00:06:37.733]  Fifty-two percent of blacks were never born, that there's this unspoken genocide going on.
[00:06:38.093 --> 00:06:41.437]  This film right here, we carry at Infowars.com, is a powerful weapon.
[00:06:41.757 --> 00:06:43.539]  It's going to wake you up if you don't know about this.
[00:06:43.599 --> 00:06:44.840]  It's MAFA 21.
[00:06:45.221 --> 00:06:47.063]  It focuses on the black community.
[00:06:47.103 --> 00:06:49.806]  It's got experts, including Pastor Clennard Childress.
[00:06:50.186 --> 00:07:01.933]  From within the black community, exposing how at the end of slavery the system changed to focus eugenics on the targeted populations it didn't want to see grow, that it wanted to make sure it controlled.
[00:07:02.293 --> 00:07:05.535]  And you see this through the whole ward of the state mentality as well.
[00:07:06.095 --> 00:07:15.203]  And how between the periods between slavery and the legalization of abortion, they were just trying to do anything they can to get birth control into the black communities.
[00:07:15.563 --> 00:07:26.692]  Margaret Sanger, who founded Planned Parenthood, created the, quote, Negro Project to recruit black pastors to convince their flocks to accept this birth control, to later accept abortion, you name it.
[00:07:26.712 --> 00:07:27.873]  And it's just disgusting.
[00:07:27.913 --> 00:07:29.415]  Let's roll some of these clips right now.
[00:07:30.620 --> 00:07:33.502]  Eugenics organizations began calling for the U.S.
[00:07:33.563 --> 00:07:37.706]  government to add birth control chemicals to the nation's food and water supply.
[00:07:38.407 --> 00:07:44.332]  It was even suggested that this strategy could be specifically targeted at urban neighborhoods.
[00:07:45.424 --> 00:07:55.827]  This idea was widely embraced in the eugenics movement, and taken seriously enough by the government to be discussed at a 1969 meeting at the United Nations.
[00:07:56.667 --> 00:08:08.750]  Under the plan being considered, a couple could apply to the government for permission to have a child, and if approved, they would be given an antidote to the population control chemicals they had ingested in their food and water.
[00:08:10.160 --> 00:08:20.688]  Interestingly, the idea that governments should have some sort of licensing agreement to regulate who would and would not be allowed to give birth was not a new one.
[00:08:21.648 --> 00:08:26.712]  In 1934, Planned Parenthood founder Margaret Sanger had proposed that the U.S.
[00:08:26.752 --> 00:08:37.980]  government implement a system in which women would not have the legal right to have a child without a permit from the government, and that these permits would only be good for one baby.
