[00:00:05.885 --> 00:00:06.526]  Big Brother.
[00:00:07.206 --> 00:00:08.248]  Mainstream media.
[00:00:08.968 --> 00:00:10.089]  Government cover-ups.
[00:00:10.730 --> 00:00:11.591]  You want answers?
[00:00:12.312 --> 00:00:13.172]  Well, so does he.
[00:00:13.192 --> 00:00:17.537]  He's Alex Jones on the GCN Radio Network.
[00:00:18.057 --> 00:00:22.161]  And now, live from Austin, Texas, Alex Jones.
[00:00:32.037 --> 00:00:36.839]  The old saying goes, God is in the details, and the details are divine.
[00:00:37.459 --> 00:00:39.920]  Nothing graphic, nothing sexual happened after all.
[00:00:40.400 --> 00:00:44.761]  But if you ever read a police report, you know they are rendered in especially dry style.
[00:00:44.801 --> 00:00:49.022]  The style made famous on the old TV cop show, Dragnet.
[00:00:49.383 --> 00:00:56.565]  The just-the-fact style that renders sad, silly human behavior, such as the semaphore of illicit foreplay, irresistibly absurd.
[00:00:57.265 --> 00:01:08.267]  In that spirit, we offer the following dramatization, utilizing the actual unaltered text of the Craig incident report, embellished only with a dragnet-style introduction and wrap-up, just like on the TV.
[00:01:09.307 --> 00:01:11.728]  No actual senators were harmed in the making of this film.
[00:01:15.668 --> 00:01:21.129]  The story you're about to see is true.
[00:01:21.169 --> 00:01:23.730]  The names have not been changed to protect anybody.
[00:01:26.609 --> 00:01:27.469]  This is the city.
[00:01:27.770 --> 00:01:28.950]  Minneapolis, Minnesota.
[00:01:29.511 --> 00:01:30.051]  I work here.
[00:01:30.612 --> 00:01:31.372]  I carry a badge.
[00:01:32.213 --> 00:01:33.334]  It was Tuesday, June 11th.
[00:01:33.414 --> 00:01:34.875]  It was sunny and warm for Minneapolis.
[00:01:35.255 --> 00:01:37.637]  I was assigned to the Vice Squad, working out of the men's room at the airport.
[00:01:38.177 --> 00:01:39.218]  My boss is Chief Dolan.
[00:01:39.618 --> 00:01:40.319]  My name is Parsley.
[00:01:40.959 --> 00:01:41.400]  I'm a cop.
[00:01:42.000 --> 00:01:44.222]  A cop in a toilet.
[00:01:44.262 --> 00:01:51.307]  At 1200 hours, I was working a plainclothes detail involving lewd conduct in the main men's public restroom of the North Star Crossing in the Lindbergh Terminal.
[00:01:51.928 --> 00:01:55.893]  From my seated position, I could observe the shoes and ankles of a person seated to the right of me.
[00:01:56.434 --> 00:01:58.276]  An unidentified person entered to the left of me.
[00:01:58.296 --> 00:02:02.161]  From my seated position, I was able to see his shoes and ankles.
[00:02:02.322 --> 00:02:06.728]  At 1213 hours, I could see an older white male with gray hair standing outside my stall.
[00:02:07.288 --> 00:02:09.691]  He was standing about three feet away and had a roller bag with him.
[00:02:10.152 --> 00:02:13.615]  The male was later identified by driver's license as Larry Edwin Frank.
[00:02:13.856 --> 00:02:16.459]  I could see Craig look through the crack in the door from his position.
[00:02:16.999 --> 00:02:21.484]  Craig would look down at his hands, fidget with his fingers, and then look through the crack into my stall again.
[00:02:22.045 --> 00:02:24.007]  Craig would repeat this cycle for about two minutes.
[00:02:24.648 --> 00:02:27.411]  I was able to see Craig's blue eyes as he looked into my stall.
[00:02:28.472 --> 00:02:32.555]  At 1215 hours, the male on the stall to the left of me flushed the toilet and exited the stall.
[00:02:33.075 --> 00:02:36.618]  Craig entered the stall and placed his roller bag against the front of the stall door.
[00:02:37.338 --> 00:02:42.963]  My experience has shown that individuals engaging in lewd conduct use their bags to block the view from the front of their stall.
[00:02:43.373 --> 00:02:46.715]  From my position, I could observe the shoes and ankles of Craig seated to the left of me.
[00:02:47.175 --> 00:02:49.176]  He was wearing dress pants with black dress shoes.
[00:02:49.957 --> 00:02:52.418]  At 12.16 hours, Craig tapped his right foot.
[00:02:52.878 --> 00:02:56.721]  I recognized this as a signal used by persons wishing to engage in lewd conduct.
[00:02:57.361 --> 00:03:00.863]  Craig tapped his toes several times, then moved his foot closer to my foot.
[00:03:01.443 --> 00:03:03.244]  I moved my foot up and down slowly.
[00:03:03.885 --> 00:03:07.066]  While this was occurring, the male in the stall to my right was still present.
[00:03:07.146 --> 00:03:11.689]  I could hear several unknown persons in the restroom that appeared to use the restroom for its intended use.
[00:03:12.129 --> 00:03:20.836]  The presence of others did not seem to deter Craig as he moved his right foot so that it touched the side of my left foot which was within my stall area.
[00:03:20.936 --> 00:03:24.559]  At 12.17 hours I saw Craig swipe his hands under the stall divider for a few seconds.
[00:03:24.579 --> 00:03:29.042]  The swipe went in the direction from the front door side of the stall back towards the back wall.
[00:03:29.303 --> 00:03:34.407]  Craig swiped his hand again for a few seconds in the same motion to where I could see more of his fingers.
[00:03:34.427 --> 00:03:37.409]  Craig then swiped his hand in the same motion a third time for a few seconds.
[00:03:37.889 --> 00:03:40.371]  I could see that it was Craig's left hand due to the position of his thumb.
[00:03:40.631 --> 00:03:46.013]  I could also see Craig had a gold ring on his ring finger, as his hand was on my side of the stall to buy one.
[00:03:46.073 --> 00:03:52.217]  At about 12.19 hours, I held my police identification in my right hand down by the floor, so that Craig could see it.
[00:03:52.237 --> 00:03:55.338]  With my left hand near the floor, I pointed towards the exit.
[00:03:55.398 --> 00:03:56.299]  Craig responded, no.
[00:03:56.419 --> 00:03:58.140]  No!
[00:03:58.720 --> 00:04:00.801]  I again pointed towards the exit.
[00:04:00.961 --> 00:04:04.203]  Craig exited the stall with his lower bags, without flushing the toilet.
[00:04:06.343 --> 00:04:11.785]  Craig handed me a business card that identified himself as a United States Senator as he stated, what do you think about that?
[00:04:12.365 --> 00:04:16.907]  I responded by setting his business card down on the table and again asking him for his driver's license.
[00:04:16.927 --> 00:04:19.228]  Give me your driver's license.
[00:04:19.248 --> 00:04:23.670]  Later, in a recorded Post Miranda interview, Craig stated the following.
[00:04:23.690 --> 00:04:24.410]  He is a commuter.
[00:04:24.430 --> 00:04:25.931]  He went into the bathroom.
[00:04:25.951 --> 00:04:29.933]  He was standing outside of the stalls for one to two minutes waiting for the stall.
[00:04:30.033 --> 00:04:33.814]  He has a wide stance when going to the bathroom and that his foot may have touched mine.
[00:04:46.528 --> 00:04:53.194]  Baby, baby, I'm gonna leave you
[00:05:01.434 --> 00:05:06.535]  Black Berkey purification elements are more powerful than any gravity filter element on the market.
[00:05:06.595 --> 00:05:13.917]  These awesome elements are used in Berkey purification systems, and they can also be used to upgrade most other gravity filtration systems.
[00:05:14.057 --> 00:05:24.699]  They can purify raw, untreated water by removing pathogenic bacteria, cysts, parasites, trihalomethanes, and chemicals such as chlorine, atrazine, styrene, and MTBE.
[00:05:24.879 --> 00:05:29.420]  These elements also reduce unwanted heavy metals such as lead, mercury, and aluminum.
[00:05:29.700 --> 00:05:34.706]  Unbelievably, they even remove small micro-particulate from water, like food coloring particles.
[00:05:34.906 --> 00:05:37.850]  Yet, they leave in the nutritional minerals that your body needs.
[00:05:38.090 --> 00:05:47.841]  Moreover, because they are recleanable, black Berkey elements are more economical than the standard disposable elements, providing fresh, pure water for less than two cents per gallon.
[00:05:47.961 --> 00:05:53.484]  Get a 2-pack for only $99 or a 4-pack for only $188 by calling New Millennium at 888-803-4438.
[00:05:54.004 --> 00:05:56.946]  That's 888-803-4438.
[00:05:57.326 --> 00:06:00.387]  Or order on the web at berkeywater.com.
[00:06:01.268 --> 00:06:04.769]  It's here.
[00:06:04.990 --> 00:06:09.772]  After a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:06:10.132 --> 00:06:17.736]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:06:18.450 --> 00:06:25.493]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:06:25.913 --> 00:06:37.338]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
