[00:00:05.993 --> 00:00:06.674]  Big Brother.
[00:00:07.296 --> 00:00:08.398]  Mainstream media.
[00:00:09.080 --> 00:00:10.202]  Government cover-ups.
[00:00:10.844 --> 00:00:11.605]  You want answers?
[00:00:12.401 --> 00:00:13.302]  Well, so does he.
[00:00:13.942 --> 00:00:17.585]  He's Alex Jones on the GCN Radio Network.
[00:00:18.145 --> 00:00:22.248]  And now, live from Austin, Texas, Alex Jones.
[00:00:39.835 --> 00:00:42.497]  We have a big broadcast lined up for you today.
[00:00:42.537 --> 00:00:44.359]  He hasn't been on with us in over a month.
[00:00:44.499 --> 00:00:59.452]  Dr. Jerome Corsi will be joining us in the third hour to discuss how the mainstream media continues to claim that there's no such thing as a NAU, Napa Superhighway, Trans-Texas Corridor.
[00:01:00.012 --> 00:01:04.456]  Doesn't matter if they're building it, announcing it, the federal documents show they've signed on to the agreements.
[00:01:05.496 --> 00:01:22.093]  Business owners from Texas to California are being sent, we even have just a few employees, letters by their workforce commissions, their departments of labor, from the feds, through the states, telling them you've got to sign on to the North American ID system, replacing the U.S.
[00:01:22.773 --> 00:01:23.694]  employer system.
[00:01:24.395 --> 00:01:29.320]  It's all happening, but we can continue to see this massive denial, so that's coming up.
[00:01:30.895 --> 00:01:32.096]  In the third hour.
[00:01:32.877 --> 00:01:36.060]  We get him on about once a year or so when he has a new book out.
[00:01:36.080 --> 00:01:40.363]  We're going to be talking to Patrick J. Buchanan today.
[00:01:40.844 --> 00:01:42.405]  Day of Reckoning.
[00:01:43.466 --> 00:01:47.269]  How Hubris, Ideology and Greed are Tearing America Apart.
[00:01:47.610 --> 00:01:51.693]  We're also going to get his take on the Ron Paul revolution.
[00:01:51.753 --> 00:01:55.997]  So, more big guests coming up on the broadcast for you today.
[00:01:57.495 --> 00:02:05.321]  Speaking of the North American Union, Wall Street Journal today, Senate approval of Peru pact aids Bush's free trade agenda.
[00:02:05.341 --> 00:02:16.748]  When you hear free trade, that means the American Union expanding out of the North American Union, as Vicente Fox has said it is meant to do, as the Council on Foreign Relations has said it was meant to do.
[00:02:17.209 --> 00:02:21.652]  You know, last week in Florida, even the mainstream news reported
[00:02:22.643 --> 00:02:23.183]  We're good to go.
[00:02:51.189 --> 00:03:08.498]  Well, now in San Francisco, the GOP has cancelled the straw poll, because as scores of Ron Paul supporters showed up, and there really wasn't many other people showing up, the GOP sponsors just cancelled it.
[00:03:09.318 --> 00:03:10.919]  I mean, look at all this corruption!
[00:03:10.999 --> 00:03:17.122]  Oh, no, the government and different parties, they would never steal elections.
[00:03:19.296 --> 00:03:20.416]  Never cheat!
[00:03:21.077 --> 00:03:22.077]  They would never!
[00:03:22.137 --> 00:03:40.742]  Let's just trust these black boxes with no record of how you voted with the different engineers from the major companies going public and saying they were hired to engage in fraud and the thousands of cases where they've been caught engaged in fraud and their own internal memos and their own directors publicly saying, I'm here to deliver the votes to this person or that person.
[00:03:41.382 --> 00:03:44.083]  I mean, it's just wall to wall.
[00:03:45.302 --> 00:03:56.766]  Corruption and fake FEMA newscasts and fake INS slash ICE homeland security press conferences and fake news purchases in the tens of billions.
