[00:00:05.589 --> 00:00:06.250]  Big Brother.
[00:00:06.910 --> 00:00:07.971]  Mainstream media.
[00:00:08.671 --> 00:00:09.812]  Government cover-ups.
[00:00:10.453 --> 00:00:11.253]  You want answers?
[00:00:12.014 --> 00:00:12.914]  Well, so does he.
[00:00:13.595 --> 00:00:17.277]  He's Alex Jones on the GCN Radio Network.
[00:00:17.778 --> 00:00:21.901]  And now, live from Austin, Texas, Alex Jones.
[00:00:32.088 --> 00:00:33.129]  A lot has happened.
[00:00:33.209 --> 00:00:34.350]  A lot is happening.
[00:00:35.715 --> 00:00:36.535]  In our world.
[00:00:39.457 --> 00:00:42.718]  We're going to be live here for the next three hours.
[00:00:43.758 --> 00:00:46.800]  It is already Friday, ladies and gentlemen, the 22nd day of June 2007.
[00:00:46.860 --> 00:00:48.040]  We have a big news day lined up for you.
[00:00:53.451 --> 00:00:58.973]  Also, we're going to have open phones throughout the three hours of the broadcast.
[00:00:58.993 --> 00:01:04.074]  We only have one guest, many guests, joining us later in the second hour.
[00:01:04.735 --> 00:01:14.998]  The toll-free number to join us, whether you want to talk about the Brown ongoing standoff in New Hampshire and some new developments there, or the ongoing saber-rattling for the attack on Iran, the U.S.
[00:01:15.038 --> 00:01:20.940]  and Israel, announcing earlier this week they finalized their bombardment plans for the country.
[00:01:21.610 --> 00:01:25.451]  The CIA is now saying they're to air decades of dirty laundry.
[00:01:25.471 --> 00:01:27.071]  That'll be decades of whitewashes.
[00:01:27.851 --> 00:01:28.291]  Or who knows?
[00:01:28.331 --> 00:01:30.592]  They might release some more Northwoods documents about U.S.
[00:01:30.612 --> 00:01:34.113]  government plans to carry out terror attacks against the American people.
[00:01:34.673 --> 00:01:35.253]  Who knows?
[00:01:37.233 --> 00:01:51.216]  Also, we will get into some more of the global warming fear-mongering that's going on, and the open public assault now on talk radio, the Internet, any venue where you might
