[00:00:05.777 --> 00:00:06.437]  Big Brother.
[00:00:07.078 --> 00:00:08.178]  Mainstream media.
[00:00:08.858 --> 00:00:09.959]  Government cover-ups.
[00:00:10.619 --> 00:00:11.439]  You want answers?
[00:00:12.199 --> 00:00:13.140]  Well, so does he.
[00:00:13.760 --> 00:00:17.581]  He's Alex Jones on the GCN Radio Network.
[00:00:17.941 --> 00:00:22.023]  And now, live from Austin, Texas, Alex Jones.
[00:00:26.116 --> 00:00:29.498]  No, it's not live from Austin, Texas, Alex Jones.
[00:00:29.518 --> 00:00:51.467]  This is Bob Dacey, once again, sitting here in the command chair of the Central Texas Command Center, deep behind enemy lines, substituting for Alex Jones once again, because the boy needs a well-deserved rest, and I understand that he's gone off somewhere with his family for a few days, and therefore, yours truly, Bob Dacey,
[00:00:52.728 --> 00:00:57.370]  I was going to be doing the show here today and Monday and Tuesday.
[00:00:58.130 --> 00:01:08.094]  I'm going to do it a little bit different this time than I've done it before because I didn't get quite as much notice to prepare for it and I decided, well, I'll just kind of wing it this time.
[00:01:08.154 --> 00:01:21.259]  I'll do kind of, maybe today after I get a few things off my chest, I'll just read some news articles and talk about the latest chapter in the war against the North American Union and the NAFTA Superhighway.
[00:01:22.390 --> 00:01:24.211]  And you know, we're going to wing it that way.
[00:01:24.911 --> 00:01:32.374]  For those of you who don't know who I am, I am a local merchant here in Austin, Texas.
[00:01:32.414 --> 00:01:38.536]  I have the hardware store incorporated at Spotswood Springs Road and 183 in Northwest Austin.
[00:01:38.596 --> 00:01:39.136]  I'm just like
[00:01:41.885 --> 00:01:43.526]  I'm the hardware guy in Austin.
[00:01:43.586 --> 00:01:48.609]  I'm the guy that tells you how to fix your toilet and how to hook up your electrical wire and all that other stuff.
[00:01:49.050 --> 00:01:50.110]  That's what I do for a living.
[00:01:50.130 --> 00:01:57.214]  I also sell Alex Jones products in my store.
[00:01:57.314 --> 00:01:57.855]  Not all of them.
[00:01:57.975 --> 00:02:03.038]  I mostly just concentrate on the DVDs and the old VHS stuff.
[00:02:03.931 --> 00:02:14.059]  You know, if you are in the Austin area and you want to come visit us, if we're in Northwest Austin, you can come visit us and, you know, buy some of Alex Jones' stuff for me.
[00:02:14.680 --> 00:02:20.744]  You know, we've got everything all the way up to the newest edition of Terror Storm.
[00:02:20.965 --> 00:02:25.108]  We don't have Endgame yet, but that, of course, is coming soon.
[00:02:25.789 --> 00:02:32.494]  And, of course, we're going to be talking about Endgame a little bit later on in the show because this is Alex Jones' latest, greatest production
[00:02:33.465 --> 00:02:53.395]  And I've known Alex since 1998, and every year he puts something out, his learning curve is fantastic, and he's gotten better and better and better at the content, the accuracy, the technique, the editing, the special effects, you name it.
[00:02:54.635 --> 00:02:59.638]  This guy is at the top of his game, and in this case, the top of the endgame.
[00:03:00.419 --> 00:03:09.303]  And so you need to go to Infowars.com and click on the store and start pre-ordering in-game for sure.
[00:03:09.443 --> 00:03:12.704]  Because I know it's fantastic.
[00:03:12.744 --> 00:03:13.765]  I haven't even seen it yet.
[00:03:13.785 --> 00:03:14.445]  I don't know.
[00:03:14.825 --> 00:03:19.147]  Every other film Alex has put out has been fantastic.
[00:03:19.187 --> 00:03:24.310]  But in-game I'm sure is pièce de résistance or whatever you want to call it.
[00:03:25.070 --> 00:03:26.951]  So you need to do that.
[00:03:28.115 --> 00:03:35.379]  Anyway, stop by the hardware store if you're in the Austin area, and the rest of you million people out there who aren't, well that's just too bad.
[00:03:36.039 --> 00:03:39.581]  You'll have to buy all your stuff from InfoWars.com, I guess, huh?
[00:03:39.962 --> 00:03:45.345]  And please go there, because it's just vitally important that this information get out.
[00:03:46.065 --> 00:03:55.030]  Now today, the thing I want to discuss in detail is the results of the latest battle
[00:03:56.192 --> 00:03:58.532]  in the war to stop the North American Union.
[00:03:58.672 --> 00:04:09.674]  You know, we have said for years that the Trans-Texas Corridor is a chunk, the first chunk, of the NAFTA Superhighway.
[00:04:10.635 --> 00:04:21.596]  And that NAFTA Superhighway is intended to link Canada, United States, and Mexico into one big happy country.
[00:04:22.157 --> 00:04:23.517]  I don't know why that phone is ringing.
[00:04:23.557 --> 00:04:24.297]  I have no idea.
[00:04:25.519 --> 00:04:26.900]  And we're trying to stop it here.
[00:04:26.980 --> 00:04:32.662]  You know, if you stop it anywhere, you can stop it here in Texas first, because Texas is the first place.
[00:04:32.683 --> 00:04:33.923]  They're building the darn thing.
[00:04:34.964 --> 00:04:42.907]  So, when we get back, we're going to talk about the latest results of a local vote here in Austin, which has national and international implications.
[00:04:43.508 --> 00:04:48.170]  Once again, this is Bob Dacey for Alex Jones on Genesis Communications Radio Network.
[00:05:03.385 --> 00:05:04.425]  The War on Terrorism.
[00:05:04.745 --> 00:05:07.526]  Will it be fought overseas or will it affect us here at home?
[00:05:07.806 --> 00:05:11.948]  If you are like most folks, you want to be prepared, but can't afford an underground shelter.
[00:05:12.388 --> 00:05:13.208]  So what do you do?
[00:05:13.528 --> 00:05:18.090]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[00:05:18.590 --> 00:05:20.731]  With a little know-how, it's not that difficult.
[00:05:21.211 --> 00:05:35.895]  Sheltering in Place, Surviving Acts of Terrorism from Biological, Chemical, and Radioactive Fallout, developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[00:05:35.935 --> 00:05:42.997]  government, gives you easy-to-follow video instructions, and walks you step-by-step through the process of preparing your home as a shelter.
[00:05:43.357 --> 00:05:47.781]  Get this critical video every American needs for only $29 plus shipping.
[00:05:48.201 --> 00:05:50.222]  Order by calling New Millennium today at 888-803-4438.
[00:05:50.343 --> 00:05:50.743]  That's 888-803-4438.
[00:05:50.763 --> 00:05:52.764]  Or order on the web at berkeywater.com.
[00:05:52.844 --> 00:05:54.125]  It is a big idea.
[00:05:54.145 --> 00:05:54.846]  A new world order.
[00:05:54.866 --> 00:05:57.168]  In the near future, Earth is dominated by a power.
[00:06:11.560 --> 00:06:18.989]  For thousands of years their dark order grew.
[00:06:19.710 --> 00:06:27.040]  Now as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:06:30.043 --> 00:06:35.045]  For the first time in history, the elite's plan for world government is blown wide open.
[00:06:35.525 --> 00:06:39.007]  You will learn the secret that drives the entire New World Order agenda.
[00:06:39.387 --> 00:06:41.888]  Bill Burgess makes great progress for the world government.
[00:06:41.948 --> 00:06:43.089]  Most people have no idea.
[00:06:43.109 --> 00:06:43.869]  They're not after money.
[00:06:43.889 --> 00:06:44.969]  They have all the money they need.
[00:06:45.169 --> 00:06:45.910]  They're after power.
[00:06:46.150 --> 00:06:46.910]  That's what happens here.
[00:06:47.290 --> 00:06:51.852]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:06:52.052 --> 00:06:55.494]  Or watch it online right now at PrisonPlanet.tv.
