[00:00:00.070 --> 00:00:00.596]  We're good to go.
[00:00:19.622 --> 00:00:31.185]  We are live at PrisonPlanet.tv for viewers right now and we'll be streaming video for the full two hours with Jordan Maxwell coming up in the third and fourth hour today.
[00:00:32.466 --> 00:00:46.670]  Mark Dice is coming up in thirty minutes with a quick ten minute report on the latest developments with Michael Reagan coming out and saying murder children by putting hand grenades into their... I can't even say it on air, it's total perverts what they're into.
[00:00:47.703 --> 00:00:50.145]  You'll see that mantra in all their documents, their torture.
[00:00:50.185 --> 00:00:50.945]  It's an obsession.
[00:00:50.965 --> 00:00:54.067]  They're legalizing macabre Jeffrey Dahmer type stuff.
[00:00:55.068 --> 00:01:02.892]  So he'll be popping in with us on the latest on saying kill 9-11 truthers, kill anybody that tries to wake the troops up, murderous, contract killings, the rest of it.
[00:01:04.453 --> 00:01:06.514]  Also, Supreme Court meets Monday.
[00:01:06.535 --> 00:01:14.860]  They're going to announce this afternoon, or by the latest tomorrow, the Second Amendment death knell attack that will be billed as a Second Amendment victory.
[00:01:14.920 --> 00:01:15.380]  Remember that.
[00:01:17.937 --> 00:01:25.646]  Also, really one of the biggest news stories of the day, there's so much today, I'm going to spend time coming up in the next hour on this.
[00:01:25.666 --> 00:01:37.920]  I heard about this last Friday, I read the bill over the weekend, and it is so horrible that it's really hard to even telegraph the full magnitude of this.
[00:01:43.533 --> 00:01:47.095]  Have a small business, get ready for Dodd's eBay reporting provision.
[00:01:47.615 --> 00:02:03.924]  Buried in the 630 page housing bill, which is very popular obviously with the mortgage crisis, is a provision that expands Know Your Customer and other federal laws that violate the Fourth Amendment and violate the Fifth Amendment.
[00:02:05.865 --> 00:02:07.906]  And they've passed other laws.
[00:02:08.306 --> 00:02:11.367]  They passed back in, what, four years ago.
[00:02:11.387 --> 00:02:18.750]  It was billed in the news as, a new law will give you total privacy with your doctor and with medical records.
[00:02:19.730 --> 00:02:31.495]  But in there it states that any prescription, whether it's for a diaphragm or prescription ibuprofen, doesn't matter what it is, that it's instantly uploaded to the federal government.
[00:02:32.503 --> 00:02:33.804]  On these databases and systems.
[00:02:34.244 --> 00:02:38.148]  Forget a Fourth Amendment against unreasonable search and seizure.
[00:02:38.648 --> 00:02:40.690]  Forget a Fifth Amendment against incriminating yourselves.
[00:02:41.370 --> 00:02:43.272]  You see, we're all wired into the matrix.
[00:02:43.292 --> 00:02:48.176]  We're all under surveillance and then they tell the cattle, oh, you're not under surveillance.
[00:02:48.897 --> 00:02:49.417]  Remember Bush?
[00:02:49.477 --> 00:02:51.459]  Oh, we don't listen to people inside the U.S.
[00:02:51.479 --> 00:02:54.701]  without warrants and it comes out they're listening to everybody, non-terror related.
[00:02:55.442 --> 00:02:57.364]  And they say, okay, but it's to keep you safe.
[00:03:04.295 --> 00:03:12.664]  Under this, eBay, Amazon accounts, any website, any small shopping cart.
[00:03:12.684 --> 00:03:15.307]  A lot of these people have shopping carts that might make $200 a year.
[00:03:15.887 --> 00:03:18.090]  You know, with little dolls they knit.
[00:03:18.710 --> 00:03:21.914]  I know a lot of people that have their own shopping carts that might make $200 a year.
[00:03:21.934 --> 00:03:22.234]  I mean, gross!
[00:03:24.375 --> 00:03:31.561]  It says you will report, go under federal regulation, have to file reports and report every transaction in live time to them.
[00:03:32.082 --> 00:03:34.123]  Total violation of the Fourth and Fifth Amendment.
[00:03:34.404 --> 00:03:51.899]  Now I told you that under the National ID Act, because I saw Ridge say it on television when he was Homeland Security Ed and it was on all the documents, and it was in United Nations agreements from 2000 on the World ID Taxation System, they said that when you even swipe your card at a brick-and-mortar store,
[00:03:53.010 --> 00:03:59.675]  You are going to have your name attached to even the cash that you're using.
[00:04:00.095 --> 00:04:02.496]  So you may pay with cash, but they're going to swipe your card.
[00:04:03.477 --> 00:04:09.141]  And the ostensible reason will be, well, we've got to decide which tax bracket you're in for sales tax.
[00:04:10.302 --> 00:04:16.486]  And they've also proposed, and have tried to pass at the state level, at the international level, and Europe's actually doing this in many countries,
[00:04:17.509 --> 00:04:44.316]  to then whatever you do on the web is instantly uploaded to a government website and then they surveil your account and the accounts in the software that by law they want to be built to automatically report where you don't even have a choice that's the next step ebay and amazon and others are already reporting on people that have sub pages and are selling and using them as a merchant and so uh... this will go into all cash registers all brick-and-mortar stores
[00:04:45.575 --> 00:04:46.556]  And that's only one.
[00:04:46.596 --> 00:05:02.632]  Remember two weeks ago I went over the five-pronged attack to destroy the internet and I said taxation regulation over every shopping cart, taxation over emails, taxation over bandwidth, and then I heard local talk show host in Austin endorsing it saying, oh this is a wonderful idea.
[00:05:02.652 --> 00:05:04.994]  These people are getting the web for free.
[00:05:05.855 --> 00:05:06.696]  You having to pay
[00:05:07.990 --> 00:05:15.477]  Even more taxes, and have everything you do tracked and traced, and have the power of even reporting on yourself, which violates the Fifth Amendment and Fourth Amendment.
[00:05:15.697 --> 00:05:17.118]  That's just being taken away.
[00:05:18.399 --> 00:05:19.580]  That is not a good thing.
[00:05:20.441 --> 00:05:27.768]  So first there's been denial about all this, and now it's happening, and people are maybe going to wake up to it.
[00:05:27.788 --> 00:05:34.734]  So I want to spend ten minutes of the next hour going through this, but that's also in the news.
[00:05:36.277 --> 00:05:37.038]  Have a small business?
[00:05:37.078 --> 00:05:44.605]  Get ready for Dodd's eBay reporting provision now that Congress has all but decimated the Fourth Amendment with the intrusive so-called FISA bill.
[00:05:44.905 --> 00:05:46.386]  It's time to go after small businesses.
[00:05:46.927 --> 00:05:55.515]  Deep in Senator Christopher Dodd's 630-page Senate housing legislation is a sweeping provision that affects the privacy and operation of nearly all American small businesses.
[00:05:55.815 --> 00:05:59.679]  The provision, which was added by the bill's managers without debate this week,
[00:06:00.199 --> 00:06:01.399]  That's outside of committee, folks.
[00:06:01.439 --> 00:06:02.600]  They add it right at the end.
[00:06:03.180 --> 00:06:11.182]  "...would require the nation's payment systems to track, aggregate, and report information on nearly every electronic transaction to the federal government," explains FreedomWorks.
[00:06:11.242 --> 00:06:15.563]  Now, this big public watchdog group read the bill.
[00:06:16.663 --> 00:06:19.024]  They did a decent job, but I've now analyzed it.
[00:06:19.684 --> 00:06:20.164]  Let me explain.
[00:06:20.184 --> 00:06:24.205]  Remember, I've been telling you, you heard about the governor.
[00:06:26.320 --> 00:06:33.065]  of New York made a $10,000 transfer and his bank reported it to the FBI and that's how the prostitution sting started.
[00:06:33.405 --> 00:06:34.246]  Number one, that's not true.
[00:06:34.266 --> 00:06:35.526]  He was under surveillance before that.
[00:06:36.987 --> 00:06:38.609]  And then I came on air and I said, no, no, no, no.
[00:06:38.669 --> 00:06:42.211]  The banks are illegally, and that's why they're trying to pass legislation.
[00:06:42.711 --> 00:06:44.293]  Everything you do is uploaded.
[00:06:44.333 --> 00:06:47.455]  The government's in all of the bank's databases.
[00:06:48.390 --> 00:06:52.131]  Kind of like I told you in 96, the NSA doesn't tap your phones.
[00:06:52.211 --> 00:06:59.113]  People think when there's water in the lines or a tree falls down on a thing and it clicks, you know, in some phone system a hundred miles away that that's the government listening.
[00:06:59.193 --> 00:06:59.353]  No.
[00:06:59.893 --> 00:07:01.774]  That's a local tap if you're hearing clicking.
[00:07:02.034 --> 00:07:05.935]  Or a private eye doing it down the street from your house or under your house with a tap.
[00:07:06.695 --> 00:07:08.416]  That's the only time you hear clicking and stuff.
[00:07:08.956 --> 00:07:09.236]  Okay?
[00:07:10.339 --> 00:07:11.340]  You don't hear it clicking.
