[00:00:00.529 --> 00:00:01.629]  Government cover-ups.
[00:00:02.290 --> 00:00:03.090]  You want answers?
[00:00:03.870 --> 00:00:04.750]  Well, so does he.
[00:00:05.430 --> 00:00:09.011]  He's Alex Jones on the GCN Radio Network.
[00:00:09.611 --> 00:00:13.692]  And now, live from Austin, Texas, Alex Jones.
[00:00:35.371 --> 00:00:43.799]  As of Showtime today, Central Standard Time, we're having a lot of server problems with InfoWars.com.
[00:00:43.859 --> 00:00:47.002]  It's got multiple backup servers and there's some type of problem.
[00:00:47.702 --> 00:00:53.407]  We, unlike others, every time we have our own technical problems, do not claim it is a hack attack.
[00:00:53.427 --> 00:01:00.414]  A lot of times it is simply a server going out, but this happens a couple times a year.
[00:01:01.227 --> 00:01:06.128]  So, InfoWars.com right now is redirecting.
[00:01:07.048 --> 00:01:12.029]  You can go there and link through to PrisonPlanet.com.
[00:01:13.550 --> 00:01:30.313]  We've invested a lot, but as the site gets bigger and bigger and bigger and bigger, it gets harder and harder to deal with, as we have hundreds of thousands of people on it at any one time, and as we have a database-type system that
[00:01:31.650 --> 00:01:32.831]  I guess it's WordPress.
[00:01:34.772 --> 00:01:43.179]  We're about to redesign Prison Planet, but we're not even sure we want to go with WordPress, because we think it might have glitches for heavily trafficked sites that cause this.
[00:01:43.199 --> 00:01:44.780]  We're trying to analyze it.
[00:01:44.820 --> 00:01:48.863]  If anybody's got any pointers, you're certainly welcome to email us and give us your tips.
[00:01:49.344 --> 00:01:57.610]  That's going to be the good part about the next few months moving into a bigger office, is because we are going to be able to have more IT people
[00:01:58.326 --> 00:02:02.787]  And right now we don't even have room for folks here in this office.
[00:02:03.447 --> 00:02:12.089]  And it won't just be one IT person who has to work around the clock to try to keep the sites up and deal with everything.
[00:02:12.949 --> 00:02:19.731]  And that will be possible to get more video editors and get another extra backup IT person.
[00:02:20.591 --> 00:02:26.352]  And we're going to go ahead and start the pilot television show designed for Dish Network, DirecTV.
[00:02:27.282 --> 00:02:50.255]  slash uh... some of the other uh... systems because two hundred and fifty thousand dollars came in about uh... two hundred and fifteen thousand came in by the end of the money bomb saturday night may thirty first two thousand eight and then over the rest of the uh... following day and today looks like uh... as much as thirty thousand dollars more came in
[00:02:51.116 --> 00:02:56.077]  And of course, then we have people pledging that there are checks on the way as well.
[00:02:56.517 --> 00:02:59.478]  So by the end of the week, we'll have that grand total for you.
[00:03:00.358 --> 00:03:18.702]  For now, you can go to InfoWarsMoneyBomb.com and there's a link to one of our caching servers that actually has the donation buttons on it if you would like to continue to try to give a donation.
[00:03:20.020 --> 00:03:36.508]  And you have my commitment that 100% of your donation will be spent on fighting the New World Order, not so much as a thin red cent, or as much as the money for a ham sandwich, personally, will I take out of it.
[00:03:36.548 --> 00:03:39.289]  It will all go into fighting the New World Order.
[00:03:39.309 --> 00:03:40.250]  And I want to thank all of you.
[00:03:40.950 --> 00:03:42.431]  The average donation was right around $20.
[00:03:44.432 --> 00:03:45.013]  I don't know.
[00:04:01.547 --> 00:04:05.049]  Uh, to have thousands of people giving, uh, to make this happen.
[00:04:05.089 --> 00:04:06.249]  So again, I salute you.
[00:04:06.849 --> 00:04:11.752]  I thank you, as we're here on the front lines of the Info War, for all of your support.
[00:04:11.812 --> 00:04:14.633]  Not just with the Money Bomb, but buying the DVDs and the books.
[00:04:15.513 --> 00:04:17.354]  And, of course, supporting the sponsors.
[00:04:18.134 --> 00:04:20.675]  Because I got 15 employees, and it is not cheap.
[00:04:21.516 --> 00:04:24.417]  And we are moving forward against the New World Order.
[00:04:25.497 --> 00:04:26.858]  We may have to get some more servers.
[00:04:27.778 --> 00:04:29.419]  Something to try to keep these sites up.
[00:04:30.393 --> 00:04:31.993]  And just a lot going on.
[00:04:33.434 --> 00:04:36.014]  Okay, we'll tell you about three big guests.
[00:04:36.914 --> 00:04:39.995]  Three big guests that we have joining us today.
[00:04:41.135 --> 00:04:51.118]  When we get back in a ton of really important news as things flush out with the New World Order and as we get a clearer and clearer picture of what's happening and what's going to be happening.
[00:04:51.638 --> 00:04:52.238]  We'll be right back.
[00:04:53.416 --> 00:04:55.938]  Terror Storm, a history of government-sponsored terror.
[00:04:56.278 --> 00:04:57.540]  Loose Change Final Cut.
[00:04:57.820 --> 00:04:59.821]  Endgame, blueprint for global enslavement.
[00:04:59.982 --> 00:05:01.703]  The true story of the Bilderberg Group.
[00:05:01.883 --> 00:05:03.124]  The late great USA.
[00:05:03.364 --> 00:05:04.786]  America, freedom to fascism.
[00:05:05.126 --> 00:05:11.972]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[00:05:12.172 --> 00:05:16.095]  When you visit prisonplanet.com, you can connect to our amazing online store.
[00:05:16.235 --> 00:05:19.638]  Whether you're looking for survival and wellness products like Berkey water filters,
[00:05:20.018 --> 00:05:22.580]  Or you would like a book on the history of the Federal Reserve.
[00:05:22.781 --> 00:05:25.603]  We've got the most well-researched and documented titles.
[00:05:25.863 --> 00:05:27.965]  All available at PrisonPlanet.com.
[00:05:28.225 --> 00:05:33.270]  Or if you'd like, you can give the InfoWars store a call at 888-253-3139.
[00:05:33.930 --> 00:05:38.874]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[00:05:39.935 --> 00:05:50.194]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[00:05:50.535 --> 00:05:52.018]  Join the info war today!
[00:05:53.817 --> 00:05:54.297]  Hi, neighbor.
[00:05:54.617 --> 00:05:57.318]  They say the road to hell is paved with good intentions.
[00:05:57.898 --> 00:06:02.619]  Certainly we'd never intend to procrastinate getting our own food supply until there was none left at any price.
[00:06:03.179 --> 00:06:08.300]  We would intend to have plenty of food so the relief organizations could care for those unable to care for themselves.
[00:06:08.920 --> 00:06:16.002]  We would intend not to be standing in the breadline with the ignorant and the foolish who pretend the facts of food disappearance are untrue.
[00:06:16.522 --> 00:06:21.423]  If the experience of the Katrina disaster is evidence, the breadline may have no bread.
[00:06:22.043 --> 00:06:29.088]  Just like the good intentions on the road to that unheavenly place, the good intentions alone to get a supply of food will not feed us.
[00:06:29.869 --> 00:06:34.292]  Only getting our food supply immediately will make us independent and fearless for the future.
[00:06:34.973 --> 00:06:35.273]  Call 800-409-5633.
[00:06:35.293 --> 00:06:35.333]  800-409-5633.
[00:06:35.353 --> 00:06:36.334]  On the web, efoodsdirect.com.
[00:06:36.354 --> 00:06:36.674]  Who am I?
[00:06:36.694 --> 00:06:36.814]  Nobody.
[00:06:36.874 --> 00:06:37.955]  Steve Schenck, Someone Who Cares.
[00:06:55.117 --> 00:06:58.618]  Hi, this is Alex Jones, and I want to talk to you about the high price of gasoline.
[00:06:58.878 --> 00:07:03.319]  It's no secret that gasoline quality is poor, even though we're paying record prices at the pump.
[00:07:03.579 --> 00:07:08.481]  I have run across a company called SFR, who has developed two products that improve gas mileage.
