[00:00:00.029 --> 00:00:04.332]  Las Vegas, where a missing six-year-old boy was found in good condition last night.
[00:00:04.492 --> 00:00:05.953]  Police Captain Vincent Canito.
[00:00:06.153 --> 00:00:08.434]  Cole Puffenberger has been found.
[00:00:09.035 --> 00:00:09.575]  He is safe.
[00:00:10.259 --> 00:00:11.060]  And in our custody.
[00:00:11.380 --> 00:00:17.124]  No details what a six-year-old boy was kept or by whom after he was kidnapped the other day in Las Vegas.
[00:00:17.604 --> 00:00:19.926]  The hunt is on for two persons of interest in the case.
[00:00:20.346 --> 00:00:25.630]  Political notes, John McCain is campaigning in Ohio where Barack Obama has a small lead.
[00:00:25.970 --> 00:00:28.492]  McCain is holding rallies outside Columbus and Toledo.
[00:00:28.892 --> 00:00:33.536]  Two of Ohio's biggest newspapers have split their endorsements for the two candidates.
[00:00:34.136 --> 00:00:39.840]  Iraq's Prime Minister says a new security agreement with the United States needs more work before it can be approved.
[00:00:40.181 --> 00:00:46.486]  And for the first time since mid-February, the price of gasoline is under $3 a gallon, according to the AAA.
[00:00:46.906 --> 00:00:50.228]  This is IRN USA Radio News.
[00:00:51.910 --> 00:00:56.173]  With a word about Israel, here's best-selling author and Bible teacher, Kay Arthur.
[00:00:56.733 --> 00:01:02.858]  If you could only visit one country, one nation, on the face of this Earth,
[00:01:03.431 --> 00:01:08.000]  It should be Israel, because then you'll never be the same.
[00:01:08.040 --> 00:01:11.486]  To start planning your trip to Israel today, call 1-888-77-ISRAEL or visit www.goisrael.com.
[00:01:21.761 --> 00:01:22.502]  My name is Jeannie.
[00:01:22.642 --> 00:01:25.984]  I'm able to work from home and be a full-time mom, and that means everything to me.
[00:01:26.044 --> 00:01:27.866]  Hi, how in the world are you anyway?
[00:01:27.966 --> 00:01:31.729]  This is Andy Willoughby with the 3-Step Plan home-based business system.
[00:01:31.849 --> 00:01:35.752]  Thousands of Americans are successfully working from home with the 3-Step Plan.
[00:01:35.892 --> 00:01:39.134]  My name is Bill, and I've been able to pay off all of my bills and save money.
[00:01:39.174 --> 00:01:44.719]  To find out how you could work from home with your own home-based business, go to 3stepplan.com or call 800-658-0459.
[00:01:44.739 --> 00:01:44.779]  800-658-0459.
[00:01:52.347 --> 00:01:54.468]  In Afghanistan, reports of a massacre.
[00:01:54.708 --> 00:01:58.330]  Militants set up a bus on one of the country's main highways.
[00:01:58.530 --> 00:02:04.473]  Afghan officials say that Taliban militants stopped a bus in a dangerous and remote part of southern Afghanistan.
[00:02:05.495 --> 00:02:10.976]  took around 50 people hostage and ended up killing around 30 Afghan civilians.
[00:02:11.116 --> 00:02:15.017]  Afghan officials are reporting differing figures on the number of dead.
[00:02:15.097 --> 00:02:15.818]  It could be higher.
[00:02:16.178 --> 00:02:24.560]  Elsewhere, a munitions storage facility was among the targets of Pakistani jets that reportedly killed 30 militants near the Afghan border.
[00:02:25.200 --> 00:02:29.461]  Firefighters in LA County finally got an upper hand on the last of the wildfires.
[00:02:29.861 --> 00:02:31.041]  Fire Captain Greg Cleveland.
[00:02:31.181 --> 00:02:32.982]  The Ceznon fire is now 100% contained.
[00:02:34.506 --> 00:02:38.853]  But firefighters will stay on the lines in the area for the next week.
[00:02:39.013 --> 00:02:40.234]  That's because of the hot spots.
[00:02:40.855 --> 00:02:44.781]  A powerful 7.1 earthquake has struck beneath the South Pacific Ocean.
[00:02:45.061 --> 00:02:46.423]  No damage or injuries reported.
[00:02:46.503 --> 00:02:47.164]  No tsunami.
[00:02:47.585 --> 00:02:50.128]  For news online, log on to irnnews.com.
[00:02:51.818 --> 00:02:53.539]  Why do I take non-drowsy Claritin?
[00:02:53.719 --> 00:02:55.420]  I love watching my son play soccer.
[00:02:55.500 --> 00:02:58.962]  But when allergies hit, I sneeze and my eyes get itchy and watery.
[00:02:59.082 --> 00:03:01.824]  Claritin relieves all my worst symptoms without drowsiness.
[00:03:01.964 --> 00:03:04.205]  So when he scores a goal, I know I won't miss it.
[00:03:04.345 --> 00:03:09.048]  And only non-drowsy Claritin is clinically proven to make me as alert and focused as someone without allergies.
[00:03:09.288 --> 00:03:11.509]  Get Claritin Clear with non-drowsy Claritin.
[00:03:11.569 --> 00:03:14.831]  Powerful relief from all your worst allergy symptoms without drowsiness.
[00:03:15.031 --> 00:03:15.571]  Stay alert.
[00:03:15.691 --> 00:03:16.372]  Stay focused.
[00:03:16.592 --> 00:03:17.692]  Live Claritin Clear.
[00:03:17.892 --> 00:03:18.713]  Indoors and out.
[00:03:18.833 --> 00:03:19.393]  Use it directly.
[00:03:19.453 --> 00:03:19.954]  Only brand.
[00:03:19.974 --> 00:03:20.594]  Clinically tested.
[00:03:22.347 --> 00:03:31.014]  President Bush and French President Nicolas Sarkozy met at Camp David Saturday to decide on a location for an international summit on the world financial crisis.
[00:03:31.574 --> 00:03:37.418]  United Nations Secretary-General Ban Ki-moon offered the United Nations headquarters in New York as a venue for the summit.
[00:03:37.739 --> 00:03:41.641]  Ban suggested the forum should convene early in December at the latest.
[00:03:42.062 --> 00:03:48.787]  Ban expressed strong support for an expanded emergency summit of the group of eight leading industrialized nations.
[00:03:49.347 --> 00:03:57.535]  After September 11th, the FBI put white-collar crime on the back burner to focus on terrorism and intelligence investigations.
[00:03:58.056 --> 00:04:06.544]  That's the gist of a New York Times report that says the agency is hard-pressed to find agents and resources to probe crimes linked to the current economic crisis.
[00:04:07.097 --> 00:04:14.843]  General Motors and Cerberus Capital Management are reportedly in fast-paced talks to merge General Motors and Chrysler before the end of the month.
[00:04:15.303 --> 00:04:24.590]  The two sides met Friday and are hopeful of announcing a deal before the November 4th general election in an attempt to get favorable political support.
[00:04:24.830 --> 00:04:27.611]  Well, coffee can be an effective weapon in the right hands.
[00:04:27.751 --> 00:04:34.834]  An off-duty Secret Service agent helped to foil a robbery at a Virginia convenience store by throwing hot coffee into the suspect's face.
[00:04:35.114 --> 00:04:39.435]  Stunned by the coffee, the suspect dropped most of the cash he had taken and fled.
[00:04:39.975 --> 00:04:44.557]  He was later captured and arrested on robbery charges and drug driving.
