[00:00:01.534 --> 00:00:03.415]  Waging war on corruption.
[00:00:03.895 --> 00:00:13.557]  Alex Jones on the GCN Radio Network.
[00:00:13.857 --> 00:00:14.518]  Big Brother.
[00:00:15.178 --> 00:00:16.218]  Mainstream media.
[00:00:16.938 --> 00:00:18.059]  Government cover-ups.
[00:00:18.079 --> 00:00:19.519]  You want answers?
[00:00:20.279 --> 00:00:21.199]  Well, so does he.
[00:00:21.840 --> 00:00:25.481]  He's Alex Jones on the GCN Radio Network.
[00:00:26.021 --> 00:00:30.082]  And now, live from Austin, Texas, Alex Jones.
[00:00:31.315 --> 00:00:31.960]  I'm good.
[00:00:33.769 --> 00:00:34.989]  Welcome ladies and gentlemen.
[00:00:35.790 --> 00:00:38.491]  It is Sunday, the 20th day of September 2009.
[00:00:38.611 --> 00:00:43.432]  We're going to be live here for the next two hours.
[00:00:43.652 --> 00:00:46.333]  Very important Sunday transmission.
[00:00:46.353 --> 00:00:50.454]  Of course we have the syndicated radio show Monday through Friday from 11 a.m.
[00:00:50.474 --> 00:00:51.215]  to 3 p.m.
[00:00:51.755 --> 00:00:53.275]  Central Standard Time.
[00:00:53.295 --> 00:00:57.597]  Then we take Saturday off and I come back Sundays 4 to 6 p.m.
[00:00:57.917 --> 00:01:01.018]  to look at the week that has just passed and the week ahead.
[00:01:02.028 --> 00:01:10.012]  Very important news on multi-fronts today that we're going to be covering right after this quick break coming up in a moment.
[00:01:10.712 --> 00:01:15.835]  First off, we're not even looking for eugenics news and it's everywhere.
[00:01:16.655 --> 00:01:19.997]  It doesn't matter if I go to CNN or it doesn't matter if I go to Drudge Report.
[00:01:20.017 --> 00:01:22.498]  It doesn't matter if I'm reading the local paper here in Austin.
[00:01:22.518 --> 00:01:26.060]  It doesn't matter if I travel somewhere in the country.
[00:01:27.558 --> 00:01:36.463]  Literally 30, 40, 50 mainstream news articles a day saying there needs to be a tax on having more than one child.
[00:01:37.444 --> 00:01:38.804]  That is the one-child policy.
[00:01:39.325 --> 00:01:41.186]  That's how it began in China.
[00:01:41.666 --> 00:01:46.108]  This is the eugenics system for eugenics and it's openly being announced.
[00:01:46.729 --> 00:01:51.591]  With that though, look at this Newsweek, the case for killing Granny.
[00:01:52.192 --> 00:01:54.393]  And then it goes on to say it's good to kill her.
[00:01:55.623 --> 00:01:58.745]  Curbing excessive end-of-life care is good for America.
[00:01:58.765 --> 00:02:00.086]  Evident Thomas.
[00:02:01.847 --> 00:02:03.989]  I was a teenage death panelist.
[00:02:06.270 --> 00:02:07.571]  There are death panels.
[00:02:07.671 --> 00:02:13.095]  That's what the bioethics boards do under the socialized health care model.
[00:02:14.936 --> 00:02:17.698]  So they deny out of one side of their mouth
[00:02:20.666 --> 00:02:22.807]  What they're doing, and out of the other side they push it.
[00:02:23.107 --> 00:02:25.187]  And that's a psychological warfare tactic.
[00:02:25.207 --> 00:02:28.948]  So we're going to go over that first, in detail, after this break.
[00:02:30.169 --> 00:02:48.734]  Then, in other news, Russia, two weeks ago, it came out in the Jerusalem Post that Israeli Prime Minister Benjamin Netanyahu traveled secretly to Russia to make a deal on hitting Iran.
[00:02:49.482 --> 00:02:53.445]  A lot of people denied that that was what was really happening, but the Jerusalem Post said that was the case.
[00:02:53.946 --> 00:03:09.358]  Now Putin, the real president of Russia, and his surrogate Medvedev, are both making noises that that is the case and saying, we now are going to help you put sanctions on Iran.
[00:03:10.719 --> 00:03:16.224]  And you see Obama saying for now they're going to back off on one missile system and put in another.
[00:03:17.793 --> 00:03:19.074]  Putin saying thank you.
[00:03:19.374 --> 00:03:21.295]  Looks like a deal was made to head Iran.
[00:03:21.315 --> 00:03:22.375]  We're going to be talking about that.
[00:03:23.136 --> 00:03:24.616]  A bunch of other economic news.
[00:03:24.997 --> 00:03:34.902]  They're telling us that, hey, the Fed chairman may announce any day now that the recession's over, but it's a new type of boom economy where you don't have a job.
[00:03:35.642 --> 00:03:36.743]  Jobless recovery.
[00:03:38.220 --> 00:03:40.422]  They've been spinning the unemployment numbers for years.
[00:03:40.462 --> 00:03:43.705]  They've been spinning the CPI for years.
[00:03:43.725 --> 00:03:46.868]  They've been spinning numbers on inflation for years and cooking the books.
[00:03:47.368 --> 00:03:49.530]  Now they're just going to tell you, oh, the economy's great.
[00:03:49.931 --> 00:03:51.592]  You went from a $20 an hour job to a $5, $6, $7 an hour job.
[00:03:51.672 --> 00:03:53.994]  Or you went from a $100,000 a year job to a $30,000 a year job.
[00:03:58.999 --> 00:04:01.861]  You're off the unemployment rolls now, because you just can't find a job.
[00:04:01.941 --> 00:04:02.822]  Oh, isn't this wonderful?
[00:04:03.222 --> 00:04:03.883]  Isn't this great?
[00:04:04.403 --> 00:04:06.925]  So, that is all coming up after the break as well.
[00:04:06.945 --> 00:04:13.531]  And we're going to take a lot of phone calls today, specifically on eugenics and the whole larger system and program.
[00:04:13.891 --> 00:04:17.113]  What the elite of the planet believe, what they want, what makes them tick.
[00:04:17.674 --> 00:04:19.075]  That's all coming up after this break.
[00:04:19.095 --> 00:04:20.416]  The toll-free number to join us is 888-201-2244.
[00:04:20.436 --> 00:04:22.097]  888-201-2244, if you're listening in Central Texas.
[00:04:26.841 --> 00:04:27.582]  It's 512-646-1776.
[00:04:27.622 --> 00:04:42.176]  So we're going to go to break, come back, launch into all of the important news today, and then of course take your phone calls on the economy, on all the flu hype that's going on, big developments there.
[00:04:43.577 --> 00:04:47.641]  Very important radio show today, and you may be awake to all this.
[00:04:47.701 --> 00:04:49.283]  Are your friends and family members awake?
[00:04:49.904 --> 00:04:50.704]  Give them a call.
[00:04:51.245 --> 00:04:58.452]  Tell them to tune in whether you're listening on a local AM and FM station, global shortwave, internet, satellite, InfoWars.com and PrisonPlanet.com.
[00:04:58.492 --> 00:04:58.992]  Have a listen.
[00:04:59.072 --> 00:05:00.574]  Live links right up there.
[00:05:00.954 --> 00:05:01.695]  We'll be right back.
[00:05:02.015 --> 00:05:02.496]  Stay with us.
[00:05:07.935 --> 00:05:15.404]  Have you heard that millionaire, entrepreneur, businessman, your congressional candidate, and author Robert Beatles wrote a new book called Here's What You Do.
[00:05:15.685 --> 00:05:21.452]  You can buy it at Here'sWhatYouDo.net as an e-book for $6 or the book for $10.
[00:05:21.772 --> 00:05:24.436]  And we have an audio book on its way for you commuters as well.
[00:05:24.716 --> 00:05:30.643]  Here's What You Do tells you exactly what to do to survive and thrive in these harsh economic times.
[00:05:31.004 --> 00:05:34.848]  This book will work for anyone, rich, poor, middle class, it doesn't matter.
[00:05:35.068 --> 00:05:40.435]  This book truly has the information that can make you wealthy and it will tell you how to protect your wealth as well.
[00:05:40.675 --> 00:05:42.737]  You know the government isn't looking out for you.
[00:05:42.757 --> 00:05:44.158]  You need to look out for yourself.
[00:05:44.519 --> 00:05:46.761]  The economy is bad, but it's probably going to get worse.
[00:05:47.041 --> 00:05:51.405]  You must prepare and make sure you are able to financially take care of yourself and your loved ones.
[00:05:51.765 --> 00:05:55.148]  Go to here'swhatyoudo.net and start today.
[00:05:55.469 --> 00:05:58.111]  Again, it is here'swhatyoudo.net.
[00:05:58.612 --> 00:06:00.033]  That's here'swhatyoudo.net.
[00:06:00.493 --> 00:06:02.615]  One last time, it's here'swhatyoudo.net.
[00:06:10.256 --> 00:06:16.280]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:06:16.881 --> 00:06:19.923]  It's Alex Jones and the GCN Radio Network.
[00:06:23.325 --> 00:06:27.528]  You have found it, ladies and gentlemen, the front lines in the information war.
[00:06:29.550 --> 00:06:31.051]  I'm Alex Jones, your host.
[00:06:31.131 --> 00:06:36.895]  We're going to be live here for the next two hours on this September 20th, 2009 Sunday edition.
[00:06:40.450 --> 00:06:56.909]  Okay, many of you that have been listeners for years know that since I got on air close to 14 years ago, coming up on 14 years and one month, I was aware day one reading United Nations government documents, reading the different
[00:06:57.805 --> 00:07:23.117]  Statements put out by climate change panels, reading what the Club of Rome said, that the overarching reason for world government and a planetary regime by the world planners was so they could carry out forced eugenics, one-child policies, forced sterilization, euthanizing the old, and then finally going to a zero growth, not even allowing one child.
[00:07:23.857 --> 00:07:27.359]  Now, this is in the United Nations Biological Diversity Assessment
[00:07:28.640 --> 00:07:31.482]  1996.
[00:07:28.760 --> 00:07:31.482]  It is in Club of Rome documents.
[00:07:31.582 --> 00:07:35.325]  I made the film Endgame, blueprint for global enslavement that details it.
[00:07:36.586 --> 00:07:54.859]  But earlier in 2009, an 1100 page government policy book written by the White House science czar, and since then, I counted him up last week, we have bought 10 other books written by him or co-authored by him that say even worse things.
[00:07:56.425 --> 00:08:02.289]  For the film I'm making, Fall of the Republic, that's now done, and comes out October 21st.
[00:08:02.389 --> 00:08:03.430]  It's now being sent off.
[00:08:03.890 --> 00:08:21.942]  Later this week, we're doing a few final touches with music and things, making a few final cuts in the next two days, but it's being sent to be mass-produced this week, and then goes on pre-sale later this week, and will be shipping out to everybody on or before October 21st on DVD, but side issue.
[00:08:22.742 --> 00:08:25.084]  While researching Fall of the Republic,
[00:08:26.604 --> 00:08:28.966]  We purchased all the books written by this man.
[00:08:30.468 --> 00:08:33.110]  And then we purchased his co-authors books.
[00:08:33.170 --> 00:08:35.833]  Books he co-authored with people, but books he didn't write by other people.
[00:08:36.293 --> 00:08:38.616]  And it's all how they're going to kill you.
[00:08:39.677 --> 00:08:42.079]  And how they're going to get socialized healthcare and to carry it out.
[00:08:42.379 --> 00:08:47.764]  How they're going to bankrupt the economy by design to force you under government control so they can do it.
[00:08:48.829 --> 00:08:52.012]  And we're not reading the 10 books we bought of his.
[00:08:52.072 --> 00:08:54.014]  We didn't read most of this 1,100-pager.
[00:08:54.254 --> 00:08:57.296]  We just go to the footnotes and then read the subsections.
