[00:00:03.000 --> 00:00:05.104]  Ease the T-Rex of political talk.
[00:00:05.686 --> 00:00:08.492]  Alex Jones on the GCN Radio Network.
[00:00:29.281 --> 00:00:35.768]  Ladies and gentlemen, until about 45 after or so, we have Dr. Paul Craig Roberts on the line with us today.
[00:00:36.849 --> 00:00:46.518]  And Dr. Roberts, of course, was the former editor of the Wall Street Journal, former head of policy at the Department of the Treasury, number two there, the father of Reaganomics.
[00:00:47.339 --> 00:00:51.882]  Uh, has been listed by many publications as one of the top 10 or top 50 economists out there.
[00:00:52.563 --> 00:00:55.184]  And you have all these fake neocons that he was a big critic of.
[00:00:55.625 --> 00:01:01.589]  He hoped Obama was going to do what he said he did, and I know lately he's been saying, my gosh, it looks like he could actually be worse if that was possible.
[00:01:01.649 --> 00:01:04.651]  Bush only tripled government, Obama's doubled it in one year, so that'd be...
[00:01:06.519 --> 00:01:07.399]  Thank you, Alex.
[00:01:26.328 --> 00:01:26.708]  You bet.
[00:01:27.689 --> 00:01:28.370]  Break it down.
[00:01:28.390 --> 00:01:38.578]  I mean, there's a lot going on, but what state are we in right now with the White House grabbing industries, telling banks what to do, saying nobody can audit them, they're above the law.
[00:01:39.258 --> 00:01:40.960]  Obama going back on everything he said.
[00:01:41.000 --> 00:01:42.121]  I mean, this is getting crazy.
[00:01:44.342 --> 00:01:48.466]  Yes, it looks like pursuit of power has gone to their heads.
[00:01:49.707 --> 00:01:50.668]  I certainly agree.
[00:01:52.129 --> 00:01:54.851]  And I think it's hurting Obama, a lot of his
[00:01:56.216 --> 00:02:00.258]  Fans are disturbed about him.
[00:02:00.738 --> 00:02:04.639]  And of course the Republicans will turn that to their advantage sooner or later.
[00:02:07.180 --> 00:02:12.502]  And then so we'll be thrown out of the fire back into the frying pan and back and forth.
[00:02:12.542 --> 00:02:15.943]  How does this end when both parties are owned by the same corrupt interest?
[00:02:16.283 --> 00:02:19.665]  And that whorehouse called Washington just eats, drinks, and marries.
[00:02:20.325 --> 00:02:23.446]  Not even caring if the country collapses, they'll just move to Switzerland.
[00:02:23.803 --> 00:02:28.626]  Yeah, it's really kind of like the French government, isn't it, before the French Revolution?
[00:02:29.947 --> 00:02:34.070]  I mean, that's how out of touch both parties are.
[00:02:34.090 --> 00:02:40.455]  I think what may happen, Alex, of course I don't know.
[00:02:40.815 --> 00:02:41.595]  Nobody can know.
[00:02:42.636 --> 00:02:49.701]  I think what may happen is that just the general overreach of the United States government, the economic,
[00:02:50.842 --> 00:03:04.452]  Overreach, you know, the foreign policy, the military, they just overreach in so many places that they get so many problems that they suffer a huge defeat.
[00:03:05.613 --> 00:03:09.455]  I think defeat is what they're headed for.
[00:03:09.475 --> 00:03:16.200]  If we think about the Iraq War and all the trouble, the long, drawn-out process until we finally
[00:03:17.103 --> 00:03:20.906]  Uh, caught on and started paying off the insurgents with money.
[00:03:22.568 --> 00:03:31.075]  If you think about all that trouble, why do they want to get in ten times as much trouble in Pakistan and Afghanistan?
[00:03:31.115 --> 00:03:34.778]  Much larger, more rugged countries, meaner people.
[00:03:36.700 --> 00:03:39.743]  It doesn't make a great deal of sense.
[00:03:39.763 --> 00:03:41.844]  You would think they would have learned.
[00:03:41.925 --> 00:03:44.607]  Good gosh, we came close to
[00:03:45.512 --> 00:03:50.695]  Getting our butts kicked in Iraq, what do we want to take even worse risk?
[00:03:51.175 --> 00:04:03.641]  And then if you look at the financial policy and you say, well look, we let the financial gangsters make fools of us and deregulate them and turn them loose.
[00:04:03.681 --> 00:04:10.164]  They've wiped out half of the savings of the American people, people who
[00:04:12.472 --> 00:04:25.958]  Denied themselves the consumption and put away money for their old age, and now the banksters have destroyed half of it, and we let them con us into deregulating them and giving them a free hand to rip people off.
[00:04:27.559 --> 00:04:30.520]  And now, how do we respond to that?
[00:04:30.540 --> 00:04:32.321]  Well, we give them trillions of dollars!
[00:04:34.061 --> 00:04:41.985]  But we won't do anything for the homeowners, and we'll let the car companies go bankrupt because we want to bust the unions.
[00:04:43.325 --> 00:04:44.865]  We won't let a bank go bankrupt.
[00:04:46.646 --> 00:04:49.766]  And how do they think that plays with people?
[00:04:49.826 --> 00:04:54.487]  I mean, even the brainwashed American public sees through all that.
[00:04:54.507 --> 00:04:58.408]  And then the question is these deficits.
[00:04:59.228 --> 00:05:04.109]  You know, like, this year the deficit is four or five times bigger than last year.
[00:05:05.850 --> 00:05:07.690]  It just cannot be financed.
[00:05:09.250 --> 00:05:11.911]  So, and next year, the same thing again.
[00:05:13.545 --> 00:05:15.347]  I don't
[00:05:44.266 --> 00:06:05.443]  Threaten the dollar's role as a reserve currency, and of course, that weakens the power of the United States, because the real power of the country is not based on some kind of inherent right that we have, it's based on the fact that we have the reserve currency and can pay our bills with our own currency.
[00:06:06.423 --> 00:06:13.669]  So if we lose that, we've lost the bulk of our power, and yet they're taking great risk with
[00:06:14.372 --> 00:06:15.513]  We're good to go.
