[00:00:02.327 --> 00:00:04.268]  Waging war on corruption.
[00:00:04.729 --> 00:00:07.631]  Alex Jones on the GCN Radio Network.
[00:00:14.155 --> 00:00:14.816]  Big Brother.
[00:00:15.456 --> 00:00:16.597]  Mainstream media.
[00:00:17.237 --> 00:00:18.338]  Government cover-ups.
[00:00:18.998 --> 00:00:19.799]  You want answers?
[00:00:20.579 --> 00:00:21.540]  Well, so does he.
[00:00:22.140 --> 00:00:25.803]  He's Alex Jones on the GCN Radio Network.
[00:00:26.323 --> 00:00:28.665]  And now, live from Austin, Texas,
[00:00:29.557 --> 00:00:30.418]  Alex Jones.
[00:00:34.701 --> 00:00:41.386]  Alright ladies and gentlemen, we've just completed the first hour of the syndicated radio transmission.
[00:00:42.947 --> 00:00:52.514]  We are now simulcasting the final three hours on this June 29th, 2009 Monday edition at PrisonPlanet.tv.
[00:00:52.554 --> 00:00:56.838]  So for all the PrisonPlanet.tv viewers, we are now live simulcasting.
[00:00:58.117 --> 00:01:07.762]  We always do at least the second, the third and fourth hour, the third and fourth hour simulcast, but today we're doing the second, third and fourth hour simulcast at PrisonPlanet.tv.
[00:01:08.143 --> 00:01:14.486]  Wayne Madsen on the manufactured swine flu hysteria now admitted that it is manufactured in a lab.
[00:01:14.846 --> 00:01:16.387]  The question is manufactured where?
[00:01:16.867 --> 00:01:24.992]  He first broke that during the first few days of the frenzied hysteria generated by the corporate-controlled, CIA-controlled media.
[00:01:26.072 --> 00:01:30.076]  The Globalist Directed Media, and it's now been confirmed, so he'll be joining us to talk about that.
[00:01:30.416 --> 00:01:39.564]  And also a story he's been working on about white supremacists and Nazis in the FBI, military, BATF, and how that tied into Von Brun.
[00:01:39.925 --> 00:01:44.549]  We sent news cameras up there for a film we're working on to talk to him at the National Press Club a week and a half ago.
[00:01:44.929 --> 00:01:46.050]  We met with some of the reporters.
[00:01:46.471 --> 00:01:47.852]  I was still vetting the story.
[00:01:48.533 --> 00:01:50.454]  I believed Wayne and believed the other reporter.
[00:01:51.135 --> 00:02:00.824]  But I just wasn't going to go with it yet, but I ended up on the National Press Club over the weekend on C-SPAN, and names quite a few high-level military people.
[00:02:00.905 --> 00:02:03.527]  So, very, very shocking.
[00:02:03.567 --> 00:02:06.030]  So we'll go ahead and talk about that now that somebody else has reported on it.
[00:02:06.050 --> 00:02:07.731]  I didn't want to touch it quite yet.
[00:02:08.252 --> 00:02:12.276]  I told you we were working on the Von Brun situation, him being handled out of the Pentagon.
[00:02:13.351 --> 00:02:19.697]  You're kind of a mentally ill patsy, but notice how that came right on time for the hate crime laws they have that openly ban free speech.
[00:02:19.717 --> 00:02:21.759]  And by the way, I got hit with a fast one.
[00:02:21.799 --> 00:02:25.443]  I kept saying, folks, why is everybody obsessed with the hate crimes law?
[00:02:26.764 --> 00:02:29.347]  Why is everybody so scared of the hate crimes law?
[00:02:29.687 --> 00:02:37.395]  That just says that if you attack somebody who has a certain gender or a certain sexual preference, you get basically more charges on you and are treated
[00:02:38.174 --> 00:02:38.594]  Differently.
