[00:00:02.046 --> 00:00:03.947]  Waging war on corruption.
[00:00:04.427 --> 00:00:07.307]  Alex Jones on the GCN Radio Network.
[00:00:13.729 --> 00:00:14.369]  Big Brother.
[00:00:15.030 --> 00:00:16.110]  Mainstream media.
[00:00:16.810 --> 00:00:17.930]  Government cover-ups.
[00:00:18.570 --> 00:00:19.391]  You want answers?
[00:00:20.131 --> 00:00:21.671]  Well, so does he.
[00:00:21.711 --> 00:00:25.332]  He's Alex Jones on the GCN Radio Network.
[00:00:25.892 --> 00:00:29.933]  And now, live from Austin, Texas, Alex Jones.
[00:00:34.773 --> 00:00:38.797]  It is the fifth day of August, this Wednesday edition, the fifth day of August, 2009.
[00:00:39.277 --> 00:00:43.400]  We have three hours left in this transmission.
[00:00:43.420 --> 00:00:47.784]  We're here live Monday through Friday from 11 a.m.
[00:00:47.824 --> 00:00:48.465]  to 3 p.m.
[00:00:48.505 --> 00:00:51.407]  Central Standard Time, back Sundays, 4 to 6 p.m.
[00:00:51.447 --> 00:00:53.869]  Central Standard Time, 5 to 7 Eastern.
[00:00:53.889 --> 00:00:58.774]  Again, I want to thank you all for joining us today.
[00:00:58.994 --> 00:01:00.135]  Now is the time
[00:01:02.418 --> 00:01:20.388]  For me to go full bore, and for all of us to go full bore, operational against the globalists, exposing the fact that they're clearly planning to use a staged flu pandemic, whether it kills a bunch of people or not, as a pretext for their martial law control grip.
[00:01:22.029 --> 00:01:28.553]  Hundreds of mainstream news articles in the last six months have acclimated the public to have regular Marines, regular Army,
[00:01:30.342 --> 00:01:39.305]  Marine Corps Reserves, Army Reserves, National Guard, on the streets of America, at checkpoints for DWIs, at mass shootings.
[00:01:40.566 --> 00:01:52.290]  I read the headline last hour, out of Birmingham, Alabama, where they're going to use the National Guard there now as the police force, because the town and the county is collapsing.
[00:01:52.590 --> 00:01:56.412]  The Associated Press is reporting this.
[00:01:58.066 --> 00:01:59.667]  This is all part of acclimation.
[00:01:59.807 --> 00:02:07.391]  Now I went to Urban Warfare Drills twelve years ago, eleven years ago, ten years ago, nine years ago.
[00:02:07.831 --> 00:02:09.312]  I've been to scores of these.
[00:02:10.272 --> 00:02:13.594]  Where the troops practice locking down the city, taking over City Hall.
[00:02:15.095 --> 00:02:16.816]  I would cover this, people would deny it.
[00:02:19.537 --> 00:02:26.301]  Now they admit NORTHCOM is there to not fight, quote, Al Qaeda, their own creation.
[00:02:27.657 --> 00:02:31.798]  That was their excuse to set it up, making the United States a military jurisdiction.
[00:02:33.798 --> 00:02:40.040]  But they're now saying in the DHS report and the MIC reports that we broke, that were sent to us by good police and good military.
[00:02:41.220 --> 00:02:49.222]  We've been sent secret documents that later get confirmed in the Baltimore Sun, that the Army is spying on anti-Fed activists who want to abolish the Fed or audit it.
[00:02:49.682 --> 00:02:51.803]  They're spying on myself, Ron Paul at events.
[00:02:52.123 --> 00:02:52.883]  This is all confirmed.
[00:02:54.295 --> 00:02:57.476]  The good news is the military is sending us this information from inside channels.
[00:02:59.676 --> 00:03:00.696]  Because they're upset about it.
