[00:00:02.647 --> 00:00:04.815]  Yeah.
[00:00:13.981 --> 00:00:16.883]  Ladies and gentlemen, thank you so much for joining us on April 15th.
[00:00:17.823 --> 00:00:24.707]  This is when, for the last 94 years, you pay your income taxes, the private run for profit, Federal Reserve, all on interest of the debt.
[00:00:25.348 --> 00:00:31.531]  Now $12.8 trillion they've stolen the last six months in a bipartisan heist that's going on.
[00:00:31.551 --> 00:00:34.192]  They have us all confused with a false left-right paradigm.
[00:00:34.212 --> 00:00:35.173]  That's how they control us.
[00:00:35.553 --> 00:00:39.976]  We are trying to break the people out of this and get back to liberty versus tyranny.
[00:00:40.396 --> 00:00:42.277]  And we are simulcasting
[00:00:43.058 --> 00:00:50.387]  With one of the most popular, quote, progressive or liberal talk show hosts in the country, Tom Hartman, syndicated across the country.
[00:00:50.908 --> 00:00:52.450]  Mr. Hartman, it's good to have you with us.
[00:00:52.630 --> 00:00:54.132]  Hey, Alex Jones, how are ya?
[00:00:54.961 --> 00:00:55.521]  I am good.
[00:00:55.581 --> 00:00:56.562]  You are very loud.
[00:00:56.582 --> 00:00:58.103]  I am very loud.
[00:00:58.123 --> 00:00:59.404]  I certainly heard that.
[00:00:59.424 --> 00:01:03.246]  Hey, listen, it's good to have you here, but why don't you just go ahead and start the interview off here.
[00:01:03.686 --> 00:01:06.748]  Okay, well, it's not so much an interview, it's a simulcast.
[00:01:06.768 --> 00:01:08.329]  We're going to do our shows together here, right?
[00:01:09.169 --> 00:01:21.316]  Absolutely, but I'm going to let you have the opening salvo here, because I'm literally shirtless here after just writing a huge income tax check to the private bankers who are bringing in the world government and publicly announcing it.
[00:01:21.576 --> 00:01:36.268]  Yeah, well I was just talking about my concern that Barack Obama is, in his speech yesterday, was talking about how if we give money to banks, every dollar to a bank produces eight to ten dollars in loans, whereas if we give a dollar to individuals, it's only a dollar.
[00:01:36.729 --> 00:01:39.992]  And I'm very concerned that he's under the sway of the Geithners and the
[00:01:40.772 --> 00:01:44.134]  And he's going down the Bill Clinton Road.
[00:01:44.174 --> 00:01:45.514]  But that's a separate thing.
[00:01:45.675 --> 00:01:47.435]  Alex Jones, you have a new DVD out.
[00:01:47.475 --> 00:01:49.016]  It's called The Obama Deception.
[00:01:49.777 --> 00:01:54.379]  And people can find it over at your website, InfoWars.com and PrisonPlanet.com.
[00:01:54.599 --> 00:01:56.120]  And what, AlexJones.com?
[00:01:56.180 --> 00:01:56.840]  Which one do you want on it?
[00:01:56.980 --> 00:01:59.963]  No, it's just InfoWars.com or PrisonPlanet.com.
[00:02:00.003 --> 00:02:09.671]  And by the way, if you just Google the Obama Deception, there's a couple of cruddy Google versions, but go to YouTube, it'll say Obama Deception High Quality.
[00:02:09.691 --> 00:02:10.771]  It's like the third or fourth link.
[00:02:11.012 --> 00:02:13.354]  It's got about a million, four hundred thousand views or so.
[00:02:13.714 --> 00:02:16.016]  That's the best free copy I've seen on the web.
[00:02:16.316 --> 00:02:17.357]  So I would just tell your listeners,
[00:02:17.677 --> 00:02:18.858]  Please don't believe me.
[00:02:18.918 --> 00:02:21.200]  I cut my teeth, you know, going after Clinton.
[00:02:21.220 --> 00:02:22.841]  I was called a right-winger.
[00:02:22.881 --> 00:02:26.164]  Then I went after Bush because he was violating the Constitution.
[00:02:26.644 --> 00:02:29.727]  And I was called, you know, a communist.
[00:02:30.007 --> 00:02:32.429]  They said I secretly worked for Al-Qaeda.
[00:02:32.669 --> 00:02:35.211]  I mean, literally, I worked for George Soros, they said.
[00:02:35.572 --> 00:02:37.894]  And then we get Barack Obama in.
[00:02:38.334 --> 00:02:41.136]  They're now saying I'm a right-wing fascist Nazi in league with Hitler.
[00:02:41.397 --> 00:02:45.060]  And so I want people to actually see the film because it's what you just brought up.
[00:02:45.820 --> 00:03:08.413]  You have Geithner, the head of the New York Fed, in league with the head of Goldman Sachs, who was Treasury Secretary at the time, literally handing over unlimited power and control bipartisanly to these offshore banks, and Obama has lied about hiring lobbyists, lied about the war, lied about warrantless wiretapping and secret arrest and rights for detainees, and then he lied about saying that he was
[00:03:09.694 --> 00:03:18.023]  Fighting against the bonuses when he signed the executive order and told Senator Dodd to pass the rider on the bill So that they could take the money.
[00:03:18.283 --> 00:03:28.314]  I mean all I'm saying is Barack Obama is as phony as a $3 bill and Barack Obama is the new old orders closer the the establishment was worried about the left waking up to
[00:03:29.295 --> 00:03:33.378]  What the corporate system was doing was a real revolution in this country.
[00:03:33.558 --> 00:03:36.039]  The left and the right were coming together as populists.
[00:03:36.499 --> 00:03:38.321]  Here's what's happening, Alex Jones.
[00:03:39.081 --> 00:03:41.482]  While I'm reluctant to use the word lied, because...
[00:03:43.001 --> 00:03:50.724]  Well, it's a slap, and frankly a lot of us worked really hard to get Barack Obama elected and think that at the core he's a decent guy, the guy was a constitutional scholar.
[00:03:51.184 --> 00:03:54.866]  I was shocked when a constitutional scholar voted for FISA.
