[00:00:00.831 --> 00:00:02.752]  Waging war on corruption.
[00:00:03.232 --> 00:00:06.133]  Alex Jones on the GCN Radio Network.
[00:00:12.635 --> 00:00:13.276]  Big Brother.
[00:00:13.936 --> 00:00:14.976]  Mainstream media.
[00:00:15.697 --> 00:00:16.797]  Government cover-ups.
[00:00:17.457 --> 00:00:18.258]  You want answers?
[00:00:19.038 --> 00:00:19.998]  Well, so does he.
[00:00:20.598 --> 00:00:24.340]  He's Alex Jones on the GCN Radio Network.
[00:00:24.780 --> 00:00:27.121]  And now, live from Austin, Texas,
[00:00:28.018 --> 00:00:28.879]  Alex Jones.
[00:00:29.899 --> 00:00:35.863]  We are live halfway into the radio show today, simulcasting live at PrisonPlanet.tv as well.
[00:00:35.883 --> 00:00:39.646]  My new film, Obama Deception, just came out right now at PrisonPlanet.tv.
[00:00:39.666 --> 00:00:40.927]  You can watch it and download it.
[00:00:41.547 --> 00:00:47.091]  We're joined for the next 20 minutes or maybe longer, he's a very busy man, by someone who needs no introduction, Chuck Norris.
[00:00:47.631 --> 00:00:56.678]  He was kind enough to come on late last year and I hadn't bugged him to come back on until I heard this big announcement that he's going to be making a big announcement today in a national simulcast on the radio and on the web.
[00:00:57.838 --> 00:01:00.320]  And I wanted to get him on about that and a host of issues.
[00:01:00.380 --> 00:01:04.382]  Talk of him being running for President of Texas or President of the U.S.
[00:01:04.462 --> 00:01:06.203]  and headlines all over the world.
[00:01:06.283 --> 00:01:19.291]  News here, you know, here's one out of the British press where they're talking about, you know, Chuck Norris says that there are secret right-wing cells around the country who aren't going to go along with Obama's socialism.
[00:01:19.351 --> 00:01:21.212]  So, very, very interesting.
[00:01:21.432 --> 00:01:23.153]  Chuck Norris, thank you for coming on.
[00:01:23.712 --> 00:01:24.412]  Oh, you bet, Alex.
[00:01:24.432 --> 00:01:25.412]  Well, I don't know about that.
[00:01:25.432 --> 00:01:32.894]  I don't remember writing anything about right-wing cells in America, but... Here's the examiner.
[00:01:32.934 --> 00:01:36.875]  Chuck Norris claims thousands of right-wing cell groups exist and will rebel against U.S.
[00:01:36.915 --> 00:01:37.235]  government.
[00:01:37.255 --> 00:01:39.695]  So that's what they got, I guess, from your WorldNet Daily story.
