[00:00:02.626 --> 00:00:04.588]  Waging war on corruption.
[00:00:05.008 --> 00:00:15.475]  Alex Jones on the GCN Radio... Big Brother.
[00:00:16.136 --> 00:00:17.237]  Mainstream media.
[00:00:17.917 --> 00:00:18.998]  Government cover-ups.
[00:00:19.658 --> 00:00:20.479]  You want answers?
[00:00:21.260 --> 00:00:22.140]  Well, so does he.
[00:00:22.160 --> 00:00:26.423]  He's Alex Jones on the GCN Radio Network.
[00:00:27.004 --> 00:00:31.047]  And now, live from Austin, Texas, Alex Jones.
[00:00:38.683 --> 00:00:42.165]  We're going to be going the whole nine yards today, ladies and gentlemen.
[00:00:45.046 --> 00:00:50.308]  It is the sixth day of September 2009 on this Sunday edition.
[00:00:51.989 --> 00:01:02.454]  We have the founder and head of Architects and Engineers for 9-11 Truth, Richard Gage, joining us in the second hour today to respond to the extremely shoddy
[00:01:04.172 --> 00:01:12.255]  We're going to play some clips from the show and debunk the debunkers in the second hour today with Richard Gage.
[00:01:12.315 --> 00:01:14.675]  Look forward to having him on the show with us.
[00:01:35.034 --> 00:01:49.744]  This ties in with Van Jones, the White House green jobs czar, resigning last night for supposedly signing a 2004 petition to reopen the investigation of 9-11.
[00:01:50.364 --> 00:01:55.788]  Now, seven members of the 10-member commission have said that.
[00:01:56.969 --> 00:01:58.810]  But this is a little-known secret.
[00:02:00.546 --> 00:02:05.690]  And so that's just a standard leftist or democratic position because they thought it would burn George Bush.
[00:02:06.771 --> 00:02:07.692]  I'm apolitical.
[00:02:07.932 --> 00:02:08.913]  I go where the truth is.
[00:02:09.454 --> 00:02:10.695]  I'm exposing Barack Obama.
[00:02:10.735 --> 00:02:11.856]  I'm exposing George Bush.
[00:02:12.276 --> 00:02:17.401]  The facts are the media want to make this a left-right issue about 9-11 truth when it isn't.
[00:02:18.902 --> 00:02:20.423]  I am the founder of 9-11 truth.
[00:02:20.463 --> 00:02:21.804]  I'm the first person to talk about 9-11.
[00:02:23.806 --> 00:02:25.147]  The attack on the World Trade Center.
[00:02:25.608 --> 00:02:27.630]  Talked about it months and months before it happened.
