[00:00:03.945 --> 00:00:04.565]  Big Brother.
[00:00:05.245 --> 00:00:06.286]  Mainstream media.
[00:00:07.006 --> 00:00:08.106]  Government cover-ups.
[00:00:08.766 --> 00:00:09.587]  You want answers?
[00:00:10.347 --> 00:00:11.247]  Well, so does he.
[00:00:11.907 --> 00:00:15.508]  He's Alex Jones on the GCN Radio Network.
[00:00:16.088 --> 00:00:20.189]  And now, live from Austin, Texas, Alex Jones.
[00:00:27.671 --> 00:00:33.093]  It is the day before the Copenhagen treason meeting.
[00:00:34.298 --> 00:00:38.220]  In Copenhagen, Denmark, it will be taking place on the 7th, 8th, and 9th.
[00:00:38.261 --> 00:00:49.788]  We're going to have live reports from Copenhagen from multiple reporters, including Lord Christopher Monckton of Monckton & Brinchley, Tuesday.
[00:00:51.308 --> 00:00:57.313]  Jesse Ventura will also be popping in talking about his new television broadcast Tuesday.
[00:00:57.393 --> 00:01:06.161]  Just a plug so people are aware of the fact that's coming up during the weekday broadcast Monday through Friday from 11 a.m.
[00:01:06.181 --> 00:01:06.782]  to 3 p.m.
[00:01:06.822 --> 00:01:11.826]  Congressman Ron Paul is also scheduled to be on with us next week as well.
[00:01:13.268 --> 00:01:14.369]  Okay, here's the deal.
[00:01:14.989 --> 00:01:17.431]  I'm gonna open the phones up for the full two hours.
[00:01:18.703 --> 00:01:22.165]  I really want to hear from you on two major subjects.
[00:01:23.025 --> 00:01:32.289]  Government takeover of health care and the fact that Obama wants to cut $42.1 billion a year out of Medicare alone.
[00:01:32.309 --> 00:01:37.932]  We're going to go back through and look at the government health care bill today.
[00:01:38.860 --> 00:01:43.207]  Because they are probably going to pass it this year or next year.
[00:01:43.988 --> 00:01:50.338]  And this is just the private central bank seizing 17% of the economy that they didn't control.
[00:01:51.428 --> 00:01:55.291]  Obviously huge new developments on the ClimateGate front.
[00:01:55.651 --> 00:01:59.493]  The media is now saying they think they know who hacked it, who leaked it.
[00:01:59.914 --> 00:02:06.938]  They're claiming Russian-affiliated students who were going to the East Anglia Center.
[00:02:06.998 --> 00:02:08.279]  I don't know if that's true.
[00:02:08.860 --> 00:02:10.541]  Some of the evidence shows that it's not.
[00:02:11.161 --> 00:02:14.103]  It was leaked out on many different servers and computer systems.
[00:02:14.463 --> 00:02:17.244]  Why are they picking one associated with Russia?
[00:02:17.664 --> 00:02:20.486]  Well, that way they can talk about it being some type of dirty espionage.
[00:02:20.966 --> 00:02:22.347]  Regardless of that fact...
[00:02:23.243 --> 00:02:32.747]  We know that the United Nations and the colleges involved have admitted that these emails and internal documents are real.
[00:02:32.967 --> 00:02:33.988]  They are authentic.
[00:02:34.688 --> 00:02:42.471]  And there's been some big new developments in the last few days on that front as well that we're going to be going over today.
[00:02:43.932 --> 00:02:49.414]  But I want to hear from listeners your view on the Copenhagen Treaty, how we can defeat it.
[00:02:50.234 --> 00:02:51.395]  A lot of people are asking.
[00:02:52.557 --> 00:02:53.618]  Will it be implemented?
[00:02:53.758 --> 00:02:54.719]  Will it be passed?
[00:02:55.340 --> 00:03:08.313]  The answer is yes, I believe that it will be ratified and will be signed by this international body and by the United Nations and the IPCC and the 191 nations that are going to be attending.
[00:03:08.893 --> 00:03:16.321]  But still, it has to be ratified in the Senate here in the United States.
[00:03:17.942 --> 00:03:18.263]  We're good to go.
[00:03:39.043 --> 00:03:42.604]  And so the debate is over about whether there's a world government forming right now.
[00:03:43.024 --> 00:03:45.284]  And we know the aims of that world government.
[00:03:45.604 --> 00:03:47.465]  And there's been some new developments on that front.
[00:03:48.125 --> 00:03:53.666]  One of the climate change heads at the IPCC is a Bilderberg Group member.
[00:03:54.146 --> 00:04:04.848]  He's given speeches in Germany calling for world population reduction and admitting that there is an international consensus in the elite to bring in world government to carry out population reduction.
[00:04:05.248 --> 00:04:08.049]  For the new world order, world government is only the beginning.
[00:04:08.849 --> 00:04:17.932]  Population reduction, one-child policies, forced poverty on the world population is their goal, and that's just beginning.
[00:04:18.552 --> 00:04:20.033]  So that's all coming up today.
[00:04:20.313 --> 00:04:22.173]  I want to give you the toll-free number to join us.
[00:04:22.193 --> 00:04:28.535]  We're opening the phones up right now on government-run health care, on the New World Order agenda, on the Copenhagen Treaty, 888-201-2244, 888-201-2244, or 512-646-1776.
[00:04:37.538 --> 00:04:41.081]  I'm here live six days a week, Monday through Friday, 11 a.m.
[00:04:41.101 --> 00:04:41.702]  to 3 p.m.
[00:04:41.742 --> 00:04:43.484]  Central, back 4 to 6 p.m.
[00:04:43.524 --> 00:04:45.025]  Central as well.
[00:04:45.465 --> 00:04:46.706]  Very important broadcast.
[00:04:46.747 --> 00:04:54.694]  Thank you so much for joining us and not being distracted and diverted by all the gladiatorial entertainment like Sunday night football.
[00:04:54.974 --> 00:04:57.937]  We're here trying to save the Republic and the planet from tyranny.
[00:04:58.968 --> 00:05:04.211]  Hello folks, this is Alex Jones and I want to invite you to go to TPR20info.com.
[00:05:04.551 --> 00:05:19.018]  If you suffer from chronic or recurring pain, or if you take prescription drugs for pain, then you owe it to yourself to visit TPR20info.com and get TPR20, the effective pain relief cream, without the harmful side effects of prescription drugs.
[00:05:19.418 --> 00:05:23.061]  I use TPR-20 for arthritis in my hand and it works great.
[00:05:23.481 --> 00:05:27.584]  It relieves the pain fast and fights the inflammation to keep the pain away longer.
[00:05:28.005 --> 00:05:37.172]  On TPR20info.com, you can read about the many uses of TPR-20, like arthritis, fibromyalgia, sports injuries, back pain, sore muscles, and much, much more.
[00:05:37.392 --> 00:05:42.617]  Visit tpr20info.com and give yourself and those you love the gift of pain relief.
[00:05:42.897 --> 00:05:45.639]  Order now and get free shipping in the United States and Canada.
[00:05:45.860 --> 00:05:49.403]  Again, that is tpr20info.com.
[00:05:49.743 --> 00:05:52.706]  Or click on the TPR20 banner on infowars.com.
[00:05:52.906 --> 00:05:53.627]  That's tpr20info.com.
[00:06:00.325 --> 00:06:06.358]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:06:06.960 --> 00:06:09.946]  It's Alex Jones and the GCN Radio Network.
[00:06:20.251 --> 00:06:24.374]  It is Sunday, the sixth day of December 2009.
[00:06:24.474 --> 00:06:30.477]  We're going to be live here this evening for the next two hours.
[00:06:30.998 --> 00:06:33.820]  And of course, we're going to have wide open phones on the berth.
[00:06:34.762 --> 00:06:49.895]  of world government to begin during the Copenhagen Greenhouse Gas Emissions International Summit going on from December 7th to December 18th 2009.
[00:06:51.196 --> 00:06:55.880]  Barack Obama who promised that he would not attend the summit has now broken that promise
[00:06:56.641 --> 00:07:04.964]  Following his continued streak of being nothing but the liar-in-chief, even outlying Richard Nixon and Bill Clinton.
[00:07:04.984 --> 00:07:08.225]  We're going to be breaking that down today.
[00:07:08.785 --> 00:07:11.646]  And also government hijacking of health care.
[00:07:11.726 --> 00:07:14.127]  The nanny state wanting to run your life.
[00:07:14.647 --> 00:07:15.587]  When we've read the 2000
[00:07:18.017 --> 00:07:22.620]  70 plus page bill and gone over the subsections here together in the last few months.
[00:07:23.280 --> 00:07:29.763]  It has rationing of care, unelected government bodies decide what care you get, not doctors.
[00:07:29.783 --> 00:07:35.346]  2.5 to 5% depending on your tax bracket of your check will be taken.
[00:07:35.846 --> 00:07:38.468]  On top of that, you'll be forced to get insurance.
[00:07:39.414 --> 00:07:40.875]  More be fined yearly.
[00:07:41.715 --> 00:07:48.119]  The refusal will be a quarter million dollar fine and five years in prison.
[00:07:49.439 --> 00:07:51.620]  And this is from CNN today.
[00:07:52.161 --> 00:07:55.422]  Obama to meet with Senate Democrats to push healthcare.
[00:07:55.963 --> 00:07:59.464]  There's a revolt even by the Democrats and Republicans.
[00:07:59.524 --> 00:08:03.747]  Senate Republicans failed Saturday to eliminate $42.1 billion in cuts.
[00:08:06.769 --> 00:08:11.495]  to Medicare home health care service in the health care bill.
[00:08:12.056 --> 00:08:14.139]  And that's only one of scores of cuts.
[00:08:14.239 --> 00:08:21.930]  So you have the Republicans fighting to stop 42 plus billion a year being cut from Medicare.
[00:08:25.270 --> 00:08:26.631]  We've seen this with Obama.
[00:08:26.831 --> 00:08:34.434]  For every $30 he gives to offshore banks of taxpayer money, $1 goes to social welfare net.
[00:08:34.495 --> 00:08:36.195]  Now, I don't believe in socialism.
[00:08:36.796 --> 00:08:38.076]  I don't believe in big government.
[00:08:39.257 --> 00:08:47.341]  Because I know that socialism always turns into a way for elite organizations to steal the taxpayer money.
[00:08:48.379 --> 00:08:52.201]  And then crumbs are given to the public and that makes the public dependent.
[00:08:52.961 --> 00:08:57.323]  But here is such a great example about big corporations and big money.
[00:08:57.363 --> 00:09:03.886]  It was the insurance companies that actually wrote the health care bill and they bragged about that.
[00:09:03.966 --> 00:09:13.490]  The head lobbyist for the health care insurance companies in the United States has been all over television bragging that, hey, we're not against government health care, why we wrote it.
[00:09:14.130 --> 00:09:15.110]  And you bet they wrote it.
[00:09:15.150 --> 00:09:15.791]  It's a giant
[00:09:16.531 --> 00:09:20.052]  Tax paid to them is Dennis Kucinich, a real socialist.
[00:09:20.452 --> 00:09:22.573]  I don't agree with his policies, but I agree with his honesty.
[00:09:23.093 --> 00:09:31.895]  You know, wrote articles saying why I voted against the health care bill, and then another article he wrote saying health care bill is a giant bailout to the insurance companies.
[00:09:32.335 --> 00:09:41.357]  But every time you're against government-run health care, the talking point is, oh, you work for the insurance companies.
[00:09:43.418 --> 00:09:44.618]  Isn't that just special?
[00:09:47.182 --> 00:10:04.569]  So imagine this upside down world where the Republicans are trying to block all these cuts, one of them $42.1 billion a year, or roughly 25% of the Medicare expenditures.
[00:10:05.309 --> 00:10:10.551]  So Obama is having a 25% cut in the money you get.
[00:10:10.571 --> 00:10:14.313]  Now you've already paid into this in taxes your whole life.
[00:10:15.165 --> 00:10:18.028]  They take your money, just like Social Security.
[00:10:18.788 --> 00:10:23.413]  If the average worker invested in Social Security for 35 years, they'd get over $2 million.
[00:10:25.255 --> 00:10:30.560]  But instead, you get negative return, and you get on average about $450,000.
[00:10:30.620 --> 00:10:31.160]  You get fully 75% less
[00:10:43.626 --> 00:10:46.628]  75% less back on your money.
[00:10:46.708 --> 00:11:00.856]  You pay Social Security your whole working life and you get 75% less than you would if it would have been invested in guaranteed government bonds at 4%.
[00:11:02.691 --> 00:11:03.671]  Does it matter though?
[00:11:04.171 --> 00:11:06.172]  The general public can't figure that out.
[00:11:06.412 --> 00:11:09.072]  The general working person has money taken out of their check.
[00:11:09.472 --> 00:11:10.453]  They don't understand it.
[00:11:10.873 --> 00:11:17.914]  A lot of working people actually think that when you pay a bunch of taxes that somehow you're getting it over on the rich guys.
[00:11:18.314 --> 00:11:25.836]  When the big moneyed elites, the one-tenth of one percent, as a unified group lobby for bigger government.
[00:11:26.276 --> 00:11:29.897]  Because it's bigger government that gives them the monopolies they need
