[00:00:01.084 --> 00:00:02.986]  Waging war on corruption.
[00:00:03.466 --> 00:00:06.368]  Alex Jones on the GCN Radio Network.
[00:00:12.733 --> 00:00:13.374]  Big Brother.
[00:00:14.034 --> 00:00:15.095]  Mainstream media.
[00:00:15.816 --> 00:00:16.876]  Government cover-ups.
[00:00:17.557 --> 00:00:18.378]  You want answers?
[00:00:19.138 --> 00:00:20.079]  Well, so does he.
[00:00:20.099 --> 00:00:24.362]  He's Alex Jones on the GCN Radio Network.
[00:00:24.883 --> 00:00:29.006]  And now, live from Austin, Texas, Alex Jones.
[00:00:30.396 --> 00:00:31.676]  We are live, my friends.
[00:00:31.816 --> 00:00:33.877]  It is the 15th day on this Monday.
[00:00:33.897 --> 00:00:36.878]  It is Monday, June 15th, 2009.
[00:00:37.318 --> 00:00:48.042]  We've got two hours left spanning out like a vista before us as we go in through and beyond as we talk to one of the most prolific researchers
[00:00:49.119 --> 00:00:55.580]  One of the most prolific minds out there in challenging the established false reality.
[00:00:56.120 --> 00:01:02.862]  He is a great dispenser of hundreds of millions of red pills to humanity.
[00:01:03.842 --> 00:01:10.583]  And he has taken a lot of people very, very deep down the rabbit hole, indeed, to where we're not in Kansas anymore.
[00:01:10.623 --> 00:01:15.484]  And you can question and debate the perceptions through the rose-colored darkly that
[00:01:17.264 --> 00:01:24.147]  David Icke looks through, but be careful that when you're getting the speck out of his eye, you don't get the giant beam out of yours.
[00:01:24.187 --> 00:01:25.388]  It's important to get that beam out.
[00:01:25.608 --> 00:01:34.593]  We all see through different perceptions, but certainly the perception of David Icke has proven to be much more clear than the average man or woman out there.
[00:01:34.613 --> 00:01:35.913]  So it's always great to have David with us.
[00:01:36.133 --> 00:01:37.054]  I have a host of issues.
[00:01:37.774 --> 00:01:53.485]  Talk to him about where the new world order is going, what they're doing currently, trying to start World War III with Iran, trying to start things up over there, trying to start things up with North Korea, knowing they're in the middle of a power sharing and a power transfer, saying they're going to board their ships, a new Cuban Missile Crisis.
[00:01:54.286 --> 00:01:56.127]  Again, we're not defending North Korea or Iran.
[00:01:56.147 --> 00:02:00.868]  The point is, it's the bigger globalist evil using a smaller evil to bring in a global distraction.
[00:02:01.508 --> 00:02:13.891]  And the South Ossetia conflict, NATO encircling Russia, Pakistan, all of this today as the world launches into economic collapse, launches into worldwide warfare, as the Rand Corporation has called for.
[00:02:14.491 --> 00:02:16.652]  So joining us, David Icke.com is the website.
[00:02:16.672 --> 00:02:21.994]  Our websites are InfoWars.com and PrisonPlanet.com is the great David Icke.
[00:02:22.274 --> 00:02:23.574]  David Icke, thank you for joining us.
[00:02:23.914 --> 00:02:24.635]  It's a pleasure, Alex.
[00:02:24.815 --> 00:02:25.175]  How are you?
[00:02:26.216 --> 00:02:26.456]  Good.
[00:02:27.096 --> 00:02:31.039]  You heard me run down some of the ideas of things that I think are important right now.
[00:02:31.360 --> 00:02:36.443]  Let's start with suddenly somebody flips a switch and there's world crises.
[00:02:36.463 --> 00:02:37.985]  We're on the edge of nuclear war.
[00:02:38.365 --> 00:02:40.827]  They're saying North Korea is going to nuke.
[00:02:41.027 --> 00:02:42.408]  They're saying they're going to nuke people.
[00:02:42.968 --> 00:02:47.432]  Months ago, you were on the show, three or four months ago, and you said you thought they were gearing up for a world war.
[00:02:49.165 --> 00:02:54.850]  Yeah, well that's where they want to go because the world wars have served them very well.
[00:02:55.831 --> 00:03:04.358]  Nothing changes society quicker and more fundamentally and completely and irreversibly than a war.
[00:03:04.978 --> 00:03:14.847]  And so when you look at the world after World War I, it was a world that was controlled by far fewer people and much more centralization of power than before.
[00:03:15.627 --> 00:03:42.666]  World War II came along, that process took a giant leap forward, and we had all these global institutions, and the United Nations, the Bretton Woods Agreement, the European Union was justified to a large extent to stopping war in Europe, and so to complete the job, to move into this final global society that they want, a third world war is on the agenda, and I don't know if I've mentioned this before, but
[00:03:43.929 --> 00:03:57.877]  I had a letter from a traffic warden, a guy here in Britain, that's supposed to just dispense tickets for people who have broken the parking laws, and he contacted me, must be a year or so ago now.
[00:03:58.872 --> 00:03:59.152]  I don't know.
[00:04:19.810 --> 00:04:25.872]  And the third one was a card giving him, a traffic warden, the right to enter property without permission.
[00:04:26.372 --> 00:04:29.873]  And of course he's questioning, what the heck do I need these for?
[00:04:29.913 --> 00:04:31.834]  Well, just go leave them until further notice.
[00:04:32.434 --> 00:04:35.815]  He then meets a friend of his a few days later, who's a police officer.
[00:04:37.055 --> 00:04:44.798]  And he said that, this police officer said that he was a man designated in his county, and there was someone like him in every county.
[00:04:45.518 --> 00:04:48.039]  And they were there to prepare for a coming war.
[00:04:48.849 --> 00:04:49.270]  Stay there.
[00:04:49.410 --> 00:04:49.991]  Stay there, David.
[00:04:50.031 --> 00:04:50.471]  Got a break.
[00:04:50.531 --> 00:04:51.553]  Long segment coming up.
[00:04:51.913 --> 00:04:53.175]  Recap that when we come back.
[00:04:53.596 --> 00:04:55.018]  Same thing is happening here.
[00:04:55.498 --> 00:05:01.446]  I can independently verify with government documents what you just said in the United States, Canada, Australia.
[00:05:01.767 --> 00:05:03.730]  You're a proper... We'll be right back with David Icke.
[00:05:08.220 --> 00:05:13.224]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[00:05:13.444 --> 00:05:17.226]  Number one, new climate legislation could easily double or triple your electric bill.
[00:05:17.467 --> 00:05:23.071]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[00:05:23.371 --> 00:05:28.214]  It's true, total government control of electricity in the name of smart grid technology is coming.
[00:05:28.434 --> 00:05:28.935]  Number three,
[00:05:29.335 --> 00:05:34.778]  In some areas of the country, the power grid is dangerously overloaded, especially with the high demand summer months ahead.
[00:05:35.638 --> 00:05:38.279]  The hurricane and dangerous summer storm season is here again.
[00:05:38.539 --> 00:05:41.941]  Every year, thousands of families lose their power from weather-related outages.
[00:05:43.041 --> 00:05:46.643]  A solar power generator provides powerful backup insurance and peace of mind.
[00:05:46.903 --> 00:05:52.389]  Folks, I really believe in the solar power generators offered by Solutions from Science, a longtime sponsor of ours.
[00:05:52.629 --> 00:05:57.194]  You can get more information at www.mysolarbackup.com.
[00:05:57.334 --> 00:05:58.875]  That's mysolarbackup.com.
[00:05:59.116 --> 00:06:01.438]  Remember, the government doesn't own the sun yet.
[00:06:01.678 --> 00:06:04.321]  So go to mysolarbackup.com or call toll-free 877-327-0365.
[00:06:08.200 --> 00:06:09.761]  Hello friends, this is Alex Jones.
[00:06:09.881 --> 00:06:14.483]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[00:06:14.623 --> 00:06:17.385]  We need to be independent, and food and water is the key.
[00:06:17.605 --> 00:06:20.446]  You'll never have to stand in a bread line if you have your own bread.
[00:06:20.646 --> 00:06:25.349]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[00:06:25.589 --> 00:06:26.490]  If you simply prepare.
[00:06:26.710 --> 00:06:29.652]  No one is going to take care of your family in the final equation but you.
[00:06:29.952 --> 00:06:36.836]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. Coli, Salmonella, genetic alteration, or Chinese imports.
[00:06:36.937 --> 00:06:40.079]  And they do it at almost half the cost of last year's grocery prices.
[00:06:40.219 --> 00:06:42.100]  Call 1-800-409-5633 or on the web go to eFoodsDirect.com
[00:06:45.362 --> 00:06:51.425]  Visit eFoodsDirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[00:06:51.625 --> 00:06:55.367]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[00:06:55.387 --> 00:06:56.888]  Again, 800-409-5633, or on the web at eFoodsDirect.com.
[00:06:56.928 --> 00:06:57.348]  Take action today.
[00:06:57.368 --> 00:06:59.189]  The first step is getting storable food.
[00:07:08.345 --> 00:07:13.630]  What can you do to keep you and your family safe from the resistant new strains of deadly bacteria and viruses?
[00:07:14.191 --> 00:07:22.580]  Check out SupernaturalSilver.com today, or visit the link on InfoWars.com to find out more about this incredible new silver compound.
[00:07:22.760 --> 00:07:29.527]  The new silver solution is a natural antibiotic that is clinically tested to kill viruses, germs, bacteria, and yeast safely.
[00:07:29.867 --> 00:07:35.369]  This new technology has proven itself to be a formidable weapon against bio threats of today and tomorrow.
[00:07:35.629 --> 00:07:41.591]  The new silver solution gel has been shown to disinfect topically and keep the area sanitized for up to four hours.
[00:07:41.931 --> 00:07:48.193]  The new silver solution is a highly effective potent nanoparticle solution that is lethal to bacteria, yeast, and viruses.
[00:07:48.573 --> 00:07:52.975]  Go to SupernaturalSilver.com and see the amazing line of products they have available.
[00:07:53.235 --> 00:07:56.196]  Check out the patented new silver solution today.
[00:07:56.616 --> 00:07:59.897]  Click on the link and check out the uses for New Silver Solution.
[00:08:00.297 --> 00:08:04.958]  Order this extra line of defense today by going to supernaturalsilver.com.
[00:08:05.098 --> 00:08:07.279]  That's supernaturalsilver.com today.
[00:08:08.359 --> 00:08:16.041]  The Genesis Communications Radio Network proudly presents the Alex Jones Show, because there's a war on for your mind.
[00:08:20.458 --> 00:08:21.898]  Well, he needs no introduction.
[00:08:21.918 --> 00:08:24.159]  I know some stations weren't caring in that last segment.
[00:08:24.179 --> 00:08:35.741]  He was telling a story about a traffic warden who he knows in England, who said he was given a card to put away for secret emergencies to be able to enter homes without warrants.
[00:08:36.741 --> 00:08:38.741]  And then his friend didn't really know what that would be used for.
[00:08:38.761 --> 00:08:43.822]  Then he talked to another police officer who explained to him the key piece of the puzzle.
[00:08:43.842 --> 00:08:49.563]  And then I was saying to David, I can independently verify this is even in our news, with InfraGard,
[00:08:51.109 --> 00:08:52.812]  We told people about a year before it was in the news.
[00:08:52.832 --> 00:08:54.314]  Now they admit it.
[00:08:54.635 --> 00:08:55.636]  56,000 and growing.
[00:08:55.716 --> 00:08:56.758]  That's a year old numbers.
[00:08:58.080 --> 00:08:59.182]  Infrastructure protection.
[00:08:59.242 --> 00:09:02.246]  Key people in power plants, refineries, businesses.
[00:09:03.689 --> 00:09:06.032]  I have a guy here who worked in LCRA security.
[00:09:07.148 --> 00:09:14.275]  And five years, six years ago, about a year before he worked here, they gave him a card for infrastructure security, basically a get-out-of-jail-free card.
[00:09:15.056 --> 00:09:18.340]  And all the police have these badges, they're supposed to keep them away.
[00:09:19.381 --> 00:09:26.848]  And they're saying, oh yes, the American people are the terrorists, the British people are the terrorists, homeland security's for them, martial law's coming, a war is coming.
[00:09:27.169 --> 00:09:29.231]  David, continue with what the police officer told you.
