[00:00:04.898 --> 00:00:09.722]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.722 --> 00:00:11.323]  You want answers?
[00:00:11.323 --> 00:00:12.885]  Well, so does he.
[00:00:12.885 --> 00:00:17.068]  He's Alex Jones on the GCN Radio Network.
[00:00:17.068 --> 00:00:21.132]  And now, live from Austin, Texas, Alex Jones.
[00:00:32.256 --> 00:00:33.437]  Welcome, my friends.
[00:00:33.437 --> 00:00:36.098]  Welcome to everyone listening across the globe.
[00:00:36.098 --> 00:00:45.162]  We thank you for joining us as we attempt to alert humanity to the threat being carried out by a psychopathic...
[00:00:46.201 --> 00:00:47.102]  We're good to go.
[00:01:13.080 --> 00:01:19.484]  Important radio show lined up for you on this January 6, 2008 Tuesday edition via webcam.
[00:01:19.484 --> 00:01:37.374]  We're going to be live at PrisonPlanet.tv with Mike Rivero, live at PrisonPlanet.tv visually with us at the PrisonPlanet.tv website simulcasting on the radio show that will start coming up in T-minus 59 minutes.
[00:01:37.374 --> 00:01:39.356]  Then we have Dr. Edwin Vieira.
[00:01:39.356 --> 00:01:41.517]  You know, I read one of his books on the militia.
[00:01:43.382 --> 00:01:49.625]  Years ago, and always meant to get him on, and this will be the first of many interviews.
[00:01:49.625 --> 00:01:57.488]  He's an expert on silver and gold backed currency, an expert on the Second Amendment, on militias, an amazing individual.
[00:01:57.488 --> 00:01:59.269]  He'll be joining us coming up in two hours.
[00:02:00.322 --> 00:02:10.872]  And then we have Professor Michelle Chossadowski coming on, an expert on what's happening and what's going on over in Gaza.
[00:02:10.872 --> 00:02:22.602]  Yesterday we read his article in entirety, or in near entirety, eight pages long, I think I read seven and a half, ran out of time, on what's really happening over in Gaza, but most of it's from the Israeli newspapers.
[00:02:23.599 --> 00:02:32.186]  And mainstream news admitting that Israel planned this a long time ago and did break the ceasefire, and then put out the PR stunt that Hamas broke the ceasefire.
[00:02:32.186 --> 00:02:41.715]  And what you're witnessing is total siege, and the extermination of those people as they cut off the three cities and the Gaza Strip.
[00:02:41.715 --> 00:02:48.841]  So we'll be discussing that as well with Mike Rivero, coming up in about 58 minutes, not just Michelle Chossodosky.
[00:02:51.325 --> 00:02:54.347]  Here is some of the news in front of us today.
[00:02:54.347 --> 00:02:58.731]  Group, Israel deliberately attacked Palestinian journalist.
[00:02:58.731 --> 00:03:04.555]  Israel deliberately targeted Hamas-run media installations in his bombing campaign on Gaza.
[00:03:04.555 --> 00:03:07.578]  Well, that's what Kissinger called for a few weeks ago.
[00:03:07.578 --> 00:03:14.643]  And is practicing media censorship, a journalist rights group said today.
[00:03:14.643 --> 00:03:17.686]  The installations in question include the Al
[00:03:19.744 --> 00:03:35.198]  Akwesas Television, Al-Rashid, I'm sorry if I'm reading this wrong, newspaper, and the Swat Al-Akwasa Radio, which the Israeli Army bombed on December 8th and over the weekend, respectively.
[00:03:35.198 --> 00:03:42.245]  The Geneva-based press emblem campaign said in a statement, shining a Palestinian media non-governmental group.
[00:03:43.663 --> 00:03:53.031]  The press group, which fights for better protection of journalists in conflict zones, also condemned the recent deaths of two journalists as a result of Israeli attacks.
[00:03:53.031 --> 00:03:57.375]  Two Palestinian journalists were killed, one in previous attacks by Israel.
[00:03:57.375 --> 00:04:10.326]  Photographer Hamas Shahin, who died the 26th of December 2008, and another during a current military round of the 3 January, Omar Salawi.
[00:04:11.766 --> 00:04:29.777]  And it goes on, the current attacks against Palestinian journalists remind the media community of the attacks that were committed by Israel against Lebanese media in July-August war of 2006, the press group said, referring to the conflict between Israel and Lebanon and their Hezbollah militia.
[00:04:29.777 --> 00:04:35.721]  I remember going back over 7-8 years when they would shoot French, British and other reporters
[00:04:37.042 --> 00:04:37.442]  I don't think so.
[00:04:56.701 --> 00:05:00.805]  The press is so controlled here that it never got on our news, so our media doesn't know.
[00:05:00.805 --> 00:05:11.375]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh, nutritious vegetables will make it to your dinner table?
[00:05:11.375 --> 00:05:12.797]  Garden in a Can.
[00:05:12.797 --> 00:05:16.941]  Garden in a Can is your source for premium, long-term, storable seeds.
[00:05:16.941 --> 00:05:18.963]  Garden in a Can is ready when you are.
[00:05:18.963 --> 00:05:21.245]  Plant them now or store them for when you really need them.
[00:05:21.706 --> 00:05:30.722]  There are 16 large hermetically sealed non-hybrid open pollinated packets of seeds along with detailed planting instructions sealed in a can for ultimate long-term protection.
[00:05:31.388 --> 00:05:32.809]  Garden in a Can.
[00:05:32.809 --> 00:05:34.010]  It's that simple.
[00:05:34.010 --> 00:05:36.411]  Fresh, healthy, easy.
[00:05:36.411 --> 00:05:40.754]  Only $69.95 for over a half acre of safe fresh vegetables.
[00:05:40.754 --> 00:05:42.335]  Ready when you are.
[00:05:42.335 --> 00:05:46.417]  Stop procrastinating and start preparing with Garden in a Can.
[00:05:46.417 --> 00:05:49.879]  For more details visit GardenInACan.com today.
[00:05:49.879 --> 00:05:52.421]  That's GardenInACan.com or call 866-598-7396.
[00:05:52.421 --> 00:05:52.461]  866-598-7396.
[00:05:59.744 --> 00:06:01.885]  May I have everybody's attention, please?
[00:06:01.885 --> 00:06:04.307]  I've come with a message of information.
[00:06:04.307 --> 00:06:06.929]  9-11 was an inside job.
[00:06:06.929 --> 00:06:08.130]  Do you like being a puppet, sir?
[00:06:08.130 --> 00:06:09.851]  Do you like being a puppet for the New World Order?
[00:06:09.851 --> 00:06:12.733]  How do the American people know that 9-11 was a stage?
[00:06:12.733 --> 00:06:16.375]  Was it engineered by you, David Rockefeller, the Trilateral Commission, the CFR?
[00:06:26.024 --> 00:06:30.902]  Seven years after the attacks of September 11th, a global awakening has taken place.
[00:06:32.489 --> 00:06:34.690]  Inside job?
[00:06:34.690 --> 00:06:36.171]  How dare you?
[00:06:36.171 --> 00:06:42.333]  If you know that there's treason going on, you can be held accountable for treason yourself.
[00:06:42.333 --> 00:06:45.095]  All hell is breaking loose on 6th Avenue.
[00:06:45.095 --> 00:06:51.558]  And if the government has not told the truth, in five years we will be here on the 10th anniversary of... Truth Rising.
[00:06:51.558 --> 00:06:54.399]  Download the film at PrisonPlanet.tv right now.
[00:06:54.399 --> 00:06:56.660]  Or get the DVD at Infowars.com.
[00:06:56.660 --> 00:06:59.141]  It's now time to take the revolution to the next level.
[00:06:59.716 --> 00:07:00.297]  We're good to go!
[00:07:19.270 --> 00:07:28.473]  It was intended for human beings to drink alkaline water, but due to modern way of life, most people are overly acidic.
[00:07:28.473 --> 00:07:32.274]  The fact is that disease simply cannot exist in an alkaline environment.
[00:07:32.274 --> 00:07:37.096]  Fat accumulates if a person consumes too much acid on a regular basis and doesn't neutralize it.
[00:07:37.096 --> 00:07:38.136]  Do your part.
[00:07:38.136 --> 00:07:40.757]  Alkalize and supercharge your body now!
[00:07:40.757 --> 00:07:46.879]  AlkaVision Plasma pH Drops contain a special mineral salt concentrate that raises the pH of the water you drink
[00:07:47.199 --> 00:07:49.960]  Up to the pH of 10 with only 10 drops.
[00:07:49.960 --> 00:07:56.423]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to alkavision.com.
[00:07:56.423 --> 00:08:01.625]  Again, that's alkavision.com.
[00:08:01.625 --> 00:08:07.207]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[00:08:30.464 --> 00:08:32.464]  We are live!
[00:08:32.464 --> 00:08:35.025]  Time-stamping the date, the 6th of January, 2009.
[00:08:35.025 --> 00:08:39.386]  Man, that's going to take some getting used to.
[00:08:39.386 --> 00:08:46.768]  By the way, later today, up on Infowars.com, we're going to post a new feature.
[00:08:46.768 --> 00:08:56.210]  I went ahead and bought a little voice recorder, a little pocket voice recorder, so it's easy to carry around with me at all times.
[00:08:58.643 --> 00:08:59.784]  I should have bought two or three of them.
[00:08:59.784 --> 00:09:08.231]  I'm no doubt going to end up losing and I always lose sunglasses every five, six months and cell phones every few months when I'm carrying a cell phone.
[00:09:08.231 --> 00:09:22.563]  But I bought this little voice recorder and so many times when I'm reflective and calm, late at night doing research, one, two in the morning is when I have the clearest thought process and when I'm the calmest.
[00:09:23.533 --> 00:09:42.039]  Or it might be driving down the highway when I listen to some propaganda on the radio and, you know, have all these hundreds of thoughts flash through my mind and connections and then, you know, by the time I get home all the thoughts are lost and basically evaporated and only a little remnant or artifact of it is left.
[00:09:42.039 --> 00:09:49.421]  So last night I ended up recording, I don't know, about 30 minutes of thoughts
[00:09:50.942 --> 00:10:01.571]  Sitting out on my front porch watching the rain come down and the fog roll across the hills here in Austin, Texas.
[00:10:01.571 --> 00:10:06.115]  And I think it was some important information that I covered and thoughts and ideas.
[00:10:06.115 --> 00:10:11.120]  And so in the next few hours that is going to be posted up at Infowars.com.
