[00:00:01.753 --> 00:00:03.675]  Waging war on corruption.
[00:00:04.155 --> 00:00:06.997]  Alex Jones on the GCN Radio Network.
[00:00:13.402 --> 00:00:14.042]  Big Brother.
[00:00:14.723 --> 00:00:15.783]  Mainstream media.
[00:00:16.484 --> 00:00:17.605]  Government cover-ups.
[00:00:18.245 --> 00:00:19.066]  You want answers?
[00:00:19.826 --> 00:00:20.767]  Well, so does he.
[00:00:21.388 --> 00:00:25.050]  He's Alex Jones on the GCN Radio Network.
[00:00:25.571 --> 00:00:29.634]  And now, live from Austin, Texas, Alex Jones.
[00:00:33.095 --> 00:00:34.777]  Welcome, ladies and gentlemen, welcome.
[00:00:36.558 --> 00:00:40.061]  It is the 14th day of January, Wednesday, 2009.
[00:00:40.201 --> 00:00:43.725]  I am not Alex Jones, I am Jason Bermas, sitting in all week.
[00:00:43.805 --> 00:00:46.067]  Welcome, PrisonPlanet.TV subscribers.
[00:00:48.635 --> 00:00:54.256]  Right now, we have a guest who's had one of the most effective websites for truth out there over the past decade or so.
[00:00:54.316 --> 00:00:56.997]  I think it's even, I might even be more than 10 years old right now.
[00:00:57.037 --> 00:01:00.517]  It's one of the first things I found when I started looking into the truth.
[00:01:00.557 --> 00:01:02.678]  WhatReallyHappened.com, Michael Rivero.
[00:01:03.478 --> 00:01:08.699]  And he's got a radio show as well, and he even appears in my little film, Fable Enemies, that came out in September.
[00:01:09.159 --> 00:01:10.559]  And we thank you for joining us, Michael.
[00:01:11.279 --> 00:01:13.200]  Well, thank you for having me on the show, Jason.
[00:01:13.720 --> 00:01:15.220]  Definitely a pleasure to be with you again.
[00:01:16.357 --> 00:01:16.697]  Awesome.
[00:01:16.717 --> 00:01:18.278]  And we love the new video cam.
[00:01:18.318 --> 00:01:20.919]  I mean, the technology is going up.
[00:01:20.959 --> 00:01:25.241]  Hopefully we'll have a real station soon, like a real TV station.
[00:01:25.261 --> 00:01:26.642]  More people can get our information.
[00:01:26.922 --> 00:01:27.722]  But it is exploding.
