[00:00:03.760 --> 00:00:05.681]  Waging war on corruption.
[00:00:06.162 --> 00:00:09.024]  Alex Jones on the GCN Radio Network.
[00:00:15.428 --> 00:00:16.068]  Big Brother.
[00:00:16.729 --> 00:00:17.789]  Mainstream media.
[00:00:18.510 --> 00:00:19.611]  Government cover-ups.
[00:00:20.271 --> 00:00:21.092]  You want answers?
[00:00:21.832 --> 00:00:22.753]  Well, so does he.
[00:00:22.773 --> 00:00:27.056]  He's Alex Jones on the GCN Radio Network.
[00:00:27.596 --> 00:00:31.639]  And now, live from Austin, Texas, Alex Jones.
[00:00:36.673 --> 00:00:40.698]  Alright folks, we are live at PrisonPlanet.tv!
[00:00:43.661 --> 00:00:47.585]  And I am just honored to be sitting in for Alex Jones for a whole week.
[00:00:48.855 --> 00:00:50.937]  And he much deserved vacation.
[00:00:51.177 --> 00:00:53.479]  If you don't know who I am, I'm Jason Bermance.
[00:00:53.680 --> 00:00:56.862]  I've produced a couple films out there, Loose Change being one of them.
[00:00:56.943 --> 00:01:02.408]  I wrote and directed Fabled Enemies, both readily available over at InfoWars.com.
[00:01:03.469 --> 00:01:07.372]  And right now, we've got a guest on from Gun Owners of America.
[00:01:07.412 --> 00:01:09.834]  This guy was heavily involved in the Buchanan...
[00:01:11.087 --> 00:01:12.348]  campaign for the presidency.
[00:01:12.368 --> 00:01:18.111]  We played a Buchanan clip earlier today where we have Tom Blankley talking about how we need conscription.
[00:01:18.132 --> 00:01:18.652]  That was back in 2007.
[00:01:18.892 --> 00:01:24.596]  He just launched a book yesterday called Grits where Fox and Friends is praising the idea that we have a
[00:01:26.650 --> 00:01:29.532]  Mandatory military for all people 18 years old and above.
[00:01:29.552 --> 00:01:30.212]  I think it's 18 to 25.
[00:01:30.412 --> 00:01:32.233]  You've got to serve at least two years.
[00:01:32.273 --> 00:01:32.774]  How lovely.
[00:01:33.494 --> 00:01:36.956]  And we also had a caller earlier asking about a carry and conceal permit.
[00:01:36.996 --> 00:01:46.962]  You know, I know it varies from state to state, but in my state of New York, it's almost impossible to get a conceal and carry permit unless you're a, you know, former law officer or a former military officer.
[00:01:47.002 --> 00:01:49.003]  And even then, it's not guaranteed.
[00:01:49.083 --> 00:01:50.164]  So, welcome Larry.
[00:01:50.184 --> 00:01:50.744]  How are you today?
[00:01:51.144 --> 00:01:53.866]  We've got a fisher cut date real fast for the capital advance.
[00:01:55.016 --> 00:01:56.398]  Okay, maybe we don't have him on.
[00:01:56.418 --> 00:01:57.519]  We have somebody in the background there?
[00:01:59.021 --> 00:01:59.882]  Alright, we'll wait one moment.
[00:02:01.344 --> 00:02:01.804]  Let's see.
[00:02:02.986 --> 00:02:10.715]  Until we get him on, I want to talk one more time, I guess, about this Obama climate change czar who has socialist ties.
[00:02:12.489 --> 00:02:21.975]  Carol M. Browner, President-Elect Barack Obama's pick as Global Warming Czar, was listed as one of 14 leaders of the Socialist Group's Commission for a Sustainable World Society.
[00:02:22.035 --> 00:02:24.497]  That's the Commission for a Sustainable World Society.
