[00:00:03.115 --> 00:00:05.016]  Waging war on corruption.
[00:00:05.496 --> 00:00:08.378]  Alex Jones on the GCN Radio Network.
[00:00:14.821 --> 00:00:15.481]  Big Brother.
[00:00:16.121 --> 00:00:17.182]  Mainstream media.
[00:00:17.902 --> 00:00:19.063]  Government cover-ups.
[00:00:19.663 --> 00:00:20.464]  You want answers?
[00:00:21.224 --> 00:00:22.244]  Well, so does he.
[00:00:22.805 --> 00:00:26.466]  He's Alex Jones on the GCN Radio Network.
[00:00:26.967 --> 00:00:29.328]  And now, live from Austin, Texas,
[00:00:30.211 --> 00:00:31.072]  Alex Jones.
[00:00:31.953 --> 00:00:43.281]  Next hour we have economist, stock market system inventor, BBC news presenter of the program The Oracle, Max Keiser joining us.
[00:00:43.301 --> 00:00:47.104]  For the next hour we have Alan Watt of countryofthematrix.com.
[00:00:48.205 --> 00:00:51.227]  Alan, I've read The Big Psychologist and
[00:00:52.190 --> 00:00:56.373]  Psychiatry, documents, I've read about the history of eugenics, the New World Order plan.
[00:00:57.054 --> 00:01:00.456]  My film, Endgame, Blueprint for Global Enslavement, covers it, so I'm somewhat of a scholar.
[00:01:00.476 --> 00:01:08.662]  And I tell you, Alan is just even more of a scholar than I am, because he specifically focuses in on that and the system of control.
[00:01:08.682 --> 00:01:17.448]  And I wanted to go over some of the current events that are happening right now and see how he sees that playing in for the social controllers and what they're trying to set up and do.
[00:01:17.909 --> 00:01:18.889]  I have to say, though, Alan,
[00:01:19.890 --> 00:01:22.172]  I really see things not going well for the globalists.
[00:01:22.192 --> 00:01:25.294]  I don't see them as omnipresent and all-knowing.
[00:01:25.394 --> 00:01:41.585]  I do know they understand human nature and study our psychology and our instincts and manipulate us against each other, but I see more and more people waking up to the Matrix, waking up that everything they're told is spin or lies, and the little mind tricks they play.
[00:01:42.486 --> 00:01:54.567]  I like I had psychology today to our interview yesterday for a big large cover story in there and coming out a few months and they were still kind of spouting the old
[00:01:56.024 --> 00:01:56.924]  It's by design.
[00:01:56.944 --> 00:01:59.905]  These start off with the fact that the system we are in
[00:02:24.065 --> 00:02:27.287]  was set up by their forefathers for this time.
[00:02:27.767 --> 00:02:29.147]  We're all in this one boat.
