[00:00:01.852 --> 00:00:03.753]  Waging war on corruption.
[00:00:04.254 --> 00:00:07.095]  Alex Jones on the GCN Radio Network.
[00:00:13.660 --> 00:00:14.320]  Big Brother.
[00:00:14.980 --> 00:00:16.681]  Mainstream media.
[00:00:16.741 --> 00:00:17.862]  Government cover-ups.
[00:00:18.503 --> 00:00:19.323]  You want answers?
[00:00:20.084 --> 00:00:21.024]  Well, so does he.
[00:00:21.645 --> 00:00:25.307]  He's Alex Jones on the GCN Radio Network.
[00:00:25.827 --> 00:00:29.890]  And now, live from Austin, Texas, Alex Jones.
[00:00:34.941 --> 00:00:36.144]  All right, we are back.
[00:00:36.985 --> 00:00:41.454]  We're gonna give this guy a say in this segment, but you know, it's just a ludicrous argument again.
[00:00:41.874 --> 00:00:42.075]  I mean...
[00:00:43.208 --> 00:00:46.672]  If you're watching PrisonPlanet.TV right now, who's on the back cover?
[00:00:46.732 --> 00:00:48.253]  Oh, that's Bin Laden and Bush.
[00:00:48.333 --> 00:00:49.494]  Oh, it's Matrix of Evil.
[00:00:49.535 --> 00:00:50.315]  Who's on the cover?
[00:00:50.395 --> 00:00:52.297]  Oh, well, that's George Bush right there.
[00:00:52.377 --> 00:00:55.421]  Oh, who's on Dark Secrets Inside Bohemian Grove?
[00:00:55.521 --> 00:00:57.062]  It's both George Bushes.
[00:00:57.142 --> 00:00:58.804]  Oh, who's on American Dictators?
[00:00:58.824 --> 00:01:02.288]  And by the way, John Kerry, a little puppet, is in the background as well.
[00:01:02.308 --> 00:01:05.431]  But this is a papier-mâché of Bush with devil horns.
[00:01:05.891 --> 00:01:06.171]  on him.
[00:01:06.872 --> 00:01:11.976]  That's not as provocative as having Obama in the title or Bush in the title.
[00:01:12.236 --> 00:01:17.940]  No, we don't have any films with quote-unquote Bush in the title, but that's because it isn't the Bush deception.
[00:01:17.960 --> 00:01:20.302]  They didn't sell us on George Bush.
[00:01:20.642 --> 00:01:30.529]  You know, they sold us a close election between him and Gore and then a supposed close election between him and his cousin on both sides, third on one side, eighth on the other, John Kerry.
[00:01:30.809 --> 00:01:31.350]  Go ahead, Gary.
[00:01:33.131 --> 00:01:33.652]  You still there?
[00:01:34.293 --> 00:01:35.494]  Gary dropped off.
[00:01:35.614 --> 00:01:42.463]  You know, you drop off, I'm going to give you the chance to spew your lies and hate and you can't even hang with the big boys.
[00:01:42.503 --> 00:01:43.284]  I feel bad for you.
[00:01:43.625 --> 00:01:44.746]  Coming up in the next segment.
[00:01:45.580 --> 00:01:55.422]  We're going to play this SeaWorld clip of Alex Jones really exposing the biometric smart grid cashless society control grid agenda.
[00:01:55.562 --> 00:02:03.864]  I'm pretty sure he talks about DHS and this has been years and years and years since I've actually viewed it but you know this is why you want a PrisonPlanet.TV subscription.
[00:02:03.884 --> 00:02:07.325]  I mean number one you get all the movies I just talked about and so much more.
[00:02:07.345 --> 00:02:09.365]  I mean I got the 9-11 Chronicles over here as well.
[00:02:11.044 --> 00:02:13.565]  Number two, you get to see some of this great stuff.
[00:02:14.145 --> 00:02:21.546]  Alex Jones has been doing this for well over ten years and his library of work is really just, it's inconceivable.
[00:02:22.027 --> 00:02:22.807]  It's unmatched.
[00:02:23.347 --> 00:02:29.088]  He has done so much with so little and expanded so much in such a little amount of time.
[00:02:29.108 --> 00:02:32.149]  I don't think people realize how hard this is to do.
[00:02:32.489 --> 00:02:34.149]  What a difficult job this can be.
[00:02:34.770 --> 00:02:35.950]  How trying it is.
[00:02:36.630 --> 00:02:37.891]  Especially when you have people like that.
[00:02:37.971 --> 00:02:40.172]  I don't like the way you named your movie.
[00:02:40.352 --> 00:02:48.376]  Well, I don't think that millions of people would have gone out and seen it if it wasn't called the quote-unquote Obama deception or gotten over the left-right paradigm.
[00:02:48.396 --> 00:03:01.002]  I think it was a genius name and that's why we have military members from the United States calling us from Japan telling it woke them up and all over the world in fact and that's why it has millions of views with multiple copies on the internet.
[00:03:01.942 --> 00:03:04.564]  Alright, let's go to Terry in Texas.
[00:03:04.584 --> 00:03:05.184]  Terry, you're on the line.
[00:03:06.809 --> 00:03:07.129]  Yes, sir.
[00:03:07.149 --> 00:03:19.254]  Hey, listen, you get a chance at the program, go to Chick.com, like the baby chicken, C-H-I-C-K.com and read the story, seven-part story of the ex-Jesuit priest, Father Alberto Rivera.
[00:03:20.186 --> 00:03:23.568]  If you really want to know the truth, then who is behind the wall?
[00:03:38.396 --> 00:03:41.621]  You know, say that Alex Jones is some kind of a Jesuit assassin.
[00:03:41.641 --> 00:03:49.252]  People want to say I'm some kind of a Mossad operative and that we're disinformation agents that are out to keep the truth from you.
[00:03:49.272 --> 00:03:54.380]  Ooh, the Council for National Policy that was made in the 80s is setting up everything.
[00:03:54.740 --> 00:04:12.472]  No, they're just another think tank organization who I don't tend to agree with that also fund black operations that are part of the bigger octopus or picture, just like the Jesuits and the Catholic Church, you know, just like the Mossad and Israel, just like Pakistan and the ISI.
[00:04:12.532 --> 00:04:14.693]  They all have their compartmentalized role.
[00:04:14.934 --> 00:04:20.517]  People are just, you know, just so overtly ignorant and they really want to lead other people into the wrong path.
[00:04:20.557 --> 00:04:21.358]  They don't want to lead you
[00:04:21.638 --> 00:04:23.279]  Towards the apex of the pyramid.
[00:04:23.299 --> 00:04:30.404]  They want to lead you to lower rungs of the pyramid so that you really lose sight and you start infighting and attacking other people.
[00:04:30.984 --> 00:04:31.665]  It's out of control.
[00:04:31.885 --> 00:04:37.008]  And they want to call this show up, you know, while I'm hosting it to try to take advantage of the fact that Alex isn't here.
[00:04:37.429 --> 00:04:41.491]  I mean, you want to see the truth right now, you go here, I know everything.
[00:04:41.992 --> 00:04:43.433]  Look, we're not perfect here.
[00:04:43.653 --> 00:04:46.415]  We report as much as we possibly can with a short level staff.
