[00:00:02.043 --> 00:00:03.985]  Waging war on corruption.
[00:00:04.445 --> 00:00:07.307]  Alex Jones on the GCN Radio Network.
[00:00:13.812 --> 00:00:14.453]  Big Brother.
[00:00:15.133 --> 00:00:16.194]  Mainstream media.
[00:00:16.895 --> 00:00:18.056]  Government cover-ups.
[00:00:18.656 --> 00:00:19.477]  You want answers?
[00:00:20.237 --> 00:00:21.178]  Well, so does he.
[00:00:21.198 --> 00:00:25.501]  He's Alex Jones on the GCN Radio Network.
[00:00:25.521 --> 00:00:30.045]  And now, live from Austin, Texas, Alex Jones.
[00:00:31.351 --> 00:00:38.975]  Well, for the next hour... By the way, we're live at PrisonPlanet.tv simulcasting the last two hours of the four-hour show today.
[00:00:39.956 --> 00:00:43.998]  We are joined by John Perkins, best-selling, New York Times No.
[00:00:44.018 --> 00:00:47.039]  1 best-selling, Confessions of an Economic Hitman.
[00:00:47.079 --> 00:00:53.723]  He's got his Part 2, vaunted, hoodwinked, about to come out in the next few months.
[00:00:54.043 --> 00:00:55.284]  Already on pre-sale, I'm told.
[00:00:55.904 --> 00:00:58.526]  Guaranteed to be another best-seller, probably No.
[00:00:58.546 --> 00:00:58.786]  1 again.
[00:00:59.784 --> 00:01:02.867]  And by the way, he is in my upcoming film, Fall of the Republic.
[00:01:03.487 --> 00:01:08.712]  So we're going to be, and that's a film all about the economy and what these big corporate interests are doing.
[00:01:09.172 --> 00:01:12.695]  It's bipartisan, looking at how both parties are controlled by the same interest.
[00:01:13.015 --> 00:01:14.837]  So we're honored to have him with us for the next hour.
[00:01:15.157 --> 00:01:19.901]  Coming up in 30 minutes, we're going to open the phone specifically on confessions of an economic hitman.
[00:01:20.502 --> 00:01:26.087]  Most people know who John is, but it's always best maybe to have him just briefly recap
[00:01:26.707 --> 00:01:27.708]  Great to be with you, Alex.
[00:01:27.728 --> 00:01:28.908]  Thanks for having me on.
[00:01:28.989 --> 00:01:31.770]  Incidentally, I really enjoyed talking with your film crew.
[00:01:31.790 --> 00:01:33.491]  You've got a great group of people.
[00:01:33.511 --> 00:01:34.892]  Yeah, they were there fantastic.
[00:01:34.912 --> 00:01:36.213]  They're really good interviewers.
[00:01:36.233 --> 00:01:37.554]  You're going to have a heck of a film.
[00:01:48.228 --> 00:01:50.189]  Oh, it looks great, too.
[00:01:50.869 --> 00:01:52.950]  Great shot out your back window of the bay there.
[00:01:53.711 --> 00:01:55.571]  Just wonderful.
[00:01:55.611 --> 00:01:56.772]  Plus, you're a great interview to do.
[00:01:56.792 --> 00:01:59.613]  You're even better in person than over the radio, which is hard to believe.
[00:01:59.973 --> 00:02:01.794]  You're a smooth operator, John Perkins.
[00:02:02.134 --> 00:02:03.855]  It's almost like you're an economic hitman.
[00:02:04.155 --> 00:02:07.897]  We're really good at patting each other's backs, aren't we, Alex?
[00:02:08.337 --> 00:02:09.258]  No, but it did go well.
[00:02:09.338 --> 00:02:09.898]  It did go well.
[00:02:10.678 --> 00:02:11.719]  And that is exciting.
[00:02:13.880 --> 00:02:16.461]  Nutshell, tell folks about yourself and get into hoodwinked.
[00:02:17.472 --> 00:02:23.855]  Well, I was an economic hitman, and I think it's fair to say that we economic hitmen have created the world's first truly global empire.
[00:02:24.995 --> 00:02:26.576]  We've done it primarily without the military.
[00:02:26.636 --> 00:02:28.036]  First time in history that's happened.
[00:02:28.877 --> 00:02:36.060]  And we work many ways, but the most common is that we identify a third world country that has resources our corporations covet.
[00:02:36.720 --> 00:02:43.503]  Then we basically convince, bribe, coerce the leaders of those countries into accepting loans.
[00:02:44.398 --> 00:02:46.239]  Uh, to build big infrastructure projects.
[00:02:46.279 --> 00:02:47.760]  But the money doesn't go to those countries.
[00:02:47.780 --> 00:02:53.544]  Instead, it goes to our own companies that build those projects, like hydro dams and highways and airports.
[00:02:53.584 --> 00:03:05.351]  Things that help acute, very rich people in those countries, but don't help the majority of the people who don't have enough money to buy electricity or drive cars on the highways or work in the industrial parks or benefit from them.
[00:03:05.871 --> 00:03:08.693]  But the country's left holding a huge debt that it can't repay.
[00:03:09.386 --> 00:03:12.528]  So at some point we go back and say, you know, you owe us all this money.
[00:03:12.548 --> 00:03:14.449]  You can't repay us or give us a pound of flesh.
[00:03:14.489 --> 00:03:16.390]  Sell your oil real cheap to our oil companies.
[00:03:17.071 --> 00:03:19.632]  Or vote with us on the next critical United Nations vote.
[00:03:20.533 --> 00:03:23.014]  Send troops in support of ours to someplace like Iraq.
[00:03:23.835 --> 00:03:30.679]  And when we fail, I talk in my books about how I failed with Jaime Roldos, President of Ecuador, and Omar Torrijos of Panama.
[00:03:31.159 --> 00:03:32.861]  When we fail, the jackals go in.
[00:03:33.401 --> 00:03:38.404]  And these are CIA-sponsored people who overthrow governments or assassinate their leaders, both Roldos and
[00:03:38.891 --> 00:03:39.391]  We're good to go.
[00:04:01.886 --> 00:04:02.186]  I think so.
[00:04:18.168 --> 00:04:19.569]  We're going to go to break when we come back.
[00:04:19.649 --> 00:04:20.570]  Long segment coming up.
[00:04:20.590 --> 00:04:26.734]  Let's get into Hoodwinked, which is in many ways a different book than Confessions of Economic Hitman.
[00:04:27.335 --> 00:04:29.396]  I was in an airport in L.A.
[00:04:30.197 --> 00:04:33.920]  and saw this bookstore full of people with two people
[00:04:34.600 --> 00:04:37.204]  Grabbing and buying the books up.
[00:04:37.244 --> 00:04:43.473]  I was watching the stack of economic hitmen go down just in 20 seconds while I was looking at a magazine.
[00:04:43.533 --> 00:04:48.921]  So really exciting that your book has had such success because when I can physically see people
[00:04:50.234 --> 00:04:55.658]  You know, buying it off the shelf in front of me in seconds, it just must be amazing.
[00:04:56.038 --> 00:05:07.166]  When we come back, we'll talk about Hoodwink, probably gonna be even bigger, with John Perkins and his take on the Blackwater revelations, how that ties into CIA hit teams, the Jackals, and a lot more.
[00:05:08.632 --> 00:05:13.814]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[00:05:13.954 --> 00:05:15.875]  Will you continue to be their profit center?
[00:05:16.035 --> 00:05:18.316]  Buying their processed food that makes you sick?
[00:05:18.476 --> 00:05:20.317]  Go to the doctor and buy their drugs?
[00:05:20.757 --> 00:05:22.077]  You don't have to cooperate.
[00:05:22.378 --> 00:05:23.418]  There is a solution.
[00:05:23.638 --> 00:05:31.664]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[00:05:32.084 --> 00:05:39.149]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[00:05:39.529 --> 00:05:45.233]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health ranger.
[00:05:45.573 --> 00:05:51.157]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[00:05:51.577 --> 00:05:55.383]  Try all of their truly honest products that will keep you alive and healthy.
[00:05:55.724 --> 00:06:01.933]  Go to enerfood.com or give them a call right now.
[00:06:01.953 --> 00:06:02.393]  866-762-9238.
[00:06:03.195 --> 00:06:06.500]  Click on their banner at infowars.com to see all the available discounts.
[00:06:08.609 --> 00:06:12.590]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[00:06:12.851 --> 00:06:14.631]  Do you really know what's in your tap water?
[00:06:14.851 --> 00:06:23.134]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[00:06:23.374 --> 00:06:28.596]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[00:06:28.916 --> 00:06:30.537]  Now what are you going to do about it?
[00:06:30.777 --> 00:06:37.123]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[00:06:37.303 --> 00:06:48.073]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[00:06:48.354 --> 00:06:48.874]  That's right.
[00:06:49.134 --> 00:06:51.457]  Clean water, right from the air you breathe.
[00:06:51.697 --> 00:06:53.278]  Order today by calling 1-800-691-8255.
[00:06:55.200 --> 00:06:55.841]  We're good to go.
[00:07:08.462 --> 00:07:09.543]  This is Alex Jones.
[00:07:09.823 --> 00:07:11.625]  Have you heard of the Millionaire Patriot?
[00:07:11.825 --> 00:07:12.486]  Well, you should.
[00:07:12.806 --> 00:07:17.050]  He has a free handgun and five days of firearms training waiting for you.
[00:07:17.310 --> 00:07:17.791]  That's right.
[00:07:18.111 --> 00:07:26.559]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit.
[00:07:26.759 --> 00:07:28.021]  All for pennies on the dollar.
[00:07:28.121 --> 00:07:29.282]  Plus, if you act fast.
[00:07:29.462 --> 00:07:35.106]  The Millionaire Patriot will give you a free Springfield Armory XD pistol in the caliber of your choice.
[00:07:35.446 --> 00:07:41.971]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[00:07:42.351 --> 00:07:47.554]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[00:07:47.875 --> 00:07:49.015]  This is real.
[00:07:49.336 --> 00:07:50.076]  Don't miss out.
[00:07:50.396 --> 00:07:57.261]  Secure a Front Sight defensive handgun course plus a 30 state concealed weapons permit for pennies on the dollar.
[00:07:57.481 --> 00:07:58.762]  And get your free handgun.
[00:07:58.942 --> 00:08:01.104]  Go to FrontSight.com today.
[00:08:01.304 --> 00:08:04.826]  That's F-R-O-N-T-S-I-G-H-T dot com.
[00:08:05.006 --> 00:08:07.988]  Go to FrontSight.com for your training and free gun.
[00:08:09.169 --> 00:08:14.253]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:08:14.593 --> 00:08:16.875]  Because there's a war on for your mind.
[00:08:22.332 --> 00:08:24.134]  Monday through Friday from 11 a.m.
[00:08:24.374 --> 00:08:24.895]  to 3 p.m.
[00:08:24.935 --> 00:08:25.776]  Central Standard Time.
[00:08:25.796 --> 00:08:26.897]  That's 12 noon to 4 p.m.
[00:08:26.937 --> 00:08:27.278]  Eastern.
[00:08:27.618 --> 00:08:33.625]  We are here live simulcasting the last two hours today in living color at PrisonPlanet.tv.
[00:08:33.665 --> 00:08:36.569]  We're fighting the creation of a prison planet.
[00:08:37.995 --> 00:08:44.261]  Multiple-time best-selling author of Confessions of an Economic Hitman, and now The Secret History of the American Empire.
[00:08:44.321 --> 00:08:45.382]  Forgot this little best-seller.
[00:08:45.702 --> 00:08:49.726]  The new one's coming out very, very soon, and that is Hoodwinked.
