[00:00:00.738 --> 00:00:07.026]  We're good.
[00:00:23.537 --> 00:00:27.099]  Hello viewers, this is a special emergency transmission.
[00:00:27.139 --> 00:00:27.799]  We hope that
[00:00:53.820 --> 00:00:57.181]  That things turn out to be a false alarm put out by the Mexican U.S.
[00:00:57.221 --> 00:01:04.724]  government, as well as the British government, the United Nations World Health Organization, and others.
[00:01:06.364 --> 00:01:09.646]  I'm going to be here live for the next two hours.
[00:01:11.626 --> 00:01:15.508]  And we're going to be opening the phones up, coming up in about 30 minutes.
[00:01:16.068 --> 00:01:18.689]  And I'll give you that special in-studio toll-free line.
[00:01:20.307 --> 00:01:32.177]  We will not be using the Genesis phone numbers because this special transmission is only at InfoWars.com, PrisonPlanet.com, on the audio streams of the radio listeners and viewers at PrisonPlanet.tv.
[00:01:32.457 --> 00:01:39.503]  Again, thank you so much for joining us this evening with this important news and information that needs to be covered.
[00:01:40.925 --> 00:01:46.790]  And I will be asking later in the show for callers from Mexico City, South Texas, Kansas,
[00:01:48.536 --> 00:01:59.824]  Montreal, Canada, New York, and other areas where this new strain, this hybrid strain of bird flu, swine flu, i.e.
[00:01:59.924 --> 00:02:07.550]  pig flu, and human flu, a mixture from Asia, Europe, and North America.
[00:02:08.771 --> 00:02:11.472]  It's very rare to have a
[00:02:13.644 --> 00:02:29.816]  Mutant strain from two different animals that actually can hurt people and then to have it from three different continents and mixed together and being generated from a single nation
[00:02:31.571 --> 00:02:32.471]  Is really amazing.
[00:02:33.052 --> 00:02:36.192]  So we've got a ton of important information to cover on this front.
[00:02:36.333 --> 00:02:40.294]  All the latest news for you tonight.
[00:02:41.194 --> 00:02:42.554]  Let me just go over some of the headlines.
[00:02:42.574 --> 00:02:47.556]  I'm going to break down what I believe is really behind this and what we're facing.
[00:02:50.097 --> 00:02:55.780]  Mexico's Calderon declares emergency amid swine flu outbreak.
[00:02:56.381 --> 00:02:58.402]  They've basically locked down Mexico City.
[00:02:58.442 --> 00:03:01.463]  They're putting people in quarantine who have the flu.
[00:03:02.384 --> 00:03:05.065]  There are reports coming out that at least 68 are dead.
[00:03:05.105 --> 00:03:10.929]  Some reports are now saying it's over 200, but that they're covering that up not to create a panic.
[00:03:12.650 --> 00:03:16.412]  We'll get into that from the BBC as well coming up.
[00:03:17.780 --> 00:03:24.303]  Again, Mexico may take more flu control steps, Calderon says, expanding government power.
[00:03:25.783 --> 00:03:30.025]  Reuters headline, global flu pandemic fear grows, more U.S.
[00:03:30.065 --> 00:03:30.585]  cases.
[00:03:32.726 --> 00:03:38.868]  Venture capital firms set to reap rewards of the swine flu outbreak.
[00:03:40.709 --> 00:03:46.791]  Again, Mexico may isolate patients with deadly swine flu, then you read the articles, that's out of the New York Times, they're already doing it.
[00:03:49.725 --> 00:03:52.646]  Officials, eight New York City students probably have swine flu.
[00:03:52.666 --> 00:04:02.069]  It's confirmed in Kansas, confirmed in South Texas towns, San Antonio, Texas, confirmed in Canada, in Montreal.
[00:04:04.149 --> 00:04:07.050]  So that is some of what is coming up.
[00:04:07.811 --> 00:04:11.572]  Headline, deadly flu strain erupts in Mexico, U.S.
[00:04:14.690 --> 00:04:19.473]  Why is this so important when we have headlines like this one out of MSNBC?
[00:04:19.553 --> 00:04:20.093]  New U.S.
[00:04:20.113 --> 00:04:23.054]  Swine Flu Cases Spread Pandemic Fears.
[00:04:25.936 --> 00:04:26.916]  Why is that so important?
[00:04:27.897 --> 00:04:37.002]  You'll notice that I haven't really, over the last four or five years with all the bird flu fear-mongering by the governments of the world, spent a lot of time on it, but in the last few months I have,
[00:04:37.952 --> 00:04:42.534]  Because we've seen preparatory conditioning in the media for a controlled release.
[00:04:42.594 --> 00:05:04.045]  I've seen signs in the propaganda campaign that made me go on air in the last two months and say that I believe they may have some bird flu, swine flu scares that are preparatory trial balloons to test the public to see if the establishment wants to indeed release a controlled
[00:05:06.567 --> 00:05:09.249]  pathogen into the general population.
[00:05:11.470 --> 00:05:15.253]  There's a lot of facets to this I'm about to go over, so be patient here.
[00:05:15.293 --> 00:05:16.334]  This is all important.
[00:05:16.494 --> 00:05:19.936]  I'm going to try to be as calm as possible to cover all this in detail.
[00:05:22.878 --> 00:05:30.684]  We have to remember that the 1918 Spanish flu that killed between 40 and 60 million people, historians and governments argue about that.
[00:05:32.225 --> 00:05:36.068]  We have to remember that between
[00:05:37.878 --> 00:05:40.762]  Well, some estimates are higher, but at least 40 million people died.
[00:05:41.443 --> 00:05:43.226]  And that that broke out on U.S.
[00:05:43.286 --> 00:05:47.291]  military bases simultaneously in separate geographic areas.
[00:05:47.912 --> 00:05:49.655]  Clearly a bio-weapon.
[00:05:52.523 --> 00:06:15.976]  We know that the army nine years ago dug up the Spanish flu, went to whaling sites in the Arctic coast and dug up dead whalers that had been frozen in the permafrost at the different cemeteries that had the very deadly strain of the bird flu, excuse me, of the Spanish flu in them that killed over 40 million people.
[00:06:16.816 --> 00:06:19.117]  Now why couldn't they just get it in the environment today?
[00:06:19.177 --> 00:06:20.098]  Because it mutates.
[00:06:21.474 --> 00:06:23.315]  Viruses always mutate.
[00:06:23.335 --> 00:06:30.098]  They mutate to a point, some of them that become deadly or damaging to humans or other animals that they're attacking if they're zoological.
[00:06:31.678 --> 00:06:38.321]  But when you have a really big pandemic, especially, they mutate very, very quickly because there's so much of the virus out there.
[00:06:39.442 --> 00:06:40.622]  They're always changing their form.
[00:06:40.982 --> 00:06:48.746]  That's why a lot of top scientists have looked at HIV, the virus that supposedly causes AIDS, and have said that it's weaponized because you notice it's been around for
[00:06:50.786 --> 00:06:53.610]  30 plus years now, and it just keeps on killing?
[00:06:53.630 --> 00:06:59.839]  It's really just a name for a class of weaponized viruses, and we have the U.S.
[00:06:59.879 --> 00:07:02.582]  Patent Office documents on that and the congressional funding.
[00:07:03.123 --> 00:07:05.807]  It's the Weaponized Cancer Virus Research Program.
[00:07:07.267 --> 00:07:21.617]  They just had the anniversary a few days ago of Dr. Salk's polio vaccine that gave over 200 million Americans the SV40 deadly cancer virus that the government admits has killed millions and millions of people, with the formerly rare cancers that are now very, very common that it causes.
[00:07:22.017 --> 00:07:32.445]  It's also found in all major sewer supplies of the world, from India to China to the United States, because it is communicable and is continually passed on.
[00:07:32.485 --> 00:07:36.668]  But thank God it has mutated and is not as deadly as when it was first given.
[00:07:37.708 --> 00:07:41.690]  But sometimes it mutates to not be dangerous, sometimes it mutated to be more dangerous.
