[00:00:05.541 --> 00:00:06.161]  Big Brother.
[00:00:06.842 --> 00:00:07.882]  Mainstream media.
[00:00:08.602 --> 00:00:09.703]  Government cover-ups.
[00:00:10.363 --> 00:00:11.183]  You want answers?
[00:00:11.944 --> 00:00:12.824]  Well, so does he.
[00:00:12.844 --> 00:00:17.406]  He's Alex Jones on the GCN Radio Network.
[00:00:17.686 --> 00:00:21.808]  And now, live from Austin, Texas, Alex Jones.
[00:00:24.109 --> 00:00:28.471]  I tell you, the weeks just blast past us quicker and quicker.
[00:00:30.788 --> 00:00:36.354]  We're only 30-something days out from the November 2nd, 2004 elections.
[00:00:37.455 --> 00:00:45.123]  There'll be elections going on in every county and city and state, and of course, federally, and the government's back out there.
[00:00:45.223 --> 00:00:48.147]  Governor Ridge is saying the terrorists are sure to attack us.
[00:00:49.835 --> 00:00:51.836]  Give up all of your freedoms, U.S.
[00:00:52.196 --> 00:00:54.497]  worries over election terror threat.
[00:00:54.918 --> 00:00:56.598]  As the election draws near, U.S.
[00:00:56.658 --> 00:00:58.419]  officials are increasingly concerned.
[00:00:58.439 --> 00:01:05.243]  Al-Siaida terrorist will attempt to mount a devastating attack to disrupt the political process.
[00:01:06.084 --> 00:01:13.466]  In an unusual move, Attorney General John Ashcroft recently held a conference call with all 93 U.S.
[00:01:13.526 --> 00:01:25.228]  attorneys to spread the word that prosecutors and law enforcement officers should take every conceivable step to counter the threat, said two senior law enforcement officials briefed on the call.
[00:01:26.768 --> 00:01:31.069]  They say it's going to be overt surveillance, out intimidating the public.
[00:01:31.089 --> 00:01:32.089]  We'll get into this article.
[00:01:32.749 --> 00:01:35.090]  Remember Ray McGovern, a Republican?
[00:01:36.149 --> 00:01:39.090]  Was the chief advisor to Ronald Reagan?
[00:01:40.310 --> 00:01:41.011]  Remember him?
[00:01:41.031 --> 00:01:44.072]  He's been on this show four or five times.
[00:01:44.992 --> 00:01:49.393]  Well, he spoke to a large group of people, and it was caught on videotape.
[00:01:49.873 --> 00:01:57.576]  Former CIA agent says Bush to blame for 9-11 possible staged terror attack before election.
[00:01:58.777 --> 00:02:02.279]  There might be a real or staged attack in order to postpone the elections.
[00:02:02.620 --> 00:02:04.661]  McGovern said this might seem outlandish.
[00:02:05.121 --> 00:02:05.962]  I hope it is.
[00:02:07.583 --> 00:02:09.524]  And then he went into evidence of it.
[00:02:09.644 --> 00:02:19.131]  So now we have Ronald Reagan's chief CIA advisor in the White House, the Reagan White House, for eight years.
[00:02:20.592 --> 00:02:21.432]  Ray McGovern.
[00:02:21.452 --> 00:02:23.033]  We're going to be getting him on the show next week.
[00:02:23.714 --> 00:02:25.195]  Ray McGovern giving a speech...
[00:02:26.556 --> 00:02:33.580]  And he said from his 27 years of experience as a CIA analyst to draw upon and has dealt with every administration from Kennedy to Bush Sr.
[00:02:34.360 --> 00:02:36.561]  And he went on to just lay it out, folks.
[00:02:36.621 --> 00:02:43.285]  Former CIA agent says Bush to blame for 9-11 possible staged terror attack before election.
[00:02:44.726 --> 00:02:45.886]  You starting to get the picture?
[00:02:46.707 --> 00:02:49.348]  Half of New Yorkers think the government was behind 9-11 in a Zogby poll.
[00:02:51.201 --> 00:02:53.002]  The paradigm shift is happening.
