[00:00:05.825 --> 00:00:10.007]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:10.647 --> 00:00:11.467]  You want answers?
[00:00:12.227 --> 00:00:14.128]  Well, so does he.
[00:00:14.148 --> 00:00:17.449]  He's Alex Jones on the GCN Radio Network.
[00:00:17.970 --> 00:00:22.051]  And now, live from Austin, Texas, Alex Jones.
[00:00:37.014 --> 00:00:39.396]  Alright ladies and gentlemen, it is Monday.
[00:00:39.416 --> 00:00:43.679]  It is the twelfth day of July 2004.
[00:00:45.321 --> 00:00:46.582]  I'm Alex Jones, your host.
[00:00:46.602 --> 00:00:47.983]  We'll be live for the next three hours.
[00:00:48.043 --> 00:00:52.026]  Joining us here in a few minutes is Bev Harris of Black Box Voting.
[00:00:53.688 --> 00:01:02.815]  One of the most informed and active voices out there exposing the government takeover of the elections, the total fraud, up one side and down the other.
[00:01:03.604 --> 00:01:04.725]  She's here in Austin.
[00:01:04.805 --> 00:01:10.428]  She's going to be giving a press conference at the Capitol and talking to the Secretary of State tomorrow.
[00:01:11.449 --> 00:01:17.653]  And so that is something that you definitely do not want to miss coming up here in just a few minutes.
[00:01:18.253 --> 00:01:20.034]  And then you asked for him, so you got him.
[00:01:20.794 --> 00:01:25.057]  David Icke is going to be on for two hours coming up in about 30 minutes.
[00:01:26.238 --> 00:01:29.620]  And we're going to go over all the news as well today.
[00:01:29.800 --> 00:01:31.301]  It's of the utmost importance.
[00:01:32.347 --> 00:01:37.670]  I mean, the mainstream headlines seem like something, you know, that we were talking about five, six, seven years ago.
[00:01:38.591 --> 00:01:42.113]  Here is the Associated Press headline, U.S.
[00:01:42.293 --> 00:01:46.916]  mulling how to delay November vote in case of attack.
[00:01:48.337 --> 00:01:48.857]  The U.S.
[00:01:48.997 --> 00:01:54.341]  News & World Report, of course, article where the White House said we will be attacked, they will suspend the election.
[00:01:55.942 --> 00:01:59.484]  Newsweek calls this their exclusive Election Day worries.
[00:02:00.501 --> 00:02:19.204]  American counter-terrorism officials citing what they call alarming intelligence about a possible Al-Cieda strike inside the United States this fall are reviewing a proposal that could allow for the postponement of the November presidential election in the event of such an attack.
[00:02:19.584 --> 00:02:20.465]  Newsweek has learned.
[00:02:20.485 --> 00:02:22.465]  That's martial law, boys and girls.
[00:02:23.605 --> 00:02:28.486]  And InfoWars.com wrote this this morning above the Newsweek story
[00:02:29.455 --> 00:02:37.080]  Fear-mongering and conditioning for total control, terror, martial law, and the end of the Constitution.
[00:02:38.041 --> 00:02:40.783]  More news today about terror and the elections.
[00:02:40.823 --> 00:02:45.666]  This time, we're being warned that the election could be postponed in the event of a terror attack.
[00:02:46.246 --> 00:02:49.828]  At the beginning of the month, we were warned that they might be cancelled outright.
[00:02:49.889 --> 00:02:50.549]  We have links.
[00:02:50.749 --> 00:02:53.211]  Every comment is a hyperlink to a mainstream story.
[00:02:53.951 --> 00:02:58.094]  Again, at the beginning of the month, we were warned that they might be cancelled outright.
[00:02:58.723 --> 00:03:05.245]  This is not to mention Homeland Security's ongoing fear-mongering that a horrible attack is being aimed at the elections.
[00:03:05.285 --> 00:03:09.567]  Of course, they can't give us any specifics, as we might find out about what their agents are planning to do.
[00:03:09.667 --> 00:03:11.127]  Can't let Homeland Security get caught.
[00:03:12.208 --> 00:03:18.810]  Across the news wires, the administration is letting us know that security is being vamped up in fear of a terrible attack.
[00:03:20.171 --> 00:03:23.992]  We all know who stands to gain from such a horrific event.
[00:03:24.739 --> 00:03:35.742]  We are being conditioned by this fear to accept the New World Order police state the globalist overlords will offer us should they proceed and orchestrate another horrible attack.
[00:03:36.798 --> 00:03:37.539]  Consider this.
[00:03:37.659 --> 00:03:40.901]  The fear-mongering is even getting attention in the mainstream media.
[00:03:40.941 --> 00:03:46.664]  Last week, the San Francisco Chronicle reported that some believe Bush is spreading fear for his own means.
[00:03:46.684 --> 00:03:47.945]  A lot bigger than Bush, folks.
[00:03:48.485 --> 00:04:03.435]  Don't forget Tommy Franks, the General, in his December 2003 interview with Cigar Aficionado Magazine stating that, Massive, casually producing events might cause our population to question our own Constitution and begin to militarize our country.
[00:04:04.306 --> 00:04:09.151]  You can read the Tommy Franks martial law will replace Constitution after next terror attack.
[00:04:09.931 --> 00:04:10.852]  Could this really happen?
[00:04:10.892 --> 00:04:21.522]  Don't forget the Hegelian dialectic of problem or the action solution has been played out by power crazy dictators many many times throughout history and also see 9-11 the road to tyranny for examples.
[00:04:22.763 --> 00:04:26.147]  Then we get into the election day worries.
[00:04:27.563 --> 00:04:35.884]  Where they get into the latest issue of Newsweek telling us basically give up all your rights and the new homeland will keep you safe.
[00:04:37.745 --> 00:04:44.846]  Alright, we'll talk about the CIA and voting systems and the takeover of that and how people are fighting back nationwide right here deep in the heart of Texas.
[00:04:45.826 --> 00:04:47.686]  And David Icke and your phone calls.
[00:04:48.647 --> 00:04:55.628]  Websites are infowars.com, prisonplanet.com and now prisonplanet.tv.
[00:04:55.668 --> 00:04:56.908]  Stay with us, we'll be right back.
[00:05:01.385 --> 00:05:04.207]  Are you one of the millions who suffer from arthritis or chronic back pain?
[00:05:04.327 --> 00:05:05.148]  Michael Trudeau here.
[00:05:05.288 --> 00:05:08.590]  I speak from personal experience when I say living with either one isn't any fun.
[00:05:08.770 --> 00:05:14.434]  You see, a little over 20 years ago, I was involved in a car accident that injured some vertebrae and discs in my back.
[00:05:14.574 --> 00:05:17.596]  The damage led to degenerative arthritis in my upper back and neck.
[00:05:17.856 --> 00:05:22.140]  I tried physical therapy and chiropractors for years, usually with little or no positive results.
[00:05:22.320 --> 00:05:24.242]  The chronic, everyday pain was miserable.
[00:05:24.362 --> 00:05:31.429]  Many friends offered advice on how to get relief, and I humored most, again with little or no success, until my friend Cliff Scott recommended his MSM.
[00:05:31.610 --> 00:05:34.072]  He said it was all natural and worked to relieve inflammation.
[00:05:34.372 --> 00:05:37.053]  Once again, albeit reluctantly, I took another friend's advice.
[00:05:37.213 --> 00:05:38.694]  Only this time, it changed my life.
[00:05:38.994 --> 00:05:40.734]  After six weeks, I noticed an improvement.
[00:05:40.834 --> 00:05:42.915]  And after 12 weeks, measurable improvement.
[00:05:43.115 --> 00:05:45.556]  That was two years ago, and I've been taking MSM ever since.
[00:05:45.616 --> 00:05:48.317]  And today, my quality of life has improved dramatically.
[00:05:48.497 --> 00:05:49.037]  Side effects?
[00:05:49.197 --> 00:05:51.478]  Yeah, my knee used to bug me, and that's better now, too.
[00:05:51.638 --> 00:05:53.118]  Call Kliscott Enterprises at 800-569-4340.
[00:05:53.138 --> 00:05:53.338]  That's 1-800-569-4340.
[00:05:53.458 --> 00:05:54.779]  If you're suffering, try MSM.
[00:05:54.799 --> 00:05:55.439]  It worked for me.
[00:06:01.201 --> 00:06:05.543]  Alex Jones here, announcing the release of my new film, Police State 3 Total Enslavement.
[00:06:05.723 --> 00:06:10.145]  Police State 3 details the architecture, goals, and operations of the New World Order.
[00:06:10.285 --> 00:06:14.706]  There is a chance to use this disaster for the New World Order.
[00:06:14.726 --> 00:06:16.067]  The New World Order.
[00:06:16.827 --> 00:06:17.267]  Panama.
[00:06:17.568 --> 00:06:18.608]  You will lose your liberty.
[00:06:31.596 --> 00:06:42.000]  Homeland Security, executive orders, forced vaccinations, the new prison economy, the Total Information Society, the Pan-American Union, federal gun grabs, government-run white slavery rings, and much, much more.
[00:06:42.200 --> 00:06:47.542]  If you want to understand what the New World Order really is, then my new two-and-a-half-hour video, Police Day 3, is for you.
[00:06:48.062 --> 00:06:51.284]  Visit InfoWars.com or PrisonPlanet.com to order or call toll-free 1-888-253-3139.
[00:06:51.324 --> 00:06:51.824]  That's 888-253-3139.
[00:06:51.844 --> 00:06:53.144]  Order today and spread the word!
[00:07:00.831 --> 00:07:03.692]  Are terrorist cells or prime terror targets located near you?
[00:07:04.052 --> 00:07:06.934]  Where are military bases and hazardous waste sites located?
[00:07:07.154 --> 00:07:13.376]  How do you find the best area for solar, average rainfall, fish contamination advisories, and major transportation routes?
[00:07:13.736 --> 00:07:21.039]  In the new interactive CD book, Prudent Places USA, you will find the information you want with over 50 interactive parameters that you control.
[00:07:21.219 --> 00:07:25.321]  Find everything from housing prices and taxes to brewing environmental catastrophes.
[00:07:25.581 --> 00:07:31.124]  Locate billion-dollar disaster-prone areas, the safest cities, ideal solar locations, and much, much more.
[00:07:31.324 --> 00:07:44.450]  Complete with over 3 gigabytes of detailed information on each of the 3,000-plus counties in the U.S., including 550 high-resolution, full-color maps and full-color photographs, as well as detailed information and analysis that you need.
[00:07:44.650 --> 00:07:53.214]  Get this hard-to-find information by ordering Food and Places USA now for only $29, plus shipping and handling, by calling New Millennium at 888
[00:07:53.994 --> 00:07:55.494]  Alright folks, it is Monday.
[00:07:55.534 --> 00:08:01.356]  David Icke is joining us here in about 25 minutes from now.
[00:08:01.416 --> 00:08:11.379]  It is so transparent to see Governor Ridge on television in front of all the
[00:08:24.432 --> 00:08:40.419]  Video screens hooked into the cameras on the street corners at the big FEMA command bunker laughing and smiling and telling us how the terrorists are going to hit us for sure but they don't have any specifics and oh they might have to suspend or
[00:08:41.497 --> 00:08:43.819]  At least push off the election.
[00:08:43.899 --> 00:08:52.185]  Meanwhile, the big voting machine companies have CIA directors, former CIA deputy directors, running them.
[00:08:52.225 --> 00:08:55.007]  Their own engineers quit and say it's all a fraud.
[00:08:55.067 --> 00:08:57.929]  We catch them stealing elections coast to coast.
[00:08:58.389 --> 00:09:03.153]  The federal government is paying to force states to put these systems in.
[00:09:03.513 --> 00:09:06.895]  They're fighting that there be no paper trail or no recount power.
[00:09:07.215 --> 00:09:09.177]  I mean, this is all transparent.
[00:09:11.076 --> 00:09:14.678]  I mean, no one who honestly looked at this could not clearly see what's happening.
[00:09:15.239 --> 00:09:18.500]  Military dictatorship is being set up in America.
[00:09:19.601 --> 00:09:22.843]  And John Kerry isn't going to save you, George Bush isn't going to save you.
[00:09:23.183 --> 00:09:28.326]  You're going to have to take action, my friends, and expose this corrupt system.
[00:09:28.726 --> 00:09:35.170]  We're at the crossroads, we're in the middle of history, just huge events that are taking place right now.
[00:09:36.795 --> 00:09:42.500]  So we have fear-mongering and conditioning for total control, terror, martial law, and the end of the Constitution.
[00:09:42.980 --> 00:09:47.504]  We've written a little blurb about this Newsweek article about, oh, they may suspend the elections again.
[00:09:47.564 --> 00:09:48.385]  Ridge is saying it.
[00:09:48.845 --> 00:09:49.085]  U.S.
[00:09:49.145 --> 00:09:53.849]  mulling how to delay November vote in case of attack or suspend it.
[00:09:54.570 --> 00:10:03.978]  A senior House Democratic lawmaker was skeptical on Sunday of a Bush administration idea to obtain the authority to delay the November presidential election in case of an attack by Al Qaeda.
[00:10:05.100 --> 00:10:05.300]  U.S.
[00:10:05.320 --> 00:10:14.587]  counterterrorism officials are looking at an emergency proposal on the legal steps needed to postpone the presidential election in case of such an attack, Newsweek reported on Sunday.
[00:10:14.727 --> 00:10:16.969]  Oh, you really broke the story we've been covering for years.
[00:10:17.469 --> 00:10:26.155]  I think it's excessive based on what we know as Representative Jane Harmon of California, the top Democrat on the House Intelligence Committee, in an interview on CNN's Late Edition.
[00:10:27.536 --> 00:10:33.020]  Homeland Security Secretary Tom Ridge warned last week that Osama Bin Laden, that's Bush's business partner,
[00:10:34.283 --> 00:10:39.848]  As Al-Syed, his network head, want to attack within the United States to try to disrupt the election.
[00:10:40.869 --> 00:10:44.632]  They talk about Spain, which was clearly a Spanish government operation.
[00:10:45.572 --> 00:10:46.973]  We've gone over all that evidence.
[00:10:47.073 --> 00:10:49.115]  Look at who stands to gain from all of this.
[00:10:49.575 --> 00:10:58.622]  Then look at the actual, clear, physical evidence of 9-11 in Oklahoma City and the first World Trade Center bombing, where the FBI cooked the bomb and trained the driver.
[00:10:58.662 --> 00:10:59.223]  That's admitted.
[00:11:00.191 --> 00:11:01.512]  This is all amazing.
[00:11:01.993 --> 00:11:04.915]  Joining us from here in Austin, Texas is Bev Harris.
[00:11:05.776 --> 00:11:13.562]  We've had her on the broadcast many, many times, and she's shaken the foundations of this criminal movement to steal our right to vote in our republic.
[00:11:14.943 --> 00:11:26.893]  She's going to be at the Capitol tomorrow with a press conference, and she's going to be bringing forward information to the Secretary of State and others about the situation in Texas and all over the country, and we're honored to have her with us.
[00:11:27.173 --> 00:11:28.434]  Bev Harris, good to have you on.
[00:11:28.994 --> 00:11:29.715]  Hi there, Alex.
[00:11:31.542 --> 00:11:32.583]  You're here in Austin.
[00:11:32.683 --> 00:11:41.987]  Tell us, just for those who just joined us, in a nutshell, what's wrong with these electronic voting systems and then why you're here in Austin and how folks can get involved.
[00:11:42.908 --> 00:11:43.308]  All right.
[00:11:43.368 --> 00:11:46.229]  Well, actually we're doing a 14-state tour.
[00:11:46.850 --> 00:11:57.014]  We got the funding, and obviously we are still looking for funding, but we got the seed funding to start a non-profit publicly funded consumer protection group for elections.
[00:11:57.595 --> 00:11:59.976]  And we are on a 14-state investigative tour.
[00:12:00.612 --> 00:12:04.414]  We're spending quite a bit of time in Texas, as you can imagine.
[00:12:05.174 --> 00:12:15.400]  And we will be also doing the press conference tomorrow in conjunction with the events on electronic voting down there at the state capitol.
[00:12:16.421 --> 00:12:18.241]  And I've got a fundraiser tomorrow night, too.
[00:12:18.382 --> 00:12:20.703]  So I'm going to be breaking the news.
[00:12:20.843 --> 00:12:22.684]  I'll be putting that up on my website shortly.
[00:12:22.704 --> 00:12:28.347]  And I'm going to break the news of some of the things that we've discovered that I have not released anywhere yet when I'm there.
[00:12:29.219 --> 00:12:32.562]  Well, I'll tell you what, just give us a little bit of that now.
[00:12:33.002 --> 00:12:33.402]  You bet.
[00:12:33.803 --> 00:12:35.144]  I've got two full-time investigators.
[00:12:35.224 --> 00:12:38.506]  Actually, I've got a third one that I've brought in that we've been working with, too.
[00:12:39.127 --> 00:12:41.709]  And we're investigating the money trail right now.
[00:12:41.749 --> 00:12:47.173]  We want to know who got paid, and we're also finding out, you know, how did these things...
[00:12:49.122 --> 00:12:54.044]  Yes, there's all kinds of problems and we know that, but who made the decision?
[00:12:54.084 --> 00:13:02.728]  Because you see, we had to find some way to persuade all these 2400 county election people to buy these flawed machines.
[00:13:03.108 --> 00:13:04.128]  How did that happen?
[00:13:04.148 --> 00:13:06.769]  And I'm going to tell you, the mechanism is very interesting.
[00:13:08.170 --> 00:13:09.690]  All kinds of things have been done.
[00:13:09.810 --> 00:13:11.051]  Payoffs have been done.
[00:13:11.841 --> 00:13:13.784]  Um, pretty much whatever it takes.
[00:13:13.904 --> 00:13:20.932]  Well, in our own investigation a year ago as they were preparing for these new systems in Austin, it led us back to similar situations.
[00:13:21.392 --> 00:13:21.753]  Right.
[00:13:21.833 --> 00:13:25.437]  I mean, uh, uh, Bev, in a nutshell, what's wrong with the voting systems?
[00:13:25.717 --> 00:13:27.960]  And then let's get into your movement against it.
[00:13:28.582 --> 00:13:28.782]  Sure.
[00:13:29.243 --> 00:13:32.067]  Well, the voting system, we're not auditing them.
[00:13:32.367 --> 00:13:34.470]  Even the ones that you could audit, we're not auditing.
[00:13:34.510 --> 00:13:37.855]  For some reason, they've made it so that you no longer audit elections.
[00:13:37.955 --> 00:13:41.620]  Auditing simply means checks and balances to make sure that, you know, you can't cheat.
[00:13:42.381 --> 00:13:43.522]  And they've taken those out.
[00:13:45.542 --> 00:13:49.605]  And, you know, the machines themselves, we now know, they miscount.
[00:13:49.906 --> 00:13:52.047]  For whatever reason, they don't count correctly.
[00:13:52.227 --> 00:13:54.949]  And they're designed so you can engage in this fraud.
[00:13:55.190 --> 00:13:55.850]  Absolutely.
[00:13:55.890 --> 00:14:03.516]  They've got all kinds of, I guess you'd call them features, not bugs, that allow people to go in and change results.
[00:14:03.856 --> 00:14:07.839]  For example, to input negative votes or minus votes.
[00:14:07.959 --> 00:14:15.065]  There's no legitimate reason whatsoever to have a voting machine have a feature to input negative or minus votes.
[00:14:17.603 --> 00:14:21.106]  No, there's not.
[00:14:21.186 --> 00:14:35.800]  And some of the people running these voting machine companies, former CI directors, former deputy directors, you've gotten in on these internal meetings and discussions where they're going, we can't let anybody know we're doing this, it could be considered racketeering.
[00:14:36.500 --> 00:14:38.902]  I mean, it just goes on and on.
[00:14:38.942 --> 00:14:43.887]  You've had engineers go public and say it's all a fraud, but then that's in the back of some news wire.
[00:14:45.001 --> 00:14:45.281]  Right.
