[00:00:00.000 --> 00:00:06.799]  [MUSIC]
[00:00:06.799 --> 00:00:13.039]   Just about every major government has been guilty of false flag operations to foment war.
[00:00:13.246 --> 00:00:16.327]  America has been guilty of several, but here are just a few.
[00:00:17.068 --> 00:00:21.290]  Civilian passengers were murdered when a torpedo hit the Lusitania.
[00:00:21.910 --> 00:00:29.153]  Investigations revealed that explosives were inside the ship, which was operated by war profiteer J.P.
[00:00:29.213 --> 00:00:29.594]  Morgan.
[00:00:29.994 --> 00:00:40.805]   This event is what brought Americans ...who were not previously interested in getting involved into World War I, where they lost over 100,000 sons and daughters.
[00:00:41.566 --> 00:00:49.014]  They were also not interested in getting involved in World War II, but after breaking Japanese encryption codes, the U.S.
[00:00:49.034 --> 00:00:51.978]  government knew of their plans to attack Pearl Harbor.
[00:00:52.478 --> 00:00:56.781]  But the big banks were funding both sides and expected massive profits.
[00:00:57.241 --> 00:01:04.706]  So they let it happen to encourage Americans to sacrifice nearly half a million of their children in the Second World War.
[00:01:05.406 --> 00:01:14.732]  In August of 1964, the USS Maddox and the Turner Joy knowingly lied about being fired upon by North Vietnamese ships.
[00:01:15.212 --> 00:01:19.435]  For two hours, they fired at nothing and maneuvered as if under attack.
[00:01:19.875 --> 00:01:29.259]  President Johnson was aware of this deception, but kept it secret to initiate war against North Vietnam and to sacrifice over 50,000 Americans.
[00:01:30.179 --> 00:01:36.302]  About 3,000 people were murdered on 9-11 in the most notorious false flag in U.S.
[00:01:36.342 --> 00:01:36.762]  history.
[00:01:37.222 --> 00:01:43.105]  This was used as a catalyst for the endless destruction of several nations that continues today.
[00:01:44.125 --> 00:02:01.350]  Professor Stephen Starr, associate of the Nuclear Age Peace Foundation, was recently on Russia's Solyavev Live, where he discussed a plan being suggested by NATO forces in Germany that stinks of plans for a false flag operation to usher in World War III.
[00:02:02.210 --> 00:02:18.197]  They have suggested a scenario wherein Russia sinks an American cruiser in the Black Sea, followed by the United States attacking Russian ships with nuclear warheads, which would then be followed by a Russian nuclear strike against NATO headquarters and a major U.S.
[00:02:18.257 --> 00:02:20.078]  nuclear attack on all of Russia.
[00:02:20.678 --> 00:02:27.863]  They suggested more than 3,000 strikes within one hour and the destruction of all major cities in Europe and the United States.
