[00:00:15.504 --> 00:00:16.244]  InfoWars.
[00:00:16.604 --> 00:00:18.225]  Tomorrow's news today.
[00:00:22.866 --> 00:00:23.246]  All right.
[00:00:25.046 --> 00:00:33.028]  Something hit me last night, and I'm going to talk about it coming up at the bottom of the hour.
[00:00:33.048 --> 00:00:34.389]  You're going to want to stay with us for this.
[00:00:34.409 --> 00:00:41.090]  We have massive amounts of news as well on this live Sunday, September 1st, 2024 broadcast.
[00:00:41.110 --> 00:00:43.511]  But if you want the keys of victory against the Globalist,
[00:00:44.821 --> 00:00:48.262]  And if you want to defeat them and get Trump into office, this is it.
[00:00:49.203 --> 00:00:50.083]  I know what I'm talking about.
[00:00:50.143 --> 00:00:53.785]  Here I am, 14 years ago, predicting what was coming.
[00:00:54.705 --> 00:00:55.566]  Stay with us, my friends.
[00:01:02.588 --> 00:01:04.049]  We have become decadent.
[00:01:05.130 --> 00:01:08.231]  Empires are never conquered from without.
[00:01:08.891 --> 00:01:12.533]  They implode and fall apart from within.
[00:01:13.652 --> 00:01:35.079]  Because the populations become decadent, they become slovenly, they become self-absorbed, they become nihilistic, and they basically stop having their impulse to be caring and compassionate.
[00:01:36.033 --> 00:01:51.861]  And people stop sticking together, they start thinking that you get ahead by screwing each other, and then that creates an atmosphere where everybody is basically screwing each other for a percentage, and then society implodes because confidence is lost.
[00:01:52.282 --> 00:02:01.687]  We've seen this the last six, seven years in Mexico, where the corruption of the culture and of the government has become so systemic
[00:02:02.327 --> 00:02:07.210]  And so system-wide that it is now collapsed into a road warrior type scenario.
[00:02:07.670 --> 00:02:09.911]  And we saw this in Rome, ancient Rome.
[00:02:10.632 --> 00:02:13.393]  We've seen this in places like North Korea.
[00:02:13.853 --> 00:02:16.875]  And we're now beginning to see it happen in the United States.
[00:02:17.775 --> 00:02:18.696]  All over the country.
[00:02:20.421 --> 00:02:32.980]  Major cities and counties and towns are laying off many of their police officers, their fire departments, in some cases more than half the officers, and they're announcing, we are not going to respond to
[00:02:36.164 --> 00:02:41.111]  Regular crimes, grand theft auto, home invasion, armed robbery.
[00:02:41.531 --> 00:02:48.360]  The officers we've got left are going to be used for fines and fees and revenue generation.
[00:02:48.821 --> 00:02:50.363]  Basically sucking off of you.
[00:02:51.204 --> 00:03:09.203]  And this really shows we're going into a third world system where the taxes go up but the benefits and the basic services go down and the police more and more become defenders of the ultra-rich and the big corporations and the government.
[00:03:10.084 --> 00:03:23.195]  And go out and fully convert from aiding the public and defending the law and helping the population to being revenue generators who were there to feed off the population.
[00:03:23.616 --> 00:03:30.141]  So we are now going into the final phase of societal degeneration and collapse.
[00:03:30.201 --> 00:03:36.587]  And it's not going to take 100 plus years for the West to collapse like it did Rome 2,000 years ago.
[00:03:38.288 --> 00:04:04.834]  We are going to see the West accelerate its collapse and the third world nations bordering the West are already in full collapse and this has been engineered and designed by the global social architects that want an end to the industrialized society so that they can fully bankrupt society and on its ashes build their planetary corporate dictatorship which will
[00:04:05.914 --> 00:04:09.715]  Reduce everyone down to the level of feudal slaves.
[00:04:10.235 --> 00:04:13.916]  Less than one out of a thousand will be part of the superclass.
[00:04:14.756 --> 00:04:25.039]  You will have a large percentage of the population, a large minority, that will be law enforcement and bureaucrats and private contractors that will enforce and suppress the population.
[00:04:33.584 --> 00:04:34.745]  I know how to beat the globalists.
[00:04:35.446 --> 00:04:40.170]  We're going to release key intel tonight on this live Sunday show.
[00:04:41.171 --> 00:04:43.534]  Sunday, September 1st, 2024.
[00:04:44.074 --> 00:04:46.136]  I am your host, Alex Jones.
[00:04:46.196 --> 00:04:51.441]  Please check out all the incredible reports and videos that are game changers at Real Alex Jones.
[00:04:52.082 --> 00:04:54.144]  We're about to join 300 plus radio stations in one minute.
[00:04:54.544 --> 00:04:54.885]  Stay with us.
[00:05:00.171 --> 00:05:18.167]  It is Sunday, September 1st, 2024, 4-0-6 Central Standard Time, as we blast out on over 350 radio stations, hundreds of cable and TV stations, and of course, at InfoWars.com, Ford Slot Show, Band.Video, and the Mighty X at Real Alex Jones.
[00:05:20.791 --> 00:05:21.091]  All right.
[00:05:21.271 --> 00:05:22.672]  The quickening is obviously here.
[00:05:23.272 --> 00:05:25.154]  Total news overload.
[00:05:25.214 --> 00:05:35.239]  We're going to try to cover it all in the next two hours, and then Chase Geiser with even more will come in tonight, 6 to 8 p.m.
[00:05:36.840 --> 00:05:39.822]  with Sunday Night Live, and then we'll return tomorrow, 8 a.m.
[00:05:39.882 --> 00:05:42.263]  Harrison Smith with American Journal, myself, 11 a.m.
[00:05:42.303 --> 00:05:44.784]  Central, The Weekday Alex Jones Show, 3 p.m.
[00:05:44.905 --> 00:05:47.206]  Owen Schroeder and The War Room, and so much more.
[00:05:49.138 --> 00:05:54.741]  You're home for the resistance against the globalists, and now all out in the open is Infowars.com.
[00:05:56.161 --> 00:06:01.364]  Now, I'm going to tell you the news we're covering tonight, then I'm going to start trying to plow through it.
[00:06:03.004 --> 00:06:11.008]  But I've learned, it's a simple thing, a medium, and I don't really follow the regular rules, but it's definitely one that I should follow more often, to build something up that's really important.
[00:06:12.048 --> 00:06:17.391]  Because there's so much news and so much information and so many false political paradigms and systems that people
[00:06:18.749 --> 00:06:26.432]  Don't really a lot of them see the real jewels in the big mountain of rock.
[00:06:28.432 --> 00:06:31.113]  People miss the four-leaf clover for the whole field of regular clover.
[00:06:32.934 --> 00:06:48.039]  But Trump, something we've all been pushing for him to do, has started really understanding this and started to go into it, despite the fact it's so horrible people kind of have a built-in tendency with something so terrible that's hidden in plain view to not want to address it.
[00:06:50.862 --> 00:06:51.863]  But he's been doing that now.
[00:06:52.904 --> 00:06:59.068]  So instead of starting the broadcast like I always do with whatever I think is most important right up front.
[00:07:00.149 --> 00:07:01.250]  Everything else a close second.
[00:07:02.731 --> 00:07:06.394]  I'm going to do what mainstream media does where they'll build up.
[00:07:07.215 --> 00:07:09.276]  Cover a bunch of important news before they hit the big one.
[00:07:10.717 --> 00:07:12.999]  But I'm not going to make you wait two hours to get to it.
[00:07:13.039 --> 00:07:14.420]  I'm going to get to it in about 30.
[00:07:24.113 --> 00:07:27.996]  The third segment of the broadcast coming up at 33 after.
[00:07:30.037 --> 00:07:37.002]  But I want this hardcore, amazing audience of the most informed, active people that care about what's happening in the world.
[00:07:37.042 --> 00:07:38.123]  That really is who you are.
[00:07:38.143 --> 00:07:40.364]  That's why they hate this show, is it's a focal point for you.
[00:07:40.384 --> 00:07:43.947]  They're not trying to just get me, that I can get through me to get to you, as Trump says.
[00:07:45.288 --> 00:07:46.169]  Damn, damn right.
[00:07:47.690 --> 00:07:48.390]  Super accurate.
[00:07:49.010 --> 00:07:49.511]  On target.
[00:07:50.532 --> 00:07:50.952]  Dead on.
[00:07:54.540 --> 00:08:11.028]  That if Trump does what he's doing more and adds one more aspect and common sense statement to it and pledge, this is something that is really important.
[00:08:11.888 --> 00:08:12.629]  It's our duty.
[00:08:13.709 --> 00:08:15.430]  It's something we must do to keep our souls.
[00:08:17.871 --> 00:08:22.774]  And the Democrat deep state that loves death and loves abortion and everything else
