[00:00:17.859 --> 00:00:18.620]  InfoWars.
[00:00:18.960 --> 00:00:20.561]  Tomorrow's news today.
[00:00:20.581 --> 00:00:25.865]  I want to bring out our next guest.
[00:00:33.874 --> 00:00:43.738]  Let me just say, we had a little trouble finding an arena that would take him because he's so controversial.
[00:00:44.679 --> 00:00:49.901]  And I'm grateful, I'm grateful to where we are right now, to the people of Pennsylvania.
[00:00:49.921 --> 00:00:52.642]  But let me just say, has anyone seen Alex Jones?
[00:00:52.682 --> 00:00:56.444]  Since Alex Jones is one of those people you're supposed to be very shocked by.
[00:00:58.669 --> 00:01:02.816]  Here's the one fact about Alex Jones that I can't get over.
[00:01:03.657 --> 00:01:05.660]  Alex Jones predicted 9-11.
[00:01:05.681 --> 00:01:06.782]  It's ridiculous!
[00:01:10.822 --> 00:01:12.243]  I did so on tape.
[00:01:12.283 --> 00:01:13.784]  Now, I worked in television my whole life.
[00:01:14.264 --> 00:01:15.625]  When you're on TV, there's a time step.
[00:01:15.645 --> 00:01:16.465]  We don't need to guess.
[00:01:16.726 --> 00:01:21.148]  I'm on TV for decades saying super dumb things, which live forever on YouTube.
[00:01:21.909 --> 00:01:34.356]  Alex Jones, in the summer of 2001, said, you need to call the White House right now, because planes are going to hit the World Trade Center, and they're going to blame it on Osama Bin Laden.
[00:01:34.676 --> 00:01:35.257]  He said that.
[00:01:35.497 --> 00:01:36.357]  I've seen the tape.
[00:01:36.418 --> 00:01:37.038]  You can look it up.
[00:01:37.778 --> 00:01:38.679]  So check this out.
[00:01:38.699 --> 00:01:40.020]  So I lived in DC at the time.
[00:01:41.127 --> 00:01:41.648]  Trust me.
[00:01:42.188 --> 00:01:44.791]  I had a daily news show on another channel.
[00:01:45.692 --> 00:01:48.475]  Not one person was saying anything like that.
[00:01:48.495 --> 00:01:49.516]  So Alex Jones says that.
[00:01:49.536 --> 00:01:50.036]  It's on tape.
[00:01:50.077 --> 00:01:51.278]  We can prove he said that.
[00:01:52.379 --> 00:01:53.080]  It happens.
