[00:00:15.279 --> 00:00:15.839]  InfoWars.
[00:00:16.140 --> 00:00:17.679]  Tomorrow's news today.
[00:00:18.339 --> 00:00:20.920]  And a tweet changed all of it?
[00:00:21.780 --> 00:00:29.780]  Can you imagine what the next two years are gonna be like if every time The Congress works its will and then there's a tweet?
[00:00:30.739 --> 00:00:39.579]  Or from an individual who has no official portfolio, who threatens members on the Republican side with a primary, and they succumb?
[00:00:41.859 --> 00:00:48.420]  This institution has a separate responsibility based upon the separation of powers.
[00:00:49.100 --> 00:00:53.219]  Members of Congress don't serve under presidents of the United States.
[00:00:53.359 --> 00:00:54.079]  It's Friday.
[00:00:55.820 --> 00:01:26.379]  December 20th, 2024. The clip you just saw is Congressman Richard Neal, a Democrat, panicking and just apoplectic, talking about the fact that while Elon Musk and other people have sway with the population and X is allowing the population to come together and lobby their representatives to The continuing resolution
[00:01:26.379 --> 00:01:34.500]  spending bill two days ago, and we just can't allow them to put pressure on Republican lawmakers to do the right thing.
[00:01:35.439 --> 00:01:39.500]  That's how free open societies are supposed to work.
[00:01:39.599 --> 00:01:50.560]  That's how the United States of America's constitutional republic is supposed to operate, the apple of the world's eye, the model in the last 200 plus years for the rest of the world to emulate, to have a free society.
[00:01:51.359 --> 00:01:54.200]  And they're saying, we can't allow this.
[00:01:54.579 --> 00:01:56.180]  We can't do this.
[00:01:56.299 --> 00:01:57.640]  I mean, what was in that bill?
[00:01:59.519 --> 00:02:07.980]  Total medical tyranny, new quarantines, masks, martial law level powers, everything they couldn't get passed in the UN treaty?
[00:02:08.860 --> 00:02:13.900]  And then you've got AFD with the majority of the votes in Germany in the last election.
[00:02:14.460 --> 00:02:17.900]  And the current government says we're not recognizing that.
[00:02:18.139 --> 00:02:19.159]  We'll cover that in a moment.
[00:02:19.620 --> 00:02:25.979]  And then you've got Keira Starmer in the UK blocking new elections because he knows his party's about to be voted out.
[00:02:26.199 --> 00:02:30.419]  You've got Trudeau's own party saying they'll remove him in the new year if he doesn't resign.
[00:02:30.419 --> 00:02:33.599]  It's happening all over the world.
[00:02:33.599 --> 00:02:43.189]  But in places in Europe, Where countries like Romania are saying, we're anti-war, we're anti-globalists.
[00:02:43.270 --> 00:02:50.210]  NATO came in two weeks ago and said, fine, we're just disregarding your election and we control your intelligence agency.
[00:02:50.669 --> 00:02:55.009]  And so now we're just saying your election doesn't count.
[00:02:55.310 --> 00:02:58.509]  So the tyrants are really moving against humanity right now.
[00:02:58.629 --> 00:03:01.050]  But let's watch this clip of the Congressman one more time.
[00:03:01.509 --> 00:03:09.060]  Can you imagine what the next two years are going to be like if every time The Congress works its will and then there's a tweet.
[00:03:09.599 --> 00:03:25.800]  And what Congressman Neal just said is the standard statements, not just here in America, but by the communist politicians in control of Germany, by the globalist communist WF puppets up in Canada,
[00:03:26.039 --> 00:03:29.500]  the UK, Ireland, everywhere.
[00:03:29.800 --> 00:03:33.219]  They're all just, we can't allow Elon Musk and the population to do this.
[00:03:33.340 --> 00:03:39.379]  And Elon Musk just came out and endorsed AFD in Germany and said, you know, they're the real government.
[00:03:40.539 --> 00:03:46.539]  So you cannot stress enough the incredible job that Musk is doing, what a game changer is.
[00:03:46.879 --> 00:03:48.819]  Some people say, well, why do you gush over Musk?
[00:03:48.979 --> 00:03:51.099]  I mean, without him, we wouldn't have got Trump in.
[00:03:51.460 --> 00:04:01.479]  And he just continues all over the world, in Latin America, in Europe, in Asia, in Africa, in Eastern Europe, everywhere, to expose the new world order agenda.
[00:04:02.240 --> 00:04:11.560]  And he put out a post on Xtoday just explaining that it's about giving the population a place to congregate and organize and unify for populist vision and ideas.
[00:04:12.240 --> 00:04:13.500]  We're going to go to break in a minute.
[00:04:14.080 --> 00:04:17.459]  I'm going to come back with more on this global revolution that's happening.
[00:04:17.939 --> 00:04:19.060]  It's so exciting.
[00:04:19.399 --> 00:04:24.120]  The globalist system really is in free fall collapse right now, but that's why they're so dangerous.
[00:04:24.379 --> 00:04:27.779]  And that's why more attack of missiles rained down inside Russia today.
[00:04:28.949 --> 00:04:32.029]  And so, yeah, we're winning, but the bad guys are launching a new pandemic.
[00:04:32.490 --> 00:04:35.470]  They got big, nasty plans once Trump gets in for civil unrest.
[00:04:35.730 --> 00:04:39.730]  We'll lay it all out straight ahead because exposing their agenda is what will stop them.
[00:04:39.810 --> 00:04:49.589]  That's why they admit in their own white papers and statements, the deep state, that they want me off the air because we are breaking down their plans and their operations and their dirty tricks.
[00:04:49.850 --> 00:04:50.329]  Stay with us.
[00:04:50.410 --> 00:04:50.730]  We'll be right back.
[00:04:59.610 --> 00:05:04.629]  From the front lines of the information war, it's Alex Jones.
[00:05:11.329 --> 00:05:16.550]  It's Friday, December 20th, 2024. I'm your host, Alex Jones.
[00:05:16.709 --> 00:05:20.009]  The globalists are losing on every front.
[00:05:20.250 --> 00:05:38.800]  Every one of their different policy initiatives is running into massive We are seeing anti-globalist, pro-freedom, pro-capitalist, pro-Western national sovereign parties surging and winning all over the world.
[00:05:39.000 --> 00:05:47.680]  We have Elon Musk coming out and endorsing AFD in Germany that's been winning the elections and should now be in charge of the Bundestag and the parliament.
[00:05:48.079 --> 00:06:03.139]  But the other parties have gotten together and say, we're just disregarding you, and they're trying to now ban the The AFD. And then if you look at what's happening in the UK, Kerry Starmer is talking about canceling an upcoming election because his party's got less than 20% approval ratings.
[00:06:03.240 --> 00:06:04.759]  He's got about a 15% approval rating.
[00:06:05.439 --> 00:06:27.029]  Obviously, the main party up in control of Canada with Trudeau is now calling for him to resign, saying he will be removed early in the new year if he doesn't because the public is absolutely pissed and awakening to Trudeau's WEF We're good to go.
[00:06:33.589 --> 00:06:46.810]  Patriots are getting elected, and that's why we see politicians and different globalist puppets from Australia to the U.S. say, we can't allow this, and we can't allow the people to be organizing and saying no and shooting down our legislation.
[00:06:46.810 --> 00:07:00.170]  I mean, why, we just had this big pandemic legislation in the continuing resolution spending bill, and Elon Musk and the public got mad about it and stopped it by threatening to primary the Republicans that were going to go along with it.
[00:07:00.910 --> 00:07:02.589]  Yes, the people are exercising their power.
[00:07:02.750 --> 00:07:03.709]  We don't want medical tyranny.
[00:07:03.790 --> 00:07:05.069]  We don't want all this globalism.
[00:07:05.329 --> 00:07:10.649]  And now, NATO has started bombing Russia with the TACIMs again.
[00:07:12.269 --> 00:07:16.569]  You're watching footage from earlier today in Rilsk, Kursk.
[00:07:16.709 --> 00:07:22.930]  The city was bombed by NATO. U.S. made TACIM missiles.
[00:07:23.129 --> 00:07:26.110]  Reportedly, other missiles slammed into other areas.
[00:07:27.969 --> 00:07:35.329]  This is a serious escalation with only 31 days left until Trump is in office.
[00:07:35.990 --> 00:07:41.470]  You've got Biden arriving via Marine One yesterday, even unable to speak.
[00:07:42.009 --> 00:07:46.949]  Harris running back from vacation in California to the White House.
[00:07:47.110 --> 00:07:48.269]  They're in total disarray.
[00:07:48.410 --> 00:07:50.709]  They're trying to launch a new pandemic.
[00:07:51.639 --> 00:07:56.980]  Announcing a bird flu emergency in California to try to get political control of the people's minds.
[00:07:57.160 --> 00:08:04.040]  They're accelerating open World War III and the danger of nuclear war with Russia.
[00:08:04.339 --> 00:08:15.259]  And again, as soon as President Trump gets back into office, the Democrats have announced they're going to try to trigger race-based civil unrest as some pretext to drive him from office.
[00:08:15.399 --> 00:08:16.680]  This is all official.
[00:08:16.939 --> 00:08:19.000]  These are the crises they're cooking up.
[00:08:22.650 --> 00:08:23.170]  We're good to go.
[00:08:35.870 --> 00:08:36.490]  Exciting time.
[00:08:36.750 --> 00:08:49.929]  And the InfoWars viewers and listeners, the activists, you are recognized by the bad guys as the tip of the spear, as the main focal point, getting the truth out that then becomes the talking points for everybody else, including Elon Musk, Donald Trump, and others.
[00:08:50.090 --> 00:08:51.490]  So get this report out.
[00:08:52.070 --> 00:08:53.169]  Owen Troyer is about to take over.
[00:08:53.309 --> 00:08:53.889]  Live transmission.
[00:08:54.049 --> 00:08:56.870]  I'll be back with more coming up in a little while.
[00:08:56.990 --> 00:09:01.549]  Please stay with us and share the live feed to the show right now at Relox Jones on X because you are the Paul Revere's.
[00:09:01.570 --> 00:09:02.169]  You are the resistance.
[00:09:06.500 --> 00:09:10.580]  Ladies and gentlemen, we are live inside the InfoWars World Headquarters in Austin, Texas.
[00:09:10.879 --> 00:09:15.139]  It's Friday, December 20th, 20-24.
[00:09:15.299 --> 00:09:16.899]  Owen Troyer sitting in for Alex today.
[00:09:17.299 --> 00:09:21.639]  He will be sending reports in from the road, but...
[00:09:22.730 --> 00:09:29.629]  We have major developments going down in D.C. right now, at the Capitol right now.
[00:09:29.809 --> 00:09:38.389]  There was supposed to be a vote hours ago on a new bill, continued resolution bill, didn't happen.
[00:09:39.029 --> 00:09:52.389]  So I'm going to give you the update on everything that's going on, and then I'll tell you the most likely outcome as we are just hours away from From a government shutdown.
[00:09:54.690 --> 00:10:02.110]  The original bill, 1500 pages plus, was basically a Democrat bill.
[00:10:02.450 --> 00:10:05.769]  It was a Democrat sponsored and written bill.
[00:10:06.029 --> 00:10:07.809]  Deep state, big government bill.
[00:10:09.129 --> 00:10:13.029]  Mike Johnson decided that was the bill he was going to roll with.
[00:10:13.250 --> 00:10:14.850]  It was so bad...
[00:10:15.580 --> 00:10:26.940]  He couldn't even bring it to the floor for a vote because of all the outcry, not just from we the people but from Republicans in the House as well.
[00:10:28.879 --> 00:10:33.240]  Chuck Schumer is now suggesting we go back to that bill.
[00:10:33.379 --> 00:10:38.960]  So if you had any doubt that that was a Democrat bill, remove that doubt.
[00:10:39.379 --> 00:10:42.720]  And I'll show you what Chuck Schumer had to say coming up here shortly.
[00:10:44.559 --> 00:11:00.659]  You then had Johnson circle the wagons, forced to present a second bill for a vote last night that was still over 100 pages, but removed a lot of the agenda items,
[00:11:00.940 --> 00:11:02.360]  like the global...
[00:11:05.730 --> 00:11:13.309]  Tyranny for pandemics, the medical tyranny, the censorship operations, the protection for the January 6th committee criminals.
[00:11:13.590 --> 00:11:15.929]  A lot of the political agenda items were removed.
[00:11:16.129 --> 00:11:20.110]  A lot of the spending items remain the same, virtually the same.
[00:11:20.669 --> 00:11:25.990]  And then it increased the debt limit, which is something Donald Trump is requesting.
