[00:00:00.000 --> 00:00:20.000]  [MUSIC]
[00:00:20.000 --> 00:00:22.000]  I'm watching the midterms.
[00:00:22.436 --> 00:00:25.819]  Man, you would think our country is Mad Max Thunderdome.
[00:00:26.299 --> 00:00:30.002]  This guy is like, they're coming from Guatemala, they're coming from Mexico.
[00:00:33.965 --> 00:00:35.846]  There's a liberal mob that's coming.
[00:00:37.327 --> 00:00:46.654]  You want a drop?
[00:00:46.794 --> 00:00:47.934]  You want a drop?
[00:00:48.515 --> 00:00:49.095]  Yeah!
[00:00:49.275 --> 00:00:49.956]  You're the president.
[00:00:53.366 --> 00:00:56.705]  [cheering]
[00:00:56.705 --> 00:01:15.626]   And you would think everybody in the country is just like, to the bunker.
[00:01:15.626 --> 00:01:18.966]  [music playing]
[00:01:18.966 --> 00:01:22.205]  [explosion]
[00:01:22.205 --> 00:01:25.445]  [BLANK_AUDIO]
[00:01:25.445 --> 00:01:25.945]  Now.
[00:01:26.603 --> 00:01:26.843]  No.
[00:01:27.424 --> 00:01:28.944]  I'm glad you asked me that question.
[00:01:29.524 --> 00:01:32.545]  No, I'm not having any second thoughts about representing President Trump.
[00:01:33.165 --> 00:01:34.826]  It is the proudest thing I could ever do.
[00:01:35.506 --> 00:01:41.068]  What I am having second thoughts about is the license that I stand here with that the people in there are supposed to have.
[00:01:42.628 --> 00:01:46.628]  I have not spoken because I respect my ethics.
[00:01:46.628 --> 00:01:48.628]  Well, I'm not trying to.
[00:01:48.628 --> 00:01:58.628]  [Music]
[00:01:58.628 --> 00:02:00.628]  We are live.
[00:02:00.984 --> 00:02:02.044]  Saturday, January 27, 2024.
[00:02:03.005 --> 00:02:06.208]  It is 12.01 and 52 seconds.
[00:02:06.748 --> 00:02:15.555]  This is a commercial-free emergency transmission going out on satellites, AM and FM stations, the mighty X-Platform at Real Alex Jones.
[00:02:16.215 --> 00:02:21.081]  And more, and this is listener and viewer participation to get past the censors and the AI.
[00:02:21.141 --> 00:02:33.457]  Please take the links from Real Alex Jones and InfoWars.com forward slash show and the front page of InfoWars.com and give it to your email list, your text messages, your neighbors, your friends, your family, because this is a participation sport.
[00:02:34.963 --> 00:02:37.984]  Texas has had a giant win, 25 states joining it.
[00:02:38.624 --> 00:02:40.844]  Massive attention to the collapsed border.
[00:02:41.444 --> 00:02:43.025]  This is amazing what's happening.
[00:02:43.045 --> 00:02:48.146]  We're going to be covering that coming up in 30 minutes with Michael Yohn, who is in Central America.
[00:02:48.186 --> 00:02:50.526]  We've also got reporters on the ground at the border.
[00:02:50.566 --> 00:02:53.087]  We're going to the border coming up this week.
[00:02:53.147 --> 00:02:59.688]  We will be there reporting live just incredible things that are unfolding all around us.
[00:03:00.068 --> 00:03:04.169]  Texas responds to Biden demands for border access with demands of its own.
[00:03:04.949 --> 00:03:09.793]  Governor Abbott tells Tucker Carlson yesterday he's prepared for conflict with the Feds.
[00:03:10.213 --> 00:03:16.137]  Biden issues an ultimatum, promises to shut down border if lawmakers pass budget deal to fund Ukraine and Israel.
[00:03:16.518 --> 00:03:19.100]  But he means then legalize all the illegals that come across.
[00:03:19.140 --> 00:03:20.180]  That's all he's really talking about.
[00:03:20.661 --> 00:03:21.942]  And so much more.
[00:03:22.342 --> 00:03:24.083]  The Washington Post promoting Sybil.
[00:03:25.484 --> 00:03:26.825]  War and so much more.
[00:03:26.885 --> 00:03:32.550]  But if you're just tuned in and you're saying, what in the world is sitting on your desk?
[00:03:33.729 --> 00:03:38.493]  Well, both of these things belong to my dad, who's a doctor, and he got this skull.
[00:03:38.513 --> 00:03:39.814]  It's a real skull from India.
[00:03:39.954 --> 00:03:44.558]  Back then in medical school, they had you buy one for anatomy, dentist, oral surgeon.
[00:03:44.578 --> 00:03:47.981]  So since I was a little kid, he had that skull even before I was born.
[00:03:48.922 --> 00:03:51.764]  And then you've got another thing that belongs to my dad that I asked to borrow.
[00:03:52.064 --> 00:03:56.969]  This is a 35 million year old crocodile, saltwater crocodile skull.
[00:03:57.409 --> 00:04:01.653]  They dug out a sandstone in the Sahara about 20 years ago.
[00:04:02.273 --> 00:04:04.233]  Hard to believe an awesome fossil like that.
[00:04:04.333 --> 00:04:08.334]  I think my dad paid $500 for it in a trip to the Middle East.
[00:04:09.294 --> 00:04:13.555]  I've seen some people see it, because I've had it here at the office, and they go, well, I'll offer you $10,000 for it right now.
[00:04:13.595 --> 00:04:14.255]  Well, it's not mine.
[00:04:14.735 --> 00:04:16.115]  Why do I have these on the desk?
[00:04:17.756 --> 00:04:19.516]  Because species come and go.
[00:04:19.636 --> 00:04:21.056]  Civilizations come and go.
[00:04:22.477 --> 00:04:23.657]  Dynasties come and go.
