[00:00:15.556 --> 00:00:16.316]  InfoWars.
[00:00:16.656 --> 00:00:17.557]  Tomorrow's news.
[00:00:17.857 --> 00:00:18.297]  Today.
[00:00:20.258 --> 00:00:22.139]  Waging war on corruption.
[00:00:23.300 --> 00:00:34.183]  Crashing to the lies and disinformation, you found it at the tip of the spear worldwide, driving forward the truth at the heart of the beast that is the New World Order.
[00:00:35.004 --> 00:00:36.624]  It is Wednesday, September 11, 2024.
[00:00:37.064 --> 00:00:48.548]  23 years to the date that the Deep State attacked the World Trade Center Complex and the Pentagon, and I was there as we speak as the towers fell, exposing the controlled demolition.
[00:00:50.080 --> 00:00:51.961]  What an epic debate last night.
[00:00:52.121 --> 00:00:54.543]  It's gonna take some real work to cover all the angles.
[00:00:54.583 --> 00:00:59.706]  Trump won, but it was three against one, and Kamala lied about everything.
[00:00:59.746 --> 00:01:03.528]  He told the truth about everything, and it's easy to Monday morning quarterback it.
[00:01:03.688 --> 00:01:12.814]  She has such low expectations that because she was able to just parrot off stuff and snarl at him, she looked more impressive than she normally does, but that's like...
[00:01:14.552 --> 00:01:17.373]  100 pounds of dog manure versus 80 pounds of dog manure in your yard.
[00:01:17.413 --> 00:01:24.054]  It all sucks, it's all terrible, but because the expectations were so low, oh my gosh, she's done just a totally fabulous job.
[00:01:24.835 --> 00:01:26.215]  Everything she said was a lie.
[00:01:26.275 --> 00:01:28.375]  I have a giant stack of her lies.
[00:01:28.796 --> 00:01:36.037]  And almost every lie, we don't just have policy from her, we have video after video after video of her saying, I'm gonna take your semi-automatic guns, I'm gonna ban them.
[00:01:37.678 --> 00:01:42.619]  Four years ago, two years ago, a year ago, six months ago, a month ago, and this week,
[00:01:43.567 --> 00:01:46.308]  She was tweeting out, ban the guns, Monday.
[00:01:47.508 --> 00:01:49.148]  And then she gets up there and says, that's ridiculous.
[00:01:49.188 --> 00:01:49.868]  We go hunting.
[00:01:49.908 --> 00:01:50.748]  We don't want your guns.
[00:01:50.768 --> 00:01:52.509]  She's got a little American flag on her lapel.
[00:01:52.529 --> 00:01:54.829]  She's also like, oh, I never said ban fracking.
[00:01:54.869 --> 00:02:00.870]  We have eight clips of her saying it and a whole bunch of her policy reports, including a year ago saying she'll ban fracking.
[00:02:01.890 --> 00:02:07.111]  So, in Pennsylvania specifically, also she goes, nobody's killing babies at nine months.
[00:02:07.151 --> 00:02:08.271]  Nobody's keeping them alive.
[00:02:08.331 --> 00:02:10.872]  Well, I've got all the states that do it, mainstream news admitting it.
[00:02:12.051 --> 00:02:17.855]  And her running mate passed a law where if a baby is born and the mother wants to kill it after it's born, they can kill it.
[00:02:19.256 --> 00:02:20.497]  Yeah, that's going on, folks.
[00:02:20.537 --> 00:02:22.279]  That's going on big time.
[00:02:22.799 --> 00:02:25.581]  And I got Governor Northam admitting it all famously.
[00:02:25.741 --> 00:02:26.242]  Trump brought it up.
[00:02:26.262 --> 00:02:27.202]  He said that was a lie.
[00:02:28.643 --> 00:02:30.705]  So this is spectacular.
[00:02:30.745 --> 00:02:37.030]  But CNN had a bunch of focus groups, panels with just random citizens they brought in.
[00:02:37.050 --> 00:02:38.551]  You can tell they actually brought them in random.
[00:02:39.670 --> 00:02:43.752]  Because almost every person said, actually, we were better off four years ago, and she's lying.
[00:02:44.593 --> 00:02:46.794]  And I'm a Democrat, but I like Trump.
[00:02:47.615 --> 00:02:49.376]  I mean, it's just like, exactly.
[00:02:49.416 --> 00:02:51.797]  Do you like being fed manure?
