[00:00:05.490 --> 00:00:06.131]  Big Brother.
[00:00:06.791 --> 00:00:07.852]  Mainstream media.
[00:00:08.572 --> 00:00:09.653]  Government cover-ups.
[00:00:10.313 --> 00:00:11.134]  You want answers?
[00:00:11.894 --> 00:00:12.775]  Well, so does he.
[00:00:12.795 --> 00:00:17.178]  He's Alex Jones on the GCN Radio Network.
[00:00:17.638 --> 00:00:20.000]  And now, live from Austin, Texas...
[00:00:20.754 --> 00:00:21.715]  Alex Jones.
[00:00:39.233 --> 00:00:40.193]  Welcome, my friends.
[00:00:40.353 --> 00:00:43.694]  It is Thursday, the ninth day of November, 2006.
[00:00:44.254 --> 00:00:50.355]  We're going to be here live for the next two hours and 59 minutes.
[00:00:50.995 --> 00:01:02.657]  Congressman Ron Paul will be joining us early in this hour to give us his analysis on what the Democratic sweep of the House and Senate means.
[00:01:04.577 --> 00:01:08.438]  I guess you could call it a sweep of the House, their narrow victory in the Senate.
[00:01:09.796 --> 00:01:10.577]  In Virginia.
[00:01:11.679 --> 00:01:22.892]  Then at the bottom of the second hour, we're going to have a brief guest on, whose 10-year-old son visited Infowars.com and was written up saying that it is a
[00:01:24.019 --> 00:01:25.460]  This is the new Soviet America!
[00:01:50.871 --> 00:01:52.232]  Slash Nazi America.
[00:01:52.252 --> 00:01:54.193]  They're not playing games.
[00:01:54.993 --> 00:01:59.975]  With a straight face, they believe that it is illegal to give police videotapes of Ron Paul.
[00:02:00.676 --> 00:02:03.137]  They believe it's illegal to protest and demonstrate.
[00:02:03.677 --> 00:02:06.779]  They believe it is illegal to know your Bill of Rights and Constitution.
[00:02:06.799 --> 00:02:13.842]  FBI handbooks say those that make frequent references to the Constitution or that sue public officials are terrorists.
[00:02:15.342 --> 00:02:16.323]  I think we're good to go.
[00:02:44.033 --> 00:02:45.334]  Director DCI.
[00:02:46.994 --> 00:02:52.076]  And he was dead bang on, as my British writer Steve Watson said, with the analysis.
[00:02:52.156 --> 00:02:56.258]  So we're working on getting Wayne Madsen on right now.
[00:02:56.278 --> 00:03:00.460]  In the third hour, we'll also have open phones today.
[00:03:00.820 --> 00:03:02.661]  I got a bunch of emails concerning it.
[00:03:02.741 --> 00:03:06.122]  We're trying to find the actual video of it.
[00:03:06.983 --> 00:03:10.844]  But we've got enough separate emails to pretty much prove it did occur.
[00:03:11.284 --> 00:03:12.305]  Horrible news.
[00:03:13.197 --> 00:03:13.798]  We're good to go.
[00:03:35.225 --> 00:03:44.171]  They could see the evil of Bush, but now suddenly people I personally know are completely blind, like brainwashed zombies, literally bowing down to Nancy Pelosi.
[00:03:44.671 --> 00:03:48.333]  The really bad news, someone we didn't think would do this, but we shouldn't be surprised, I guess.
[00:03:48.814 --> 00:04:01.982]  Howard Dean, chairman of the Democratic Party, went on, according to a bunch of emails we got and comments we've gotten here, Howard Dean, because it was in my email box, it was in Kevin's email box today,
[00:04:03.057 --> 00:04:11.500]  That Howard Dean went on the Daily Show with Jon Stewart last night and said, no impeachment, we're going to leave Bush alone.
[00:04:13.000 --> 00:04:17.902]  And I have Pelosi here saying Democrats are not out for revenge, going to be in a partnership with Bush.
[00:04:18.342 --> 00:04:20.663]  She's having lunch with him right now.
[00:04:21.103 --> 00:04:28.586]  That disgusting meeting with her and her deputies just began with the front man for those that carried out 9-11.
[00:04:29.890 --> 00:04:31.791]  It's not called revenge, Pelosi.
[00:04:31.851 --> 00:04:33.271]  It's called justice.
[00:04:34.251 --> 00:04:35.011]  That's what it's called.
[00:04:36.332 --> 00:04:37.692]  So it's always the same.
[00:04:37.732 --> 00:04:39.593]  The one-party system protecting themselves.
[00:04:39.673 --> 00:04:40.793]  Will liberals revolt?
[00:04:41.373 --> 00:04:44.294]  Or will they do what they always do, like Republicans did with Bush?
[00:04:44.874 --> 00:04:48.515]  Just start worshipping, and nothing seems to matter after that.
[00:04:49.915 --> 00:04:50.296]  All right.
[00:04:50.356 --> 00:04:52.836]  Congresswoman Ron Paul, scheduled straight ahead.
[00:04:52.856 --> 00:04:54.057]  A ton of news.
