[00:00:06.063 --> 00:00:06.703]  Big Brother.
[00:00:07.364 --> 00:00:08.424]  Mainstream media.
[00:00:09.125 --> 00:00:10.245]  Government cover-ups.
[00:00:10.885 --> 00:00:11.706]  You want answers?
[00:00:12.466 --> 00:00:13.367]  Well, so does he.
[00:00:14.027 --> 00:00:17.849]  He's Alex Jones on the GCN Radio Network.
[00:00:18.209 --> 00:00:22.292]  And now, live from Austin, Texas, Alex Jones.
[00:00:33.779 --> 00:00:35.380]  We're good to go.
[00:00:41.605 --> 00:00:43.087]  Welcome, ladies and gentlemen.
[00:00:43.467 --> 00:00:45.630]  It is Thursday, the second day of March 2006.
[00:00:45.710 --> 00:00:49.894]  We're going to be live here for the next three hours.
[00:00:49.914 --> 00:00:53.438]  We're going to have wide open phones on any news topic, any issue, any item.
[00:00:53.858 --> 00:00:56.581]  You disagree with me, you agree with me, you have a question, a comment, 1-800-259-9231.
[00:00:56.621 --> 00:00:59.524]  Ron Paul will be showing up sometime in the third hour.
[00:00:59.544 --> 00:01:00.465]  He is scheduled today.
[00:01:04.944 --> 00:01:12.570]  But he's busy with a lot of different issues they're dealing with on Capitol Hill, so it'll be sometime in the third hour that is scheduled.
[00:01:12.590 --> 00:01:26.260]  He joins us about every month and a half or so on the broadcast over the last 10 plus years, and it's always very, very informative as he gives us a legislative update and gives us a lot of internal information.
[00:01:26.420 --> 00:01:29.302]  I'll also bring it up to the congressman about
[00:01:29.975 --> 00:01:40.963]  Patriot Act reauthorization, really Patriot Act 2, set to be signed by the President here very, very soon, leaving Congress now, clearing one of its final hurdles.
[00:01:41.123 --> 00:01:44.285]  So that will come up with Congressman Ron Paul as well.
[00:01:45.786 --> 00:01:52.591]  Here's an article that is out of the Washington Post.
[00:01:52.811 --> 00:01:55.133]  Morgues pressed to stay quiet...
[00:01:56.005 --> 00:02:09.830]  Officials overseeing Baghdad's morgue have come under pressure not to investigate the soaring number of apparent cases of executions and torture in the country, the former human rights chief for Iraq said yesterday.
[00:02:09.970 --> 00:02:18.833]  Actually, he said a week and a half ago to major foreign publications that 1,000 people a month are being tortured to death.
[00:02:18.893 --> 00:02:23.295]  That's official, but that has now been filtered out by the Washington Post.
[00:02:24.057 --> 00:02:28.619]  And by the time they're done with it, they have watered it down substantively.
[00:02:28.979 --> 00:02:29.700]  So we'll get into that.
[00:02:30.060 --> 00:02:36.723]  Alberto Gonzalez, the Attorney General who says the President is above the law, hints at wider surveillance program.
[00:02:36.763 --> 00:02:37.944]  This is too out of the Washington Post.
[00:02:37.964 --> 00:02:39.284]  We don't need him to hint at it.
[00:02:39.584 --> 00:02:42.006]  See, they bring out a little bit, a little bit more, a little bit more.
[00:02:42.806 --> 00:02:44.867]  We already know it's massive, it's total.
[00:02:45.207 --> 00:02:47.168]  It's called the Total Information Awareness Network.
[00:02:47.568 --> 00:02:49.009]  Just one NSA program.
[00:02:50.949 --> 00:02:54.934]  Also, lawmakers still angered but growing resigned over the ports deal.
[00:02:54.954 --> 00:03:02.903]  They've been told to sit down and shut up because the ports are nothing compared to the rest of our infrastructure.
[00:03:02.963 --> 00:03:04.905]  America is more owned by foreigners.
[00:03:05.658 --> 00:03:11.482]  Water districts, power companies, roads than it is even by the government or the American people.
[00:03:11.522 --> 00:03:13.984]  And no other country in the world does this.
[00:03:14.424 --> 00:03:15.365]  We are schmucks.
[00:03:15.465 --> 00:03:16.406]  We are sold out.
[00:03:16.446 --> 00:03:18.047]  It's a big, sick joke.
