[00:00:05.654 --> 00:00:06.315]  Big Brother.
[00:00:06.975 --> 00:00:08.035]  Mainstream media.
[00:00:08.736 --> 00:00:09.856]  Government cover-ups.
[00:00:10.516 --> 00:00:11.317]  You want answers?
[00:00:12.077 --> 00:00:12.977]  Well, so does he.
[00:00:13.637 --> 00:00:17.399]  He's Alex Jones on the GCN Radio Network.
[00:00:17.819 --> 00:00:21.900]  And now, live from Austin, Texas, Alex Jones.
[00:00:31.360 --> 00:00:32.421]  Welcome, my friends.
[00:00:32.801 --> 00:00:36.905]  It is June 19, 2006, a live Monday edition.
[00:00:37.285 --> 00:00:39.367]  We're going to be here live for the next three hours.
[00:00:39.447 --> 00:00:40.648]  I'm Alex Jones, your host.
[00:00:41.168 --> 00:00:44.231]  I trust you had a good weekend with your families out there.
[00:00:45.472 --> 00:00:48.474]  Huge broadcast lined up for you today.
[00:00:49.255 --> 00:00:58.463]  Coming up in the next hour in studio, we're going to have Greg Pallast, and we'll be videotaping it, putting it on the local TV show and on the website for PrisonPlanet.tv members.
[00:00:59.068 --> 00:01:07.350]  He'll be joining us to talk about his new book, and also a little bit about the monster, who's not a real conservative, Ann Coulter.
[00:01:08.870 --> 00:01:19.953]  Coming up in 30 minutes, we're going to be talking to Don McCormick of Canada, along with Joe Bird, and they were out there at the Bilderberg event outside the gates with us.
[00:01:21.375 --> 00:01:50.727]  and uh... one of them was picked up another one of them was a witness to this and taken to some type of national security office and interrogated threatened reportedly i was called an insurgent and so we'll give you a kind of an inside view on some of things that were happening Daniel Estillon was pulled over and interrogated himself he of course is a Canadian citizen I haven't ever really talked about that on air we had Daniel on last uh... what was it thursday and i forgot to even bring that up so
[00:01:51.636 --> 00:02:00.158]  Lots of secret police activity going on for simply trying to report on 120 of the world's biggest elite meeting.
[00:02:00.918 --> 00:02:04.219]  It was in the Toronto Star of all places today.
[00:02:04.840 --> 00:02:07.440]  More about the Bilderberg Group a week and a half late.
[00:02:07.460 --> 00:02:12.201]  It was also in some of the Portugal papers over the weekend as well.
[00:02:12.562 --> 00:02:17.923]  Those reports are all on PrisonPlanet.com and InfoWars.com right now.
[00:02:19.341 --> 00:02:22.624]  In the meantime, we've got the big North Korean latest crises.
[00:02:22.964 --> 00:02:35.655]  North Koreans said to be near a missile test, and so we are flashing back to a test missile that reportedly hit Alaska, and they're reportedly about to test another one of these missiles.
[00:02:35.975 --> 00:02:40.860]  They've also fired missiles that have landed in the ocean just miles from the Japanese coast.
[00:02:40.920 --> 00:02:41.080]  What?
[00:02:41.520 --> 00:02:43.362]  Three separate times that we know of.
[00:02:43.703 --> 00:02:47.587]  The Japanese are rightly very upset right now.
[00:02:47.947 --> 00:02:55.536]  Again, these are not tipped with atom bombs or hydrogen bombs or neutron bombs or any other type of fissile material.
[00:02:56.616 --> 00:03:03.703]  They are test warheads that would carry a payload, but still, it's not very friendly when people are firing missiles at you.
[00:03:03.723 --> 00:03:07.567]  Can you imagine how they would have loved it if Saddam would have fired some type of test missile?
[00:03:07.907 --> 00:03:10.850]  Of course, he didn't even have missiles that could hit Israel by 2002, 2003.
[00:03:10.910 --> 00:03:12.011]  All his old Scuds had fallen apart.
[00:03:16.601 --> 00:03:20.163]  Just like your car, if you park it outside for a few years, it falls apart.
[00:03:20.183 --> 00:03:24.246]  Well, these Scuds were built, his best Scuds were built in the 60's.
[00:03:24.266 --> 00:03:28.628]  They'd all fallen apart and they only had about a 400-500 mile range to begin with.
[00:03:29.028 --> 00:03:34.592]  Well, North Korea has real missiles, real intercontinental ballistics, long range missiles.
[00:03:35.992 --> 00:03:41.498]  On the low end, they just barely meet the criteria of a long-range missile.
[00:03:41.778 --> 00:03:42.759]  But they are long-range.
[00:03:42.779 --> 00:03:44.821]  They are more than medium-range.
[00:03:45.341 --> 00:03:51.567]  Of course, Pakistan also has these medium-range and quote long-range missiles.
[00:03:51.647 --> 00:03:52.448]  So does India.
[00:03:53.706 --> 00:03:55.767]  But no one seems to be worried about that.
[00:03:55.827 --> 00:03:58.148]  They're only worried about Iran.
[00:03:58.268 --> 00:04:04.651]  Will they someday, off over the rainbow, get an A-bomb and kill us all?
[00:04:04.671 --> 00:04:12.414]  There have been lots of national TV reports and magazine covers about their super EMP bombs that could knock us back to the Stone Age.
[00:04:12.434 --> 00:04:14.235]  They've got super weapons.
[00:04:14.275 --> 00:04:15.736]  They've got death rays.
[00:04:16.696 --> 00:04:18.717]  Oh, save us, world government!
[00:04:19.662 --> 00:04:20.803]  So we'll get into that report.
[00:04:21.363 --> 00:04:23.404]  Also, several mainstream news articles here.
[00:04:23.884 --> 00:04:31.428]  Lockheed Martin has designed super spy blimps that are many times bigger than the Goodyear blimp to be over every U.S.
[00:04:31.468 --> 00:04:32.688]  city surveilling us.
[00:04:32.708 --> 00:04:36.350]  We told you about this years ago, but now they're beginning to go into service.
[00:04:36.430 --> 00:04:37.691]  One of them has gone into service.
[00:04:38.651 --> 00:04:39.812]  Giant blimps.
[00:04:40.772 --> 00:04:42.133]  Huge platforms.
[00:04:42.833 --> 00:04:45.815]  So we'll get into that report for you.
[00:04:47.575 --> 00:04:50.159]  And much more after this quick break.
[00:04:50.279 --> 00:04:51.421]  Huge broadcast.
[00:04:51.481 --> 00:04:53.383]  Again, Greg Palast joining us next hour.
[00:04:54.024 --> 00:04:57.790]  Two eyewitnesses to tyranny in Canada coming up in about 25 minutes.
[00:04:58.110 --> 00:04:58.531]  Stay with us.
