[00:00:06.002 --> 00:00:06.662]  Big Brother.
[00:00:07.302 --> 00:00:08.383]  Mainstream media.
[00:00:09.083 --> 00:00:10.244]  Government cover-ups.
[00:00:10.824 --> 00:00:11.664]  You want answers?
[00:00:12.405 --> 00:00:13.405]  Well, so does he.
[00:00:13.985 --> 00:00:17.647]  He's Alex Jones on the GCN Radio Network.
[00:00:18.167 --> 00:00:22.289]  And now, live from Austin, Texas, Alex Jones.
[00:00:22.309 --> 00:00:23.730]  Music
[00:00:35.203 --> 00:00:38.507]  TGIF, ladies and gentlemen, I'm glad it's Friday.
[00:00:38.607 --> 00:00:39.948]  I need a rest this weekend.
[00:00:40.870 --> 00:00:50.721]  I'm only going to be working about six hours a day on Saturday and Sunday, finishing up trying to work on the cover for the official Terror Storm and the extras.
[00:00:52.307 --> 00:00:52.967]  We're good to go.
[00:00:52.987 --> 00:00:53.168]  I think?
[00:01:22.925 --> 00:01:28.427]  And Colonel Ray is a practicing attorney in Kentucky and a highly decorated combat veteran of the Vietnam War.
[00:01:28.467 --> 00:01:30.928]  Two silver stars and a bronze star and a purple heart.
[00:01:31.349 --> 00:01:38.932]  He served as Deputy Assistant Secretary of Defense during the Reagan administration and was appointed by President Bush to serve on the American Battle Monuments Commission.
[00:01:39.878 --> 00:01:44.960]  That's the first President Bush, and was on the 92 Presidential Commission on the Assignment of Women in the Armed Forces.
[00:01:45.460 --> 00:01:50.501]  From 90 to 94, he served as military historian and deputy director of field operations for the U.S.
[00:01:50.541 --> 00:01:51.842]  Marine Corps Historical Center.
[00:01:52.202 --> 00:01:59.984]  Washington, D.C., Colonel Ray selected for Who's Who in America and in American Law, writes and speaks on a wide range of national security.
[00:02:00.584 --> 00:02:06.069]  You wouldn't believe the private discussions we've had, but we'll see if he wants to talk about that on air.
[00:02:07.351 --> 00:02:08.512]  You don't want to miss this interview.
[00:02:08.872 --> 00:02:22.565]  Historical and congressional issues, and has appeared on a variety of national television news broadcasts, ABC World News Tonight, Larry King Live, Hattie and Combs, Fox and Friends, The Today Show, Fox News, Crossfire, and a number of national radio broadcasts.
[00:02:22.925 --> 00:02:24.127]  He'll be joining us today.
[00:02:24.167 --> 00:02:25.388]  He defended Michael Noob.
[00:02:27.292 --> 00:02:31.873]  He, of course, was the attorney for Admiral Moore, the late Admiral Moore.
[00:02:32.874 --> 00:02:38.796]  And he is a good friend of Major General Carl Black, who we had on a few weeks ago.
[00:02:38.816 --> 00:02:43.557]  We'll be discussing the destruction of our military, the UN, and the New World Order.
[00:02:45.086 --> 00:02:48.149]  Yes, the New World Order.
[00:02:48.429 --> 00:03:04.844]  We'll be talking with the military's former head historian for the Pentagon about the New World Order, that thing that some people are still in very, very serious denial about.
[00:03:05.865 --> 00:03:08.568]  So he'll be joining us coming up in the next hour.
[00:03:09.824 --> 00:03:17.367]  And then my good buddy, Bob Dacey, who has written for the New American Magazine, has a local TV show.
[00:03:17.887 --> 00:03:27.450]  He has done an incredible job detailing the NAFTA end-of-America toll road foreign-controlled grid.
[00:03:28.751 --> 00:03:32.932]  And here's his headline today, an Infowars.com exclusive.
[00:03:32.952 --> 00:03:34.493]  I hope you'll get it out to everybody.
[00:03:36.113 --> 00:03:37.034]  It's the law.
[00:03:37.054 --> 00:03:42.721]  Feds pave the way to toll and privatize the interstate highways.
[00:03:43.522 --> 00:03:49.088]  And we will be getting into what President Bush has now done with that.
[00:03:51.081 --> 00:03:53.183]  The American Union is upon us.
[00:03:53.263 --> 00:03:58.206]  We will be discussing it with Bob Dacey in studio in the third hour.
[00:03:58.586 --> 00:04:02.109]  By the way, as soon as we get time, we're busy uploading video of the Bilderberg Group.
