[00:00:05.222 --> 00:00:09.385]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:10.045 --> 00:00:10.865]  You want answers?
[00:00:11.626 --> 00:00:12.526]  Well, so does he.
[00:00:13.167 --> 00:00:16.869]  He's Alex Jones on the GCN Radio Network.
[00:00:17.369 --> 00:00:21.412]  And now, live from Austin, Texas, Alex Jones.
[00:00:24.505 --> 00:00:28.910]  This is the Alex Jones Show on Tuesday, the 7th of September, 2010.
[00:00:30.713 --> 00:00:41.325]  My name's Paul Joseph Watson, filling in for Alex, who's away at the moment working on a project with Jesse Ventura, the former governor, in the Gulf of Mexico.
[00:00:42.409 --> 00:01:01.961]  I'll be filling in for Alex today and I'm, as most of you know, the writer and editor for Alex's website PrisonPlanet.com and stay tuned today because in the second hour we've got Bob Chapman, veteran stockbroker, economist and at one time of course one of the biggest gold and silver traders
[00:01:02.541 --> 00:01:17.926]  In the world, and Bob will be joining us to talk about the deepening double dip recession, the worsening unemployment picture, and of course what we can all do to prepare financially for what's coming down the pipeline.
[00:01:18.246 --> 00:01:20.527]  And Bob joins us in the second hour.
[00:01:21.787 --> 00:01:28.430]  But first, I want to talk to you about a subject which we've constantly covered on the Alex Jones Show.
[00:01:29.030 --> 00:01:34.712]  It was at the forefront of Alex's documentary in 2006, Endgame.
[00:01:35.513 --> 00:01:39.214]  And of course, that subject is eugenics.
[00:01:39.474 --> 00:01:47.978]  The notion that our scientific elites should be empowered with the divine right to rule over life and death.
[00:01:49.130 --> 00:02:06.681]  And of course, this discussion shot back into the news last week where we had the story out of Maryland with this crazed gunman, James J. Lee, who was inspired by Al Gore's global warming documentary, An Inconvenient Truth.
[00:02:07.701 --> 00:02:17.903]  Um, who went into the Discovery Channel building in downtown Silver Spring, explosives strapped to his chest, guns, and he took these hostages.
[00:02:17.943 --> 00:02:19.304]  The police ended up killing him.
[00:02:20.924 --> 00:02:33.547]  Now, of course, many of you then read Lee's online screed, which was posted on PrisonPlanet.com, which explained the motivation behind why he did what he did.
[00:02:34.187 --> 00:02:34.747]  And of course,
[00:02:36.004 --> 00:02:39.626]  His motivation was global warming, overpopulation.
[00:02:40.266 --> 00:02:51.911]  He had bought into the brainwashing, the myth that is eugenics, that's being promoted on a top-down basis to everyone in the world right now.
[00:02:52.351 --> 00:02:54.812]  And that's what led to his attempted massacre.
[00:02:54.852 --> 00:02:56.413]  Thankfully he didn't kill anybody.
[00:02:57.901 --> 00:03:15.062]  Now Alex Jones has documented the origins of eugenics in his film Endgame from Malthus to Hitler to the Galton Institute from Britain through America and into the 70s when sterilization was finally outlawed in America.
[00:03:16.121 --> 00:03:30.596]  But I want to talk to you today about the origins and the motivations behind Neo-eugenics, which is the thinly veiled doctrine of overpopulation and man-made global warming.
[00:03:30.677 --> 00:03:35.522]  That's what Neo-eugenics is disguised behind in today's world.
[00:03:37.665 --> 00:03:50.738]  And more specifically, I want to talk to you about how we've been bathed, inoculated and induced into this, what I describe in my article today on PrisonPlanet.com, as a religion of death.
[00:03:51.659 --> 00:03:55.203]  This widespread belief, and it is shockingly widespread,
[00:03:56.328 --> 00:04:06.032]  That humans should be sterilized or indeed killed in large numbers in the name of saving the planet from environmental destruction.
[00:04:06.653 --> 00:04:15.957]  And it's a belief that's now becoming so widespread that people like James J. Lee are starting to act on it with violence.
[00:04:17.216 --> 00:04:34.087]  And of course we read the horrible story out of Argentina a few months ago where the parents were involved in a suicide pact and actually killed their own son as well as shooting their own baby before killing themselves in homage to global warming.
[00:04:35.048 --> 00:04:41.772]  So we're going to explore this religion of death and how it threatens us all after the break on the Alex Jones Show.
[00:04:41.932 --> 00:04:42.593]  Stay tuned.
[00:04:59.994 --> 00:05:04.217]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:05:04.538 --> 00:05:05.138]  Number 1.
[00:05:05.458 --> 00:05:08.601]  New climate legislation could easily double or triple your electric bill.
[00:05:08.881 --> 00:05:09.441]  Number 2.
[00:05:09.742 --> 00:05:14.285]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:05:14.625 --> 00:05:15.066]  It's true.
[00:05:15.366 --> 00:05:19.929]  Total government control of electricity in the name of smart grid technology is coming.
[00:05:20.250 --> 00:05:20.790]  Number 3.
[00:05:21.070 --> 00:05:24.353]  In some areas of the country, the power grid is dangerously overloaded.
[00:05:24.653 --> 00:05:28.356]  And now, new socialist legislation is only compounding the problem.
[00:05:28.556 --> 00:05:29.097]  Number 4.
[00:05:29.357 --> 00:05:31.719]  Dangerous weather is always a threat to local grids.
[00:05:32.119 --> 00:05:35.502]  Every year, thousands of families lose their power from weather-related outages.
[00:05:35.802 --> 00:05:36.003]  Number 5.
[00:05:36.583 --> 00:05:40.506]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:05:40.747 --> 00:05:45.491]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:05:45.771 --> 00:05:49.797]  You can get more information at www.mysolarbackup.com.
[00:05:49.957 --> 00:05:51.519]  That's mysolarbackup.com.
[00:05:51.739 --> 00:05:53.822]  Remember, the government doesn't own the sun.
[00:05:53.982 --> 00:05:56.345]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:05:59.909 --> 00:06:01.510]  Hello friends, this is Alex Jones.
[00:06:01.550 --> 00:06:04.372]  You've heard me talk about Calden 5 Star Soaps for years.
[00:06:04.932 --> 00:06:09.855]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[00:06:10.155 --> 00:06:13.317]  You can buy factory direct, shipped via UPS right to your door.
[00:06:13.597 --> 00:06:15.939]  Check them out on the web at 5starsoap.com.
[00:06:16.559 --> 00:06:17.420]  Or call 800-340-7091.
[00:06:20.083 --> 00:06:21.044]  Take my word for it.
[00:06:21.224 --> 00:06:23.566]  Once you've used pure soap, you won't buy anything else.
[00:06:23.887 --> 00:06:30.093]  Since 1947, Calvin's Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[00:06:30.393 --> 00:06:31.815]  Buy American and stay clean.
[00:06:31.915 --> 00:06:35.078]  As well as support InfoWars, visit 5starsoap.com today.
[00:06:35.218 --> 00:06:35.598]  Or call 1-800-340-7091.
[00:06:35.639 --> 00:06:36.960]  Well, Marty, what do you have to say?
[00:06:40.208 --> 00:06:47.473]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback.
[00:06:48.134 --> 00:06:52.097]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[00:06:52.117 --> 00:06:52.457]  Thank you!
[00:06:59.431 --> 00:07:02.193]  Listen up friends, this is Alex Jones with key information.
[00:07:02.573 --> 00:07:06.096]  The mainstream media is now admitting that we're going into a depression.
[00:07:06.376 --> 00:07:09.018]  Don't be dependent on the government for you and your family.
[00:07:09.258 --> 00:07:14.261]  You need to get your own supply of high-quality storable foods from efoodsdirect.com.
[00:07:14.642 --> 00:07:20.306]  They're the best company out there, the longest continually operating, with a ton of great food to choose from.
[00:07:20.586 --> 00:07:25.929]  It's all fresh, made on a monthly basis, not some old cruddy food they're selling you like some of the other guys.
[00:07:26.250 --> 00:07:27.971]  Try their new evacuation pack.
[00:07:28.211 --> 00:07:30.512]  A two-week supply of delicious, easy-to-fix food.
[00:07:30.772 --> 00:07:38.894]  It comes with all the equipment you need to prepare it, with open talk of a strike on Iran in the next three months, the crisis in the Gulf, and possible evacuations.
[00:07:39.254 --> 00:07:41.095]  Get yourself and your family ready today.
[00:07:41.475 --> 00:07:43.515]  The place to go is efoodsdirect.com.
[00:07:43.835 --> 00:07:48.997]  Go to their website online right now, efoodsdirect.com forward slash Alex, or call 800-409-5633.
[00:07:49.037 --> 00:07:49.797]  Again, on the web,
[00:07:52.998 --> 00:07:59.045]  eFoodsDirect.com forward slash Alex or give them a call at 800-409-5633.
[00:08:02.168 --> 00:08:08.195]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:08:08.795 --> 00:08:11.779]  It's Alex Jones and the GCN Radio Network.
[00:08:15.444 --> 00:08:18.706]  It's the Alex Jones Show on this Tuesday, September 7th.
[00:08:18.906 --> 00:08:21.808]  Paul Joseph Watson filling in for Alex Jones.
[00:08:22.608 --> 00:08:27.351]  And we're talking about neo-eugenics and man-made global warming.
[00:08:27.791 --> 00:08:38.117]  The inspiration behind James J. Lee's attempted rampage last week when he entered the Discovery Channel building with explosives and guns.
[00:08:38.877 --> 00:08:47.082]  Now, we were just starting to get into how the neo-eugenics agenda manifests itself in the modern day era.
[00:08:48.803 --> 00:08:59.950]  And it's amazing to me to think that even in the aftermath of Climategate, you know, of Hide the Decline, of Amazongate, of the admitted fact that the IPCC
[00:09:01.451 --> 00:09:21.972]  Now admits that they just make up the numbers to fit the doctrine, Pachauri now admits that on the record, that people still trust these same environmentalists that are coming out with the overpopulation rhetoric, even when they've been caught lying at every juncture about global warming, about man-made climate change.
[00:09:23.362 --> 00:09:29.593]  And now those same people are saying that the world is drastically overpopulated and we need to do something about it.
[00:09:30.134 --> 00:09:30.655]  Fast.
[00:09:31.236 --> 00:09:33.820]  And we need to do something drastic about it.
[00:09:35.089 --> 00:09:46.058]  And indeed, it's amazing just how many people are still brainwashed, even though now the majority know that global warming, that man-made global warming is a fraud.
[00:09:46.538 --> 00:09:54.085]  Still, vast amounts of people believe in this myth of overpopulation, and I want to destroy that today.
[00:09:55.560 --> 00:09:57.801]  Because it's one of the biggest myths out there.
[00:09:58.101 --> 00:10:16.945]  It's propagated by liars who have no interest in the environment, but who have one sole interest in citing overpopulation as a means through which they can control your lives with draconian population reduction measures.
[00:10:18.177 --> 00:10:20.638]  Now, overpopulation's a myth.
[00:10:20.978 --> 00:10:29.542]  I don't care, you know, what your tutor told you, what your professor told you, what you read out of, you know, Al Gore's books.
[00:10:30.942 --> 00:10:31.863]  It's documented.
[00:10:32.023 --> 00:10:35.705]  The global fertility rate has been falling since the 50s.
[00:10:35.845 --> 00:10:36.645]  That's a fact.
[00:10:36.785 --> 00:10:38.566]  That's the UN's own numbers.
[00:10:39.557 --> 00:10:46.081]  Not least because of all these gender-bending, you know, endoctrine disruptors in our food and water.
[00:10:46.582 --> 00:10:47.542]  The vaccines.
[00:10:48.403 --> 00:10:54.527]  We got the documents just last week from the Rockefeller Institute about putting sterolants in vaccines.
[00:10:54.807 --> 00:10:55.988]  This was in the 60s.
[00:10:56.208 --> 00:10:57.609]  This was in their own documents.
[00:10:58.649 --> 00:11:05.294]  The soft kill weapons that the elite have launched against us, which are all now becoming public, by phenol A.
[00:11:08.004 --> 00:11:17.437]  And in fact, the Rockefellers worked with the World Health Organization to introduce that global vaccine program, which was focused around sterilizing people.
[00:11:20.819 --> 00:11:24.902]  So now we see fertility across the world falling at dramatic rates.
[00:11:25.122 --> 00:11:43.416]  In Brazil, in Indonesia, even in parts of India and other areas of the third world, fertility is falling so fast that it's already reached around 2.1, which is just at the replacement rate to replace humanity, two for two.
[00:11:44.256 --> 00:11:45.917]  And in many European countries,
[00:11:46.838 --> 00:11:47.659]  It's below that.
[00:11:47.699 --> 00:11:51.843]  So in fact, the population of Europe is literally dying out.
[00:11:52.083 --> 00:11:57.608]  This is why Russia and other governments have to beg their populations to have children.
[00:11:58.109 --> 00:11:59.390]  Because they're dying out.
[00:12:00.131 --> 00:12:06.557]  And it's going to be an economic wasteland if the amount of people in Europe continue to decline.
[00:12:08.223 --> 00:12:17.709]  So across the whole world, the UN's own figures state that population, that the fertility rate will sink to 2.1 by 2050.
[00:12:19.410 --> 00:12:23.412]  So as soon as we get to 2050, population starts to decline.
[00:12:24.333 --> 00:12:27.015]  Overpopulation is not a problem.
[00:12:27.455 --> 00:12:31.377]  The only problem that will exist is underpopulation after 2050.
[00:12:32.538 --> 00:12:35.400]  And that's going to be a major issue for future generations.
[00:12:37.068 --> 00:13:04.771]  And even though these figures proving that population, that overpopulation is a myth, come from the UN, those very same people who work for the UN, under the IPCC, will then kick and scream about how we need this planetary regime, in the words of John P. Holdren, White House Science Czar, to enact these draconian population control measures in order to save the Earth.
[00:13:05.879 --> 00:13:21.806]  Alex has exhaustively documented Ecoscience, Holdren's 1977 textbook, which talks about these horrific measures of forced sterilization, forced abortion, one-child policy.
[00:13:22.206 --> 00:13:24.847]  And this guy is now in the White House!
[00:13:24.907 --> 00:13:26.568]  He's Obama's science czar!
[00:13:27.308 --> 00:13:31.890]  And he's at these global conferences talking about geoengineering the planet.
[00:13:33.171 --> 00:13:35.713]  And it's no wonder that we see all these chemtrails now.
[00:13:36.574 --> 00:13:39.336]  We see the pollution of our water supply.
[00:13:39.376 --> 00:13:47.843]  We see real environmental issues being ignored and in fact pushed by the elite as part of this population reduction agenda.
[00:13:48.624 --> 00:14:00.614]  Meanwhile a fearmonger about overpopulation when their own figures prove that by 2050 world population will start to decline and it will continue to decline.
[00:14:51.862 --> 00:14:53.895]  Welcome to a Time-Stand Still!
[00:14:54.585 --> 00:14:56.286]  We're back on the Alex Jones Show.
[00:14:56.346 --> 00:14:57.527]  It's Paul Joseph Watson.
[00:14:57.567 --> 00:14:58.168]  Sorry for that.
[00:14:59.209 --> 00:15:00.089]  We're on Skype.
[00:15:00.470 --> 00:15:05.974]  Gremlin's in the system and it's not always perfect because I'm sat here at home and not in a radio studio.
[00:15:06.895 --> 00:15:18.464]  But we were talking about the myth of overpopulation and the fact that the UN's own figures prove that it is a myth and that world population will start to decline dramatically after 2050.
[00:15:19.765 --> 00:15:22.187]  So it's established that overpopulation is a fraud.
[00:15:23.211 --> 00:15:33.362]  And yet still, people in the environmental movement push this as a reason to enact these draconian control measures on our lives.
[00:15:33.402 --> 00:15:36.025]  Things like the carbon tax, the one-child policy.
[00:15:38.672 --> 00:15:57.278]  And what's fundamentally scary about who actually is advocating these measures is that it's not just John Holdren and people in the White House, which is obviously scary enough, and Al Gore and James Lovelock and Hanson and all the rest of them.
[00:15:58.178 --> 00:16:07.581]  But if you trace this back to the 80s where it began, this eugenics idea that we need to reduce global population dramatically,
[00:16:09.016 --> 00:16:30.784]  It actually traces back, in one sense, to one of the most evil men that has ever been considered to walk the earth, and that is Charlie Manson, the mastermind of the nine infamous brutal murders in 1969 in California, including those of Sharon Tate and her unborn baby.
[00:16:32.677 --> 00:16:41.581]  Now, here's something you probably didn't know, and it's something I didn't know until I started watching the prison interview tapes with Charlie Manson.
[00:16:42.321 --> 00:16:48.504]  Charlie Manson, in the mid-1980s, was one of the first global warming alarmists.
[00:16:50.585 --> 00:17:00.869]  So Manson, this cult leader, shares the same belief system as Al Gore, John P. Holdren, James Lovelock, Hanson, and the rest of the climate cult.
[00:17:01.994 --> 00:17:16.160]  And Manson states very clearly in these prison interviews that CO2 is destroying the Earth, that emitting it is a sin, and that we need to carry out mass eugenics soft kill programs in order to reduce overpopulation.
[00:17:17.500 --> 00:17:20.882]  And this is not just, you know, what he was talking about 20 years ago.
[00:17:20.942 --> 00:17:30.626]  To this day, Manson, in his prison cell, has a new breed of followers that come to hear his environmentalist message about overpopulation.
[00:17:31.721 --> 00:17:46.785]  Now we're going to go to a clip, which is a 1988 prison interview with Manson, conducted by Geraldo Rivera, where Manson talks about how we need to kill 50 million people in order to save the planet.
