[00:00:03.189 --> 00:00:04.490]  I am a shotgun rider.
[00:00:09.094 --> 00:00:13.538]  I am a shotgun rider for the San Jacinto Line.
[00:00:13.638 --> 00:00:17.801]  The desert is my brother, my skin is cracked and dry.
[00:00:18.341 --> 00:00:25.587]  I was riding on a folk coast and everything was fine, till we took a shorter road to save some time.
[00:00:28.015 --> 00:00:31.920]  Bandits only fired once, they shot me in the chest.
[00:00:33.041 --> 00:00:37.786]  They may have wounded me, but they'll never get the best of better men.
[00:00:38.086 --> 00:00:40.029]  So I'll write again.
[00:00:46.736 --> 00:00:48.217]  I am a river gambler.
[00:00:48.317 --> 00:00:51.018]  I make a living dealing cards.
[00:00:51.238 --> 00:00:53.359]  My clothes are smooth and honest.
[00:00:53.559 --> 00:00:55.440]  My heart is cold and hard.
[00:00:55.500 --> 00:01:00.162]  I was shuffling force and dealt the boys on a boat for New Orleans.
[00:01:00.822 --> 00:01:03.563]  I was the greatest shark they'd ever seen.
[00:01:05.384 --> 00:01:09.846]  But the captain bumped a sandbar and an ace fell from my sleeve.
[00:01:10.686 --> 00:01:13.908]  They threw me overboard and I swore I didn't cheat.
[00:01:17.077 --> 00:01:18.758]  We are back live, ladies and gentlemen.
[00:01:18.778 --> 00:01:20.659]  Thank you so much for joining us.
[00:01:21.160 --> 00:01:31.466]  Lieutenant Colonel Anthony Schaefer with key 9-11 information and the latest on Pakistan claiming they captured Adam Gadahn, then reporting they hadn't captured him.
[00:01:31.486 --> 00:01:34.368]  That's coming up in about 25 minutes from now.
[00:01:34.849 --> 00:01:44.034]  Chris Pinto, documentary filmmaker and then member of the Icelandic Parliament, Birgitta Jones-Dottier, will be joining us on that key find in the last hour.
[00:01:44.955 --> 00:01:52.356]  She'll be joining us also, not just on the radio, but at PrisonPlanet.tv for all the viewers at PrisonPlanet.tv, getting a lot of new members.
[00:01:52.657 --> 00:01:57.497]  We're excited so many of you are joining us over at PrisonPlanet.tv.
[00:01:58.838 --> 00:02:04.359]  Okay, let me get into the most important news that we're facing and dealing with, and it all ties together.
[00:02:04.379 --> 00:02:07.239]  In fact, give me a document can shot, boys.
[00:02:07.299 --> 00:02:07.659]  Thank you.
[00:02:08.180 --> 00:02:09.800]  Wall Street Journal today.
[00:02:10.939 --> 00:02:15.366]  ID card for workers is at center of immigration plan.
[00:02:16.067 --> 00:02:21.816]  This is a complete retread of what the CFR report said six years ago.
[00:02:21.896 --> 00:02:25.842]  They write many of the big homeland security policies, then it gets passed as law.
[00:02:28.090 --> 00:02:28.390]  I think?
[00:02:46.298 --> 00:02:51.022]  By the third time they were failing, they said, we're going to make the amnesty plan secret.
[00:02:51.142 --> 00:02:52.002]  That was the headlines.
[00:02:52.643 --> 00:02:57.566]  Senate keeps details of immigrant plans secret.
[00:02:58.347 --> 00:02:59.508]  You can pull those articles up.
[00:02:59.528 --> 00:03:00.669]  In fact, we did pull them up.
[00:03:02.530 --> 00:03:04.392]  And this is the deception of government.
[00:03:06.953 --> 00:03:10.236]  And then Senator Sessions, to his credit, would not go along with it.
[00:03:10.896 --> 00:03:11.637]  And he leaked it.
[00:03:12.779 --> 00:03:19.421]  He had the 20 smoking guns piece that he wrote, giving the subsections of the bill.
[00:03:20.461 --> 00:03:29.244]  Not only complete total amnesty, but all illegal aliens would be legalized, including felons, aggravated felons, rapists, arsonists, armed robbers.
[00:03:30.084 --> 00:03:30.664]  This is in the bill.
[00:03:32.464 --> 00:03:37.805]  And they would swear to not do it again and be completely legalized.
[00:03:37.945 --> 00:03:44.647]  And for six years, it was sunsetted out after six years, they could bring unlimited family members into the United States.
[00:03:44.727 --> 00:03:52.549]  So you think it's bad with 30 million illegals driving down wages, bankrupting the welfare system, hundreds of millions of people wanting to come here.
[00:03:52.969 --> 00:03:56.950]  Imagine what this would do, allowing them to bring in massive amounts of family.
