[00:00:04.772 --> 00:00:06.092]  Big Brother.
[00:00:06.092 --> 00:00:07.853]  Mainstream media.
[00:00:07.853 --> 00:00:09.614]  Government cover-ups.
[00:00:09.614 --> 00:00:11.195]  You want answers?
[00:00:11.195 --> 00:00:12.736]  Well, so does he.
[00:00:12.736 --> 00:00:16.938]  He's Alex Jones on the GCN Radio Network.
[00:00:16.938 --> 00:00:21.040]  And now, live from Austin, Texas, Alex Jones.
[00:00:31.274 --> 00:00:33.096]  Welcome my friends, welcome!
[00:00:33.096 --> 00:00:39.582]  It is the 17th day of December 2010 on this live Friday broadcast.
[00:00:39.582 --> 00:00:48.571]  We have former Minnesota Governor Jesse Ventura joining us for a full hour coming up in the second hour today.
[00:00:49.940 --> 00:00:59.665]  We then, of course, have our once a week visit with Bob Chapman, and we may go into overdrive in the fourth hour today with a special guest.
[00:00:59.665 --> 00:01:08.669]  If not, we'll do it next week or the week after that, but a very special guest with very important information going into a fourth hour of overdrive today.
[00:01:08.669 --> 00:01:14.552]  We should be able to tell you what's happening with that within the next hour and a half and who the guest is.
[00:01:14.552 --> 00:01:16.894]  Okay, let me just briefly right now
[00:01:18.034 --> 00:01:24.719]  Uh, mention something before I forget to cover it, because I saw this three days ago.
[00:01:24.719 --> 00:01:25.359]  I read it.
[00:01:25.359 --> 00:01:42.311]  It really didn't surprise me, because people I know that have worked in intelligence at the State Department had told me about this over a decade ago, and I had also read, uh, in different, uh, mainline media reports, uh, things that foreshadowed it.
[00:01:43.783 --> 00:01:58.327]  But Christopher Hitchens, with the latest Nixon tapes that they're doling out, it has Henry Kissinger saying that it'd be fine for the Soviets to basically kill all the Jews, that they didn't care.
[00:01:58.327 --> 00:02:08.629]  And that's freaked out some of the Israeli newspapers and papers like the Jewish Journal headline, Kissinger gassing Jews would not be a US problem.
[00:02:08.629 --> 00:02:10.609]  And he said this in the 1970s.
[00:02:10.609 --> 00:02:12.410]  Kissinger wrote in a book
[00:02:14.099 --> 00:02:22.004]  And has also been quoted many times with statements about how troops are dumb animals, to be used, they're cannon fodder.
[00:02:22.004 --> 00:02:24.006]  This is how the establishment sees you.
[00:02:25.680 --> 00:02:54.170]  But there's major movements in geopolitical balkanization systems to push that the source of all evil is Jews, or Catholics, or Masons, or Christians, or Muslims, when the truth is, human societies organize themselves in very similar hierarchical ways, and there are, quite frankly, just incredibly corrupt evil people running all of these major powers.
[00:02:55.185 --> 00:02:57.647]  I mean, that's just a fact.
[00:02:57.647 --> 00:03:12.417]  And it's the ruling classes that sit above all of these racial or religious groups that are openly teaming up to bring in world government, and they see the rest of us as dumb cattle that have to be gotten rid of.
[00:03:12.417 --> 00:03:17.821]  So at the bottom of the hour, I'm gonna get into this and talk more about the true nature of the New World Order.
[00:03:17.821 --> 00:03:22.464]  I mean, when I tell you something, when I come here with my views, it's what I really think.
[00:03:24.383 --> 00:03:26.825]  We don't mince words.
[00:03:26.825 --> 00:03:32.609]  If I thought that Jews ran the entire New World Order system, I would come on air and say it.
[00:03:32.609 --> 00:03:36.952]  If I thought Catholics ran the whole New World Order system, I would come on air and say it.
[00:03:36.952 --> 00:03:42.737]  If I thought Protestants did, if I thought Hindus or Muslims.
[00:03:42.737 --> 00:03:51.864]  It's a priest class that uses management systems and their understanding of human psychology just like
[00:03:53.314 --> 00:04:02.383]  An ornithologist studies birds or they have other schools that study marine mammals or groups that study insects.
[00:04:02.383 --> 00:04:10.650]  They have people that study the stars, astronomy, mathematics.
[00:04:10.650 --> 00:04:17.337]  The globalists study human systems and forms of deception and compartmentalization and
[00:04:19.448 --> 00:04:26.898]  When you look at the incredible corruption that comes out of Israel in the AIPAC lobby, and their open push to restrict free speech, it's horrible.
[00:04:26.898 --> 00:04:28.260]  And I criticize it.
[00:04:28.260 --> 00:04:29.903]  But there's something above that.
[00:04:29.903 --> 00:04:32.787]  In fact, there's several levels above it.
[00:04:32.787 --> 00:04:35.390]  And so at the bottom of the hour, I'm going to get into that.
[00:04:36.951 --> 00:04:42.453]  The type of mindset we see through a Henry Kissinger or as a big New Brzezinski.
[00:04:42.453 --> 00:04:49.696]  Where they love to just talk about cold-bloodedly signing off on people being wiped out and standing down.
[00:04:49.696 --> 00:04:56.879]  Because for them it's a badge of honor that they have disdain against humanity and a bloodthirst.
[00:04:56.879 --> 00:04:57.439]  We'll be right back.
[00:04:59.940 --> 00:05:04.503]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:05:04.503 --> 00:05:05.404]  Number 1.
[00:05:05.404 --> 00:05:08.846]  New climate legislation could easily double or triple your electric bill.
[00:05:08.846 --> 00:05:09.686]  Number 2.
[00:05:09.686 --> 00:05:14.590]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:05:14.590 --> 00:05:15.330]  It's true.
